# X_0;X_1;X_2;X_3;X_4;X_5;X_6;X_7;X_8;X_9;X_10;R_0;R_1;R_2;S_0;S_1;S_2;G_0;G_1;G_2;I_0;I_1;I_2
210552572466.98;251481796.35;18595.01;0.99;0.99;136.68;5.98;101.12;6.84;133.99;904.85;30403.23;111217.73;0.01;19120.30;18357.22;-0.00;-11282.93;-11282.93;-11282.93;0.00;0.00;0.00
197526508030.65;271488557.63;19009.72;1.01;0.99;140.95;5.92;104.74;7.55;140.95;993.53;35174.84;124999.54;0.02;19596.95;18814.85;-0.00;-15577.88;-15577.88;-15577.88;0.00;0.00;0.00
190495732696.59;253157278.37;21168.50;1.01;0.99;140.06;5.92;100.31;7.05;131.45;843.81;30552.80;115694.87;0.02;21842.04;20970.34;-0.00;-8710.76;-8710.76;-8710.76;0.00;0.00;0.00
201147066852.06;248253207.90;20419.49;1.00;1.05;131.37;5.82;94.48;6.79;131.36;918.35;29691.54;103706.50;0.02;22296.39;21406.56;-0.00;-7395.16;-7395.16;-7395.16;0.00;0.00;0.00
183893586936.80;248320673.63;21159.43;0.98;0.98;143.90;5.56;99.75;7.54;148.21;938.50;32638.99;105774.33;0.01;21524.77;20665.73;-0.00;-11114.22;-11114.22;-11114.22;0.00;0.00;0.00
201021642092.15;249965363.38;16873.22;1.05;1.00;127.68;5.94;104.75;6.85;140.06;965.33;33485.10;108736.41;0.02;17650.17;16945.77;-0.00;-15834.93;-15834.93;-15834.93;0.00;0.00;0.00
187357693085.43;245062947.87;19775.41;1.01;0.98;140.41;5.56;107.84;7.46;138.12;1012.19;31225.02;105909.03;0.02;20164.77;19360.01;-0.00;-11060.25;-11060.25;-11060.25;0.00;0.00;0.00
214104104356.36;256968878.22;19053.95;1.00;0.93;147.33;5.49;99.66;6.87;137.94;976.75;32324.81;113640.59;0.02;18439.79;17703.87;-0.00;-13885.03;-13885.03;-13885.03;0.00;0.00;0.00
196377396080.55;254909525.88;18186.46;1.01;0.96;128.75;5.83;96.85;6.68;144.32;887.72;33874.17;105676.91;0.02;18259.73;17531.00;-0.00;-15614.45;-15614.45;-15614.45;0.00;0.00;0.00
193055394298.98;225795762.31;23071.12;1.00;0.95;137.88;6.00;99.15;7.07;141.63;927.84;29170.07;102195.49;0.02;22758.19;21849.93;-0.00;-6411.88;-6411.88;-6411.88;0.00;0.00;0.00
207622778500.87;267256212.99;16582.94;1.00;0.98;139.60;5.84;105.04;6.98;131.19;891.90;31982.35;119286.74;0.02;16884.18;16210.34;-0.00;-15098.17;-15098.17;-15098.17;0.00;0.00;0.00
197287548557.74;241858696.57;19293.95;0.97;0.93;143.07;5.69;93.36;6.85;138.66;900.20;29532.37;104034.54;0.01;18624.11;17880.83;-0.00;-10908.26;-10908.26;-10908.26;0.00;0.00;0.00
179979608627.06;234030215.27;19859.26;1.04;1.05;131.43;6.26;99.95;6.86;153.61;897.91;33967.37;109182.74;0.02;21648.72;20784.73;-0.00;-12318.65;-12318.65;-12318.65;0.00;0.00;0.00
195194518992.12;242740772.58;19979.63;1.02;0.98;137.94;5.77;97.76;6.98;136.65;923.91;30876.27;107882.11;0.02;20385.98;19572.39;-0.00;-10490.30;-10490.30;-10490.30;0.00;0.00;0.00
190239729230.31;271098691.84;19488.80;1.02;0.99;144.34;5.63;104.59;6.79;130.17;924.93;32851.08;123069.41;0.02;20002.68;19204.39;-0.00;-12848.40;-12848.40;-12848.40;0.00;0.00;0.00
189528222414.15;239418165.78;19179.85;1.00;1.02;139.51;6.38;115.48;7.09;138.21;946.20;30038.63;116057.78;0.01;20367.04;19554.20;-0.00;-9671.59;-9671.59;-9671.59;0.00;0.00;0.00
192471977021.32;250239106.18;17956.91;1.01;0.96;144.43;5.74;102.29;6.93;146.69;982.33;33759.62;114488.68;0.02;17967.06;17250.01;-0.00;-15792.56;-15792.56;-15792.56;0.00;0.00;0.00
189640141055.20;258967705.22;19872.59;1.04;0.99;149.45;5.80;107.25;7.06;122.34;922.73;30047.16;127661.04;0.02;20434.88;19619.34;-0.00;-9612.28;-9612.28;-9612.28;0.00;0.00;0.00
203118509482.62;243034974.99;18609.06;0.97;0.96;131.03;5.45;102.05;7.61;136.14;949.04;29255.90;92069.89;0.01;18529.69;17790.18;-0.00;-10726.21;-10726.21;-10726.21;0.00;0.00;0.00
176996965088.34;229729429.18;21902.66;1.04;0.98;135.13;5.54;105.46;6.88;140.17;890.19;30449.27;97588.20;0.02;22297.94;21408.04;-0.00;-8151.34;-8151.34;-8151.34;0.00;0.00;0.00
196495075667.69;265638162.99;15870.75;0.97;1.04;139.87;5.32;106.68;7.36;133.24;949.31;31358.73;105053.81;0.01;17126.82;16443.30;-0.00;-14231.91;-14231.91;-14231.91;0.00;0.00;0.00
