# X_0;X_1;R_0;S_0;G_0;I_0
11617;17045;143000;141131;1868;1
17490;18983;143000;145605;-2605;0
11348;14232;143000;140079;2920;1
15240;19187;143000;144185;-1185;0
12185;20361;143000;142535;464;1
17518;18733;143000;145546;-2546;0
18460;21120;143000;146909;-3909;0
13148;15507;143000;141662;1337;1
13832;19968;143000;143499;-499;0
14018;19627;143000;143516;-516;0
