# X_0;X_1;X_2;R_0;S_0;G_0;I_0
0.30;8.41;46.86;3748.65;2219.60;-1529.05;0.00
0.23;10.30;42.07;3365.45;1918.93;-1446.52;0.00
0.26;8.61;46.56;3725.04;2009.43;-1715.61;0.00
0.27;11.23;37.03;2962.75;2165.28;-797.47;0.00
0.26;10.85;45.95;3675.73;2075.78;-1599.95;0.00
0.28;9.29;31.44;2515.05;2111.63;-403.42;0.00
0.27;10.08;44.74;3579.47;2119.04;-1460.43;0.00
0.28;9.27;35.94;2874.97;2127.95;-747.03;0.00
0.29;10.19;49.51;3960.86;2217.44;-1743.43;0.00
0.20;10.86;41.72;3337.54;1749.28;-1588.26;0.00
0.25;9.08;43.47;3477.32;1965.91;-1511.42;0.00
0.29;11.01;39.54;3163.28;2291.15;-872.14;0.00
0.23;9.30;40.75;3259.93;1824.92;-1435.00;0.00
0.22;9.48;42.52;3401.23;1823.05;-1578.18;0.00
0.24;10.91;36.58;2926.52;2005.93;-920.60;0.00
0.27;11.18;44.16;3532.41;2202.18;-1330.23;0.00
0.26;9.32;42.74;3419.49;2033.73;-1385.76;0.00
0.21;10.54;51.71;4137.05;1818.36;-2318.69;0.00
0.24;11.95;34.79;2783.20;2020.78;-762.42;0.00
0.19;10.94;43.30;3463.94;1701.99;-1761.95;0.00
0.23;10.14;38.37;3069.86;1885.24;-1184.62;0.00
0.26;11.84;46.53;3722.74;2153.83;-1568.91;0.00
0.25;11.38;40.93;3274.70;2060.16;-1214.54;0.00
0.31;9.49;35.22;2817.32;2325.64;-491.68;0.00
0.23;10.17;39.84;3187.46;1907.94;-1279.53;0.00
0.26;10.04;41.94;3355.39;2051.13;-1304.26;0.00
0.30;10.44;44.24;3538.84;2301.36;-1237.49;0.00
0.22;11.10;48.53;3882.62;1900.29;-1982.33;0.00
0.20;11.10;39.50;3160.09;1788.24;-1371.86;0.00
0.24;12.13;40.16;3212.41;2050.54;-1161.87;0.00
0.22;10.76;41.67;3333.32;1854.08;-1479.24;0.00
0.23;9.31;33.57;2685.99;1819.00;-866.99;0.00
0.22;10.06;38.16;3052.80;1820.01;-1232.78;0.00
0.24;11.77;39.71;3177.20;2026.88;-1150.32;0.00
0.25;12.51;51.06;4085.17;2127.36;-1957.80;0.00
0.25;10.90;36.90;2951.82;2074.91;-876.91;0.00
0.25;10.97;39.48;3158.37;2068.91;-1089.46;0.00
0.26;10.91;41.50;3320.15;2126.15;-1194.00;0.00
0.25;10.77;42.65;3411.72;2014.37;-1397.34;0.00
0.28;12.68;40.15;3212.24;2294.87;-917.37;0.00
0.23;8.66;34.28;2742.44;1792.09;-950.35;0.00
0.27;10.14;41.24;3299.34;2111.16;-1188.18;0.00
0.20;10.19;51.07;4085.82;1704.18;-2381.64;0.00
0.25;9.55;39.95;3195.65;1966.11;-1229.54;0.00
0.27;9.86;47.70;3815.76;2127.33;-1688.43;0.00
0.23;9.19;37.76;3020.76;1820.73;-1200.04;0.00
0.26;8.94;41.07;3285.82;1988.06;-1297.76;0.00
0.25;10.23;39.14;3130.94;1996.24;-1134.71;0.00
0.24;10.58;45.71;3656.71;1953.82;-1702.89;0.00
0.21;11.64;42.87;3429.70;1874.90;-1554.80;0.00
0.30;11.49;49.71;3977.00;2349.15;-1627.86;0.00
0.23;8.67;42.13;3370.68;1790.78;-1579.90;0.00
0.25;10.00;44.33;3546.68;2025.53;-1521.16;0.00
0.23;11.77;42.67;3413.31;1963.68;-1449.63;0.00
0.21;10.93;40.53;3242.13;1797.18;-1444.95;0.00
0.27;11.74;46.65;3732.17;2213.49;-1518.68;0.00
0.26;10.07;40.00;3199.99;2088.69;-1111.30;0.00
0.28;11.02;35.02;2801.63;2237.83;-563.79;0.00
0.27;10.03;34.58;2766.59;2128.79;-637.80;0.00
0.26;11.13;43.97;3517.75;2145.56;-1372.18;0.00
0.25;9.92;37.55;3004.38;2020.39;-983.99;0.00
0.24;11.74;44.18;3534.11;2004.55;-1529.56;0.00
0.26;10.69;36.52;2921.34;2106.17;-815.17;0.00
0.24;10.84;43.95;3516.10;2009.87;-1506.23;0.00
0.25;10.69;33.05;2644.31;2038.81;-605.50;0.00
