# X_0;X_1;X_2;X_3;X_4;X_5;X_6;X_7;X_8;X_9;X_10;R_0;R_1;R_2;S_0;S_1;S_2;G_0;G_1;G_2;I_0;I_1;I_2
198656655404.98;264411353.34;12319.31;1.01;1.00;138.39;5.76;101.00;7.02;138.01;962.31;33174.43;114923.45;0.01;22632.43;12319.00;0.00;-11089.07;-104240.27;-0.02;0.00;0.00;0.00
202518600172.42;251177437.52;13568.67;0.98;1.06;139.08;5.99;102.64;7.11;140.51;912.23;32084.33;114082.39;0.01;24927.87;13568.00;0.00;-4941.61;-96958.14;-0.01;0.00;0.00;0.00
191559279264.01;247196823.08;10973.81;0.98;1.03;141.48;5.85;100.49;6.98;138.06;949.08;31026.51;111690.60;0.01;20159.72;10973.00;0.00;-9604.83;-98203.62;-0.01;0.00;0.00;0.00
192185822770.91;253958831.29;14921.46;0.98;0.97;136.35;5.84;98.17;7.17;142.98;942.52;33009.81;110350.70;0.01;27412.98;14921.00;0.00;-5869.39;-93656.68;-0.01;0.00;0.00;0.00
190469916663.60;261874693.83;13008.38;1.00;0.93;138.68;5.85;103.06;7.26;138.80;970.72;33042.83;115976.19;0.01;23898.54;13008.00;0.00;-10798.30;-103788.28;-0.01;0.00;0.00;0.00
198217488120.38;252876044.84;13043.39;0.93;0.93;139.82;5.96;104.24;7.05;141.66;936.91;32566.87;114893.20;0.01;23963.12;13043.00;0.00;-8104.00;-94753.89;-0.01;0.00;0.00;0.00
199424204967.93;258344411.57;11584.71;1.01;1.07;135.92;5.73;104.98;7.21;136.22;941.68;31991.29;109710.96;0.01;21282.52;11584.00;0.00;-9723.10;-98907.98;-0.02;0.00;0.00;0.00
188173578677.50;256409272.68;12987.55;1.03;1.08;139.74;5.98;101.05;7.19;138.86;951.71;32367.62;116933.30;0.01;23860.05;12987.00;0.00;-7577.32;-106604.39;-0.02;0.00;0.00;0.00
217866919693.72;244395989.74;12446.53;1.10;1.01;137.93;5.78;103.56;7.17;137.72;933.27;30598.02;106292.47;0.01;22866.25;12446.00;0.00;-10712.87;-104582.82;-0.02;0.00;0.00;0.00
202754197184.81;258320322.69;13863.58;0.99;0.95;140.12;5.75;102.42;7.04;138.20;914.30;32454.58;113466.68;0.01;25469.66;13863.00;0.00;-7833.44;-99119.89;-0.01;0.00;0.00;0.00
