# X_0;X_1;X_2;R_0;R_1;R_2;S_0;S_1;S_2;G_0;G_1;G_2;I_0;I_1;I_2
19859.66;1152.09;10217.76;1047.35;1.00;1.50;28190.67;10737.80;1989.00;27143.32;10736.80;1987.50;1.00;1.00;1.00
19801.90;936.81;8325.11;851.65;1.00;1.50;22970.28;8749.36;1989.00;22118.63;8748.36;1987.50;1.00;1.00;1.00
19607.93;980.22;11638.42;891.11;1.00;1.50;32111.49;12231.23;1989.00;31220.38;12230.23;1987.50;1.00;1.00;1.00
20679.00;1043.47;11294.37;948.61;1.00;1.50;31162.32;11869.70;1989.00;30213.72;11868.70;1987.50;1.00;1.00;1.00
19149.92;936.94;11623.55;851.76;1.00;1.50;32070.10;12215.47;1989.00;31218.34;12214.47;1987.50;1.00;1.00;1.00
18296.04;1200.85;9286.71;1091.69;1.00;1.50;25621.86;9759.34;1989.00;24530.18;9758.34;1987.50;1.00;1.00;1.00
19498.67;1095.09;9529.51;995.53;1.00;1.50;26292.35;10014.73;1989.00;25296.82;10013.73;1987.50;1.00;1.00;1.00
19209.52;916.42;11285.91;833.11;1.00;1.50;31137.49;11860.24;1989.00;30304.38;11859.24;1987.50;1.00;1.00;1.00
19037.67;1124.32;10628.26;1022.11;1.00;1.50;29324.70;11169.75;1989.00;28302.59;11168.75;1987.50;1.00;1.00;1.00
21857.10;967.30;10440.73;879.36;1.00;1.50;28805.97;10972.17;1989.00;27926.61;10971.17;1987.50;1.00;1.00;1.00
