# X_0;X_1;X_2;R_0;R_1;R_2;S_0;S_1;S_2;G_0;G_1;G_2;I_0;I_1;I_2
212741276391.08;252318768.05;10033.43;31975.67;110956.03;0.01;27598.20;10513.58;0.00;-4377.47;-100442.45;0.36;0.00;0.00;1.00
226761494815.73;282690391.90;9828.29;35824.58;124311.81;0.01;27598.20;10513.58;0.00;-8226.38;-113798.24;0.36;0.00;0.00;1.00
229987133992.20;221131227.76;9062.27;28023.36;97241.45;0.01;27598.20;10513.58;0.00;-425.16;-86727.87;0.36;0.00;0.00;1.00
180001627740.78;242126533.59;9484.35;30684.04;106474.04;0.01;27598.20;10513.58;0.00;-3085.84;-95960.46;0.36;0.00;0.00;1.00
172606699732.50;267981512.01;10764.81;33960.57;117843.65;0.01;27598.20;10513.58;0.00;-6362.37;-107330.07;0.36;0.00;0.00;1.00
167463269986.06;243300150.04;9239.02;30832.76;106990.14;0.01;27598.20;10513.58;0.00;-3234.56;-96476.56;0.36;0.00;0.00;1.00
196471077324.21;251570444.53;10134.92;31880.84;110626.96;0.01;27598.20;10513.58;0.00;-4282.64;-100113.38;0.36;0.00;0.00;1.00
196747817529.87;276945613.73;9594.25;35096.56;121785.57;0.01;27598.20;10513.58;0.00;-7498.36;-111272.00;0.36;0.00;0.00;1.00
187489590947.36;280112127.78;10599.18;35497.85;123178.03;0.01;27598.20;10513.58;0.00;-7899.65;-112664.46;0.36;0.00;0.00;1.00
201268222039.48;234053791.01;9813.94;29661.00;102924.09;0.01;27598.20;10513.58;0.00;-2062.80;-92410.51;0.36;0.00;0.00;1.00
