# X_0;X_1;R_0;S_0;G_0;I_0
16720;15595;143000;144045;-1045;0
10156;23959;143000;142315;684;1
15096;23209;143000;145339;-2339;0
15427;23522;143000;145655;-2655;0
17028;17574;143000;144863;-1863;0
14829;24645;143000;145609;-2609;0
17040;19454;143000;145455;-2455;0
16487;12309;143000;142871;128;1
16360;14924;143000;143599;-599;0
14531;27574;143000;146323;-3323;0
