# X_0;X_1;X_2;X_3;X_4;X_5;X_6;X_7;X_8;X_9;X_10;X_11;X_12;R_0;R_1;R_2;S_0;S_1;S_2;G_0;G_1;G_2;I_0;I_1;I_2
195446148938.02;230857980.54;10056.24;0.99;1.01;140.63;5.69;100.46;7.12;136.89;971.44;964923.43;112558.43;28729.24;100739.28;0.01;81379.32;50968.82;0.00;53835.97;-48253.00;-0.01;1.00;0.00;0.00
217200055859.90;241081116.25;10101.81;1.00;1.02;139.64;6.02;105.34;7.10;141.53;939.12;1002343.92;109281.32;31017.95;110593.11;0.01;86522.87;53017.82;0.00;56995.25;-56311.46;-0.01;1.00;0.00;0.00
199888733935.01;228341564.96;9917.51;1.02;0.99;138.65;5.79;100.58;7.26;136.18;981.31;932212.05;93914.10;28269.07;100056.66;0.01;90478.31;54159.12;0.00;60975.79;-48661.08;-0.01;1.00;0.00;0.00
201006121731.69;257007650.80;9430.03;0.98;1.04;138.72;5.80;101.29;7.03;141.74;928.86;1049236.78;103566.35;33116.51;112813.99;0.01;80181.24;49269.53;0.00;51443.47;-58607.48;-0.01;1.00;0.00;0.00
200217249682.91;252029482.74;9515.09;1.04;1.02;136.70;5.82;103.05;6.84;141.98;917.69;886511.57;88011.52;32529.19;109415.62;0.01;86916.43;52004.10;0.00;54805.12;-61126.41;-0.01;1.00;0.00;0.00
214206450280.05;254101157.45;10632.70;0.97;0.96;136.49;5.93;103.21;7.06;141.84;945.05;1081680.60;103809.15;32765.91;112205.18;0.01;94224.56;57006.07;0.00;58855.11;-53544.89;-0.01;1.00;0.00;0.00
230199200742.08;250245989.02;10116.65;1.04;1.02;138.71;5.93;100.48;7.31;140.11;940.67;973160.22;107637.21;31873.57;112189.10;0.01;89747.64;54276.04;0.00;58423.13;-60999.87;-0.01;1.00;0.00;0.00
221175325200.77;283565949.95;10701.70;1.01;1.01;138.01;5.83;102.53;7.21;141.19;954.30;987304.90;108287.28;36396.83;124476.51;0.01;93567.74;56892.85;0.00;57728.75;-68057.64;-0.01;1.00;0.00;0.00
205691824417.49;229721854.35;8860.55;1.03;0.99;139.53;5.75;105.88;7.17;139.15;941.06;917513.27;115790.97;29060.55;100589.70;0.01;70760.99;44549.13;0.00;40289.97;-59200.12;-0.01;1.00;0.00;0.00
209443548750.57;258693182.19;8172.52;1.07;1.01;139.45;5.65;99.36;7.05;143.05;921.93;959134.43;104881.60;33640.90;111139.15;0.01;69507.20;42705.31;0.00;34449.31;-75494.46;-0.01;1.00;0.00;0.00
194513904561.12;239182826.88;8907.60;0.96;0.92;142.44;5.96;102.34;6.92;139.41;951.31;1020501.56;98805.39;30314.01;110843.18;0.01;77313.14;47138.43;0.00;42332.20;-63000.17;-0.01;1.00;0.00;0.00
199110429220.71;250849183.69;10202.05;0.93;0.96;139.07;5.86;100.82;7.08;141.23;947.31;916947.09;95070.24;32206.62;111541.36;0.01;90506.32;54735.75;0.00;56542.43;-51684.18;-0.01;1.00;0.00;0.00
209752563670.56;256457268.58;10185.63;0.99;0.98;143.28;5.83;98.09;7.13;139.45;931.07;1018617.34;97539.01;32511.94;116949.58;0.01;91463.37;55066.62;0.00;57676.87;-61702.01;-0.01;1.00;0.00;0.00
193381462718.64;236061866.98;8818.10;0.95;0.97;140.44;5.76;101.03;7.33;142.42;921.05;1102325.69;115569.11;30564.49;104186.54;0.01;68988.70;43790.59;0.00;37831.40;-56889.65;-0.01;1.00;0.00;0.00
204715334207.01;232139544.78;10111.58;0.97;1.07;138.15;5.88;98.86;7.05;140.69;917.45;929324.75;97242.15;29689.77;102824.56;0.01;88443.87;53769.40;0.00;65381.51;-42654.39;-0.01;1.00;0.00;0.00
201520071662.89;227323226.31;9495.24;1.01;1.02;137.67;5.87;98.91;7.15;140.69;925.35;1099723.47;102232.70;29075.49;100136.24;0.01;81643.22;49955.54;0.00;53963.16;-49870.82;-0.01;1.00;0.00;0.00
200365931551.38;250878071.08;9610.60;1.02;1.07;140.30;5.68;103.81;7.23;142.08;929.84;1198692.49;99102.04;32404.24;109142.94;0.01;84700.08;51348.48;0.00;57144.40;-56801.46;-0.01;1.00;0.00;0.00
194292443016.34;249892324.44;10185.05;0.95;1.02;138.94;5.90;101.18;7.17;139.28;959.00;978519.67;97342.19;31640.35;111690.64;0.01;89137.89;54180.69;0.00;60484.15;-51151.05;-0.01;1.00;0.00;0.00
192684911197.67;239107001.51;11163.46;0.97;0.99;138.72;5.96;101.96;7.05;135.21;921.72;1048776.23;98941.37;29391.18;107820.13;0.01;95101.41;58394.53;0.00;65531.90;-46629.19;-0.01;1.00;0.00;0.00
213220981607.27;216868655.46;9330.59;0.97;1.01;136.64;5.48;99.03;7.27;143.16;958.78;862640.69;94823.32;28225.04;88647.26;0.01;85659.27;51157.72;0.00;59265.49;-34162.82;-0.01;1.00;0.00;0.00
209453627583.51;228148224.73;10365.44;1.06;1.02;135.51;5.61;99.23;7.08;138.88;948.65;998019.10;88784.44;28803.89;94535.18;0.01;98964.87;58281.61;0.00;70638.30;-40239.34;-0.01;1.00;0.00;0.00
195356330260.54;222837639.97;9160.87;1.03;1.03;146.00;5.87;101.71;7.24;146.26;959.00;1127221.72;107988.33;29628.35;104180.36;0.01;76623.25;47378.02;0.00;48321.24;-58795.99;-0.01;1.00;0.00;0.00
203975546060.71;256131213.63;12062.63;1.06;0.97;140.20;5.93;101.02;7.01;135.59;937.69;948418.76;103035.57;31571.00;116063.33;0.01;103079.95;63218.97;0.00;66900.71;-61179.32;-0.01;1.00;0.00;0.00
195183137743.95;273011093.67;8730.09;1.04;0.98;135.55;5.80;104.59;7.11;139.50;936.11;1048582.21;109772.27;34622.75;117145.73;0.01;70960.73;44367.05;0.00;33464.50;-78191.44;-0.01;1.00;0.00;0.00
182210934286.97;245014397.22;11272.28;0.91;1.03;138.25;5.73;102.91;7.28;140.29;932.88;876278.01;109781.26;31249.19;105916.97;0.01;86794.64;55446.48;0.00;61263.19;-39419.27;-0.01;1.00;0.00;0.00
217287272781.37;223951815.79;9755.59;0.92;0.97;134.96;5.89;102.57;7.07;142.98;930.51;996829.98;101462.19;29109.90;97144.07;0.01;86887.51;52469.64;0.00;57228.71;-38292.54;-0.01;1.00;0.00;0.00
206408148265.00;237213351.53;11397.35;1.06;0.94;141.67;5.70;103.49;6.99;137.18;941.55;882146.88;102976.80;29583.06;104533.29;0.01;97431.73;59746.84;0.00;60511.85;-54564.26;-0.01;1.00;0.00;0.00
198574842484.75;255718787.59;9693.52;0.99;0.92;137.93;5.79;102.43;7.32;138.53;952.65;902487.07;99696.87;32203.27;111480.65;0.01;83584.34;51088.18;0.00;44858.14;-63226.86;-0.01;1.00;0.00;0.00
195683804095.37;250794107.68;10126.75;1.01;1.14;133.15;5.69;101.10;6.98;138.76;949.66;1001087.51;109120.71;31636.36;103569.86;0.01;82913.91;51692.40;0.00;62487.29;-45503.58;-0.01;1.00;0.00;0.00
192292866454.89;269063411.70;9742.68;1.10;0.99;143.15;5.82;102.41;6.96;141.57;938.91;936957.46;108623.43;34628.17;122200.88;0.01;78322.25;49180.86;0.00;39478.00;-85816.75;-0.01;1.00;0.00;0.00
193676195756.94;280458224.93;9920.04;1.04;1.01;140.29;5.78;100.31;7.21;137.11;916.94;1213041.59;113209.76;34957.30;124115.20;0.01;79098.63;49830.12;0.00;43700.11;-78392.22;-0.01;1.00;0.00;0.00
195662249561.50;252530942.64;10751.47;0.97;1.00;140.46;5.90;104.68;7.05;140.74;945.51;1171733.37;89255.39;32309.90;114130.38;0.01;100101.37;59481.18;0.00;68816.34;-50801.02;-0.01;1.00;0.00;0.00
208802964213.60;253092499.59;9196.12;1.02;0.99;139.56;5.86;100.23;7.06;138.07;937.44;838705.20;97618.67;31768.18;112835.94;0.01;80994.44;49114.67;0.00;47433.51;-66763.06;-0.01;1.00;0.00;0.00
216086783134.42;268616474.04;11438.59;1.02;0.97;139.11;5.74;100.33;6.96;132.73;915.61;884997.60;102018.85;32413.42;116989.32;0.01;99228.15;60512.60;0.00;63521.16;-60192.15;-0.01;1.00;0.00;0.00
188433032308.54;256202571.24;9589.47;1.06;1.06;142.02;5.62;99.64;7.06;140.23;942.94;1165341.14;104113.81;32660.60;111504.94;0.01;80030.94;49527.92;0.00;50689.44;-65100.08;-0.01;1.00;0.00;0.00
218331770711.26;242519708.83;11635.69;0.98;0.96;143.78;5.81;102.31;7.07;142.16;913.92;903854.26;101428.31;31342.50;110553.76;0.01;101945.10;61938.91;0.00;66722.11;-49351.05;-0.01;1.00;0.00;0.00
174846566248.47;270726183.13;11447.85;0.96;1.05;142.46;5.58;99.80;6.95;140.34;904.40;1130441.91;103723.31;34539.99;117349.01;0.01;90108.65;57056.39;0.00;61190.14;-52886.18;-0.01;1.00;0.00;0.00
201464440740.72;248977062.76;9213.91;1.01;1.04;140.47;5.85;99.38;7.05;143.17;938.47;1018426.00;109742.93;32406.24;111637.18;0.01;75957.48;47229.57;0.00;46124.85;-63601.33;-0.01;1.00;0.00;0.00
204247517966.63;239062959.94;7750.47;0.97;1.10;137.50;5.99;100.11;6.99;137.33;942.10;1001363.61;105803.90;29846.55;107379.71;0.01;65751.66;40436.69;0.00;43567.28;-59271.00;-0.01;1.00;0.00;0.00
217939820396.54;266947761.88;9795.27;1.03;0.98;141.63;5.89;102.67;7.04;134.06;969.67;1130233.79;106892.89;32533.20;121571.39;0.01;87513.41;52787.44;0.00;52326.28;-72980.34;-0.01;1.00;0.00;0.00
188744171977.67;257501766.71;10638.17;1.00;0.99;136.61;5.76;104.09;7.00;139.96;947.74;866720.79;90182.42;32763.17;110555.68;0.01;94329.68;57057.99;0.00;60573.88;-54128.30;-0.01;1.00;0.00;0.00
202248658157.54;247230460.92;9867.03;0.89;0.98;137.99;5.66;97.45;7.07;143.71;936.77;831322.05;99360.68;32299.57;105358.53;0.01;84548.71;51800.94;0.00;53700.19;-43424.10;-0.01;1.00;0.00;0.00
186850977968.02;253656013.95;10985.80;0.98;1.00;138.48;5.76;100.28;6.83;139.87;942.62;1091883.38;112884.19;32252.73;110388.50;0.01;86578.73;54794.17;0.00;54622.65;-53832.21;-0.01;1.00;0.00;0.00
204381141403.43;247834070.18;10120.06;0.92;0.89;132.54;5.96;104.68;7.43;139.86;950.71;1013783.91;113297.58;31511.29;106759.06;0.01;82941.59;51691.23;0.00;44701.55;-51922.93;-0.01;1.00;0.00;0.00
200679827168.55;252040307.96;10800.76;1.11;1.01;137.53;5.81;101.01;7.07;140.08;957.80;1030827.71;121324.45;32096.91;109927.25;0.01;84672.43;53700.66;0.00;49727.18;-67902.39;-0.02;1.00;0.00;0.00
202493011370.12;254535632.44;9840.55;1.06;1.04;137.80;5.80;102.17;7.15;140.25;948.72;973316.88;106188.68;32452.83;110895.60;0.01;82998.49;51156.85;0.00;52307.44;-64134.12;-0.01;1.00;0.00;0.00
203049342097.91;235429354.02;8887.42;0.98;1.05;135.39;5.77;99.31;7.17;137.44;936.21;994495.08;101456.44;29414.93;100317.16;0.01;76777.34;46894.58;0.00;51728.11;-49070.62;-0.01;1.00;0.00;0.00
205390867603.80;263369828.36;10045.62;1.03;0.91;137.84;5.87;98.85;6.94;141.00;904.38;993376.97;97393.62;33760.30;116295.31;0.01;87876.91;53422.38;0.00;45734.17;-70546.39;-0.01;1.00;0.00;0.00
193458745469.81;237702087.36;9987.29;1.05;1.05;140.18;5.80;100.16;7.35;138.52;929.17;950083.53;94664.24;29933.58;105377.46;0.01;87048.39;52991.63;0.00;60019.91;-55154.59;-0.01;1.00;0.00;0.00
197070497705.58;264472541.16;9845.57;0.95;1.00;140.80;5.93;102.42;7.10;141.52;950.95;1059989.95;102566.45;34024.85;120446.01;0.01;84422.41;51709.25;0.00;52417.00;-62475.58;-0.01;1.00;0.00;0.00
195926056065.96;249515037.04;9817.67;1.04;0.97;143.43;5.86;101.22;7.04;132.67;914.23;991395.32;103291.98;30094.37;114329.44;0.01;81467.33;50527.98;0.00;47321.25;-70317.39;-0.01;1.00;0.00;0.00
203879930952.46;249180641.28;9165.76;1.02;1.05;141.00;5.64;103.28;7.33;139.47;920.68;1181863.55;95580.07;31594.25;108042.48;0.01;82698.45;49702.38;0.00;54747.90;-58229.32;-0.01;1.00;0.00;0.00
202759768935.62;249076232.68;9647.46;0.96;1.00;136.63;5.77;103.57;7.14;136.83;929.81;982097.08;110234.89;30983.90;107094.03;0.01;78920.81;49220.28;0.00;49318.31;-53292.76;-0.01;1.00;0.00;0.00
200583557046.73;271226038.09;10563.01;0.98;0.96;136.32;5.67;102.40;6.95;138.69;945.30;988281.22;87395.78;34196.11;114396.90;0.01;99387.29;58835.73;0.00;62131.34;-55707.88;-0.01;1.00;0.00;0.00
199985391232.48;223466730.82;11341.89;0.95;1.14;142.56;5.75;103.62;7.10;140.36;942.06;932156.14;93265.88;28514.45;99851.43;0.01;101861.36;61323.16;0.00;88603.47;-25537.32;-0.01;1.00;0.00;0.00
196044784289.90;260122902.20;9444.48;1.03;1.07;139.71;5.71;101.74;6.92;138.12;942.80;975023.01;91350.44;32661.43;113161.80;0.01;85419.13;51292.66;0.00;57851.82;-61874.11;-0.01;1.00;0.00;0.00
195216695160.86;257735365.70;10606.17;1.05;1.04;135.28;5.76;106.21;7.12;140.30;960.67;898230.49;108048.61;32871.94;109464.91;0.01;86746.40;54105.60;0.00;55731.30;-58430.95;-0.01;1.00;0.00;0.00
188201448445.32;229938847.82;11076.56;1.02;0.99;133.62;5.86;100.24;6.90;135.23;967.48;946746.59;107974.19;28267.28;98140.73;0.01;89836.64;56215.89;0.00;60130.46;-44155.55;-0.01;1.00;0.00;0.00
213121046725.64;249226068.34;9542.84;1.05;1.02;138.74;5.69;101.17;7.09;135.74;944.70;915488.11;95588.82;30753.96;107253.36;0.01;87097.74;52126.73;0.00;56832.05;-59007.68;-0.01;1.00;0.00;0.00
200000424405.68;239403281.42;11812.86;1.06;1.00;143.61;5.79;100.60;7.03;143.29;968.18;984774.38;103187.36;31185.92;108628.99;0.01;101855.80;62256.13;0.00;69293.27;-52437.87;-0.01;1.00;0.00;0.00
203366583907.60;244048443.11;11428.21;1.03;0.99;135.28;5.84;101.50;7.26;137.18;923.09;1075110.86;106816.73;30433.97;105100.81;0.01;95894.36;59222.79;0.00;63851.91;-49653.53;-0.01;1.00;0.00;0.00
208668369624.48;255114762.62;10281.59;0.94;0.93;140.09;5.82;102.80;7.17;135.60;934.46;1094058.62;92705.04;31448.21;113416.46;0.01;95619.73;56840.67;0.00;59474.16;-53610.97;-0.01;1.00;0.00;0.00
207375355564.04;253384274.00;9656.26;0.97;1.07;140.93;5.99;101.64;7.08;138.06;943.30;1026008.01;98474.01;31803.08;116704.83;0.01;86358.03;52071.36;0.00;61296.68;-57880.22;-0.01;1.00;0.00;0.00
189457352748.87;252513999.94;10299.80;0.98;1.02;133.82;5.74;101.55;7.09;139.30;933.66;1082575.30;100655.94;31977.53;105773.13;0.01;86930.45;53566.12;0.00;57106.09;-48852.25;-0.01;1.00;0.00;0.00
199714597837.99;252364498.57;11189.85;0.93;1.04;137.17;5.74;99.71;7.12;139.11;966.01;873476.22;82880.18;31914.15;108308.01;0.01;108242.99;63452.27;0.00;83123.66;-34759.04;-0.01;1.00;0.00;0.00
198851696512.10;250929754.39;10243.28;1.05;1.04;135.44;5.66;103.89;6.96;138.54;948.25;982586.22;90952.33;31602.97;104939.59;0.01;93865.59;56096.85;0.00;64724.58;-51373.78;-0.01;1.00;0.00;0.00
218727696637.28;245376864.49;10289.97;0.99;0.94;139.72;5.59;103.18;7.26;137.47;970.45;1133390.05;89688.19;30665.34;104533.10;0.01;101967.45;59274.62;0.00;65289.75;-47636.10;-0.01;1.00;0.00;0.00
199060933903.28;272919946.15;9784.95;1.01;1.01;136.91;5.72;98.81;7.16;137.93;916.00;1042450.13;106214.16;34221.78;116594.49;0.01;80960.93;50269.46;0.00;47112.18;-66782.17;-0.01;1.00;0.00;0.00
211318130259.39;257526312.09;10076.41;1.01;0.92;137.38;5.67;99.96;7.08;143.55;959.79;935325.00;122102.39;33607.13;109380.34;0.01;79901.96;50445.72;0.00;39307.52;-64250.95;-0.01;1.00;0.00;0.00
203522424712.56;251325421.38;10122.16;1.11;0.91;137.45;5.90;98.14;7.01;141.53;937.96;902774.13;114913.58;32335.40;111181.92;0.01;80511.57;50769.34;0.00;37775.88;-76685.50;-0.02;1.00;0.00;0.00
221969370653.67;248401960.79;7821.99;1.04;1.03;140.76;5.59;98.33;6.77;137.60;961.30;885492.89;102417.66;31072.16;106676.22;0.01;70223.53;42281.10;0.00;39999.58;-67011.93;-0.01;1.00;0.00;0.00
200026281231.39;233244843.06;9468.20;0.99;0.91;142.67;5.87;103.38;7.23;139.77;950.94;901435.54;86478.55;29636.68;106616.72;0.01;89015.05;52710.29;0.00;51838.83;-57504.67;-0.01;1.00;0.00;0.00
195468890682.75;248327759.48;10709.26;0.97;0.96;141.71;5.70;101.34;7.35;136.89;959.90;963635.77;97670.38;30903.60;109349.51;0.01;93722.25;56967.60;0.00;60016.77;-51537.57;-0.01;1.00;0.00;0.00
206424200685.45;253030035.08;11175.72;1.03;0.99;139.44;5.78;105.29;7.12;137.97;936.19;1037701.35;97738.87;31737.26;111241.39;0.01;99886.21;60241.15;0.00;66550.68;-54908.63;-0.01;1.00;0.00;0.00
205339930706.62;238406909.30;10626.05;0.94;0.93;139.78;5.92;101.31;7.26;135.84;915.30;1069826.35;106892.29;29442.06;107695.80;0.01;89139.42;55057.08;0.00;54851.25;-50392.42;-0.01;1.00;0.00;0.00
192738429055.43;259548000.46;11757.48;0.96;0.95;142.43;5.74;102.02;7.13;136.02;934.52;1051258.57;91444.45;32095.12;115728.45;0.01;105620.54;63581.24;0.00;69731.93;-50347.53;-0.01;1.00;0.00;0.00
206263312694.34;240960544.96;10795.75;1.01;1.03;136.51;5.72;98.87;6.83;138.82;912.26;756976.10;106526.43;30409.61;102575.34;0.01;87351.53;54711.35;0.00;58930.44;-47841.23;-0.01;1.00;0.00;0.00
186690350365.60;237172169.13;9777.08;1.00;0.98;139.41;5.73;104.01;7.03;140.26;967.16;1152113.78;91249.43;30241.11;103388.92;0.01;88694.13;53201.48;0.00;56642.63;-51415.73;-0.01;1.00;0.00;0.00
191805187394.31;246438511.39;9852.90;1.03;1.00;139.04;5.94;100.49;6.79;135.77;954.91;994423.88;114908.34;30418.27;111040.54;0.01;77620.61;49131.87;0.00;46523.44;-65029.01;-0.01;1.00;0.00;0.00
204170595361.58;260957418.15;11380.17;0.98;0.96;138.63;5.80;100.94;7.04;140.07;962.93;846357.30;88480.42;33228.48;114396.62;0.01;106591.68;63202.48;0.00;69376.39;-51474.62;-0.01;1.00;0.00;0.00
