# X_0;X_1;R_0;S_0;G_0;I_0
10105;17900;143000;121260;21739;1
9572;20635;143000;114864;28135;1
10980;21061;143000;131760;11239;1
10737;18866;143000;128844;14155;1
10668;26176;143000;128016;14983;1
10476;18739;143000;125712;17287;1
10691;22315;143000;128292;14707;1
10480;27891;143000;125760;17239;1
9679;18032;143000;116148;26851;1
9782;18785;143000;117384;25615;1
