# X_0;X_1;X_2;R_0;S_0;G_0;I_0
0.28;10.11;38.18;3054.13;2162.01;-892.12;0.00
0.27;9.64;40.19;3215.08;2087.92;-1127.16;0.00
0.24;11.17;33.93;2714.23;1978.77;-735.46;0.00
0.24;10.07;44.97;3597.86;1967.40;-1630.46;0.00
0.24;10.38;43.24;3459.44;1958.87;-1500.57;0.00
0.28;10.00;51.59;4127.03;2191.14;-1935.89;0.00
0.21;10.43;44.13;3530.38;1774.69;-1755.70;0.00
0.25;9.33;44.29;3543.06;1952.17;-1590.89;0.00
0.20;9.69;43.80;3503.85;1675.12;-1828.74;0.00
0.23;9.13;36.88;2950.36;1814.07;-1136.29;0.00
0.27;9.26;40.48;3238.37;2097.57;-1140.80;0.00
0.24;10.82;37.96;3037.19;1988.79;-1048.39;0.00
0.26;13.02;34.40;2752.12;2222.88;-529.24;0.00
0.23;7.69;43.07;3445.74;1750.63;-1695.11;0.00
0.23;11.28;36.29;2903.25;1966.34;-936.90;0.00
0.23;10.90;34.87;2789.29;1946.87;-842.41;0.00
0.26;10.70;41.86;3349.01;2116.47;-1232.54;0.00
0.23;9.81;33.99;2719.34;1865.97;-853.37;0.00
0.19;11.87;36.96;2956.98;1761.05;-1195.94;0.00
0.25;11.93;41.95;3356.18;2121.98;-1234.19;0.00
0.27;8.93;40.17;3213.99;2050.13;-1163.87;0.00
0.25;10.08;41.81;3344.77;2024.78;-1319.99;0.00
0.27;10.18;44.48;3558.43;2136.57;-1421.86;0.00
0.25;9.92;41.95;3355.87;2011.87;-1344.00;0.00
0.30;9.61;39.86;3188.55;2263.59;-924.96;0.00
0.23;10.02;39.87;3189.68;1853.47;-1336.21;0.00
0.28;11.43;45.84;3667.07;2272.28;-1394.79;0.00
0.24;11.32;37.31;2985.03;2012.34;-972.69;0.00
0.25;11.10;34.36;2748.70;2032.66;-716.03;0.00
0.25;11.57;36.96;2956.69;2079.64;-877.05;0.00
0.21;11.28;42.60;3408.07;1858.20;-1549.87;0.00
0.26;11.75;38.23;3058.70;2154.26;-904.45;0.00
0.28;8.35;42.96;3436.99;2070.85;-1366.14;0.00
0.25;9.37;51.46;4117.16;1947.74;-2169.41;0.00
0.28;10.59;33.59;2686.84;2178.45;-508.39;0.00
0.23;10.81;43.99;3518.85;1934.49;-1584.36;0.00
0.25;9.38;38.65;3092.22;1962.26;-1129.97;0.00
0.24;10.51;43.04;3443.55;1963.15;-1480.41;0.00
0.22;10.97;38.85;3108.21;1856.17;-1252.04;0.00
0.25;11.73;41.15;3292.15;2077.54;-1214.61;0.00
0.31;11.19;41.53;3322.18;2435.49;-886.70;0.00
0.25;12.17;37.28;2982.41;2130.48;-851.93;0.00
0.25;12.15;34.86;2788.69;2109.35;-679.34;0.00
0.27;9.71;43.01;3440.72;2123.73;-1316.99;0.00
0.26;10.46;39.94;3195.48;2087.84;-1107.63;0.00
0.21;9.36;41.69;3335.06;1748.06;-1587.00;0.00
0.24;8.97;40.41;3232.99;1912.68;-1320.32;0.00
0.26;9.86;38.89;3111.48;2021.37;-1090.11;0.00
0.22;11.30;36.84;2947.09;1903.36;-1043.72;0.00
0.27;9.14;35.23;2818.11;2050.22;-767.90;0.00
0.24;11.77;30.95;2476.05;2051.00;-425.05;0.00
0.26;10.26;37.40;2992.26;2098.18;-894.08;0.00
0.25;11.19;46.91;3753.16;2049.39;-1703.77;0.00
0.30;9.51;37.69;3015.15;2263.09;-752.05;0.00
0.23;12.16;39.33;3146.74;1985.90;-1160.84;0.00
0.24;12.05;41.93;3354.44;2038.53;-1315.91;0.00
0.22;10.13;34.31;2744.97;1856.54;-888.43;0.00
0.26;9.31;43.77;3501.91;2010.05;-1491.85;0.00
0.25;9.29;43.58;3486.24;1982.89;-1503.36;0.00
0.25;10.76;40.84;3267.45;2058.70;-1208.75;0.00
0.22;10.37;42.11;3368.85;1817.60;-1551.25;0.00
0.26;8.98;37.72;3017.61;2003.85;-1013.75;0.00
0.27;11.19;30.22;2417.28;2200.76;-216.52;0.00
0.22;9.52;46.51;3721.11;1796.94;-1924.16;0.00
0.28;9.43;45.34;3626.95;2139.27;-1487.68;0.00
0.28;8.24;42.53;3402.71;2079.00;-1323.71;0.00
0.25;9.45;47.59;3806.82;1975.81;-1831.01;0.00
0.27;8.92;44.95;3595.87;2065.95;-1529.92;0.00
0.28;11.91;48.01;3841.07;2250.58;-1590.49;0.00
0.25;10.54;45.92;3673.91;2007.25;-1666.66;0.00
0.24;10.65;37.46;2997.15;1972.27;-1024.89;0.00
0.24;7.91;34.92;2793.56;1803.25;-990.31;0.00
0.26;9.16;36.65;2932.30;2017.99;-914.31;0.00
0.26;8.91;41.56;3324.50;2021.80;-1302.70;0.00
0.24;11.80;51.32;4105.44;2033.75;-2071.68;0.00
0.24;9.92;39.94;3194.96;1934.35;-1260.61;0.00
0.25;9.69;40.48;3238.12;1980.06;-1258.07;0.00
0.29;11.24;46.85;3747.81;2301.99;-1445.82;0.00
0.25;10.73;47.99;3839.29;2008.49;-1830.80;0.00
0.21;10.02;46.15;3691.66;1760.21;-1931.46;0.00
0.25;9.61;41.48;3318.12;1965.09;-1353.02;0.00
0.25;10.99;42.42;3393.92;2068.42;-1325.51;0.00
0.23;11.01;35.67;2853.84;1940.56;-913.29;0.00
0.21;8.62;35.51;2840.62;1707.46;-1133.16;0.00
0.25;9.65;41.13;3290.20;1988.32;-1301.88;0.00
0.26;10.15;48.58;3886.44;2070.68;-1815.76;0.00
0.26;11.34;44.96;3597.03;2103.66;-1493.37;0.00
0.24;10.20;37.37;2989.56;1930.92;-1058.64;0.00
0.24;12.78;45.32;3625.49;2082.69;-1542.80;0.00
0.23;10.85;42.30;3384.14;1933.48;-1450.66;0.00
0.28;13.10;35.13;2810.24;2368.19;-442.05;0.00
0.24;10.74;44.14;3531.47;1978.93;-1552.54;0.00
0.21;9.84;39.74;3179.02;1784.68;-1394.34;0.00
0.24;8.82;29.99;2399.23;1867.76;-531.47;0.00
0.27;9.70;37.46;2996.69;2070.22;-926.47;0.00
0.22;10.59;41.33;3306.23;1862.76;-1443.47;0.00
0.26;9.66;35.65;2852.32;2033.21;-819.12;0.00
0.20;9.59;37.99;3039.50;1675.99;-1363.51;0.00
0.26;10.95;44.21;3536.82;2128.67;-1408.15;0.00
0.22;8.45;36.32;2905.85;1738.44;-1167.41;0.00
0.21;8.68;41.69;3335.56;1706.05;-1629.51;0.00
0.19;8.80;43.00;3439.78;1594.33;-1845.46;0.00
0.26;8.75;43.21;3456.41;1987.79;-1468.62;0.00
0.23;11.94;40.76;3260.96;1999.93;-1261.03;0.00
0.28;9.15;30.92;2473.75;2124.29;-349.47;0.00
0.27;12.40;40.70;3255.70;2217.13;-1038.57;0.00
0.24;10.89;35.43;2834.65;2001.54;-833.12;0.00
0.25;9.01;44.65;3572.38;1917.38;-1655.01;0.00
0.27;10.89;39.67;3173.60;2183.20;-990.40;0.00
0.24;8.59;46.21;3696.94;1861.57;-1835.37;0.00
0.24;9.66;43.93;3514.13;1930.42;-1583.71;0.00
0.22;9.57;33.14;2650.97;1791.56;-859.41;0.00
0.26;9.07;49.76;3980.54;2016.01;-1964.54;0.00
0.30;10.76;53.05;4244.29;2322.91;-1921.38;0.00
0.24;10.49;37.92;3033.63;1978.74;-1054.89;0.00
0.26;9.85;41.63;3330.67;2024.35;-1306.32;0.00
0.25;9.04;37.78;3022.13;1949.43;-1072.70;0.00
0.25;9.68;41.30;3303.72;1972.82;-1330.90;0.00
0.24;10.59;42.37;3389.65;1978.13;-1411.52;0.00
0.23;10.13;37.36;2988.49;1882.94;-1105.55;0.00
0.24;11.18;33.14;2651.04;2026.58;-624.46;0.00
0.25;10.48;38.79;3103.56;2018.23;-1085.34;0.00
0.26;10.49;36.90;2952.01;2093.66;-858.35;0.00
0.26;9.55;42.44;3395.42;2060.00;-1335.43;0.00
0.22;9.70;46.04;3683.22;1823.03;-1860.19;0.00
0.20;10.32;43.62;3489.60;1729.29;-1760.31;0.00
0.21;9.07;43.48;3478.08;1689.16;-1788.92;0.00
0.27;9.95;39.90;3191.72;2108.08;-1083.63;0.00
0.23;8.30;32.00;2559.76;1765.54;-794.21;0.00
0.23;11.18;50.45;4036.31;1928.22;-2108.08;0.00
0.28;9.70;40.44;3235.53;2140.26;-1095.27;0.00
0.28;9.76;37.74;3019.25;2149.27;-869.98;0.00
0.25;10.18;42.20;3376.24;1994.30;-1381.94;0.00
0.26;11.81;37.79;3022.89;2157.15;-865.74;0.00
0.20;10.42;36.65;2931.84;1738.04;-1193.81;0.00
0.22;7.23;40.34;3227.27;1679.01;-1548.25;0.00
0.24;9.37;37.42;2993.55;1876.87;-1116.68;0.00
0.23;10.78;39.07;3125.53;1918.07;-1207.46;0.00
0.25;10.07;45.94;3675.34;2003.46;-1671.88;0.00
0.23;9.71;50.58;4046.15;1862.85;-2183.30;0.00
0.26;9.51;41.61;3328.45;2021.63;-1306.81;0.00
0.21;10.44;50.13;4010.17;1783.75;-2226.42;0.00
0.23;10.87;42.67;3413.54;1932.70;-1480.84;0.00
0.24;10.64;42.33;3386.07;1974.92;-1411.16;0.00
0.27;11.23;45.76;3660.53;2181.10;-1479.43;0.00
0.25;9.63;36.50;2920.20;1956.77;-963.43;0.00
0.23;10.63;39.78;3182.72;1895.94;-1286.78;0.00
0.30;12.15;49.67;3973.77;2405.54;-1568.23;0.00
0.29;9.96;40.61;3249.11;2203.94;-1045.17;0.00
0.26;11.19;45.45;3636.09;2102.48;-1533.62;0.00
0.27;11.10;43.91;3512.94;2159.83;-1353.11;0.00
0.29;9.30;44.82;3585.24;2195.36;-1389.88;0.00
0.26;10.49;36.36;2908.81;2106.20;-802.61;0.00
