# X_0;X_1;X_2;X_3;X_4;X_5;X_6;X_7;X_8;X_9;X_10;R_0;R_1;R_2;S_0;S_1;S_2;G_0;G_1;G_2;I_0;I_1;I_2
187763475749.01;260953105.73;18848.50;1.01;1.03;131.50;6.23;91.09;6.74;139.82;1045.26;33337.93;117234.61;0.02;21305.29;19419.48;-0.00;-12032.64;-97815.13;-0.02;0.00;0.00;0.00
175436071485.75;268211075.32;19443.80;1.02;1.02;130.74;5.52;104.34;7.37;148.35;940.41;36901.29;107665.72;0.02;21792.75;19868.35;-0.00;-15108.54;-87797.37;-0.02;0.00;0.00;0.00
228119106679.30;260816786.39;20355.89;0.96;1.07;145.11;5.39;97.25;6.94;133.71;916.14;30509.88;107097.45;0.01;23890.48;21773.52;-0.00;-6619.39;-85323.93;-0.02;0.00;0.00;0.00
223837583658.68;228383479.58;20838.58;0.98;1.01;149.05;5.44;99.55;7.00;143.96;895.47;29218.13;98756.32;0.01;23126.92;21079.53;-0.00;-6091.21;-77676.78;-0.02;0.00;0.00;0.00
193943501446.50;239672812.52;16355.69;1.02;0.99;138.46;5.16;95.50;7.51;140.24;926.76;31023.13;94854.62;0.02;17700.41;16133.24;-0.00;-13322.72;-78721.38;-0.02;0.00;0.00;0.00
202738735013.59;253245784.78;18192.50;1.04;1.02;117.29;6.02;100.02;7.03;149.91;870.77;35769.17;101067.78;0.02;20443.43;18635.27;-0.00;-15325.74;-82432.50;-0.02;0.00;0.00;0.00
182849294779.20;263235829.32;22422.22;1.04;0.97;128.72;5.35;101.08;7.11;145.27;883.95;36159.20;102785.68;0.02;23940.02;21828.61;-0.00;-12219.17;-80957.07;-0.02;0.00;0.00;0.00
199808828936.41;246064825.55;18313.49;1.02;1.03;129.28;6.00;103.54;6.99;138.18;944.36;31440.45;105883.66;0.02;20809.90;18967.95;-0.00;-10630.54;-86915.70;-0.02;0.00;0.00;0.00
201760524531.97;267467678.19;19409.49;1.05;1.02;145.36;5.85;107.32;7.35;142.89;936.67;36500.74;130431.40;0.02;21701.43;19780.63;-0.00;-14799.32;-110650.77;-0.02;0.00;0.00;0.00
221789215883.51;234662394.87;19514.30;0.98;1.05;137.01;5.77;110.34;7.54;140.83;999.14;29300.88;98736.77;0.01;22514.26;20516.32;-0.00;-6786.62;-78220.46;-0.02;0.00;0.00;0.00
183559431175.22;243733376.47;20184.10;1.01;1.01;136.47;5.20;97.90;6.57;148.10;903.03;33293.81;95802.53;0.02;22416.68;20438.31;-0.00;-10877.13;-75364.22;-0.02;0.00;0.00;0.00
190547466289.11;253786017.97;23102.73;0.99;0.99;150.72;5.76;102.44;7.11;131.08;1000.50;29997.73;119137.16;0.01;25031.49;22819.35;-0.00;-4966.25;-96317.81;-0.02;0.00;0.00;0.00
197183216192.53;273415987.13;19437.42;1.03;1.00;152.57;5.90;103.17;7.38;149.11;977.94;38150.22;138181.81;0.02;21324.45;19436.63;-0.00;-16825.78;-118745.18;-0.02;0.00;0.00;0.00
180279745296.18;250854510.89;20441.36;1.01;1.01;131.50;6.24;101.47;7.57;143.95;873.22;33053.15;112982.90;0.02;22693.56;20691.31;-0.00;-10359.58;-92291.58;-0.02;0.00;0.00;0.00
201882952321.09;257206522.03;21574.45;0.99;0.99;145.75;5.53;110.68;7.69;134.85;965.95;31335.17;112297.52;0.01;23342.21;21277.28;-0.00;-7992.96;-91020.25;-0.02;0.00;0.00;0.00
194331076933.52;249988157.97;20615.58;1.00;1.05;131.12;6.03;98.72;7.05;137.15;1025.17;31282.99;108258.79;0.02;23672.14;21576.98;-0.00;-7610.85;-86681.81;-0.02;0.00;0.00;0.00
181116949144.63;256792820.05;19356.03;0.99;1.04;144.34;5.81;108.99;7.06;136.12;965.68;31528.28;116556.24;0.01;22148.10;20190.47;-0.00;-9380.18;-96365.77;-0.02;0.00;0.00;0.00
200930671541.74;223707505.50;23229.71;0.98;0.96;134.76;5.57;100.94;8.10;144.42;949.76;28819.46;89856.71;0.01;24545.99;22376.42;-0.00;-4273.47;-67480.29;-0.02;0.00;0.00;0.00
208364787491.69;248881928.58;18765.18;0.96;1.00;144.28;5.66;104.46;6.66;141.96;899.11;30814.54;106401.67;0.01;20574.51;18753.63;-0.00;-10240.03;-87648.04;-0.02;0.00;0.00;0.00
207900907090.15;250737577.33;15787.60;0.97;0.99;137.90;6.08;97.21;7.02;128.61;981.92;28391.68;111109.08;0.01;17193.52;15667.47;-0.00;-11198.16;-95441.61;-0.02;0.00;0.00;0.00
205829960341.54;245069940.94;20049.76;0.92;1.00;142.55;5.78;102.77;7.19;134.00;977.25;27457.86;101267.11;0.01;22090.44;20134.02;-0.00;-5367.41;-81133.09;-0.02;0.00;0.00;0.00
190690762752.39;236745367.06;19447.78;1.00;0.96;145.53;5.90;110.78;6.92;141.63;887.33;30624.84;111416.17;0.02;20409.12;18605.70;-0.00;-10215.73;-92810.47;-0.02;0.00;0.00;0.00
199449267617.53;251277084.43;20562.06;1.02;0.97;132.61;5.90;101.21;6.55;138.52;976.25;32394.12;109710.79;0.02;21847.13;19914.16;-0.00;-10546.99;-89796.63;-0.02;0.00;0.00;0.00
179001647682.18;282138932.38;24302.72;0.98;0.98;136.86;5.96;104.59;6.68;125.04;948.54;31373.90;122840.14;0.01;26200.89;23890.02;-0.00;-5173.01;-98950.13;-0.02;0.00;0.00;0.00
219853593261.88;251747172.82;22051.46;1.00;1.03;132.64;5.30;98.40;6.71;133.84;929.90;30552.45;96317.72;0.01;24942.60;22735.28;-0.00;-5609.86;-73582.44;-0.02;0.00;0.00;0.00
224030284825.35;269626791.61;18523.70;1.05;0.99;136.51;5.81;99.66;7.59;129.71;975.71;33268.17;122023.16;0.02;20164.91;18375.00;-0.00;-13103.26;-103648.16;-0.02;0.00;0.00;0.00
166178945279.01;222887147.16;20770.06;1.05;0.98;135.00;6.49;100.76;6.76;137.10;985.95;29100.69;111633.37;0.02;22437.82;20458.07;-0.00;-6662.87;-91175.29;-0.02;0.00;0.00;0.00
187581998235.19;247421310.90;19409.34;0.96;0.99;126.27;5.74;105.43;6.64;139.81;944.82;30184.09;93862.21;0.01;21160.83;19290.50;-0.00;-9023.26;-74571.71;-0.02;0.00;0.00;0.00
210825794456.22;223437474.08;16707.74;1.03;0.94;134.91;5.68;104.58;6.87;145.07;908.70;30243.08;95797.15;0.02;17331.97;15796.12;-0.00;-12911.11;-80001.04;-0.02;0.00;0.00;0.00
184051414661.87;258384542.99;21274.60;1.01;0.93;144.63;6.17;117.43;6.98;143.35;863.97;33891.84;126662.87;0.02;21633.14;19724.26;-0.00;-12258.70;-106938.61;-0.02;0.00;0.00;0.00
186713398991.82;244037769.49;18596.21;1.01;1.00;131.66;6.03;104.06;6.53;130.43;909.30;29258.04;106938.84;0.02;20366.19;18566.73;-0.00;-8891.85;-88372.11;-0.02;0.00;0.00;0.00
198880254615.61;252563577.27;21425.97;0.97;0.98;133.57;5.48;105.39;7.42;136.70;959.80;30539.10;98036.13;0.01;23015.35;20979.97;-0.00;-7523.75;-77056.16;-0.02;0.00;0.00;0.00
186325724882.45;262136919.45;21170.48;0.99;1.05;142.55;5.66;108.18;6.69;134.06;910.91;31635.95;114190.08;0.01;24324.44;22176.81;-0.00;-7311.51;-92013.27;-0.02;0.00;0.00;0.00
188330658639.55;239908947.15;20594.69;1.00;1.01;145.88;5.90;102.08;7.25;135.00;891.24;29325.81;112214.08;0.01;22883.89;20862.89;-0.00;-6441.92;-91351.20;-0.02;0.00;0.00;0.00
192771860908.24;285509830.76;20221.45;1.04;0.98;146.73;5.94;98.11;6.94;128.37;968.74;34679.65;141237.34;0.02;21830.37;19900.01;-0.00;-12849.28;-121337.33;-0.02;0.00;0.00;0.00
190634195856.63;273580172.70;21217.89;1.03;0.99;136.32;5.88;100.64;6.88;128.67;917.77;33002.97;123316.30;0.02;23098.10;21058.03;-0.00;-9904.88;-102258.27;-0.02;0.00;0.00;0.00
195092524885.68;243885442.08;18455.27;0.97;0.98;133.17;5.98;100.88;6.74;137.51;972.19;29626.47;103005.23;0.01;19874.81;18115.79;-0.00;-9751.66;-84889.45;-0.02;0.00;0.00;0.00
221188735743.64;255200093.04;20047.01;0.97;1.02;152.82;5.61;98.85;7.22;143.54;918.67;32181.21;115329.15;0.01;22485.91;20493.86;-0.00;-9695.30;-94835.29;-0.02;0.00;0.00;0.00
203235125715.60;239465564.18;16569.05;1.00;1.04;152.31;5.81;106.67;6.63;138.94;962.63;30188.23;115454.31;0.01;19001.28;17316.78;-0.00;-11186.95;-98137.53;-0.02;0.00;0.00;0.00
177568035995.01;244269289.64;19053.24;1.08;1.00;140.41;5.73;108.18;7.11;137.67;995.07;32918.03;115370.67;0.02;20903.36;19055.50;-0.00;-12014.67;-96315.17;-0.02;0.00;0.00;0.00
187647043905.16;246719489.13;18712.42;0.97;0.95;135.61;5.89;99.62;6.55;129.89;907.62;28356.55;104678.36;0.01;19595.01;17863.73;-0.00;-8761.54;-86814.64;-0.02;0.00;0.00;0.00
199620570249.63;250694969.14;18299.50;1.03;1.03;145.66;6.10;109.89;6.63;132.28;960.74;31172.99;125656.61;0.02;20750.33;18912.49;-0.00;-10422.66;-106744.11;-0.02;0.00;0.00;0.00
201235591653.31;268084542.35;20147.85;1.01;1.03;132.31;5.94;108.37;6.87;140.77;985.59;34549.20;115682.08;0.02;22752.33;20738.37;-0.00;-11796.87;-94943.71;-0.02;0.00;0.00;0.00
198000176043.72;234349061.16;19544.67;1.01;0.98;145.27;5.99;102.05;7.00;130.95;963.32;28222.97;112473.23;0.02;21033.54;19172.17;-0.00;-7189.42;-93301.06;-0.02;0.00;0.00;0.00
190901081158.51;249274985.61;24662.56;0.97;1.03;137.63;6.40;94.21;6.71;132.50;910.56;29258.62;116706.50;0.01;27788.72;25337.13;-0.00;-1469.90;-91369.37;-0.02;0.00;0.00;0.00
206982728609.21;250479556.14;22996.34;1.07;0.94;136.50;5.82;100.37;7.35;136.41;983.39;33196.64;116029.45;0.02;23630.24;21539.75;-0.00;-9566.40;-94489.70;-0.02;0.00;0.00;0.00
189739730096.81;233835434.31;22241.21;1.06;1.00;137.77;5.77;103.54;6.91;138.54;1093.83;31190.21;107329.19;0.02;24524.18;22354.31;-0.00;-6666.02;-84974.89;-0.02;0.00;0.00;0.00
204738022120.27;260709249.64;20107.49;1.01;1.03;133.98;6.50;97.44;6.90;147.59;964.07;35364.73;125168.66;0.02;22712.33;20702.13;-0.00;-12652.40;-104466.53;-0.02;0.00;0.00;0.00
205189918318.63;244924177.53;23224.26;0.96;0.98;138.65;5.84;94.25;7.39;141.70;980.25;30390.14;104112.54;0.01;25109.92;22889.34;-0.00;-5280.22;-81223.20;-0.02;0.00;0.00;0.00
219167046061.86;250866069.90;22039.15;1.03;1.00;140.49;6.24;107.47;6.97;125.80;825.40;29502.31;123412.20;0.02;24109.08;21978.19;-0.00;-5393.23;-101434.01;-0.02;0.00;0.00;0.00
192085248377.25;234051154.87;17534.68;1.00;1.00;152.41;6.01;98.21;7.91;144.42;956.05;30744.30;117062.79;0.02;19233.57;17530.60;-0.00;-11510.73;-99532.19;-0.02;0.00;0.00;0.00
200082260423.67;238733176.77;21961.52;0.99;1.00;142.03;5.67;107.94;7.05;135.92;914.41;29259.87;104077.66;0.01;24189.43;22051.98;-0.00;-5070.44;-82025.68;-0.02;0.00;0.00;0.00
