# X_0;X_1;X_2;X_3;X_4;X_5;X_6;X_7;X_8;X_9;X_10;R_0;R_1;R_2;S_0;S_1;S_2;G_0;G_1;G_2;I_0;I_1;I_2
195159914091.03;227141512.90;10794.84;1.03;1.00;142.01;5.72;101.63;7.01;144.69;929.84;29877.63;100622.67;0.01;28741.98;32382.00;-0.00;-2152.22;-71343.29;-0.02;0.00;0.00;0.00
197634868737.52;229414337.02;10907.43;1.05;0.97;138.13;5.85;98.65;7.10;135.66;934.51;28293.71;101102.39;0.01;29043.00;32721.00;-0.00;-1524.66;-74645.74;-0.02;0.00;0.00;0.00
192236863395.02;253656736.95;10500.64;1.00;1.02;136.74;5.90;101.12;7.30;138.27;946.92;31884.98;111655.81;0.01;27959.11;31500.00;-0.00;-3287.73;-79159.80;-0.01;0.00;0.00;0.00
185457801440.69;276439361.27;10659.93;1.09;0.96;142.99;5.71;102.99;7.00;140.68;918.69;35353.20;123197.31;0.01;28382.35;31977.00;-0.00;-11174.33;-103268.68;-0.02;0.00;0.00;0.00
198458740845.07;248601279.55;9986.93;1.02;1.08;141.03;5.94;103.60;7.32;143.98;950.77;32540.11;113667.36;0.01;26590.27;29958.00;-0.00;-4546.27;-83975.02;-0.02;0.00;0.00;0.00
212848523074.35;263212355.28;10840.93;1.06;1.02;138.80;5.90;103.84;7.00;143.91;952.58;34434.66;117555.77;0.01;28864.53;32520.00;-0.00;-6933.24;-91071.40;-0.02;0.00;0.00;0.00
198457380534.32;272301726.13;10086.72;0.95;1.04;139.06;5.93;104.39;7.20;140.79;944.52;34850.99;122519.59;0.01;26856.58;30258.00;-0.00;-4969.07;-84458.83;-0.01;0.00;0.00;0.00
215978290549.86;256339721.59;9066.93;0.95;1.01;138.06;5.86;100.17;6.94;134.91;948.45;31439.84;113121.09;0.01;24140.93;27198.00;-0.00;-5396.76;-79635.70;-0.01;0.00;0.00;0.00
202529893864.03;252071806.60;10352.13;0.95;0.97;141.18;5.69;103.20;7.21;140.76;902.73;32255.47;110405.58;0.01;27564.68;31056.00;-0.00;-3762.03;-74474.30;-0.01;0.00;0.00;0.00
204153928051.28;233459096.06;8997.03;1.04;1.02;144.57;5.79;98.32;7.04;134.82;913.41;28614.34;106627.38;0.01;23956.91;26991.00;-0.00;-5245.45;-83126.17;-0.02;0.00;0.00;0.00
