# X_0;X_1;R_0;S_0;G_0;I_0
9068;24125;143000;2670;140329;1
11408;17169;143000;3359;139640;1
10622;18366;143000;3128;139871;1
10487;19380;143000;3088;139911;1
8498;18564;143000;2502;140497;1
12389;17524;143000;3648;139351;1
9948;25851;143000;2929;140070;1
9435;24193;143000;2778;140221;1
10598;21536;143000;3121;139878;1
9926;17525;143000;2923;140076;1
