# X_0;X_1;X_2;R_0;R_1;R_2;S_0;S_1;S_2;G_0;G_1;G_2;I_0;I_1;I_2
21031.61;969.55;9662.09;881.41;1.00;1.50;26659.32;10154.51;1989.00;25777.92;10153.51;1987.50;1.00;1.00;1.00
18072.63;1213.61;10599.60;1103.28;1.00;1.50;29244.69;11139.27;1989.00;28141.40;11138.27;1987.50;1.00;1.00;1.00
20204.97;963.53;10063.45;875.94;1.00;1.50;27765.76;10575.95;1989.00;26889.82;10574.95;1987.50;1.00;1.00;1.00
18992.26;937.13;10638.02;851.94;1.00;1.50;29352.29;11180.26;1989.00;28500.36;11179.26;1987.50;1.00;1.00;1.00
19221.02;977.08;8407.86;888.26;1.00;1.50;23196.53;8835.54;1989.00;22308.28;8834.54;1987.50;1.00;1.00;1.00
18547.48;1038.52;11432.18;944.11;1.00;1.50;31543.09;12014.73;1989.00;30598.98;12013.73;1987.50;1.00;1.00;1.00
19482.28;1020.32;10380.68;927.57;1.00;1.50;28640.42;10909.11;1989.00;27712.86;10908.11;1987.50;1.00;1.00;1.00
18867.38;960.74;10927.06;873.40;1.00;1.50;30149.70;11483.99;1989.00;29276.30;11482.99;1987.50;1.00;1.00;1.00
19123.52;809.24;9359.91;735.67;1.00;1.50;25823.29;9836.06;1989.00;25087.61;9835.06;1987.50;1.00;1.00;1.00
20490.85;664.95;8578.90;604.50;1.00;1.50;23668.36;9015.25;1989.00;23063.86;9014.25;1987.50;1.00;1.00;1.00
