# X_0;X_1;X_2;R_0;R_1;R_2;S_0;S_1;S_2;G_0;G_1;G_2;I_0;I_1;I_2
179943572059.78;294709218.90;7737.36;40187620759.10;1.00;1.50;15076.28;0.00;0.00;-40187605682.82;-1.00;-1.50;0.00;0.00;0.00
191888169850.07;249959212.83;9301.75;34085347203.57;1.00;1.50;18123.89;0.00;0.00;-34085329079.68;-1.00;-1.50;0.00;0.00;0.00
216662644316.89;195190605.85;10490.41;26616900797.72;1.00;1.50;20440.77;0.00;0.00;-26616880356.95;-1.00;-1.50;0.00;0.00;0.00
230991830760.40;259346608.20;12335.11;35365446572.93;1.00;1.50;24035.93;0.00;0.00;-35365422537.00;-1.00;-1.50;0.00;0.00;0.00
188661144605.26;228647270.35;8892.95;31179173229.46;1.00;1.50;17326.91;0.00;0.00;-31179155902.55;-1.00;-1.50;0.00;0.00;0.00
212033202303.83;277083838.24;10977.63;37784159760.45;1.00;1.50;21389.73;0.00;0.00;-37784138370.71;-1.00;-1.50;0.00;0.00;0.00
204594538190.34;246327784.55;10665.43;33590152438.60;1.00;1.50;20781.77;0.00;0.00;-33590131656.83;-1.00;-1.50;0.00;0.00;0.00
180412757964.99;273964190.41;10711.89;37358753238.13;1.00;1.50;20871.41;0.00;0.00;-37358732366.72;-1.00;-1.50;0.00;0.00;0.00
211634404175.13;252895884.29;9254.50;34485802403.36;1.00;1.50;18032.30;0.00;0.00;-34485784371.05;-1.00;-1.50;0.00;0.00;0.00
205478349430.44;240280781.65;9533.57;32765561134.05;1.00;1.50;18575.96;0.00;0.00;-32765542558.09;-1.00;-1.50;0.00;0.00;0.00
