# X_0;X_1;X_2;X_3;X_4;X_5;X_6;X_7;X_8;X_9;X_10;R_0;R_1;R_2;S_0;S_1;S_2;G_0;G_1;G_2;I_0;I_1;I_2
205610422565.62;211580978.37;23382.43;1.02;0.98;143.07;5.63;96.54;6.97;132.40;942.54;25861.72;94440.36;0.02;23926.21;22971.33;-0.00;-1935.51;-1935.51;-1935.51;0.00;0.00;0.00
165097446229.69;247814380.22;19853.48;0.98;0.98;136.97;5.49;100.06;6.78;141.28;961.85;31261.04;99778.30;0.01;20328.69;19517.39;-0.00;-10932.36;-10932.36;-10932.36;0.00;0.00;0.00
189758010625.08;260853044.63;21418.04;1.00;0.91;133.00;5.28;101.02;6.50;133.29;988.02;31573.11;99887.91;0.01;20351.23;19539.03;-0.00;-11221.88;-11221.88;-11221.88;0.00;0.00;0.00
216592533947.18;249580307.41;21644.55;1.02;0.99;152.43;5.55;96.48;7.06;144.92;850.19;33537.23;117384.72;0.02;22361.25;21468.83;-0.00;-11175.98;-11175.98;-11175.98;0.00;0.00;0.00
209633662969.84;219042359.26;18028.22;0.97;1.01;147.17;6.02;100.20;6.95;153.87;954.59;29711.21;102584.38;0.01;19037.44;18277.67;-0.00;-10673.77;-10673.77;-10673.77;0.00;0.00;0.00
191057606590.21;258732225.19;20507.50;0.98;1.02;142.68;5.50;108.25;7.34;140.87;926.68;32311.12;107986.01;0.01;21721.79;20854.89;-0.00;-10589.33;-10589.33;-10589.33;0.00;0.00;0.00
203327508405.35;275803051.12;21190.49;1.00;0.99;136.96;5.48;89.43;7.25;148.56;985.49;37328.23;113051.84;0.02;21959.93;21083.53;-0.00;-15368.30;-15368.30;-15368.30;0.00;0.00;0.00
196811575897.90;275379729.32;16976.85;1.00;0.98;141.39;6.07;99.51;7.01;149.36;923.29;37280.77;128568.04;0.01;17294.85;16604.62;-0.00;-19985.92;-19985.92;-19985.92;0.00;0.00;0.00
204454197906.71;247369750.23;17437.30;0.96;1.03;140.32;6.07;89.72;7.01;127.92;820.08;27551.56;110130.82;0.01;18706.44;17959.88;-0.00;-8845.12;-8845.12;-8845.12;0.00;0.00;0.00
180026396199.46;235443302.94;17954.04;1.03;1.02;121.65;6.02;103.59;7.48;136.77;966.56;30011.92;96392.58;0.02;19146.26;18382.15;-0.00;-10865.66;-10865.66;-10865.66;0.00;0.00;0.00
184652044836.11;247987078.64;23743.56;0.95;0.98;134.25;5.62;103.17;7.34;142.77;927.79;30631.70;97174.62;0.01;24320.77;23350.14;-0.00;-6310.93;-6310.93;-6310.93;0.00;0.00;0.00
200617525328.12;238931638.09;19552.53;0.97;0.96;145.95;5.57;98.31;7.07;140.41;922.62;29706.09;103222.12;0.01;19544.91;18764.89;-0.00;-10161.18;-10161.18;-10161.18;0.00;0.00;0.00
203611938490.87;248991172.47;24465.46;1.02;0.95;128.91;6.17;105.57;7.51;143.23;955.19;32989.07;109954.94;0.02;24306.16;23336.12;-0.00;-8682.92;-8682.92;-8682.92;0.00;0.00;0.00
219560756469.86;282834889.73;21583.96;1.00;0.99;142.20;6.11;106.83;7.05;148.74;950.08;38055.29;133329.19;0.01;22303.20;21413.10;-0.00;-15752.09;-15752.09;-15752.09;0.00;0.00;0.00
187721426415.84;265164329.85;21522.65;0.97;1.03;139.43;5.70;105.78;7.73;128.80;906.83;30003.49;111004.65;0.01;22989.07;22071.60;-0.00;-7014.42;-7014.42;-7014.42;0.00;0.00;0.00
189342025679.59;249629429.19;21556.02;1.01;1.00;140.70;5.63;100.22;6.47;136.49;936.36;31147.01;108523.82;0.02;22554.86;21654.71;-0.00;-8592.15;-8592.15;-8592.15;0.00;0.00;0.00
182751019124.91;276560722.70;22448.17;1.02;1.01;147.42;5.58;101.01;7.13;145.18;910.83;37291.19;126884.48;0.02;23533.86;22594.64;-0.00;-13757.33;-13757.33;-13757.33;0.00;0.00;0.00
192002602637.08;245314984.06;19285.18;1.02;0.99;150.28;5.50;98.92;7.17;146.65;952.65;33432.65;113129.21;0.02;19803.44;19013.10;-0.00;-13629.21;-13629.21;-13629.21;0.00;0.00;0.00
192452860825.00;258919141.93;21878.65;0.99;0.99;150.66;6.11;101.22;7.53;134.58;865.15;31325.23;128621.39;0.01;22527.21;21628.17;-0.00;-8798.01;-8798.01;-8798.01;0.00;0.00;0.00
210906861833.95;254219473.68;13978.91;0.98;1.03;140.49;6.04;104.81;6.62;137.37;940.12;31035.71;115075.18;0.01;15023.72;14424.14;-0.00;-16011.99;-16011.99;-16011.99;0.00;0.00;0.00
179366677756.25;239160637.44;20133.72;0.95;1.02;145.91;5.99;108.70;6.92;133.26;836.07;27457.85;108134.27;0.01;21438.05;20582.47;-0.00;-6019.81;-6019.81;-6019.81;0.00;0.00;0.00
186676273226.32;232539926.09;24248.17;1.00;1.00;142.72;6.15;102.12;7.42;146.46;944.13;30825.76;110755.77;0.01;25367.23;24354.84;-0.00;-5458.53;-5458.53;-5458.53;0.00;0.00;0.00
182098797757.43;251823823.60;17149.92;0.90;1.01;138.20;5.66;112.01;6.71;137.56;943.93;28482.39;97139.62;0.01;18121.63;17398.41;-0.00;-10360.76;-10360.76;-10360.76;0.00;0.00;0.00
193155738798.05;270451091.66;20411.54;0.95;1.06;142.24;6.09;93.14;6.92;139.17;979.27;32548.07;121588.51;0.01;22572.24;21671.40;-0.00;-9975.83;-9975.83;-9975.83;0.00;0.00;0.00
201586742660.42;231166189.11;17733.69;0.97;0.98;131.36;5.84;101.60;7.79;130.97;910.64;26630.65;93548.75;0.01;18053.34;17332.84;-0.00;-8577.31;-8577.31;-8577.31;0.00;0.00;0.00
190194316612.57;233842051.72;17404.86;0.97;0.99;136.49;5.75;109.49;8.14;144.54;943.65;29677.02;96720.20;0.01;18034.40;17314.66;-0.00;-11642.62;-11642.62;-11642.62;0.00;0.00;0.00
