# X_0;X_1;X_2;R_0;S_0;G_0;I_0
0.27;12.38;35.28;2822.67;2255.10;-567.57;0.00
0.26;12.10;35.21;2816.67;2155.00;-661.68;0.00
0.24;9.33;35.20;2815.85;1907.64;-908.22;0.00
0.27;9.95;35.11;2808.51;2134.08;-674.43;0.00
0.25;10.70;38.92;3113.59;2008.58;-1105.01;0.00
0.24;7.76;43.28;3462.08;1800.94;-1661.15;0.00
0.26;9.80;50.07;4005.62;2041.86;-1963.76;0.00
0.25;10.47;39.77;3181.90;2043.04;-1138.86;0.00
0.24;10.30;36.38;2910.71;1957.71;-953.00;0.00
0.22;9.78;38.95;3115.65;1789.85;-1325.80;0.00
0.27;9.20;43.37;3469.56;2062.91;-1406.65;0.00
0.23;9.54;39.60;3167.99;1853.20;-1314.78;0.00
0.23;11.20;41.58;3326.51;1972.01;-1354.50;0.00
0.28;9.40;42.16;3372.81;2127.30;-1245.52;0.00
0.27;9.34;38.11;3048.62;2065.17;-983.45;0.00
0.29;8.09;36.82;2945.30;2105.27;-840.03;0.00
0.25;9.52;33.59;2687.35;1948.49;-738.86;0.00
0.26;8.64;40.83;3266.35;1987.10;-1279.25;0.00
0.20;9.88;33.01;2640.64;1679.70;-960.95;0.00
0.26;10.67;35.04;2803.43;2101.81;-701.62;0.00
0.27;10.17;35.28;2822.41;2129.61;-692.80;0.00
0.21;9.93;43.53;3482.12;1750.89;-1731.23;0.00
0.24;9.63;36.84;2947.53;1909.51;-1038.01;0.00
0.30;10.04;33.02;2641.46;2268.30;-373.17;0.00
0.27;12.08;39.64;3171.00;2238.53;-932.47;0.00
0.24;9.21;46.70;3735.65;1880.26;-1855.39;0.00
0.24;9.89;37.60;3007.90;1932.83;-1075.07;0.00
0.25;10.60;42.49;3399.60;2049.66;-1349.94;0.00
0.24;10.95;34.34;2747.28;1976.16;-771.12;0.00
0.24;10.53;37.53;3002.31;1973.33;-1028.99;0.00
0.23;9.94;44.48;3558.33;1895.00;-1663.33;0.00
0.27;10.24;48.68;3894.75;2136.77;-1757.99;0.00
0.27;10.13;36.90;2952.09;2114.52;-837.57;0.00
0.23;9.70;38.64;3090.91;1854.86;-1236.05;0.00
0.23;9.66;36.67;2933.98;1848.84;-1085.13;0.00
0.27;8.79;40.57;3245.72;2023.33;-1222.39;0.00
0.23;10.35;44.63;3570.70;1890.61;-1680.09;0.00
0.23;9.96;47.95;3835.67;1900.14;-1935.54;0.00
0.26;7.58;40.06;3204.91;1942.35;-1262.56;0.00
0.24;10.53;39.11;3128.57;1970.19;-1158.38;0.00
0.23;10.30;38.44;3075.16;1914.34;-1160.82;0.00
0.26;10.25;39.81;3184.60;2055.29;-1129.30;0.00
0.26;12.32;47.03;3762.32;2181.95;-1580.37;0.00
0.28;11.70;48.16;3852.79;2259.99;-1592.80;0.00
0.25;10.01;44.52;3561.85;2018.04;-1543.82;0.00
0.29;10.66;37.00;2959.72;2285.50;-674.22;0.00
0.26;9.62;35.32;2825.91;2058.34;-767.57;0.00
0.21;7.10;45.47;3637.21;1630.40;-2006.81;0.00
0.22;10.16;39.38;3150.22;1859.84;-1290.38;0.00
0.26;9.51;38.85;3108.13;2000.82;-1107.31;0.00
0.22;10.51;43.56;3484.57;1838.49;-1646.08;0.00
0.22;8.25;38.66;3092.96;1747.06;-1345.90;0.00
0.23;10.28;38.73;3098.13;1892.09;-1206.04;0.00
0.28;10.69;39.77;3181.38;2188.95;-992.43;0.00
0.21;8.99;40.86;3268.47;1733.44;-1535.03;0.00
0.22;10.61;43.80;3504.05;1857.04;-1647.01;0.00
0.28;8.67;45.40;3631.81;2129.29;-1502.52;0.00
0.25;7.87;40.69;3255.16;1911.56;-1343.60;0.00
0.25;10.39;34.83;2786.66;2038.74;-747.92;0.00
0.28;8.88;45.35;3627.84;2096.30;-1531.54;0.00
0.28;12.51;48.17;3853.25;2310.80;-1542.45;0.00
0.26;11.14;38.86;3109.09;2123.23;-985.86;0.00
0.29;10.51;34.27;2741.96;2233.61;-508.35;0.00
0.24;8.25;32.22;2577.92;1823.21;-754.72;0.00
0.26;9.00;41.21;3297.01;1992.26;-1304.75;0.00
0.22;8.60;39.54;3163.42;1740.83;-1422.59;0.00
0.26;11.72;41.32;3305.50;2159.51;-1145.99;0.00
0.27;10.66;39.10;3128.01;2147.79;-980.22;0.00
0.27;10.74;36.40;2911.96;2129.90;-782.06;0.00
0.28;11.88;39.31;3144.88;2256.69;-888.19;0.00
0.24;12.39;44.38;3550.30;2063.80;-1486.50;0.00
0.23;9.87;39.27;3141.58;1901.92;-1239.66;0.00
0.24;12.25;39.38;3150.14;2085.52;-1064.63;0.00
0.23;10.75;40.53;3242.14;1930.73;-1311.41;0.00
0.25;9.19;42.13;3370.71;1938.09;-1432.62;0.00
0.28;11.05;37.24;2979.56;2252.23;-727.32;0.00
0.27;10.97;41.47;3317.27;2150.12;-1167.15;0.00
0.24;11.56;38.23;3058.16;2038.43;-1019.72;0.00
0.25;7.77;51.16;4092.94;1876.77;-2216.17;0.00
0.24;10.31;42.20;3376.17;1947.94;-1428.22;0.00
0.28;11.06;45.34;3627.34;2228.36;-1398.98;0.00
0.23;12.49;37.73;3018.43;2025.03;-993.40;0.00
0.27;11.97;38.21;3056.50;2210.19;-846.31;0.00
0.26;11.11;44.13;3530.58;2100.05;-1430.53;0.00
0.27;10.34;34.49;2759.09;2124.59;-634.49;0.00
0.25;9.64;43.40;3472.07;1952.16;-1519.90;0.00
0.23;10.25;35.76;2861.07;1894.81;-966.26;0.00
0.21;10.39;36.73;2938.69;1804.21;-1134.48;0.00
0.27;11.02;39.35;3147.99;2171.37;-976.63;0.00
0.25;11.30;47.23;3778.59;2047.95;-1730.64;0.00
0.24;9.74;42.60;3408.19;1917.19;-1491.00;0.00
0.29;9.53;32.55;2604.31;2192.42;-411.89;0.00
0.24;8.67;43.80;3503.73;1893.97;-1609.76;0.00
0.30;8.63;37.28;2982.50;2192.65;-789.85;0.00
0.25;11.80;39.78;3182.46;2095.68;-1086.78;0.00
0.28;7.19;40.30;3224.32;2046.92;-1177.40;0.00
0.24;9.79;42.50;3399.86;1946.48;-1453.38;0.00
0.25;10.86;37.33;2986.11;2037.58;-948.53;0.00
0.21;10.17;40.76;3260.82;1759.96;-1500.86;0.00
0.24;11.23;37.40;2992.39;1990.86;-1001.53;0.00
