# X_0;X_1;X_2;R_0;R_1;S_0;S_1;G_0;G_1;I_0;I_1
348;895;3;3;3;1;1;1;1;1;1
435;945;3;3;3;2;2;1;1;1;1
430;1113;3;3;3;2;2;1;1;1;1
564;1068;2;2;2;2;2;0;0;1;1
425;929;3;3;3;2;2;1;1;1;1
420;920;2;2;3;1;2;0;1;1;1
704;1101;3;3;3;3;3;0;0;1;1
442;1095;2;2;3;2;2;0;0;1;1
426;908;3;3;3;2;2;1;1;1;1
475;1004;2;2;3;2;2;0;0;1;1
560;1080;2;2;2;2;2;0;0;0;1
651;936;2;2;3;2;3;0;0;1;1
492;1055;3;3;3;2;2;0;0;1;1
531;1146;2;2;3;2;2;0;0;1;1
498;1013;3;3;3;2;2;0;1;1;1
629;1028;2;2;2;2;2;0;0;0;0
446;983;3;3;3;2;2;0;1;1;1
429;926;2;2;3;2;2;0;0;1;1
440;888;2;2;3;2;2;0;0;1;1
383;1226;3;3;3;2;2;1;1;1;1
433;1057;2;2;2;2;2;0;0;1;1
529;1127;2;2;3;2;2;0;0;1;1
524;1036;2;2;2;2;2;0;0;1;1
474;960;2;2;2;2;2;0;0;1;1
502;1153;3;3;3;2;2;0;0;1;1
469;921;3;3;3;2;2;0;1;1;1
223;1032;3;3;3;1;1;1;1;1;1
482;995;2;2;3;2;2;0;0;1;1
469;1038;3;3;3;2;2;1;1;1;1
374;844;2;2;3;1;1;1;1;1;1
445;982;3;3;3;2;2;0;1;1;1
578;1210;2;2;3;2;2;0;0;1;1
576;1120;3;3;4;2;2;1;1;1;1
373;924;2;2;3;1;1;1;1;1;1
531;931;2;2;3;2;2;0;0;1;1
479;907;3;3;3;2;2;1;1;1;1
359;1020;2;2;2;1;1;0;0;1;1
686;805;2;2;3;2;3;0;0;0;0
764;901;2;2;3;3;3;0;0;0;0
461;1002;2;2;3;2;2;0;0;1;1
496;1018;2;2;3;2;2;0;0;1;1
703;879;3;3;3;3;3;0;0;1;1
392;1132;3;3;3;2;2;1;1;1;1
634;822;3;3;3;2;2;0;0;1;1
447;975;3;3;3;2;2;0;1;1;1
454;1066;2;2;2;2;2;0;0;1;1
