# X_0;X_1;R_0;S_0;G_0;I_0
17425;21229;143000;178696;-35696;0
14769;28974;143000;178696;-35696;0
13182;18060;143000;178696;-35696;0
15146;23334;143000;178696;-35696;0
16890;21593;143000;178696;-35696;0
15916;26560;143000;178696;-35696;0
6938;17097;143000;178696;-35696;0
17619;13654;143000;178696;-35696;0
14351;12306;143000;178696;-35696;0
14005;21813;143000;178696;-35696;0
