# X_0;X_1;X_2;X_3;X_4;X_5;X_6;X_7;X_8;X_9;X_10;R_0;R_1;R_2;R_3;R_4;R_5;R_6;R_7;R_8;R_9;R_10;R_11;R_12;R_13;R_14;S_0;S_1;S_2;S_3;S_4;S_5;S_6;S_7;S_8;S_9;S_10;S_11;S_12;S_13;S_14;G_0;G_1;G_2;G_3;G_4;G_5;G_6;G_7;G_8;G_9;G_10;G_11;G_12;G_13;G_14;I_0;I_1;I_2;I_3;I_4;I_5;I_6;I_7;I_8;I_9;I_10;I_11;I_12;I_13;I_14
182191970758.87;262977584.31;21933.77;0.97;1.01;139.96;5.77;103.55;7.46;134.31;915.47;31034.29;31034.29;31034.29;31034.29;31034.29;111933.87;111933.87;111933.87;111933.87;111933.87;0.01;0.01;0.01;0.01;0.01;23072.71;23746.25;23424.04;23424.04;24261.57;22152.66;22152.66;22152.66;22152.66;22152.66;0.00;0.00;0.00;0.00;0.00;-7961.58;-7288.04;-7610.26;-7610.26;-6772.72;-89781.21;-89781.21;-89781.21;-89781.21;-89781.21;-0.01;-0.01;-0.01;-0.01;-0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
198976066811.96;282270910.61;24380.58;1.06;1.00;136.36;5.96;102.87;6.56;140.46;922.97;38195.51;38195.51;38195.51;38195.51;38195.51;132495.78;132495.78;132495.78;132495.78;132495.78;0.02;0.02;0.02;0.02;0.02;25447.94;26190.16;25836.10;25836.10;26758.48;24433.10;24433.10;24433.10;24433.10;24433.10;0.00;0.00;0.00;0.00;0.00;-12747.57;-12005.35;-12359.41;-12359.41;-11437.03;-108062.69;-108062.69;-108062.69;-108062.69;-108062.69;-0.02;-0.02;-0.02;-0.02;-0.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
198521788400.36;262424102.55;21189.67;0.94;1.03;146.57;5.35;95.72;7.18;139.33;1003.94;31303.05;31303.05;31303.05;31303.05;31303.05;105741.95;105741.95;105741.95;105741.95;105741.95;0.01;0.01;0.01;0.01;0.01;22628.15;23287.54;22973.90;22973.90;23792.85;21725.70;21725.70;21725.70;21725.70;21725.70;0.00;0.00;0.00;0.00;0.00;-8674.89;-8015.51;-8329.15;-8329.15;-7510.20;-84016.26;-84016.26;-84016.26;-84016.26;-84016.26;-0.01;-0.01;-0.01;-0.01;-0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
212201200266.17;239755760.79;21354.67;1.01;1.02;143.71;5.86;89.87;7.33;149.90;986.52;33127.15;33127.15;33127.15;33127.15;33127.15;111759.92;111759.92;111759.92;111759.92;111759.92;0.02;0.02;0.02;0.02;0.02;22592.44;23250.91;22937.50;22937.50;23755.43;21691.42;21691.42;21691.42;21691.42;21691.42;0.00;0.00;0.00;0.00;0.00;-10534.72;-9876.24;-10189.65;-10189.65;-9371.72;-90068.50;-90068.50;-90068.50;-90068.50;-90068.50;-0.02;-0.02;-0.02;-0.02;-0.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
188154011650.08;258032602.88;17907.63;1.01;0.98;142.98;5.43;109.75;7.39;143.65;887.74;34135.17;34135.17;34135.17;34135.17;34135.17;110674.12;110674.12;110674.12;110674.12;110674.12;0.02;0.02;0.02;0.02;0.02;18369.56;18906.05;18649.03;18649.03;19316.34;17637.08;17637.08;17637.08;17637.08;17637.08;0.00;0.00;0.00;0.00;0.00;-15765.61;-15229.12;-15486.13;-15486.13;-14818.83;-93037.04;-93037.04;-93037.04;-93037.04;-93037.04;-0.02;-0.02;-0.02;-0.02;-0.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
191763803220.10;243342815.37;19166.54;0.99;0.97;136.61;5.61;93.39;7.16;144.32;943.50;31762.12;31762.12;31762.12;31762.12;31762.12;101160.38;101160.38;101160.38;101160.38;101160.38;0.01;0.01;0.01;0.01;0.01;19459.87;20027.15;19756.99;19756.99;20461.72;18683.80;18683.80;18683.80;18683.80;18683.80;0.00;0.00;0.00;0.00;0.00;-12302.24;-11734.97;-12005.13;-12005.13;-11300.39;-82476.58;-82476.58;-82476.58;-82476.58;-82476.58;-0.01;-0.01;-0.01;-0.01;-0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
197292612373.98;272475884.55;20265.40;0.97;1.02;143.04;5.51;99.67;7.06;148.78;881.37;35686.12;35686.12;35686.12;35686.12;35686.12;113496.84;113496.84;113496.84;113496.84;113496.84;0.01;0.01;0.01;0.01;0.01;21628.67;22259.87;21958.19;21958.19;22742.92;20766.18;20766.18;20766.18;20766.18;20766.18;0.00;0.00;0.00;0.00;0.00;-14057.45;-13426.25;-13727.93;-13727.93;-12943.20;-92730.66;-92730.66;-92730.66;-92730.66;-92730.66;-0.01;-0.01;-0.01;-0.01;-0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
206201347654.20;255251898.52;21794.53;1.04;1.02;134.71;5.50;100.47;7.02;150.66;935.93;36227.95;36227.95;36227.95;36227.95;36227.95;106908.40;106908.40;106908.40;106908.40;106908.40;0.02;0.02;0.02;0.02;0.02;23211.74;23888.61;23565.91;23565.91;24406.98;22286.06;22286.06;22286.06;22286.06;22286.06;0.00;0.00;0.00;0.00;0.00;-13016.21;-12339.35;-12662.04;-12662.04;-11820.97;-84622.34;-84622.34;-84622.34;-84622.34;-84622.34;-0.02;-0.02;-0.02;-0.02;-0.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
222160900827.94;228526748.16;18666.55;0.95;1.04;145.07;5.81;105.44;7.23;143.19;995.72;28287.42;28287.42;28287.42;28287.42;28287.42;99848.12;99848.12;99848.12;99848.12;99848.12;0.01;0.01;0.01;0.01;0.01;20183.87;20772.64;20491.65;20491.65;21223.41;19378.97;19378.97;19378.97;19378.97;19378.97;0.00;0.00;0.00;0.00;0.00;-8103.55;-7514.78;-7795.77;-7795.77;-7064.01;-80469.15;-80469.15;-80469.15;-80469.15;-80469.15;-0.01;-0.01;-0.01;-0.01;-0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
208923950746.08;256541911.64;18801.94;1.06;1.02;145.03;5.65;101.02;7.38;136.96;943.75;33960.95;33960.95;33960.95;33960.95;33960.95;121910.35;121910.35;121910.35;121910.35;121910.35;0.02;0.02;0.02;0.02;0.02;20020.78;20604.96;20325.90;20325.90;21052.10;19222.40;19222.40;19222.40;19222.40;19222.40;0.00;0.00;0.00;0.00;0.00;-13940.17;-13355.98;-13635.05;-13635.05;-12908.85;-102687.95;-102687.95;-102687.95;-102687.95;-102687.95;-0.02;-0.02;-0.02;-0.02;-0.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
206674175994.61;262844458.99;19525.25;0.98;0.94;140.83;5.83;102.80;7.23;143.76;921.87;33804.06;33804.06;33804.06;33804.06;33804.06;115849.81;115849.81;115849.81;115849.81;115849.81;0.01;0.01;0.01;0.01;0.01;19053.52;19609.59;19343.78;19343.78;20035.14;18293.72;18293.72;18293.72;18293.72;18293.72;0.00;0.00;0.00;0.00;0.00;-14750.54;-14194.47;-14460.28;-14460.28;-13768.92;-97556.09;-97556.09;-97556.09;-97556.09;-97556.09;-0.01;-0.01;-0.01;-0.01;-0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
187132840589.04;273833266.54;18465.56;1.00;0.97;149.41;5.68;108.18;6.93;136.99;1026.56;34160.31;34160.31;34160.31;34160.31;34160.31;126941.77;126941.77;126941.77;126941.77;126941.77;0.02;0.02;0.02;0.02;0.02;18741.26;19287.74;19027.26;19027.26;19706.28;17993.86;17993.86;17993.86;17993.86;17993.86;0.00;0.00;0.00;0.00;0.00;-15419.05;-14872.57;-15133.06;-15133.06;-14454.04;-108947.90;-108947.90;-108947.90;-108947.90;-108947.90;-0.02;-0.02;-0.02;-0.02;-0.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
208979410026.73;246658115.91;19253.88;0.98;1.06;141.62;5.49;98.63;7.00;142.89;921.79;31399.00;31399.00;31399.00;31399.00;31399.00;102418.07;102418.07;102418.07;102418.07;102418.07;0.01;0.01;0.01;0.01;0.01;21178.23;21795.91;21501.27;21501.27;22268.88;20333.66;20333.66;20333.66;20333.66;20333.66;0.00;0.00;0.00;0.00;0.00;-10220.77;-9603.09;-9897.74;-9897.74;-9130.12;-82084.41;-82084.41;-82084.41;-82084.41;-82084.41;-0.01;-0.01;-0.01;-0.01;-0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
192149056165.92;257062695.11;20102.36;0.97;0.98;147.45;5.71;102.69;6.83;146.37;968.55;33256.35;33256.35;33256.35;33256.35;33256.35;114700.59;114700.59;114700.59;114700.59;114700.59;0.01;0.01;0.01;0.01;0.01;20587.49;21187.88;20901.57;20901.57;21647.65;19766.47;19766.47;19766.47;19766.47;19766.47;0.00;0.00;0.00;0.00;0.00;-12668.86;-12068.47;-12354.78;-12354.78;-11608.70;-94934.12;-94934.12;-94934.12;-94934.12;-94934.12;-0.01;-0.01;-0.01;-0.01;-0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
201356742922.59;246627770.85;17097.86;1.01;0.99;142.70;5.89;107.18;6.95;131.72;862.31;29828.09;29828.09;29828.09;29828.09;29828.09;114194.42;114194.42;114194.42;114194.42;114194.42;0.02;0.02;0.02;0.02;0.02;17633.34;18148.32;17901.60;17901.60;18542.17;16930.21;16930.21;16930.21;16930.21;16930.21;0.00;0.00;0.00;0.00;0.00;-12194.75;-11679.77;-11926.48;-11926.48;-11285.92;-97264.21;-97264.21;-97264.21;-97264.21;-97264.21;-0.02;-0.02;-0.02;-0.02;-0.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
193085120726.87;247008209.99;19605.19;1.03;1.01;152.34;5.75;104.52;7.21;142.55;963.33;32915.32;32915.32;32915.32;32915.32;32915.32;121293.93;121293.93;121293.93;121293.93;121293.93;0.02;0.02;0.02;0.02;0.02;20529.89;21128.99;20842.71;20842.71;21587.50;19711.21;19711.21;19711.21;19711.21;19711.21;0.00;0.00;0.00;0.00;0.00;-12385.43;-11786.33;-12072.61;-12072.61;-11327.82;-101582.72;-101582.72;-101582.72;-101582.72;-101582.72;-0.02;-0.02;-0.02;-0.02;-0.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
211377567748.21;260299168.76;22746.29;1.02;1.02;134.17;6.00;98.23;6.88;142.99;889.20;34391.18;34391.18;34391.18;34391.18;34391.18;116238.69;116238.69;116238.69;116238.69;116238.69;0.02;0.02;0.02;0.02;0.02;24115.43;24819.02;24483.02;24483.02;25357.60;23153.75;23153.75;23153.75;23153.75;23153.75;0.00;0.00;0.00;0.00;0.00;-10275.75;-9572.16;-9908.16;-9908.16;-9033.58;-93084.93;-93084.93;-93084.93;-93084.93;-93084.93;-0.02;-0.02;-0.02;-0.02;-0.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
203414512110.83;252970312.61;17498.30;1.00;0.98;146.52;6.41;100.80;6.95;129.70;1013.35;29700.24;29700.24;29700.24;29700.24;29700.24;129022.71;129022.71;129022.71;129022.71;129022.71;0.01;0.01;0.01;0.01;0.01;17933.65;18456.63;18207.26;18207.26;18857.13;17218.46;17218.46;17218.46;17218.46;17218.46;0.00;0.00;0.00;0.00;0.00;-11766.59;-11243.61;-11492.97;-11492.97;-10843.11;-111804.25;-111804.25;-111804.25;-111804.25;-111804.25;-0.01;-0.01;-0.01;-0.01;-0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
196842702560.42;245496995.04;19736.25;1.02;1.00;140.76;5.77;102.81;7.60;132.82;849.33;30119.11;30119.11;30119.11;30119.11;30119.11;110558.79;110558.79;110558.79;110558.79;110558.79;0.02;0.02;0.02;0.02;0.02;20543.91;21144.07;20856.28;20856.28;21602.94;19724.74;19724.74;19724.74;19724.74;19724.74;0.00;0.00;0.00;0.00;0.00;-9575.20;-8975.04;-9262.83;-9262.83;-8516.17;-90834.05;-90834.05;-90834.05;-90834.05;-90834.05;-0.02;-0.02;-0.02;-0.02;-0.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
215831794315.04;237090880.68;23083.32;0.96;0.99;140.32;5.70;97.68;6.87;137.59;990.55;28559.11;28559.11;28559.11;28559.11;28559.11;99552.05;99552.05;99552.05;99552.05;99552.05;0.01;0.01;0.01;0.01;0.01;23824.98;24519.28;24188.97;24188.97;25051.32;22874.80;22874.80;22874.80;22874.80;22874.80;0.00;0.00;0.00;0.00;0.00;-4734.13;-4039.83;-4370.14;-4370.14;-3507.79;-76677.25;-76677.25;-76677.25;-76677.25;-76677.25;-0.01;-0.01;-0.01;-0.01;-0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
193959961709.52;214001455.41;20110.73;1.02;1.03;127.47;5.93;109.50;6.24;143.30;989.51;28316.21;28316.21;28316.21;28316.21;28316.21;89611.52;89611.52;89611.52;89611.52;89611.52;0.02;0.02;0.02;0.02;0.02;21672.47;22303.98;22003.62;22003.62;22787.95;20808.12;20808.12;20808.12;20808.12;20808.12;0.00;0.00;0.00;0.00;0.00;-6643.74;-6012.22;-6312.58;-6312.58;-5528.25;-68803.40;-68803.40;-68803.40;-68803.40;-68803.40;-0.02;-0.02;-0.02;-0.02;-0.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
198985634077.17;252647047.09;18735.36;1.01;0.99;132.09;5.74;102.91;7.22;137.01;910.09;31861.49;31861.49;31861.49;31861.49;31861.49;105768.57;105768.57;105768.57;105768.57;105768.57;0.02;0.02;0.02;0.02;0.02;19231.11;19792.29;19524.16;19524.16;20221.79;18464.22;18464.22;18464.22;18464.22;18464.22;0.00;0.00;0.00;0.00;0.00;-12630.38;-12069.21;-12337.33;-12337.33;-11639.70;-87304.35;-87304.35;-87304.35;-87304.35;-87304.35;-0.02;-0.02;-0.02;-0.02;-0.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
208881675352.96;229044178.94;19712.02;1.06;0.97;130.49;6.01;99.50;7.23;138.16;913.76;30582.40;30582.40;30582.40;30582.40;30582.40;104232.66;104232.66;104232.66;104232.66;104232.66;0.02;0.02;0.02;0.02;0.02;19998.26;20581.75;20303.07;20303.07;21028.38;19200.77;19200.77;19200.77;19200.77;19200.77;0.00;0.00;0.00;0.00;0.00;-10584.14;-10000.65;-10279.33;-10279.33;-9554.02;-85031.89;-85031.89;-85031.89;-85031.89;-85031.89;-0.02;-0.02;-0.02;-0.02;-0.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
190965774870.85;237496416.16;22853.33;0.99;0.99;145.20;5.70;105.53;6.53;130.37;1031.35;27872.76;27872.76;27872.76;27872.76;27872.76;106232.84;106232.84;106232.84;106232.84;106232.84;0.01;0.01;0.01;0.01;0.01;23586.57;24273.84;23947.00;23947.00;24800.55;22645.89;22645.89;22645.89;22645.89;22645.89;0.00;0.00;0.00;0.00;0.00;-4286.19;-3598.92;-3925.76;-3925.76;-3072.21;-83586.95;-83586.95;-83586.95;-83586.95;-83586.95;-0.01;-0.01;-0.01;-0.01;-0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
198423061925.76;242829926.54;19412.56;0.95;1.00;146.23;5.57;116.23;7.01;138.58;842.96;29133.14;29133.14;29133.14;29133.14;29133.14;102820.59;102820.59;102820.59;102820.59;102820.59;0.01;0.01;0.01;0.01;0.01;20206.28;20796.75;20513.33;20513.33;21248.09;19400.59;19400.59;19400.59;19400.59;19400.59;0.00;0.00;0.00;0.00;0.00;-8926.87;-8336.39;-8619.81;-8619.81;-7885.05;-83420.00;-83420.00;-83420.00;-83420.00;-83420.00;-0.01;-0.01;-0.01;-0.01;-0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
202237089517.66;251354009.44;20543.61;1.03;0.96;138.28;6.18;96.69;7.43;127.09;958.76;29889.16;29889.16;29889.16;29889.16;29889.16;120593.81;120593.81;120593.81;120593.81;120593.81;0.02;0.02;0.02;0.02;0.02;20440.45;21036.74;20752.11;20752.11;21493.24;19625.32;19625.32;19625.32;19625.32;19625.32;0.00;0.00;0.00;0.00;0.00;-9448.71;-8852.43;-9137.06;-9137.06;-8395.93;-100968.49;-100968.49;-100968.49;-100968.49;-100968.49;-0.02;-0.02;-0.02;-0.02;-0.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
195551708384.21;239218196.46;20679.59;0.99;1.01;134.28;5.84;105.97;7.30;138.45;959.54;29866.39;29866.39;29866.39;29866.39;29866.39;101418.48;101418.48;101418.48;101418.48;101418.48;0.01;0.01;0.01;0.01;0.01;21708.86;22342.25;22039.76;22039.76;22827.08;20843.15;20843.15;20843.15;20843.15;20843.15;0.00;0.00;0.00;0.00;0.00;-8157.53;-7524.15;-7826.63;-7826.63;-7039.31;-80575.32;-80575.32;-80575.32;-80575.32;-80575.32;-0.01;-0.01;-0.01;-0.01;-0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
219853876765.17;268396836.81;20183.43;0.96;0.97;138.63;5.73;99.09;7.67;134.32;947.45;31481.14;31481.14;31481.14;31481.14;31481.14;111719.82;111719.82;111719.82;111719.82;111719.82;0.01;0.01;0.01;0.01;0.01;20297.80;20890.05;20607.16;20607.16;21343.38;19488.37;19488.37;19488.37;19488.37;19488.37;0.00;0.00;0.00;0.00;0.00;-11183.34;-10591.09;-10873.98;-10873.98;-10137.76;-92231.45;-92231.45;-92231.45;-92231.45;-92231.45;-0.01;-0.01;-0.01;-0.01;-0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
210468901411.72;230858807.78;19409.03;0.96;1.06;136.07;5.59;100.72;7.13;140.57;913.63;28204.60;28204.60;28204.60;28204.60;28204.60;91584.91;91584.91;91584.91;91584.91;91584.91;0.01;0.01;0.01;0.01;0.01;21387.87;22011.84;21713.93;21713.93;22489.50;20534.96;20534.96;20534.96;20534.96;20534.96;0.00;0.00;0.00;0.00;0.00;-6816.73;-6192.76;-6490.67;-6490.67;-5715.10;-71049.96;-71049.96;-71049.96;-71049.96;-71049.96;-0.01;-0.01;-0.01;-0.01;-0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
196011595293.30;248082595.88;20504.13;0.97;1.01;143.66;5.62;100.61;7.11;144.42;924.95;31702.95;31702.95;31702.95;31702.95;31702.95;106364.12;106364.12;106364.12;106364.12;106364.12;0.01;0.01;0.01;0.01;0.01;21670.42;22302.66;22000.75;22000.75;22786.64;20806.24;20806.24;20806.24;20806.24;20806.24;0.00;0.00;0.00;0.00;0.00;-10032.53;-9400.28;-9702.20;-9702.20;-8916.31;-85557.88;-85557.88;-85557.88;-85557.88;-85557.88;-0.01;-0.01;-0.01;-0.01;-0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
