# X_0;X_1;X_2;X_3;X_4;X_5;X_6;X_7;X_8;X_9;X_10;R_0;R_1;R_2;S_0;S_1;S_2;G_0;G_1;G_2;I_0;I_1;I_2
190618125107.22;245421249.95;10188.71;1.00;0.91;135.15;5.54;103.20;7.03;138.77;907.68;30961.85;100242.22;0.01;18717.71;10188.00;0.00;-13804.66;-90490.38;-0.01;0.00;0.00;0.00
189175142551.78;241240566.71;9151.25;0.99;0.96;136.61;5.87;101.26;6.96;134.27;943.68;29445.93;105477.12;0.01;16812.30;9151.00;0.00;-12949.85;-95172.29;-0.01;0.00;0.00;0.00
193336962337.22;268705594.29;8970.36;0.97;0.87;137.27;5.77;100.50;6.88;140.44;967.91;34305.51;116161.06;0.01;16479.51;8970.00;0.00;-18770.72;-104404.50;-0.01;0.00;0.00;0.00
192943546475.13;245256506.75;9309.34;1.00;0.88;137.82;5.76;103.81;7.03;140.10;952.53;31236.48;106286.23;0.01;17102.64;9309.00;0.00;-15968.75;-97596.51;-0.01;0.00;0.00;0.00
207389034821.98;264513537.70;9827.12;1.01;1.07;133.12;5.83;98.27;7.16;136.40;934.88;32800.56;112001.65;0.01;18054.23;9827.00;0.00;-13800.36;-102451.13;-0.02;0.00;0.00;0.00
205962394333.77;243063970.33;9055.13;0.89;1.02;138.93;5.78;102.86;7.27;138.68;983.43;30643.30;106486.95;0.01;16635.91;9055.00;0.00;-10167.06;-85037.06;-0.01;0.00;0.00;0.00
208899284748.55;277528519.14;9674.68;0.97;1.07;142.45;5.65;99.79;7.36;141.45;954.67;35688.85;121779.83;0.01;17773.26;9674.00;0.00;-15587.92;-107607.33;-0.01;0.00;0.00;0.00
195254034141.03;256484579.81;10362.60;1.02;1.00;137.64;5.76;105.25;7.09;137.63;927.42;32091.85;110973.20;0.01;19037.50;10362.00;0.00;-13740.02;-102724.44;-0.02;0.00;0.00;0.00
186678915353.03;247639825.02;9847.23;1.01;1.02;142.83;5.84;100.02;7.20;137.51;939.94;30956.37;112575.47;0.01;18091.20;9847.00;0.00;-12767.39;-103611.10;-0.02;0.00;0.00;0.00
196769211753.18;258948469.55;9877.93;1.02;0.98;140.98;6.04;105.35;7.13;143.43;937.89;33765.28;120199.67;0.01;18146.55;9877.00;0.00;-16618.60;-112791.05;-0.02;0.00;0.00;0.00
201699341898.88;257833222.70;10769.59;0.89;1.09;136.89;5.92;102.08;6.89;137.75;932.67;32287.73;113876.46;0.01;19785.01;10769.00;0.00;-7287.31;-90051.54;-0.01;0.00;0.00;0.00
200079784123.10;221656616.19;8819.40;0.99;1.01;142.14;5.75;103.25;7.39;141.43;936.83;28498.25;98842.72;0.01;16202.72;8819.00;0.00;-11769.14;-88524.10;-0.01;0.00;0.00;0.00
193284512313.06;248129095.92;10798.08;0.96;0.96;138.41;5.70;103.72;7.06;137.33;927.49;30978.15;106781.95;0.01;19838.44;10798.00;0.00;-10919.85;-92654.02;-0.01;0.00;0.00;0.00
184304494582.98;235943853.18;9258.70;1.00;1.05;140.22;5.90;100.82;7.04;140.23;955.68;30078.87;106454.80;0.01;17008.90;9258.00;0.00;-12134.02;-96434.51;-0.01;0.00;0.00;0.00
201837819639.26;252189193.56;9925.52;1.06;1.01;140.52;5.85;99.77;6.91;141.41;937.85;32419.76;113129.72;0.01;18234.31;9925.00;0.00;-15958.39;-109928.98;-0.02;0.00;0.00;0.00
208854364498.68;244808636.19;9292.90;0.97;1.07;139.32;5.82;98.70;7.21;140.24;932.20;31210.35;108212.37;0.01;17071.48;9292.00;0.00;-11901.67;-94642.83;-0.01;0.00;0.00;0.00
202314006379.88;247507084.13;9690.32;0.98;1.00;136.81;5.79;102.21;6.93;138.61;959.50;31187.76;106914.11;0.01;17802.44;9690.00;0.00;-12691.82;-95018.41;-0.01;0.00;0.00;0.00
220765696398.91;235238999.95;10549.31;1.00;1.09;140.85;5.67;101.31;6.92;138.20;954.95;29553.70;102425.11;0.01;19380.60;10549.00;0.00;-8596.08;-91390.67;-0.02;0.00;0.00;0.00
189213736300.90;244927719.38;8717.96;0.95;1.02;136.26;5.97;99.40;7.06;135.40;964.29;30149.22;108703.46;0.01;16014.84;8717.00;0.00;-12391.02;-94562.42;-0.01;0.00;0.00;0.00
200070670594.26;242755065.22;10599.90;0.96;1.01;144.78;6.13;105.47;7.09;146.84;956.14;32406.68;117441.19;0.01;19473.00;10599.00;0.00;-11596.80;-102407.15;-0.01;0.00;0.00;0.00
191609068181.27;252294033.64;11717.18;1.05;0.95;139.43;5.82;100.99;7.01;138.60;907.39;31790.10;111593.92;0.01;21526.93;11717.00;0.00;-12976.26;-106320.95;-0.02;0.00;0.00;0.00
214836106006.20;230410877.81;8733.21;0.95;1.02;141.16;5.94;99.43;7.06;140.55;935.00;29441.17;105446.00;0.01;16044.48;8733.00;0.00;-11581.81;-91047.30;-0.01;0.00;0.00;0.00
204338650445.02;231824765.19;9448.58;1.09;0.98;143.02;5.73;102.14;7.15;141.63;938.46;29848.13;103683.44;0.01;17358.18;9448.00;0.00;-15527.87;-103979.20;-0.02;0.00;0.00;0.00
214469945283.80;253809297.87;9841.60;0.91;1.01;139.48;5.66;102.55;7.37;142.46;945.63;32869.53;109302.28;0.01;18080.22;9841.00;0.00;-11794.18;-89756.97;-0.01;0.00;0.00;0.00
215184435142.70;267961935.92;8767.36;0.97;1.02;139.25;5.68;105.81;6.91;135.39;950.74;32981.45;115617.11;0.01;16106.88;8767.00;0.00;-15516.14;-103063.03;-0.01;0.00;0.00;0.00
