# X_0;X_1;X_2;X_3;X_4;X_5;X_6;X_7;X_8;X_9;X_10;R_0;R_1;R_2;S_0;S_1;S_2;G_0;G_1;G_2;I_0;I_1;I_2
199428981370.09;267989871.05;19966.07;0.99;0.98;139.17;6.35;95.95;7.19;140.23;972.03;33859.33;128125.47;0.01;21387.28;19494.40;-0.00;-12472.04;-108631.07;-0.02;0.00;0.00;0.00
175005702954.21;254169661.26;22205.69;1.02;0.99;131.20;5.90;108.14;7.40;139.99;938.57;32841.52;108872.22;0.02;24060.91;21938.34;-0.00;-8780.61;-86933.88;-0.02;0.00;0.00;0.00
194799054254.79;242668470.94;20639.73;1.03;1.00;136.19;5.74;102.57;7.44;129.16;906.41;29295.05;106374.50;0.02;22754.41;20743.90;-0.00;-6540.63;-85630.59;-0.02;0.00;0.00;0.00
183111795859.26;276920459.80;19496.06;0.96;0.97;150.24;5.83;108.20;7.55;135.83;910.17;32883.69;127127.28;0.01;20730.33;18899.29;-0.00;-12153.36;-108227.99;-0.02;0.00;0.00;0.00
220078060647.08;233907407.72;22264.84;1.01;0.96;148.57;5.56;104.02;6.48;145.15;922.13;31264.49;106676.01;0.02;23501.56;21422.08;-0.00;-7762.92;-85253.93;-0.02;0.00;0.00;0.00
201946627743.13;246807073.58;18145.36;1.06;1.03;137.92;5.80;105.63;6.86;151.28;960.73;35963.07;114118.90;0.02;20500.75;18685.15;-0.00;-15462.32;-95433.75;-0.02;0.00;0.00;0.00
170351431222.02;259787449.23;20812.44;0.99;1.03;135.09;5.85;106.07;6.84;135.97;930.82;31790.23;110854.58;0.01;23618.22;21534.94;-0.00;-8172.01;-89319.64;-0.02;0.00;0.00;0.00
198547639669.68;257453800.92;24313.81;1.03;1.03;135.29;5.52;96.72;6.25;148.62;909.19;35776.01;107815.55;0.02;27601.59;25165.62;-0.00;-8174.43;-82649.93;-0.02;0.00;0.00;0.00
174979367541.95;260624820.34;20061.65;1.04;0.98;139.12;5.69;102.52;6.60;129.26;922.47;31782.90;116828.16;0.02;21589.92;19684.96;-0.00;-10192.98;-97143.20;-0.02;0.00;0.00;0.00
207456890437.92;216971812.24;21104.94;0.99;0.98;132.06;5.87;101.51;7.37;130.78;985.03;25535.26;90766.56;0.01;22748.90;20734.81;-0.00;-2786.36;-70031.75;-0.02;0.00;0.00;0.00
