# X_0;X_1;R_0;S_0;G_0;I_0
8936;152897;152897;107232;45665;1
8324;152605;152605;99888;52717;1
10266;156396;156396;123192;33204;1
8816;148548;148548;105792;42756;1
9512;155451;155451;114144;41307;1
8746;146935;146935;104952;41983;1
8793;154865;154865;105516;49349;1
9420;148759;148759;113040;35719;1
8049;146266;146266;96588;49678;1
10520;157298;157298;126240;31058;1
