# X_0;X_1;X_2;R_0;S_0;G_0;I_0
0.27;9.45;45.46;3636.88;2061.24;-1575.64;0.00
0.27;10.78;43.70;3496.23;2140.08;-1356.15;0.00
0.21;8.37;36.72;2937.85;1670.31;-1267.54;0.00
0.26;9.33;36.40;2911.87;2000.58;-911.29;0.00
0.23;11.67;39.79;3183.37;1959.22;-1224.16;0.00
0.32;11.08;34.12;2729.41;2472.91;-256.50;0.00
0.24;12.42;38.85;3108.30;2091.77;-1016.53;0.00
0.25;9.65;45.02;3601.90;1999.04;-1602.86;0.00
0.25;10.13;41.61;3329.13;1995.30;-1333.83;0.00
0.23;8.77;38.93;3114.69;1818.29;-1296.40;0.00
0.24;11.25;33.47;2677.24;2030.09;-647.14;0.00
0.26;10.88;43.65;3492.25;2106.91;-1385.33;0.00
0.28;10.26;36.05;2884.31;2182.64;-701.67;0.00
0.27;12.03;43.11;3448.88;2246.49;-1202.38;0.00
0.25;9.89;38.37;3069.53;2015.66;-1053.87;0.00
0.25;11.99;49.80;3984.28;2096.52;-1887.76;0.00
0.25;10.27;42.59;3407.53;1989.10;-1418.43;0.00
0.26;10.83;31.55;2524.08;2099.53;-424.55;0.00
0.24;9.19;35.27;2821.79;1878.00;-943.79;0.00
0.22;10.10;40.38;3230.01;1819.03;-1410.98;0.00
0.25;11.27;32.97;2637.78;2068.38;-569.40;0.00
0.26;9.91;43.85;3507.90;2038.83;-1469.06;0.00
0.24;8.97;40.19;3214.86;1894.89;-1319.97;0.00
0.31;12.16;41.67;3333.37;2446.39;-886.98;0.00
0.23;10.74;37.76;3020.81;1910.34;-1110.47;0.00
0.22;9.75;42.59;3407.13;1831.50;-1575.63;0.00
0.25;11.14;33.88;2710.69;2050.85;-659.84;0.00
0.27;10.06;40.02;3201.58;2128.43;-1073.15;0.00
0.27;10.41;41.28;3302.72;2138.57;-1164.16;0.00
0.25;8.85;31.24;2499.30;1910.66;-588.64;0.00
0.30;9.61;50.12;4009.78;2266.55;-1743.24;0.00
0.23;11.24;40.59;3247.14;1943.51;-1303.63;0.00
0.22;10.70;36.27;2901.25;1833.01;-1068.24;0.00
0.22;10.14;41.82;3345.67;1856.08;-1489.60;0.00
0.26;8.02;49.05;3924.36;1928.84;-1995.52;0.00
0.25;10.63;49.74;3979.51;2010.60;-1968.91;0.00
0.26;12.03;35.78;2862.39;2173.54;-688.85;0.00
0.26;10.75;38.24;3059.55;2083.34;-976.22;0.00
0.25;10.66;42.76;3421.14;2029.93;-1391.21;0.00
0.29;11.05;38.46;3077.07;2277.87;-799.20;0.00
0.23;11.46;46.85;3747.74;1988.96;-1758.78;0.00
0.17;9.21;38.40;3071.99;1476.58;-1595.41;0.00
0.27;8.75;50.52;4041.49;2019.17;-2022.32;0.00
0.23;11.50;38.32;3065.46;1959.90;-1105.57;0.00
0.27;11.68;28.77;2301.72;2199.07;-102.66;0.00
0.24;8.79;41.69;3335.30;1864.77;-1470.52;0.00
0.26;10.02;43.05;3444.27;2048.59;-1395.68;0.00
0.25;11.22;37.51;3000.84;2063.90;-936.94;0.00
0.20;10.86;44.45;3556.31;1749.24;-1807.07;0.00
0.21;9.16;43.89;3511.49;1748.24;-1763.25;0.00
0.25;11.31;43.54;3482.83;2075.33;-1407.50;0.00
0.26;10.42;38.91;3112.55;2087.51;-1025.04;0.00
0.28;11.24;41.38;3310.28;2234.91;-1075.36;0.00
0.26;9.26;41.48;3318.34;1998.36;-1319.98;0.00
0.23;11.15;38.64;3091.22;1933.22;-1158.00;0.00
0.24;7.53;31.60;2527.96;1811.92;-716.04;0.00
0.25;8.94;39.07;3125.68;1944.81;-1180.87;0.00
0.24;8.64;37.72;3017.73;1885.13;-1132.60;0.00
0.22;8.42;43.26;3461.14;1759.15;-1701.99;0.00
0.27;11.29;45.75;3660.40;2213.02;-1447.38;0.00
0.30;9.33;34.77;2781.33;2242.38;-538.95;0.00
0.25;7.54;44.20;3535.98;1891.83;-1644.15;0.00
0.27;9.63;32.65;2612.04;2095.48;-516.56;0.00
0.25;10.50;39.72;3177.65;2042.16;-1135.49;0.00
0.22;8.55;40.87;3269.70;1762.12;-1507.58;0.00
0.26;8.72;41.42;3313.82;1964.94;-1348.88;0.00
0.29;12.98;43.07;3445.57;2366.96;-1078.62;0.00
0.26;10.23;34.76;2781.05;2068.37;-712.69;0.00
0.23;8.40;46.38;3710.48;1806.66;-1903.82;0.00
0.22;8.52;46.24;3699.53;1770.91;-1928.62;0.00
0.21;7.98;39.54;3162.91;1667.59;-1495.32;0.00
0.26;11.06;37.12;2969.21;2100.43;-868.77;0.00
0.29;11.53;39.23;3138.50;2286.17;-852.33;0.00
0.26;9.88;38.50;3079.66;2063.44;-1016.21;0.00
0.24;10.15;39.20;3135.62;1925.34;-1210.28;0.00
0.26;7.78;36.45;2916.18;1943.36;-972.82;0.00
0.27;12.44;38.07;3045.54;2240.94;-804.61;0.00
0.28;9.60;39.38;3150.41;2175.97;-974.44;0.00
0.21;9.77;34.95;2795.96;1764.93;-1031.03;0.00
0.26;8.42;36.67;2933.58;1996.46;-937.13;0.00
0.24;11.59;39.92;3193.57;2022.14;-1171.43;0.00
0.24;9.99;43.95;3515.80;1965.77;-1550.02;0.00
0.22;9.12;43.32;3465.92;1747.06;-1718.86;0.00
0.25;9.60;32.82;2625.85;1968.60;-657.25;0.00
0.22;10.54;33.02;2641.89;1863.77;-778.12;0.00
0.26;10.71;35.62;2849.91;2085.66;-764.25;0.00
0.24;11.08;54.14;4330.86;2026.33;-2304.53;0.00
0.23;9.09;46.16;3693.04;1822.74;-1870.31;0.00
0.25;10.06;39.56;3164.48;1987.78;-1176.70;0.00
0.28;10.89;38.36;3068.46;2249.21;-819.25;0.00
0.25;10.26;39.27;3141.27;2004.02;-1137.25;0.00
0.27;8.79;38.34;3066.87;2032.23;-1034.64;0.00
0.22;9.53;32.81;2624.98;1778.20;-846.79;0.00
0.23;8.68;42.94;3434.94;1817.68;-1617.26;0.00
0.23;9.14;41.82;3345.38;1810.13;-1535.25;0.00
0.25;9.67;34.59;2767.42;1966.19;-801.23;0.00
0.25;10.07;42.60;3408.06;1978.89;-1429.17;0.00
0.29;9.71;36.54;2923.05;2240.41;-682.63;0.00
0.25;8.41;41.82;3345.20;1889.82;-1455.38;0.00
0.21;11.35;39.55;3164.31;1866.66;-1297.65;0.00
0.26;9.74;35.68;2854.52;2031.57;-822.95;0.00
0.24;9.90;38.56;3084.84;1948.43;-1136.41;0.00
0.20;10.64;42.24;3379.01;1731.57;-1647.44;0.00
0.24;10.46;34.99;2799.09;1976.75;-822.34;0.00
0.25;11.23;36.69;2935.35;2064.28;-871.07;0.00
0.26;8.52;31.60;2527.82;1961.51;-566.32;0.00
0.27;9.00;40.27;3221.34;2083.19;-1138.14;0.00
0.25;10.51;34.19;2734.91;2029.60;-705.31;0.00
0.27;8.70;44.09;3527.02;2016.75;-1510.27;0.00
0.21;10.66;44.11;3529.20;1805.45;-1723.75;0.00
0.30;10.57;36.61;2928.49;2315.52;-612.97;0.00
0.25;11.02;45.66;3652.70;2068.69;-1584.01;0.00
0.28;11.73;33.35;2667.72;2257.38;-410.34;0.00
0.23;12.60;34.53;2762.21;2043.15;-719.06;0.00
0.22;8.58;39.43;3154.19;1758.98;-1395.21;0.00
0.26;11.24;31.20;2495.97;2123.40;-372.57;0.00
0.25;12.95;45.07;3605.69;2145.22;-1460.47;0.00
0.22;11.14;40.36;3229.01;1871.12;-1357.90;0.00
0.24;9.23;37.52;3001.63;1926.50;-1075.12;0.00
0.22;8.87;33.95;2716.27;1782.91;-933.36;0.00
0.27;8.95;43.00;3439.87;2077.13;-1362.74;0.00
0.24;10.06;35.75;2860.36;1936.66;-923.71;0.00
0.23;10.71;43.39;3471.00;1941.72;-1529.28;0.00
0.24;8.85;35.62;2849.94;1900.06;-949.88;0.00
0.26;10.86;40.25;3220.22;2074.68;-1145.55;0.00
0.25;9.59;36.40;2912.12;1999.58;-912.54;0.00
0.25;8.87;45.49;3638.88;1942.47;-1696.41;0.00
0.26;11.66;36.74;2939.04;2132.77;-806.27;0.00
0.23;10.07;40.04;3202.85;1879.89;-1322.96;0.00
0.26;10.35;39.14;3131.41;2060.37;-1071.03;0.00
0.20;9.16;46.09;3686.97;1669.79;-2017.18;0.00
0.25;10.47;45.40;3631.73;1996.91;-1634.82;0.00
0.31;11.82;46.90;3751.61;2437.97;-1313.64;0.00
0.23;12.19;43.15;3452.25;2002.90;-1449.35;0.00
0.22;11.40;40.63;3250.75;1909.50;-1341.26;0.00
0.27;10.83;37.61;3008.48;2170.61;-837.87;0.00
0.26;11.77;40.56;3244.79;2148.41;-1096.38;0.00
0.26;10.05;40.14;3211.20;2060.29;-1150.91;0.00
0.24;10.34;42.04;3362.94;1987.07;-1375.87;0.00
0.23;10.68;42.33;3386.74;1934.85;-1451.90;0.00
0.29;8.57;34.13;2730.49;2154.08;-576.41;0.00
0.27;9.16;44.02;3521.52;2098.40;-1423.12;0.00
0.24;10.48;36.89;2950.94;1956.37;-994.57;0.00
0.26;10.43;35.79;2863.13;2058.76;-804.37;0.00
0.28;8.77;40.61;3248.72;2118.61;-1130.12;0.00
0.23;10.64;39.17;3133.24;1938.98;-1194.26;0.00
0.20;9.56;30.22;2417.40;1665.08;-752.32;0.00
0.28;10.09;45.92;3673.24;2169.06;-1504.18;0.00
0.21;9.26;39.18;3134.18;1753.25;-1380.94;0.00
0.27;8.36;37.92;3033.63;2037.91;-995.72;0.00
0.26;10.91;44.46;3556.52;2105.19;-1451.33;0.00
0.29;10.17;42.27;3381.42;2258.33;-1123.10;0.00
0.24;10.30;42.92;3433.69;1981.95;-1451.73;0.00
0.27;8.05;44.56;3564.98;2037.82;-1527.17;0.00
0.25;9.14;43.15;3451.94;1939.12;-1512.82;0.00
0.25;12.20;33.21;2657.06;2104.51;-552.55;0.00
0.25;9.44;41.06;3285.06;1981.07;-1303.99;0.00
0.22;10.77;54.48;4358.56;1875.57;-2482.99;0.00
0.21;7.67;34.96;2796.86;1661.50;-1135.37;0.00
0.22;10.55;40.69;3254.93;1872.97;-1381.96;0.00
0.27;10.19;37.24;2979.01;2109.55;-869.46;0.00
0.23;11.78;49.34;3947.56;1983.29;-1964.27;0.00
0.26;9.89;49.04;3923.02;2030.14;-1892.88;0.00
0.25;10.49;38.01;3040.70;2040.10;-1000.60;0.00
0.26;9.71;38.32;3065.51;2035.91;-1029.60;0.00
0.28;10.08;43.28;3462.13;2164.13;-1298.00;0.00
0.22;10.22;42.68;3414.79;1832.36;-1582.43;0.00
0.25;9.46;38.67;3093.59;1984.71;-1108.88;0.00
0.25;11.65;42.41;3392.85;2103.08;-1289.77;0.00
0.29;11.01;45.29;3623.22;2312.25;-1310.97;0.00
0.24;9.41;38.73;3098.73;1930.77;-1167.96;0.00
0.25;11.93;36.44;2915.27;2128.59;-786.68;0.00
0.18;11.60;38.09;3046.95;1669.76;-1377.20;0.00
0.26;11.09;39.62;3169.29;2116.20;-1053.08;0.00
0.24;9.72;36.68;2934.58;1929.01;-1005.57;0.00
0.23;11.24;40.99;3279.41;1948.51;-1330.90;0.00
0.21;10.00;38.98;3118.48;1764.56;-1353.92;0.00
0.27;11.35;42.10;3367.77;2160.10;-1207.66;0.00
0.28;9.58;39.43;3154.01;2156.53;-997.47;0.00
0.27;9.66;43.31;3465.03;2072.41;-1392.62;0.00
0.25;9.31;41.45;3315.81;1934.93;-1380.88;0.00
0.20;9.95;35.30;2824.20;1682.97;-1141.24;0.00
0.26;8.92;43.19;3455.23;1979.65;-1475.58;0.00
0.25;8.76;36.17;2893.36;1908.69;-984.67;0.00
0.23;9.21;43.96;3516.96;1860.82;-1656.14;0.00
0.23;9.31;44.97;3597.93;1823.23;-1774.69;0.00
0.22;11.80;43.51;3480.56;1932.55;-1548.01;0.00
0.24;11.32;42.91;3433.17;2036.12;-1397.05;0.00
0.22;10.03;44.10;3527.94;1851.72;-1676.22;0.00
0.26;12.05;44.47;3557.72;2169.44;-1388.29;0.00
0.25;8.87;45.12;3609.83;1937.74;-1672.09;0.00
0.24;11.70;44.67;3573.41;2006.24;-1567.17;0.00
0.25;9.24;28.43;2274.40;1984.27;-290.13;0.00
0.25;8.21;44.95;3596.10;1928.82;-1667.28;0.00
0.22;10.54;51.24;4099.48;1841.20;-2258.29;0.00
0.25;9.97;37.21;2976.93;1981.32;-995.61;0.00
0.24;9.70;36.82;2945.31;1943.28;-1002.03;0.00
0.27;10.27;34.12;2729.99;2131.37;-598.62;0.00
0.26;9.86;36.00;2879.75;2059.04;-820.71;0.00
0.22;8.66;40.40;3231.94;1725.41;-1506.52;0.00
0.27;8.09;31.49;2519.00;1985.08;-533.93;0.00
0.26;10.30;46.09;3687.14;2060.22;-1626.92;0.00
0.22;9.18;42.89;3431.35;1778.32;-1653.03;0.00
0.25;8.84;41.79;3343.06;1939.69;-1403.38;0.00
0.26;9.56;33.72;2697.39;2051.73;-645.66;0.00
0.33;9.16;39.46;3156.96;2426.39;-730.57;0.00
0.25;9.28;44.49;3559.59;1940.97;-1618.62;0.00
0.23;10.26;44.43;3554.00;1898.49;-1655.51;0.00
0.28;11.90;43.07;3445.41;2283.00;-1162.41;0.00
0.27;10.56;44.64;3571.37;2170.45;-1400.92;0.00
0.31;8.05;42.22;3377.69;2259.45;-1118.24;0.00
0.26;8.95;37.09;2966.85;1979.50;-987.35;0.00
0.22;9.90;40.70;3256.20;1809.76;-1446.44;0.00
0.28;8.20;32.26;2580.64;2055.93;-524.72;0.00
0.26;11.39;45.73;3658.38;2146.86;-1511.52;0.00
0.23;10.51;42.55;3403.67;1916.20;-1487.47;0.00
0.26;9.94;42.92;3433.96;2034.17;-1399.79;0.00
0.27;11.82;38.56;3084.51;2229.30;-855.21;0.00
0.23;11.09;37.29;2983.47;1945.78;-1037.69;0.00
0.27;11.13;43.61;3489.04;2178.39;-1310.65;0.00
0.28;11.37;42.64;3411.41;2217.91;-1193.50;0.00
0.25;10.14;35.93;2874.08;2009.04;-865.04;0.00
0.29;8.33;37.48;2998.68;2132.67;-866.01;0.00
0.26;9.67;42.00;3360.20;2027.50;-1332.70;0.00
0.27;9.15;47.45;3796.09;2074.37;-1721.72;0.00
0.20;11.92;41.06;3284.80;1784.72;-1500.08;0.00
0.22;10.21;36.90;2951.65;1817.81;-1133.84;0.00
0.20;10.39;41.74;3339.50;1735.87;-1603.63;0.00
0.24;8.98;35.21;2816.45;1893.12;-923.33;0.00
0.26;8.79;41.39;3310.95;2012.98;-1297.98;0.00
0.26;11.98;38.15;3052.32;2153.39;-898.93;0.00
0.26;10.76;38.57;3085.70;2081.34;-1004.36;0.00
0.17;10.83;29.07;2325.78;1581.86;-743.92;0.00
0.23;12.56;42.35;3388.18;2020.78;-1367.41;0.00
0.27;11.68;38.88;3110.39;2196.99;-913.40;0.00
0.25;7.84;37.27;2981.34;1895.32;-1086.01;0.00
0.23;10.17;34.43;2754.38;1902.53;-851.84;0.00
0.23;11.36;44.02;3521.84;1942.57;-1579.27;0.00
0.28;10.72;47.03;3762.75;2206.36;-1556.40;0.00
0.25;10.40;37.49;2999.58;1999.50;-1000.08;0.00
0.26;12.94;43.79;3502.86;2202.77;-1300.10;0.00
0.24;9.09;37.23;2978.36;1907.77;-1070.59;0.00
0.24;10.72;47.91;3832.88;1949.78;-1883.10;0.00
0.24;10.75;36.63;2930.49;1956.88;-973.61;0.00
0.27;11.58;41.81;3344.61;2224.80;-1119.81;0.00
0.25;9.89;42.83;3426.55;1973.78;-1452.77;0.00
0.27;12.55;41.72;3337.68;2233.11;-1104.57;0.00
0.23;11.77;24.90;1992.27;2005.21;12.94;1.00
0.25;10.03;33.12;2649.22;2006.54;-642.68;0.00
0.30;10.78;39.69;3175.10;2307.30;-867.80;0.00
0.27;12.25;39.51;3160.65;2229.85;-930.79;0.00
0.26;8.59;38.65;3092.35;1988.35;-1104.00;0.00
0.20;10.47;38.66;3092.69;1709.50;-1383.20;0.00
0.26;11.30;35.23;2818.49;2135.30;-683.19;0.00
0.23;10.75;32.79;2622.86;1926.52;-696.34;0.00
0.23;11.76;36.04;2883.01;1962.76;-920.24;0.00
0.26;10.39;38.39;3071.58;2087.72;-983.86;0.00
0.26;10.90;36.58;2926.76;2109.47;-817.29;0.00
0.21;9.55;40.80;3263.78;1751.89;-1511.89;0.00
0.24;10.84;43.55;3484.23;1991.34;-1492.90;0.00
0.29;9.63;36.17;2893.72;2186.51;-707.21;0.00
0.27;11.23;43.04;3442.81;2193.54;-1249.27;0.00
0.27;7.23;37.10;2967.93;1942.78;-1025.15;0.00
0.25;9.66;41.15;3292.33;1975.54;-1316.79;0.00
0.24;10.80;34.09;2727.47;1959.88;-767.59;0.00
0.22;11.71;36.94;2954.89;1934.70;-1020.19;0.00
0.23;10.64;40.39;3231.38;1931.89;-1299.49;0.00
0.26;9.02;43.22;3457.70;1989.60;-1468.10;0.00
0.24;10.56;44.67;3573.48;1965.81;-1607.68;0.00
0.27;11.72;31.67;2533.88;2179.29;-354.59;0.00
0.24;9.29;38.63;3090.04;1907.36;-1182.69;0.00
0.30;9.23;43.40;3472.06;2255.23;-1216.83;0.00
0.27;11.56;36.33;2906.40;2182.60;-723.80;0.00
0.28;9.23;42.86;3428.87;2131.57;-1297.30;0.00
0.25;10.89;40.81;3264.81;2070.61;-1194.20;0.00
0.28;10.32;45.44;3634.86;2167.81;-1467.04;0.00
0.28;8.49;37.50;3000.01;2090.28;-909.73;0.00
0.23;11.40;36.04;2883.52;1962.53;-920.99;0.00
0.31;11.31;39.16;3133.03;2417.75;-715.29;0.00
0.24;8.92;38.81;3104.51;1869.82;-1234.69;0.00
0.26;9.96;42.32;3385.88;2066.89;-1318.99;0.00
0.22;10.35;47.51;3801.11;1869.35;-1931.76;0.00
0.22;11.39;46.84;3747.07;1921.30;-1825.78;0.00
0.27;8.59;44.85;3588.39;2053.91;-1534.48;0.00
0.25;9.33;43.95;3516.25;1980.34;-1535.91;0.00
0.27;9.75;38.28;3062.24;2074.65;-987.60;0.00
0.22;8.89;35.05;2804.30;1755.87;-1048.43;0.00
0.24;10.19;30.24;2419.51;1976.51;-443.00;0.00
0.26;11.17;40.39;3230.83;2110.60;-1120.23;0.00
0.24;9.47;39.99;3198.96;1931.71;-1267.25;0.00
0.30;10.70;33.65;2692.29;2307.63;-384.65;0.00
0.24;10.60;37.52;3001.39;1953.34;-1048.05;0.00
0.25;10.22;38.90;3112.37;2025.50;-1086.87;0.00
0.27;10.27;45.33;3626.69;2135.20;-1491.49;0.00
0.27;11.18;38.50;3079.84;2161.16;-918.68;0.00
0.26;11.60;33.66;2692.62;2171.46;-521.16;0.00
0.21;10.53;42.02;3361.29;1792.62;-1568.66;0.00
0.27;9.19;41.30;3304.13;2076.98;-1227.15;0.00
0.29;9.05;44.40;3552.16;2160.88;-1391.28;0.00
0.28;10.69;42.53;3402.59;2190.12;-1212.46;0.00
0.24;10.71;43.89;3511.19;1983.57;-1527.62;0.00
0.19;9.09;33.41;2672.45;1599.42;-1073.04;0.00
0.26;11.48;46.76;3740.52;2146.49;-1594.03;0.00
0.25;11.60;41.83;3346.66;2085.07;-1261.59;0.00
0.21;9.97;48.25;3859.71;1780.96;-2078.75;0.00
0.24;8.88;38.50;3080.26;1883.07;-1197.19;0.00
0.26;10.70;35.46;2836.53;2091.98;-744.55;0.00
0.24;9.74;40.22;3217.82;1900.96;-1316.86;0.00
0.26;11.27;31.93;2554.77;2120.79;-433.98;0.00
0.26;9.44;38.69;3094.93;2023.65;-1071.28;0.00
0.21;8.98;36.08;2886.11;1696.60;-1189.51;0.00
0.22;7.79;39.55;3164.08;1709.57;-1454.51;0.00
0.22;10.57;38.68;3094.77;1864.15;-1230.62;0.00
0.28;10.02;46.59;3727.39;2174.66;-1552.73;0.00
0.20;8.53;41.60;3328.18;1645.58;-1682.60;0.00
0.26;9.64;45.44;3635.02;2013.04;-1621.99;0.00
0.21;10.08;40.37;3229.33;1766.47;-1462.86;0.00
0.21;11.00;39.51;3160.70;1798.39;-1362.30;0.00
0.25;12.32;43.85;3508.24;2106.02;-1402.22;0.00
0.30;10.12;38.65;3092.22;2272.67;-819.55;0.00
0.28;10.79;44.38;3550.25;2210.36;-1339.89;0.00
0.26;11.91;44.27;3541.53;2173.03;-1368.50;0.00
