# X_0;X_1;X_2;R_0;R_1;R_2;S_0;S_1;S_2;G_0;G_1;G_2;I_0;I_1;I_2
191883527739.29;282137014.72;11387.61;38473229280.45;1.00;1.50;19485.96;0.00;0.00;-38473209794.50;-1.00;-1.50;0.00;0.00;0.00
222243578903.74;216695073.56;10046.31;29549328212.79;1.00;1.50;19485.96;0.00;0.00;-29549308726.84;-1.00;-1.50;0.00;0.00;0.00
182922758885.83;241859421.49;11806.96;32980830203.44;1.00;1.50;19485.96;0.00;0.00;-32980810717.48;-1.00;-1.50;0.00;0.00;0.00
179597958703.12;228502829.05;12101.72;31159476689.19;1.00;1.50;19485.96;0.00;0.00;-31159457203.23;-1.00;-1.50;0.00;0.00;0.00
210568984107.15;218684845.09;8440.06;29820660694.46;1.00;1.50;19485.96;0.00;0.00;-29820641208.50;-1.00;-1.50;0.00;0.00;0.00
183744433312.57;220080223.02;9620.43;30010939502.88;1.00;1.50;19485.96;0.00;0.00;-30010920016.92;-1.00;-1.50;0.00;0.00;0.00
224207582967.63;266427940.05;10346.16;36331082733.62;1.00;1.50;19485.96;0.00;0.00;-36331063247.67;-1.00;-1.50;0.00;0.00;0.00
190614173313.99;233412449.66;9956.99;31828970408.40;1.00;1.50;19485.96;0.00;0.00;-31828950922.44;-1.00;-1.50;0.00;0.00;0.00
166157510556.81;197293160.54;8864.16;26903612800.45;1.00;1.50;19485.96;0.00;0.00;-26903593314.49;-1.00;-1.50;0.00;0.00;0.00
173886597295.43;214875252.29;10098.44;29301170766.76;1.00;1.50;19485.96;0.00;0.00;-29301151280.80;-1.00;-1.50;0.00;0.00;0.00
