# X_0;X_1;R_0;S_0;G_0;I_0
10866;20481;143000;2944;140055;1
11383;19024;143000;2944;140055;1
7394;14403;143000;2944;140055;1
9878;14039;143000;2944;140055;1
10836;18810;143000;2944;140055;1
10275;23867;143000;2944;140055;1
10832;16369;143000;2944;140055;1
9859;14621;143000;2944;140055;1
9631;20038;143000;2944;140055;1
8717;18246;143000;2944;140055;1
