# X_0;X_1;X_2;R_0;R_1;R_2;S_0;S_1;S_2;G_0;G_1;G_2;I_0;I_1;I_2
17891.27;1194.86;9450.25;1086.24;1.00;1.50;26074.37;9931.70;100.13;24988.13;9930.70;98.63;1.00;1.00;1.00
19025.53;1185.95;10779.41;1078.14;1.00;1.50;29741.34;11328.45;107.40;28663.20;11327.45;105.90;1.00;1.00;1.00
20458.28;768.39;9068.06;698.54;1.00;1.50;25020.36;9530.23;84.03;24321.82;9529.23;82.53;1.00;1.00;1.00
21437.28;931.48;11504.24;846.80;1.00;1.50;31741.75;12090.40;101.73;30894.96;12089.40;100.23;1.00;1.00;1.00
21044.14;899.65;9619.92;817.86;1.00;1.50;26540.68;10109.32;86.65;25722.82;10108.32;85.15;1.00;1.00;1.00
18076.87;875.51;9549.84;795.92;1.00;1.50;26347.53;10035.75;100.14;25551.61;10034.75;98.64;1.00;1.00;1.00
19023.36;944.71;10735.02;858.83;1.00;1.50;29619.94;11282.20;106.98;28761.11;11281.20;105.48;1.00;1.00;1.00
21015.08;1019.09;10878.32;926.45;1.00;1.50;30014.50;11432.49;98.13;29088.05;11431.49;96.63;1.00;1.00;1.00
20007.46;1032.83;10368.12;938.94;1.00;1.50;28607.31;10896.50;98.24;27668.37;10895.50;96.74;1.00;1.00;1.00
20183.38;1005.11;8907.36;913.74;1.00;1.50;24576.13;9361.02;83.66;23662.39;9360.02;82.16;1.00;1.00;1.00
