# X_0;X_1;X_2;X_3;X_4;X_5;X_6;X_7;X_8;X_9;R_0;R_1;R_2;R_3;R_4;R_5;R_6;R_7;R_8;R_9;R_10;R_11;R_12;R_13;R_14;S_0;S_1;S_2;S_3;S_4;S_5;S_6;S_7;S_8;S_9;S_10;S_11;S_12;S_13;S_14;G_0;G_1;G_2;G_3;G_4;G_5;G_6;G_7;G_8;G_9;G_10;G_11;G_12;G_13;G_14;I_0;I_1;I_2;I_3;I_4;I_5;I_6;I_7;I_8;I_9;I_10;I_11;I_12;I_13;I_14
191428470128.97;240964143.85;13006.93;1.05;1.02;132.65;5.86;110.88;7.80;2564.08;37107.54;37107.54;37107.54;37107.54;37107.54;117489.32;117489.32;117489.32;117489.32;117489.32;0.02;0.02;0.02;0.02;0.02;24589.46;15487.07;16498.95;17085.47;17449.04;18947.14;15295.60;15769.11;15992.54;15902.29;0.00;0.00;0.00;0.00;0.00;-12518.07;-21620.47;-20608.58;-20022.06;-19658.50;-98542.18;-102193.71;-101720.21;-101496.78;-101587.03;-0.01;-0.01;-0.01;-0.01;-0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
186544238182.60;263685883.62;12235.37;1.05;0.99;133.22;5.79;108.86;6.73;2169.21;35630.18;35630.18;35630.18;35630.18;35630.18;128676.40;128676.40;128676.40;128676.40;128676.40;0.02;0.02;0.02;0.02;0.02;21100.82;14011.36;14779.83;15240.07;15591.21;16601.47;13736.24;14107.78;14283.11;14212.29;0.00;0.00;0.00;0.00;0.00;-14529.36;-21618.82;-20850.34;-20390.11;-20038.96;-112074.93;-114940.16;-114568.62;-114393.29;-114464.11;-0.01;-0.01;-0.01;-0.01;-0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
180267626666.68;236850192.82;12362.59;1.06;0.97;135.35;5.55;100.57;7.48;4678.20;33305.43;33305.43;33305.43;33305.43;33305.43;112959.95;112959.95;112959.95;112959.95;112959.95;0.02;0.02;0.02;0.02;0.02;24029.86;16313.02;17139.34;17642.13;18060.79;19075.36;15945.12;16351.03;16542.56;16465.20;0.00;0.00;0.00;0.00;0.00;-9275.57;-16992.41;-16166.09;-15663.31;-15244.64;-93884.59;-97014.83;-96608.93;-96417.39;-96494.76;-0.01;-0.01;-0.01;-0.01;-0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
198099414692.44;264698022.26;13174.03;0.99;1.02;141.38;5.40;94.80;7.28;3710.03;34025.24;34025.24;34025.24;34025.24;34025.24;120416.85;120416.85;120416.85;120416.85;120416.85;0.01;0.01;0.01;0.01;0.01;26026.88;16993.53;17982.25;18567.10;18983.59;20340.20;16698.87;17171.04;17393.84;17303.84;0.00;0.00;0.00;0.00;0.00;-7998.36;-17031.71;-16042.99;-15458.14;-15041.65;-100076.65;-103717.98;-103245.81;-103023.01;-103113.01;-0.01;-0.01;-0.01;-0.01;-0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
210296970902.02;254921750.17;10152.59;0.99;0.98;151.53;5.85;105.60;7.41;2891.46;39750.70;39750.70;39750.70;39750.70;39750.70;133832.05;133832.05;133832.05;133832.05;133832.05;0.01;0.01;0.01;0.01;0.01;22416.85;12019.34;13232.98;13892.91;14109.67;16276.68;12167.46;12700.28;12951.68;12850.13;0.00;0.00;0.00;0.00;0.00;-17333.85;-27731.37;-26517.72;-25857.79;-25641.03;-117555.37;-121664.60;-121131.77;-120880.37;-120981.92;-0.01;-0.01;-0.01;-0.01;-0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
212979392212.88;227509228.44;12472.60;1.02;0.99;142.89;5.49;94.88;7.25;1364.36;30494.09;30494.09;30494.09;30494.09;30494.09;109291.89;109291.89;109291.89;109291.89;109291.89;0.02;0.02;0.02;0.02;0.02;21882.48;13231.93;14208.98;14763.73;15056.95;16600.21;13146.20;13594.08;13805.42;13720.05;0.00;0.00;0.00;0.00;0.00;-8611.61;-17262.16;-16285.12;-15730.36;-15437.14;-92691.67;-96145.68;-95697.80;-95486.47;-95571.83;-0.01;-0.01;-0.01;-0.01;-0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
195699446975.98;282625220.26;13330.32;1.01;0.98;147.94;5.83;101.16;7.42;1920.14;42233.35;42233.35;42233.35;42233.35;42233.35;147189.40;147189.40;147189.40;147189.40;147189.40;0.02;0.02;0.02;0.02;0.02;23954.54;14354.81;15442.87;16057.87;16371.24;18110.44;14281.12;14777.66;15011.95;14917.31;0.00;0.00;0.00;0.00;0.00;-18278.80;-27878.54;-26790.48;-26175.47;-25862.11;-129078.96;-132908.27;-132411.74;-132177.45;-132272.09;-0.01;-0.01;-0.01;-0.01;-0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
200687860452.77;254127438.07;14668.02;0.98;1.02;147.61;5.51;104.75;7.44;3193.86;37686.09;37686.09;37686.09;37686.09;37686.09;121952.19;121952.19;121952.19;121952.19;121952.19;0.01;0.01;0.01;0.01;0.01;29012.45;17667.64;18946.73;19674.74;20069.25;22068.23;17535.22;18123.00;18400.34;18288.31;0.00;0.00;0.00;0.00;0.00;-8673.63;-20018.45;-18739.36;-18011.35;-17616.84;-99883.96;-104416.98;-103829.20;-103551.86;-103663.89;-0.01;-0.01;-0.01;-0.01;-0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
180400648110.09;269612870.52;15052.29;0.92;1.01;140.13;6.13;106.19;7.20;2458.95;35325.96;35325.96;35325.96;35325.96;35325.96;127524.42;127524.42;127524.42;127524.42;127524.42;0.01;0.01;0.01;0.01;0.01;26317.36;17338.63;18316.74;18898.85;19328.58;20640.97;17016.76;17486.71;17708.47;17618.89;0.00;0.00;0.00;0.00;0.00;-9008.60;-17987.33;-17009.22;-16427.11;-15997.39;-106883.45;-110507.66;-110037.71;-109815.95;-109905.53;-0.01;-0.01;-0.01;-0.01;-0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
209642391677.71;235633084.50;11657.45;0.98;1.00;142.22;5.67;108.19;6.96;1704.32;32705.38;32705.38;32705.38;32705.38;32705.38;112121.49;112121.49;112121.49;112121.49;112121.49;0.01;0.01;0.01;0.01;0.01;21895.04;12786.02;13826.21;14408.37;14677.33;16394.45;12769.83;13239.83;13461.61;13372.02;0.00;0.00;0.00;0.00;0.00;-10810.34;-19919.36;-18879.17;-18297.01;-18028.06;-95727.04;-99351.66;-98881.66;-98659.88;-98749.46;-0.01;-0.01;-0.01;-0.01;-0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
