# X_0;X_1;X_2;R_0;R_1;R_2;S_0;S_1;S_2;G_0;G_1;G_2;I_0;I_1;I_2
194428341970.50;237674908.69;10677.92;32410214821.43;1.00;1.50;17559.39;1650.30;-0.00;-32410197262.03;1649.30;-1.50;0.00;1.00;0.00
212172387083.73;242441301.97;8714.72;33060177541.16;1.00;1.50;17559.39;1650.30;-0.00;-33060159981.77;1649.30;-1.50;0.00;1.00;0.00
181924426604.71;264810951.98;9626.10;36110584360.63;1.00;1.50;17559.39;1650.30;-0.00;-36110566801.23;1649.30;-1.50;0.00;1.00;0.00
242892867121.97;233311506.01;9366.93;31815205365.37;1.00;1.50;17559.39;1650.30;-0.00;-31815187805.97;1649.30;-1.50;0.00;1.00;0.00
190025417076.48;220858079.70;8249.35;30117010868.45;1.00;1.50;17559.39;1650.30;-0.00;-30116993309.05;1649.30;-1.50;0.00;1.00;0.00
219216687439.87;254259751.72;10764.34;34671784325.74;1.00;1.50;17559.39;1650.30;-0.00;-34671766766.35;1649.30;-1.50;0.00;1.00;0.00
209481166459.84;210121694.69;12309.90;28652958366.72;1.00;1.50;17559.39;1650.30;-0.00;-28652940807.32;1649.30;-1.50;0.00;1.00;0.00
192236108882.99;232422633.74;9462.07;31693995510.33;1.00;1.50;17559.39;1650.30;-0.00;-31693977950.94;1649.30;-1.50;0.00;1.00;0.00
211135033497.66;295571642.87;9401.10;40305224027.48;1.00;1.50;17559.39;1650.30;-0.00;-40305206468.09;1649.30;-1.50;0.00;1.00;0.00
193239415867.99;265959507.24;8892.17;36267205533.23;1.00;1.50;17559.39;1650.30;-0.00;-36267187973.83;1649.30;-1.50;0.00;1.00;0.00
