# X_0;X_1;X_2;R_0;R_1;S_0;S_1;G_0;G_1;I_0;I_1
456;1026;2;2;2;2;2;0;0;0;0
369;1121;2;2;3;1;2;0;-1;0;0
463;1129;2;2;3;2;2;0;0;0;0
581;838;3;3;3;2;2;0;0;0;0
486;1011;2;2;3;2;2;0;0;0;0
622;982;3;3;3;2;2;0;0;0;0
626;1166;3;3;3;2;3;0;0;0;0
572;1088;2;2;3;2;2;0;0;0;0
609;972;2;2;2;2;2;0;0;1;0
691;890;3;3;3;3;3;0;0;0;0
347;1096;3;3;3;1;1;-1;-1;0;0
544;814;2;2;3;2;2;0;0;0;0
293;970;2;2;3;1;1;-1;-1;0;0
588;922;3;3;3;2;2;0;0;0;0
406;986;2;2;3;1;2;0;-1;0;0
436;857;3;3;3;2;2;-1;-1;0;0
511;1129;2;2;3;2;2;0;0;0;0
602;921;3;3;3;2;2;0;0;0;0
572;1239;3;3;3;2;2;0;-1;0;0
521;872;2;2;3;2;2;0;0;0;0
370;987;2;2;3;1;1;-1;-1;0;0
565;910;2;2;3;2;2;0;0;0;0
444;943;2;2;3;2;2;0;0;0;0
412;921;2;2;2;1;2;0;0;0;0
450;1044;3;3;3;2;2;0;-1;0;0
406;899;3;3;3;1;2;-1;-1;0;0
621;924;2;2;3;2;2;0;0;0;0
653;957;2;2;3;2;3;0;0;1;1
476;1019;2;2;3;2;2;0;0;0;0
673;954;3;3;3;2;3;0;0;0;0
233;809;3;3;3;1;1;-1;-2;0;0
457;1170;3;3;3;2;2;0;-1;0;0
453;949;3;3;3;2;2;0;-1;0;0
609;953;2;2;3;2;2;0;0;0;0
538;987;2;2;2;2;2;0;0;0;0
402;1060;3;3;3;2;2;-1;-1;0;0
622;895;2;2;3;2;2;0;0;0;0
569;992;2;2;2;2;2;0;0;0;0
410;1112;2;2;2;2;2;0;0;0;0
662;962;2;2;2;2;3;0;0;1;1
442;1031;2;2;3;2;2;0;-1;0;0
447;998;3;3;3;2;2;0;-1;0;0
512;1236;3;3;3;2;2;0;0;0;0
516;1073;2;2;2;2;2;0;0;0;0
521;770;2;2;3;2;2;0;0;0;0
379;908;3;3;3;1;1;-1;-1;0;0
376;853;2;2;3;1;1;-1;-1;0;0
519;841;2;2;3;2;2;0;0;0;0
367;1068;3;3;3;1;1;-1;-1;0;0
585;1083;2;2;2;2;2;0;0;1;1
376;923;3;3;3;1;1;-1;-1;0;0
714;954;3;3;3;3;3;0;0;0;0
522;1041;3;3;3;2;2;-1;-1;0;0
597;1090;2;2;2;2;2;0;0;1;0
468;1088;3;3;3;2;2;0;-1;0;0
545;851;2;2;3;2;2;0;0;0;0
634;842;3;3;3;2;2;0;0;0;0
610;930;2;2;3;2;2;0;0;0;0
516;1099;2;2;3;2;2;0;0;0;0
506;984;3;3;3;2;2;0;0;0;0
497;847;2;2;3;2;2;0;0;0;0
448;932;3;3;3;2;2;-1;-1;0;0
525;995;2;2;3;2;2;0;0;0;0
523;1013;3;3;3;2;2;-1;-1;0;0
614;1142;3;3;3;2;2;0;0;0;0
691;873;2;2;3;3;3;0;0;1;0
256;1056;2;2;3;1;1;-1;-1;0;0
575;970;3;3;3;2;2;0;0;0;0
397;1112;2;2;2;2;2;0;0;0;0
405;1020;2;2;2;1;2;0;0;0;0
523;1060;2;2;3;2;2;0;0;0;0
542;1030;2;2;3;2;2;0;0;0;0
441;996;3;3;3;2;2;-1;-1;0;0
546;914;3;3;3;2;2;0;0;0;0
640;1063;2;2;3;2;3;0;0;1;0
488;829;2;2;3;2;2;0;0;0;0
396;1080;3;3;3;1;2;-1;-1;0;0
594;1113;3;3;3;2;2;0;0;0;0
763;1078;2;2;3;3;3;0;0;1;1
550;1082;2;2;3;2;2;0;0;0;0
509;932;2;2;2;2;2;0;0;0;0
432;954;2;2;2;2;2;0;0;0;0
329;1038;3;3;3;1;1;-1;-1;0;0
326;1379;2;2;3;1;2;-1;-1;0;0
637;1086;3;3;3;2;3;0;0;0;0
261;1119;2;2;3;1;1;-1;-1;0;0
581;1174;3;3;3;2;2;0;0;0;0
448;1006;3;3;3;2;2;-1;-1;0;0
549;1036;3;3;3;2;2;0;0;0;0
455;1101;2;2;3;2;2;0;0;0;0
641;1086;3;3;3;2;3;0;0;0;0
516;970;2;2;2;2;2;0;0;0;0
564;1052;2;2;3;2;2;0;0;0;0
484;931;2;2;2;2;2;0;0;0;0
534;929;3;3;3;2;2;0;0;0;0
656;986;2;2;3;2;3;0;0;1;0
572;875;3;3;3;2;2;0;0;0;0
644;1012;3;3;3;2;3;0;0;0;0
794;986;3;3;3;3;3;0;0;1;1
253;983;3;3;3;1;1;-1;-2;0;0
611;1061;2;2;3;2;2;0;0;0;0
650;906;3;3;3;2;3;0;0;0;0
661;866;2;2;3;2;3;0;0;1;0
438;1068;3;3;3;2;2;0;-1;0;0
627;989;3;3;3;2;2;0;0;0;0
526;1014;2;2;3;2;2;0;0;0;0
581;1162;2;2;3;2;2;0;0;0;0
340;1025;2;2;3;1;1;-1;-1;0;0
635;1032;2;2;3;2;2;0;0;1;0
409;936;3;3;3;1;2;-1;-1;0;0
357;1078;3;3;3;1;1;-1;-1;0;0
542;1005;3;3;3;2;2;0;0;0;0
530;1161;2;2;3;2;2;0;0;0;0
545;977;3;3;3;2;2;0;-1;0;0
470;932;2;2;3;2;2;0;0;0;0
