# X_0;X_1;X_2;R_0;R_1;S_0;S_1;G_0;G_1;I_0;I_1
516;956;2;2;2;2;2;0;0;0;0
400;943;2;2;3;1;2;0;-1;0;0
620;1016;2;2;3;2;2;0;0;0;0
465;917;3;3;3;2;2;-1;-1;0;0
430;1022;2;2;3;2;2;0;0;0;0
386;874;2;2;2;1;1;0;0;0;0
540;984;3;3;3;2;2;0;0;0;0
464;863;2;2;3;2;2;0;0;0;0
611;1051;2;2;2;2;2;0;0;1;1
481;957;2;2;3;2;2;0;0;0;0
643;1087;3;3;3;2;3;0;0;0;0
461;1027;3;3;3;2;2;0;-1;0;0
478;1197;3;3;3;2;2;-1;-1;0;0
431;1029;3;3;3;2;2;0;-1;0;0
485;892;3;3;3;2;2;-1;-1;0;0
557;976;3;3;3;2;2;0;0;0;0
485;1015;3;3;3;2;2;-1;-1;0;0
568;997;2;2;3;2;2;0;0;0;0
428;738;2;2;2;1;2;0;0;0;0
352;1084;3;3;3;1;1;-1;-1;0;0
362;1172;3;3;3;1;2;-1;-1;0;0
279;811;2;2;2;1;1;-1;-1;0;0
604;940;3;3;3;2;2;0;-1;0;0
287;946;2;2;3;1;1;-1;-1;0;0
430;1084;3;3;3;2;2;-1;-1;0;0
422;1085;2;2;3;2;2;0;0;0;0
329;1264;2;2;3;1;1;-1;-1;0;0
539;993;3;3;3;2;2;0;-1;0;0
524;925;3;3;3;2;2;0;0;0;0
492;936;3;3;3;2;2;0;-1;0;0
456;840;2;2;3;2;2;0;0;0;0
487;1121;2;2;2;2;2;0;0;0;0
486;962;2;2;2;2;2;0;0;0;0
392;1152;3;3;3;2;2;-1;-1;0;0
424;1068;3;3;3;2;2;-1;-1;0;0
493;1183;3;3;3;2;2;0;0;0;0
632;740;3;3;3;2;2;0;0;0;0
272;959;2;2;2;1;1;-1;-1;0;0
512;869;2;2;3;2;2;0;0;0;0
601;1110;3;3;3;2;2;0;0;0;0
615;1067;2;2;3;2;2;0;0;0;0
627;923;2;2;3;2;2;0;0;0;0
536;1006;3;3;3;2;2;0;-1;0;0
294;996;3;3;3;1;1;-1;-1;0;0
374;1117;2;2;3;1;2;0;-1;0;0
552;1096;2;2;2;2;2;0;0;0;0
544;774;3;3;3;2;2;0;0;0;0
317;949;3;3;3;1;1;-1;-1;0;0
339;974;3;3;3;1;1;-1;-1;0;0
442;1009;2;2;3;2;2;0;-1;0;0
339;1129;2;2;3;1;1;0;-1;0;0
391;904;3;3;3;1;1;-1;-1;0;0
455;1080;3;3;3;2;2;0;-1;0;0
377;864;3;3;3;1;1;-1;-2;0;0
485;1066;3;3;3;2;2;0;-1;0;0
502;773;3;3;3;2;2;0;0;0;0
578;929;3;3;3;2;2;0;0;0;0
392;1092;2;2;3;1;2;0;-1;0;0
548;895;3;3;3;2;2;0;0;0;0
472;814;2;2;3;2;2;0;-1;0;0
619;954;3;3;3;2;2;0;0;0;0
445;1074;2;2;2;2;2;0;0;0;0
494;1195;3;3;3;2;2;-1;-1;0;0
660;955;2;2;2;2;3;0;0;1;1
563;1195;3;3;3;2;2;0;0;0;0
370;1016;3;3;3;1;1;-1;-1;0;0
634;1066;3;3;3;2;3;0;0;0;0
580;1058;2;2;2;2;2;0;0;1;1
565;1036;3;3;3;2;2;0;0;0;0
545;1013;3;3;3;2;2;0;0;0;0
533;1068;2;2;2;2;2;0;0;0;0
609;1076;2;2;3;2;2;0;0;0;0
426;884;3;3;3;2;2;-1;-1;0;0
556;1018;3;3;3;2;2;0;0;0;0
475;934;2;2;3;2;2;0;0;0;0
492;914;2;2;3;2;2;0;0;0;0
467;1048;2;2;3;2;2;0;0;0;0
724;981;3;3;3;3;3;0;0;1;0
389;916;3;3;3;1;1;-1;-1;0;0
290;989;3;3;3;1;1;-1;-1;0;0
516;972;2;2;3;2;2;0;0;0;0
511;1070;3;3;3;2;2;0;0;0;0
389;1017;3;3;3;1;2;-1;-1;0;0
508;977;3;3;3;2;2;0;0;0;0
393;969;3;3;3;1;2;-1;-1;0;0
468;995;2;2;3;2;2;0;0;0;0
570;786;2;2;2;2;2;0;0;0;0
573;947;2;2;3;2;2;0;0;0;0
424;1047;2;2;2;2;2;0;0;0;0
507;648;2;2;3;2;2;0;0;0;0
428;956;2;2;3;2;2;0;0;0;0
334;1173;2;2;2;1;1;0;0;0;0
672;960;3;3;3;2;3;0;0;0;0
588;919;3;3;3;2;2;0;-1;0;0
354;1105;3;3;3;1;1;-1;-1;0;0
623;1040;3;3;3;2;2;0;0;0;0
456;1135;3;3;3;2;2;0;0;0;0
485;1003;2;2;3;2;2;0;0;0;0
508;1021;2;2;3;2;2;0;0;0;0
636;952;3;3;3;2;2;0;0;0;0
