# X_0;X_1;X_2;R_0;R_1;R_2;S_0;S_1;S_2;G_0;G_1;G_2;I_0;I_1;I_2
211187953488.71;249266575.36;11055.56;33990896639.32;1.00;1.50;17559.39;1650.30;-0.00;-33990879079.93;1649.30;-1.50;0.00;1.00;0.00
209478779002.82;241093756.56;9154.17;32876421348.55;1.00;1.50;17559.39;1650.30;-0.00;-32876403789.15;1649.30;-1.50;0.00;1.00;0.00
175642605636.13;230882427.62;9415.32;31483967403.27;1.00;1.50;17559.39;1650.30;-0.00;-31483949843.88;1649.30;-1.50;0.00;1.00;0.00
195575522925.29;252838119.86;9538.47;34477925435.97;1.00;1.50;17559.39;1650.30;-0.00;-34477907876.58;1649.30;-1.50;0.00;1.00;0.00
195328770163.42;242306206.76;10472.42;33041755466.64;1.00;1.50;17559.39;1650.30;-0.00;-33041737907.24;1649.30;-1.50;0.00;1.00;0.00
213943114572.37;226403884.44;9414.48;30873256968.59;1.00;1.50;17559.39;1650.30;-0.00;-30873239409.19;1649.30;-1.50;0.00;1.00;0.00
196505125225.67;244457815.34;10979.37;33335156636.64;1.00;1.50;17559.39;1650.30;-0.00;-33335139077.24;1649.30;-1.50;0.00;1.00;0.00
201745153282.41;245185926.86;9645.69;33434444571.25;1.00;1.50;17559.39;1650.30;-0.00;-33434427011.85;1649.30;-1.50;0.00;1.00;0.00
211949613427.28;238098530.42;10322.52;32467981421.12;1.00;1.50;17559.39;1650.30;-0.00;-32467963861.73;1649.30;-1.50;0.00;1.00;0.00
202043798984.04;244821700.56;9859.92;33384777349.05;1.00;1.50;17559.39;1650.30;-0.00;-33384759789.66;1649.30;-1.50;0.00;1.00;0.00
