# X_0;X_1;X_2;R_0;R_1;R_2;S_0;S_1;S_2;G_0;G_1;G_2;I_0;I_1;I_2
253343492934.02;219105452.25;10336.00;199186774.77;1.00;1.50;28516.26;10861.81;0.00;-199158258.51;10860.81;-1.50;0.00;1.00;0.00
201336027906.29;180845817.22;9780.72;164405288.38;1.00;1.50;26984.91;10278.52;0.00;-164378303.48;10277.52;-1.50;0.00;1.00;0.00
240073385527.83;216110507.01;10592.38;196464097.28;1.00;1.50;29225.37;11131.91;0.00;-196434871.91;11130.91;-1.50;0.00;1.00;0.00
172294321511.27;191309903.41;8801.33;173918094.01;1.00;1.50;24283.66;9249.62;0.00;-173893810.36;9248.62;-1.50;0.00;1.00;0.00
197607038865.66;184156217.77;10470.78;167414743.43;1.00;1.50;28888.75;11003.70;0.00;-167385854.68;11002.70;-1.50;0.00;1.00;0.00
226849190719.72;200186436.81;9626.21;181987669.83;1.00;1.50;26559.99;10116.67;0.00;-181961109.84;10115.67;-1.50;0.00;1.00;0.00
195871989577.55;161425780.46;12030.27;146750709.51;1.00;1.50;33193.09;12643.21;0.00;-146717516.42;12642.21;-1.50;0.00;1.00;0.00
192212146689.53;206650806.24;8166.25;187864369.31;1.00;1.50;22531.57;8582.25;0.00;-187841837.74;8581.25;-1.50;0.00;1.00;0.00
221625050293.40;228326608.50;9523.10;207569644.09;1.00;1.50;26275.79;10008.42;0.00;-207543368.30;10007.42;-1.50;0.00;1.00;0.00
208930639116.42;189527357.04;9575.52;172297597.30;1.00;1.50;26419.27;10063.07;0.00;-172271178.03;10062.07;-1.50;0.00;1.00;0.00
