# X_0;X_1;X_2;X_3;X_4;X_5;X_6;X_7;X_8;X_9;X_10;X_11;X_12;R_0;R_1;R_2;S_0;S_1;S_2;G_0;G_1;G_2;I_0;I_1;I_2
197790206708.07;233905664.94;9967.06;1.02;1.04;135.13;5.88;101.86;7.23;140.50;903.54;1060701.46;108937.05;29875.86;101387.02;0.01;80581.32;50488.32;0.00;53162.16;-51402.66;-0.01;1.00;0.00;0.00
208110990724.97;247806118.49;10568.48;0.93;1.07;142.09;5.94;99.30;7.02;137.31;911.39;926441.82;82948.45;30933.66;114169.65;0.01;101907.68;59805.95;0.00;79853.80;-42742.41;-0.01;1.00;0.00;0.00
213004234380.89;252617548.23;11114.79;1.08;1.07;135.90;5.85;102.41;7.14;137.76;917.86;955883.71;93992.82;31637.44;109552.22;0.01;101436.41;60710.57;0.00;73993.32;-53552.12;-0.01;1.00;0.00;0.00
217417671996.74;243635685.13;9929.89;1.07;1.01;141.68;5.72;101.54;7.19;141.54;949.73;892078.12;97072.52;31348.54;107643.58;0.01;90668.40;54255.45;0.00;57964.82;-60274.01;-0.01;1.00;0.00;0.00
200613247119.86;245958283.28;8959.33;1.03;1.02;130.42;5.86;98.47;7.14;142.72;943.55;1034712.91;119818.00;31910.98;102506.53;0.01;70261.43;44555.24;0.00;38537.60;-60484.69;-0.01;1.00;0.00;0.00
192483670666.83;248968496.62;10726.96;0.96;1.11;141.32;5.85;103.64;7.07;140.26;911.82;838750.21;104254.90;31744.82;112205.69;0.01;86108.87;54101.15;0.00;65143.79;-47431.34;-0.01;1.00;0.00;0.00
221852575111.68;263395661.30;11660.09;1.02;1.08;132.09;5.74;101.89;7.21;140.20;939.52;923133.69;99450.94;33569.81;108981.29;0.01;105825.63;63466.70;0.00;79513.08;-43134.14;-0.01;1.00;0.00;0.00
207798512242.19;232077743.31;10438.20;1.05;1.00;142.19;5.67;101.60;7.07;140.57;940.89;1013033.80;122569.26;29657.96;102076.02;0.01;81865.22;51912.52;0.00;50708.18;-55678.71;-0.01;1.00;0.00;0.00
200669742927.86;251662970.89;11020.01;0.96;1.00;140.91;5.64;102.13;7.12;138.96;941.22;943041.01;97708.78;31792.44;109180.61;0.01;96529.76;58654.65;0.00;66263.78;-46275.25;-0.01;1.00;0.00;0.00
201825147549.37;246576387.53;11200.91;0.99;1.02;138.73;5.94;101.01;7.09;137.17;971.45;1031559.23;90186.72;30747.76;110919.61;0.01;105591.18;62463.95;0.00;77745.89;-45458.36;-0.01;1.00;0.00;0.00
195974921285.83;243586387.19;10787.78;1.08;1.03;138.22;5.86;103.75;6.99;141.66;950.27;1043226.86;80182.68;31370.17;107689.19;0.01;106168.70;61863.96;0.00;75695.10;-52049.94;-0.01;1.00;0.00;0.00
203893999132.56;233550045.09;11092.53;0.97;0.98;142.15;5.87;102.44;7.13;145.88;941.41;862250.04;100229.90;30973.69;106374.28;0.01;95548.48;58423.84;0.00;63338.40;-45792.19;-0.01;1.00;0.00;0.00
192101043683.53;220447726.53;8794.17;1.04;0.92;138.75;5.73;104.42;7.12;136.93;942.92;997881.96;108570.46;27442.40;95617.51;0.01;71295.32;44621.59;0.00;37054.91;-58281.64;-0.01;1.00;0.00;0.00
218431777783.16;244626148.82;10594.70;1.01;0.98;139.84;5.77;103.52;7.14;143.86;940.50;896422.00;79153.77;31992.95;107629.15;0.01;108730.13;62456.58;0.00;74391.78;-47698.29;-0.01;1.00;0.00;0.00
198720946794.79;259313293.68;10917.77;1.11;0.91;141.03;5.92;100.56;7.18;141.88;922.14;1050034.10;81168.80;33446.16;118069.68;0.01;105916.78;62026.23;0.00;59680.19;-73879.86;-0.01;1.00;0.00;0.00
207968994362.59;286728084.22;9364.16;1.04;0.99;137.71;5.95;103.24;6.94;136.12;953.33;956957.87;89066.22;35480.11;128153.35;0.01;88806.27;52424.17;0.00;51255.08;-80822.74;-0.01;1.00;0.00;0.00
195065267992.47;260949677.59;12374.63;1.01;0.99;137.19;5.94;101.96;6.78;137.18;959.12;935358.58;98559.63;32542.08;115996.80;0.01;107246.00;65425.41;0.00;73199.04;-52239.78;-0.01;1.00;0.00;0.00
208619530128.61;250952382.64;9616.02;1.00;1.09;138.23;5.84;104.26;6.93;139.08;965.92;994919.67;107124.10;31728.73;110420.42;0.01;82789.59;50632.44;0.00;58295.01;-55141.97;-0.01;1.00;0.00;0.00
202258017531.20;261508168.22;9451.31;1.01;1.04;140.83;5.68;104.65;7.00;137.49;895.95;987547.47;106501.18;32687.06;114161.67;0.01;77436.89;48265.88;0.00;47610.82;-64790.73;-0.01;1.00;0.00;0.00
197233892187.54;257573737.06;12602.54;1.05;0.95;138.14;5.87;103.92;7.16;141.72;966.17;913210.77;89587.96;33184.94;113885.21;0.01;116307.89;69330.39;0.00;75357.00;-53711.06;-0.01;1.00;0.00;0.00
217212077380.43;244615786.30;9716.66;0.96;1.02;141.27;5.67;104.02;7.03;143.53;917.16;921745.18;94214.40;31918.31;106946.04;0.01;89049.66;53215.93;0.00;60052.08;-48475.82;-0.01;1.00;0.00;0.00
190570184845.34;261496464.74;10131.87;0.96;0.97;138.19;5.79;101.09;7.26;141.21;951.00;1041098.69;116036.05;33568.38;114149.41;0.01;79315.84;50331.75;0.00;44730.17;-60831.03;-0.01;1.00;0.00;0.00
173203535579.91;267107781.25;9987.88;0.97;1.05;139.42;5.81;104.31;7.17;139.16;944.93;1112545.88;101871.18;33791.09;118117.17;0.01;80714.31;50578.63;0.00;51849.76;-61468.81;-0.01;1.00;0.00;0.00
203435664695.03;250965358.68;10713.01;0.99;1.01;138.17;5.85;105.08;7.08;134.27;909.15;874955.60;111376.54;30633.52;110624.07;0.01;85197.55;53728.18;0.00;55497.14;-55030.63;-0.01;1.00;0.00;0.00
204179115731.72;258543550.62;9467.63;1.02;0.97;138.51;5.66;104.27;6.89;139.18;967.33;987175.86;81868.19;32711.97;110624.34;0.01;94332.27;54733.76;0.00;57673.46;-60288.04;-0.01;1.00;0.00;0.00
222631937869.35;264976912.41;10946.68;1.04;0.91;137.35;5.90;100.00;7.03;140.05;928.67;999097.09;94047.60;33736.79;117070.53;0.01;103069.62;60999.08;0.00;58791.36;-65960.78;-0.01;1.00;0.00;0.00
219729881032.09;249754622.72;10603.12;0.94;1.00;138.49;5.79;100.21;7.03;137.05;926.55;1148330.75;91278.87;31116.16;109277.26;0.01;102034.72;59923.77;0.00;72937.17;-43035.86;-0.01;1.00;0.00;0.00
203186535063.16;250015460.17;11204.68;1.01;0.96;141.11;5.58;103.04;7.13;139.47;943.29;1231830.57;110288.53;31700.23;107424.31;0.01;94344.01;58187.34;0.00;58440.57;-52435.96;-0.01;1.00;0.00;0.00
189611629947.40;245742628.26;10269.91;1.06;0.96;134.20;5.75;103.01;7.03;135.11;941.21;1141143.62;110743.87;30184.18;103405.41;0.01;82711.76;51899.42;0.00;47804.10;-59409.38;-0.01;1.00;0.00;0.00
205815464538.11;247538307.53;9574.84;1.02;1.02;142.13;5.77;99.87;7.23;137.35;954.95;921506.24;101015.95;30908.08;110707.01;0.01;83645.17;50875.02;0.00;53528.74;-61052.66;-0.01;1.00;0.00;0.00
216139923447.27;267203243.17;9948.79;0.95;0.93;133.97;5.66;103.66;7.20;138.02;940.33;742459.41;108399.05;33526.18;110536.20;0.01;82416.70;51149.68;0.00;45033.10;-56873.42;-0.01;1.00;0.00;0.00
210932774459.07;242194840.18;8446.59;1.06;0.99;136.20;5.85;103.74;6.93;140.55;939.94;930529.03;107598.65;30944.80;105226.01;0.01;71440.61;43985.91;0.00;37749.15;-68364.30;-0.01;1.00;0.00;0.00
215810068455.63;269345946.71;8676.47;0.96;1.03;138.67;5.62;101.22;7.25;135.62;929.10;1019613.95;103901.51;33208.16;114502.48;0.01;76059.98;46202.39;0.00;46433.19;-62582.81;-0.01;1.00;0.00;0.00
201863880327.94;250659800.58;8624.20;0.97;0.95;139.77;5.72;103.75;7.05;138.28;925.63;1012250.08;103523.68;31510.46;109217.87;0.01;73126.04;44981.47;0.00;39011.91;-62785.59;-0.01;1.00;0.00;0.00
177817719329.35;245566180.51;10239.68;0.97;0.97;141.54;5.82;106.02;7.08;141.38;941.81;1094518.68;114768.34;31562.06;110289.34;0.01;77967.83;50032.76;0.00;45077.09;-58421.73;-0.01;1.00;0.00;0.00
182326836613.00;245020921.21;10199.83;0.99;1.01;144.37;5.69;102.49;7.36;137.38;937.90;1236844.91;98343.52;30601.08;109784.31;0.01;86701.17;53280.33;0.00;57151.65;-54548.70;-0.01;1.00;0.00;0.00
195687901006.48;252582927.24;10250.49;0.91;1.00;139.15;5.72;101.84;7.28;138.64;926.22;993125.64;104835.50;31834.60;109690.94;0.01;84826.33;52667.35;0.00;55886.93;-47027.59;-0.01;1.00;0.00;0.00
203891257508.54;240383601.97;10100.77;1.02;1.04;139.77;5.82;101.40;6.94;145.06;927.45;921064.08;107216.14;31700.96;106750.55;0.01;83560.28;51887.14;0.00;54373.16;-55267.17;-0.01;1.00;0.00;0.00
207414493940.65;244580845.66;11221.74;1.06;0.95;136.60;6.02;101.31;7.07;139.14;951.09;1302563.75;89608.61;30937.54;109638.25;0.01;108435.39;63589.21;0.00;70194.19;-55608.21;-0.01;1.00;0.00;0.00
176033263360.57;263450198.75;10256.32;1.00;0.97;138.76;5.91;102.16;7.08;136.26;926.14;1002889.71;110959.59;32634.89;117871.73;0.01;77970.17;50067.38;0.00;42913.18;-69279.44;-0.01;1.00;0.00;0.00
226521997980.36;241908737.33;10328.58;0.92;1.01;138.23;5.75;105.59;6.90;144.70;941.44;1070230.05;112690.19;31821.69;104920.03;0.01;89384.88;54558.75;0.00;61209.06;-41274.61;-0.01;1.00;0.00;0.00
202486204550.50;257208361.91;8902.58;0.97;1.04;138.08;5.86;97.40;7.05;137.14;919.68;1107695.86;99650.08;32065.84;113524.33;0.01;77690.17;47272.13;0.00;49532.60;-61022.53;-0.01;1.00;0.00;0.00
199755270505.68;238129122.53;9646.64;1.07;0.98;137.73;5.62;100.93;7.09;139.28;936.11;1060057.99;97565.96;30150.44;100625.45;0.01;85076.78;51563.35;0.00;51153.07;-57380.92;-0.01;1.00;0.00;0.00
184322952564.97;244896053.35;8779.26;1.03;0.91;138.08;5.87;105.00;6.83;135.50;927.59;946378.74;93485.20;30166.81;108273.96;0.01;75174.27;46069.50;0.00;36955.58;-69973.73;-0.01;1.00;0.00;0.00
202633545606.94;259214703.76;8764.08;1.00;1.01;139.60;5.87;103.46;7.07;136.11;941.19;983842.37;83535.00;32074.36;115773.96;0.01;84844.25;49723.52;0.00;53800.39;-65034.28;-0.01;1.00;0.00;0.00
205291524621.78;229334865.92;8632.09;0.98;0.98;141.25;5.87;102.68;7.24;137.52;918.71;1022372.08;101126.88;28671.31;103744.00;0.01;74624.11;45568.12;0.00;45156.45;-56582.96;-0.01;1.00;0.00;0.00
215987988100.45;256076914.69;9904.33;0.97;1.03;141.82;6.11;105.03;7.24;140.82;916.72;1107358.65;100653.62;32783.14;120987.47;0.01;88583.61;53411.80;0.00;59508.52;-62503.67;-0.01;1.00;0.00;0.00
200005526365.92;250425580.16;8726.62;0.99;0.95;139.85;5.93;100.84;6.98;137.84;943.47;1010835.57;107465.88;31381.33;113362.96;0.01;72717.03;45028.13;0.00;37928.39;-69077.55;-0.01;1.00;0.00;0.00
174939547168.54;276368049.81;10860.71;1.12;1.07;131.96;5.89;101.88;7.15;133.68;929.35;1033455.09;106261.50;33586.68;117161.37;0.01;84809.85;53872.24;0.00;52889.35;-74087.48;-0.01;1.00;0.00;0.00
192541172024.81;251739918.00;10541.54;1.03;1.00;137.03;6.03;100.71;6.85;142.10;940.70;917416.43;97611.33;32519.30;113437.72;0.01;90255.61;55313.34;0.00;56798.69;-61676.80;-0.01;1.00;0.00;0.00
188522980553.10;242167305.55;9798.72;1.07;1.08;137.17;5.78;100.50;6.89;137.35;932.57;1041372.20;89222.58;30237.60;104670.68;0.01;88149.60;53035.73;0.00;62461.28;-54852.87;-0.01;1.00;0.00;0.00
198295221621.04;250113662.85;10162.82;0.96;1.00;135.30;5.87;107.67;7.16;139.74;955.50;925318.61;102481.12;31772.43;108284.63;0.01;86497.44;53129.22;0.00;55874.53;-50575.76;-0.01;1.00;0.00;0.00
216194939430.63;250023809.19;10833.59;1.05;1.02;138.05;5.91;103.49;7.11;140.47;958.99;1033962.53;102322.75;31927.54;111220.12;0.01;97548.78;58671.53;0.00;65594.46;-57459.42;-0.01;1.00;0.00;0.00
205727183913.89;259578221.31;9213.49;0.92;1.03;140.45;5.73;101.53;6.89;140.72;939.51;1142962.45;100096.44;33207.19;114016.76;0.01;81907.82;49496.35;0.00;53425.64;-54533.81;-0.01;1.00;0.00;0.00
201556855232.89;237532457.80;10703.02;0.95;1.06;143.94;6.05;101.88;6.97;134.11;932.88;1002334.67;115444.30;28959.47;112785.21;0.01;85254.42;53729.91;0.00;63093.12;-49829.02;-0.01;1.00;0.00;0.00
201716694040.83;247376861.41;10133.63;1.00;0.99;137.56;5.87;104.54;7.45;135.44;946.51;1013903.42;99510.60;30459.26;108927.99;0.01;88899.92;53986.91;0.00;57996.87;-54909.53;-0.01;1.00;0.00;0.00
202448803172.93;242675226.95;11011.37;0.92;0.86;139.61;5.60;100.20;7.18;139.33;959.54;1190515.07;96237.82;30737.79;103549.59;0.01;100723.34;60234.24;0.00;58255.17;-43493.60;-0.01;1.00;0.00;0.00
184125415439.77;236124969.15;11266.37;0.94;0.90;139.78;5.72;102.29;7.17;140.07;944.56;1016666.80;108214.68;30067.87;103006.58;0.01;89858.24;56601.59;0.00;52123.13;-46608.40;-0.01;1.00;0.00;0.00
208898791889.32;243540096.44;10537.01;1.03;1.00;137.05;5.95;100.53;7.12;136.79;931.10;1001969.54;108957.69;30285.32;108268.26;0.01;88325.73;54570.28;0.00;56928.89;-57394.96;-0.01;1.00;0.00;0.00
189371991720.40;252899515.94;10955.61;0.94;1.00;138.21;5.85;100.45;7.07;134.99;937.48;916186.55;89392.14;31035.92;111511.26;0.01;97812.69;59014.30;0.00;68632.82;-46041.35;-0.01;1.00;0.00;0.00
206806266958.79;291656159.97;12140.10;1.01;0.94;134.23;5.94;103.17;7.11;137.99;918.39;1103662.79;92089.79;36585.92;126792.73;0.01;111960.21;66756.88;0.00;68578.61;-65576.87;-0.01;1.00;0.00;0.00
185587989558.78;255999959.90;9853.76;1.08;0.90;137.86;5.77;103.17;6.95;138.12;937.18;1028213.37;88848.48;32144.22;111039.22;0.01;88294.39;53200.15;0.00;44511.83;-71775.01;-0.01;1.00;0.00;0.00
220408644867.66;240301663.27;10697.46;0.97;1.08;135.80;5.97;104.82;7.24;137.34;937.69;1014376.45;112708.70;30002.79;106202.87;0.01;90654.76;55775.30;0.00;68537.91;-43284.46;-0.01;1.00;0.00;0.00
204703056181.59;245333198.90;10541.43;1.00;0.97;136.35;5.73;100.44;7.08;141.65;931.60;1105428.53;105994.00;31591.76;104602.28;0.01;89775.41;55130.43;0.00;55200.25;-51614.59;-0.01;1.00;0.00;0.00
205524699632.14;242755441.99;10160.02;1.06;0.94;137.64;5.81;97.73;7.12;139.66;958.59;1076843.54;90739.30;30820.42;105898.35;0.01;96027.62;56755.62;0.00;57310.84;-58735.14;-0.01;1.00;0.00;0.00
197534141272.47;235316380.56;9665.47;1.03;1.01;138.93;5.89;102.59;6.98;135.05;960.01;988265.89;94695.72;28891.29;105096.92;0.01;86795.66;52255.87;0.00;57535.68;-55504.43;-0.01;1.00;0.00;0.00
186664810812.01;228133767.21;9450.68;1.01;1.01;137.79;5.88;104.24;7.18;139.23;944.78;1003929.30;108145.63;28876.36;100816.21;0.01;75830.57;47651.89;0.00;47763.28;-53346.26;-0.01;1.00;0.00;0.00
203489316859.22;247785075.27;9786.46;0.93;1.05;138.06;5.85;103.32;6.93;138.25;932.80;1188074.34;98110.79;31142.74;109221.32;0.01;87502.27;52765.37;0.00;62552.51;-46192.33;-0.01;1.00;0.00;0.00
188069933437.80;258851856.93;10337.27;1.02;0.93;137.46;5.84;104.67;7.05;140.44;915.22;1060901.16;85457.78;33047.76;113284.19;0.01;94483.13;56518.91;0.00;54126.56;-62795.72;-0.01;1.00;0.00;0.00
188591708623.25;266199994.16;8943.77;1.00;1.09;140.69;5.72;100.71;7.18;139.10;924.45;1153181.82;94840.86;33661.59;116789.39;0.01;77975.10;47462.14;0.00;51835.79;-64398.94;-0.01;1.00;0.00;0.00
212922754318.53;262597074.10;9052.58;1.05;1.00;143.31;5.82;101.35;6.97;140.25;942.36;938407.39;105135.75;33480.82;119533.82;0.01;78160.26;47749.06;0.00;42639.28;-77989.63;-0.01;1.00;0.00;0.00
179417882455.35;249278865.16;8906.14;1.01;0.97;143.77;5.82;99.14;7.38;138.18;916.73;1013812.56;95933.29;31314.46;113709.52;0.01;74142.33;45928.63;0.00;40201.50;-69909.61;-0.01;1.00;0.00;0.00
200742705775.76;249301939.73;11531.38;1.00;1.08;140.70;5.71;104.23;7.16;139.53;957.56;836600.55;87577.61;31623.53;109190.12;0.01;107351.86;63792.01;0.00;84537.52;-40248.52;-0.01;1.00;0.00;0.00
207433944145.64;258758496.74;10600.84;0.99;1.01;137.52;5.80;103.85;7.08;139.80;934.42;993334.15;104173.00;32886.51;112636.20;0.01;91015.74;55720.15;0.00;59372.45;-54853.63;-0.01;1.00;0.00;0.00
200231715685.26;257556708.72;10081.15;1.00;1.00;135.46;5.89;104.31;7.13;139.43;904.31;1029324.36;90310.71;32645.55;112048.95;0.01;91298.27;54797.35;0.00;58715.12;-57287.52;-0.01;1.00;0.00;0.00
187097159035.92;257787970.66;10176.33;1.05;1.05;137.97;5.97;102.86;7.05;139.33;935.47;896704.05;97090.25;32653.04;115758.91;0.01;85748.88;52871.83;0.00;55865.49;-66221.51;-0.01;1.00;0.00;0.00
190299088174.80;258941104.46;8577.38;1.11;1.08;140.69;5.86;97.90;7.22;137.12;924.25;999728.22;84125.27;32277.22;116446.36;0.01;79580.30;47346.89;0.00;50323.61;-78475.98;-0.01;1.00;0.00;0.00
195191645960.02;270262702.58;9350.20;1.04;1.10;139.62;5.94;101.27;7.20;138.22;928.78;925196.04;112618.57;33959.66;122285.64;0.01;73611.67;46608.05;0.00;45733.69;-75485.94;-0.01;1.00;0.00;0.00
195944243557.42;238434020.74;8595.78;0.89;1.05;137.18;5.73;103.14;6.94;143.16;916.37;938757.64;120868.46;31030.16;102200.20;0.01;64659.87;41698.66;0.00;40124.55;-47419.98;-0.01;1.00;0.00;0.00
197685074388.71;242441736.29;9345.52;1.01;1.04;137.78;5.88;100.90;6.88;139.10;957.36;1206114.33;94379.80;30657.86;107063.29;0.01;85416.91;51095.19;0.00;57497.73;-55558.19;-0.01;1.00;0.00;0.00
202203284149.11;249387877.93;8185.82;0.99;0.91;138.96;5.75;101.59;7.00;140.36;964.64;1163333.48;112788.71;31822.38;108758.05;0.01;68286.06;42265.86;0.00;30326.96;-69664.68;-0.01;1.00;0.00;0.00
195604351004.50;254287093.89;10702.20;0.94;0.97;140.68;5.75;101.28;7.14;136.06;913.67;1056946.46;114128.74;31454.13;112220.72;0.01;84155.01;53309.12;0.00;51599.11;-54204.84;-0.01;1.00;0.00;0.00
231516501647.46;253253003.63;11703.61;0.99;0.94;136.90;5.90;103.29;7.10;136.69;936.87;1060580.97;113522.15;31470.61;111578.18;0.01;101593.34;61939.85;0.00;64822.63;-51593.34;-0.01;1.00;0.00;0.00
210648743603.55;248631589.36;9907.31;1.03;0.98;134.77;5.80;95.98;7.29;145.17;912.43;1014817.75;113514.98;32813.47;105949.87;0.01;80678.19;50405.97;0.00;45362.95;-59867.41;-0.01;1.00;0.00;0.00
185917029502.16;240833456.06;10534.03;1.09;1.06;137.20;5.76;99.08;7.00;138.43;960.23;969419.78;94302.91;30307.79;103825.83;0.01;91883.28;55919.41;0.00;64564.97;-53878.62;-0.01;1.00;0.00;0.00
198321565675.40;238167671.34;10198.83;0.98;0.97;139.38;5.67;104.42;7.17;138.25;923.60;1141107.80;97463.11;29933.42;102683.99;0.01;89636.91;54396.72;0.00;57966.95;-47667.08;-0.01;1.00;0.00;0.00
204043953722.11;251876299.58;9055.34;0.99;1.06;139.70;5.80;100.96;6.82;141.74;921.13;887808.64;102142.88;32454.58;111355.45;0.01;76582.22;47153.85;0.00;48769.98;-60178.07;-0.01;1.00;0.00;0.00
201422459787.15;257893362.95;10395.62;1.08;1.00;139.77;5.89;101.73;7.44;139.07;920.48;1022347.21;99440.82;32605.46;115871.76;0.01;89993.03;54923.61;0.00;55356.71;-69458.69;-0.01;1.00;0.00;0.00
204135988711.49;248132468.77;9018.67;0.93;0.95;141.35;5.75;102.39;6.73;140.83;938.43;1022918.17;104204.07;31767.78;109999.02;0.01;77192.68;47312.90;0.00;44093.14;-56964.35;-0.01;1.00;0.00;0.00
196817777048.96;275438133.44;11098.42;0.97;1.05;136.48;5.82;96.95;7.10;138.90;897.37;875652.35;88435.36;34780.88;119267.02;0.01;99033.25;59763.27;0.00;69916.62;-52768.85;-0.01;1.00;0.00;0.00
219287997375.41;223384344.55;10235.16;1.04;0.98;139.63;5.80;99.92;6.96;143.57;913.93;1160597.85;101687.90;29155.90;98685.30;0.01;91919.02;55339.49;0.00;59305.28;-48786.17;-0.01;1.00;0.00;0.00
206591031866.09;262499045.34;9196.35;0.99;0.97;139.16;5.87;105.52;7.40;139.85;918.66;948822.41;88889.64;33373.68;117036.33;0.01;85402.97;50794.30;0.00;49891.29;-66798.43;-0.01;1.00;0.00;0.00
196504237184.86;252208637.25;9842.50;0.99;1.04;138.10;5.80;102.94;7.13;135.84;949.23;911437.45;97066.36;31146.24;110194.51;0.01;85723.23;52198.83;0.00;57895.35;-55171.16;-0.01;1.00;0.00;0.00
198276129632.47;253788666.38;9943.06;1.00;1.00;136.98;5.97;102.33;7.11;136.03;926.94;1016528.95;99709.81;31384.39;113171.92;0.01;85526.82;52324.61;0.00;54034.52;-60603.75;-0.01;1.00;0.00;0.00
187752210541.80;224421351.47;10260.72;0.99;1.06;137.42;5.62;97.73;7.15;138.93;903.38;978317.07;120347.61;28344.20;94546.16;0.01;75608.06;49175.43;0.00;51986.26;-41174.98;-0.01;1.00;0.00;0.00
196446999191.84;233723163.07;9020.65;0.97;0.94;140.30;5.90;95.92;7.05;140.88;949.23;931246.44;92621.29;29933.09;105442.85;0.01;80928.97;48740.18;0.00;46944.63;-56135.28;-0.01;1.00;0.00;0.00
197134117364.06;233605425.00;8929.69;0.97;1.00;139.71;5.92;100.87;7.07;143.77;924.16;773741.22;113507.29;30533.23;105453.50;0.01;68616.09;43869.00;0.00;38844.58;-58847.52;-0.01;1.00;0.00;0.00
187899647642.73;242789685.69;10371.22;0.82;1.04;134.57;5.73;100.21;7.12;140.82;923.31;1044028.09;99526.62;31081.16;102152.68;0.01;86995.92;53734.04;0.00;65226.84;-27957.17;-0.01;1.00;0.00;0.00
202975804364.59;261690387.51;9285.60;0.99;1.05;145.35;5.82;107.56;7.16;140.58;935.34;1046416.20;87360.34;33444.04;120687.77;0.01;87866.31;51909.40;0.00;58914.43;-65320.89;-0.01;1.00;0.00;0.00
206879680316.88;250509321.17;10504.32;1.02;1.07;142.04;5.59;102.08;7.48;138.23;915.59;1062786.07;97617.05;31479.02;108503.59;0.01;93230.45;56373.34;0.00;67284.70;-50675.27;-0.01;1.00;0.00;0.00
198192710368.54;235388216.35;10318.47;0.99;0.98;142.13;5.88;101.71;6.81;137.81;941.44;1043418.21;100170.84;29490.36;107231.72;0.01;89390.21;54540.89;0.00;58277.14;-53062.29;-0.01;1.00;0.00;0.00
200978310213.51;238347026.45;10088.75;1.03;0.98;142.05;5.68;103.30;7.06;138.60;950.57;869823.62;99051.79;30031.16;104845.76;0.01;87400.63;53326.29;0.00;54467.14;-56227.01;-0.01;1.00;0.00;0.00
194883434213.71;229267403.94;12088.99;1.02;1.01;144.60;5.81;101.40;6.91;138.59;948.79;1060028.59;112774.47;28885.45;105135.21;0.01;97375.63;61097.48;0.00;69334.85;-45215.64;-0.01;1.00;0.00;0.00
219028121343.52;262641593.78;8091.79;0.96;1.02;134.50;5.69;101.81;7.00;142.46;957.24;1016049.68;107626.87;34014.84;109579.28;0.01;70983.54;43106.82;0.00;40170.95;-60532.50;-0.01;1.00;0.00;0.00
213217266328.98;256989712.96;11841.70;1.02;1.05;137.54;5.73;100.27;7.02;134.47;974.41;962273.97;109310.90;31416.52;110420.36;0.01;101883.04;62324.00;0.00;74552.44;-47188.81;-0.01;1.00;0.00;0.00
194890589725.95;259120810.38;10571.77;0.98;1.02;143.04;5.59;104.53;7.05;137.96;954.81;1021578.85;93568.04;32497.86;112974.80;0.01;94996.59;57179.03;0.00;65381.67;-51842.89;-0.01;1.00;0.00;0.00
197158544167.68;248757274.11;8446.23;1.00;0.93;138.33;5.89;103.96;7.17;137.03;935.77;879596.38;102683.28;30988.46;110509.31;0.01;70491.63;43624.47;0.00;34416.48;-69713.21;-0.01;1.00;0.00;0.00
182371119656.93;240467294.34;9860.33;0.97;1.08;137.66;5.63;100.46;7.12;139.82;954.00;1153981.70;89928.71;30564.65;101672.18;0.01;88554.55;53313.08;0.00;66401.38;-40826.20;-0.01;1.00;0.00;0.00
204147591351.15;264534748.57;7438.71;0.95;0.97;140.67;5.88;104.35;7.18;144.22;940.31;949139.05;94026.14;34683.04;119379.28;0.01;67219.70;40376.52;0.00;32226.44;-74579.91;-0.01;1.00;0.00;0.00
221867303708.02;229145634.97;9611.76;1.01;0.90;137.71;5.88;98.41;7.31;138.88;958.27;991213.90;100780.81;28929.85;101230.46;0.01;88033.99;52620.40;0.00;49787.32;-54733.47;-0.01;1.00;0.00;0.00
195276505887.89;250878749.97;11334.22;1.05;0.98;140.51;6.02;101.49;7.11;139.04;915.70;971703.82;93487.05;31710.48;115844.36;0.01;99468.86;60397.91;0.00;63855.25;-62490.82;-0.01;1.00;0.00;0.00
203790645250.40;245250731.19;10192.07;1.02;1.02;140.91;5.68;104.00;6.95;136.05;924.62;831467.45;101605.93;30332.11;107113.05;0.01;85940.11;52976.45;0.00;56744.50;-55538.40;-0.01;1.00;0.00;0.00
197939083266.61;263324773.38;10362.59;0.98;1.00;139.24;5.81;103.51;6.96;137.35;918.17;948241.65;96807.56;32879.60;116284.18;0.01;89600.52;54708.47;0.00;57573.79;-58964.40;-0.01;1.00;0.00;0.00
195762488125.29;240225685.35;9356.49;0.96;0.93;136.58;5.87;103.35;7.09;136.22;927.53;745379.48;95089.10;29748.45;105140.03;0.01;79604.69;48903.00;0.00;45348.36;-55662.50;-0.01;1.00;0.00;0.00
205322544390.52;250523570.22;10516.93;1.08;0.92;136.38;6.04;102.72;6.99;141.15;945.03;977779.46;95645.98;32145.89;112503.66;0.01;94856.71;57016.55;0.00;52698.58;-68951.46;-0.01;1.00;0.00;0.00
192034606053.17;265413702.93;11123.99;0.89;0.96;137.81;5.82;103.33;7.26;143.45;921.42;924587.51;107739.74;34613.24;116091.01;0.01;88853.29;55934.92;0.00;54695.84;-49129.47;-0.01;1.00;0.00;0.00
199893571645.04;239647422.54;9638.50;1.01;1.06;135.73;5.69;103.50;7.14;139.82;945.21;867524.36;93197.10;30460.62;100919.64;0.01;86095.57;51935.60;0.00;60130.05;-47005.37;-0.01;1.00;0.00;0.00
214278542937.24;250496563.58;10949.86;1.08;0.97;141.85;5.94;99.08;7.17;138.48;938.91;1083659.75;98601.79;31535.75;115170.45;0.01;99705.26;59723.41;0.00;62314.24;-66753.10;-0.01;1.00;0.00;0.00
191118558973.22;261879782.21;8690.34;1.01;0.99;141.12;5.86;98.42;7.00;142.61;919.35;974194.28;96615.34;33951.86;118100.58;0.01;74176.74;45512.75;0.00;39266.15;-74611.86;-0.01;1.00;0.00;0.00
