# X_0;X_1;X_2;R_0;S_0;G_0;I_0
0.24;11.39;30.39;2431.44;2040.49;-390.95;0.00
0.28;11.26;46.57;3725.69;2236.78;-1488.92;0.00
0.19;9.77;34.97;2797.39;1640.96;-1156.44;0.00
0.26;12.84;39.18;3134.34;2213.51;-920.83;0.00
0.27;10.19;42.36;3388.76;2117.21;-1271.55;0.00
0.26;10.57;40.80;3264.34;2109.61;-1154.73;0.00
0.26;10.74;48.59;3887.09;2123.74;-1763.35;0.00
0.30;11.07;38.42;3073.31;2324.55;-748.75;0.00
0.26;8.57;43.67;3493.46;1966.16;-1527.30;0.00
0.25;9.05;42.37;3389.76;1956.20;-1433.57;0.00
0.26;6.88;40.00;3200.21;1864.71;-1335.50;0.00
0.22;10.53;35.14;2811.47;1831.73;-979.74;0.00
0.25;10.10;41.98;3358.02;2020.84;-1337.18;0.00
0.25;10.70;42.24;3379.44;2058.11;-1321.33;0.00
0.23;9.01;46.30;3704.37;1855.50;-1848.87;0.00
0.25;10.48;53.61;4288.95;2003.96;-2285.00;0.00
0.20;10.92;42.84;3427.36;1776.83;-1650.54;0.00
0.28;8.83;45.84;3667.37;2082.75;-1584.62;0.00
0.27;9.80;42.26;3380.59;2101.99;-1278.59;0.00
0.23;7.90;50.00;3999.88;1781.57;-2218.31;0.00
0.24;8.53;42.04;3363.55;1881.45;-1482.10;0.00
0.24;10.72;39.17;3133.35;2001.16;-1132.19;0.00
0.19;10.15;45.53;3642.61;1643.81;-1998.80;0.00
0.21;10.44;36.85;2947.68;1811.22;-1136.46;0.00
0.28;8.82;42.42;3393.67;2125.10;-1268.57;0.00
0.26;11.10;38.15;3052.31;2103.45;-948.85;0.00
0.21;8.36;36.78;2942.27;1702.48;-1239.79;0.00
0.27;8.71;38.74;3099.04;2020.07;-1078.97;0.00
0.22;8.76;37.21;2976.58;1729.60;-1246.97;0.00
0.25;11.33;36.20;2896.09;2057.54;-838.55;0.00
0.27;10.08;40.76;3260.59;2114.84;-1145.75;0.00
0.25;8.66;38.07;3045.87;1937.43;-1108.44;0.00
0.25;9.20;41.60;3328.17;1970.76;-1357.41;0.00
0.25;11.17;45.65;3651.79;2085.12;-1566.67;0.00
0.25;7.98;41.80;3344.25;1879.97;-1464.28;0.00
0.26;11.37;38.99;3119.26;2115.57;-1003.69;0.00
0.24;8.39;36.08;2886.26;1873.66;-1012.60;0.00
0.19;10.77;41.79;3343.19;1704.26;-1638.93;0.00
0.22;9.56;48.54;3883.40;1779.02;-2104.38;0.00
0.27;11.99;26.67;2133.72;2245.82;112.10;1.00
0.23;10.60;41.98;3358.42;1895.74;-1462.68;0.00
0.20;9.28;34.96;2797.15;1690.16;-1106.99;0.00
0.25;9.62;46.25;3699.90;1987.30;-1712.60;0.00
0.23;10.29;38.90;3112.00;1879.34;-1232.66;0.00
0.25;10.14;51.15;4092.31;1988.88;-2103.43;0.00
0.21;9.75;45.91;3673.14;1722.86;-1950.28;0.00
0.26;9.90;33.91;2712.94;2065.15;-647.79;0.00
0.23;9.14;36.71;2936.96;1856.99;-1079.97;0.00
0.26;8.54;44.92;3593.59;1967.62;-1625.97;0.00
0.21;10.34;46.63;3730.23;1793.31;-1936.92;0.00
0.24;7.91;38.96;3117.07;1851.07;-1265.99;0.00
0.27;11.06;36.23;2898.18;2171.52;-726.66;0.00
0.25;11.02;44.32;3545.57;2054.89;-1490.68;0.00
0.29;10.46;40.89;3270.91;2235.42;-1035.49;0.00
0.25;10.48;36.76;2940.63;2051.67;-888.95;0.00
0.24;10.25;35.04;2803.03;1924.99;-878.05;0.00
0.27;11.17;44.09;3526.90;2201.10;-1325.80;0.00
0.26;8.97;41.18;3294.60;2010.66;-1283.94;0.00
0.24;10.18;36.69;2935.16;1944.67;-990.49;0.00
0.24;8.46;42.76;3420.63;1868.19;-1552.45;0.00
0.22;10.69;42.22;3377.99;1875.21;-1502.78;0.00
0.24;9.92;33.39;2671.00;1912.31;-758.70;0.00
0.27;9.37;45.92;3673.48;2082.01;-1591.47;0.00
0.33;10.87;35.62;2849.47;2495.28;-354.19;0.00
0.25;9.41;35.23;2818.47;1946.96;-871.51;0.00
0.26;10.83;39.78;3182.63;2115.97;-1066.66;0.00
0.23;11.52;39.21;3136.61;1972.40;-1164.20;0.00
0.23;10.47;41.64;3331.28;1902.24;-1429.04;0.00
0.23;10.70;31.38;2510.57;1917.88;-592.70;0.00
0.22;9.93;37.39;2990.84;1833.62;-1157.22;0.00
0.24;9.28;49.70;3976.33;1901.63;-2074.70;0.00
0.26;10.36;32.66;2613.07;2098.36;-514.70;0.00
0.19;10.96;44.61;3568.78;1682.84;-1885.94;0.00
0.21;9.21;36.62;2929.80;1720.07;-1209.73;0.00
0.25;8.93;47.23;3778.63;1957.37;-1821.26;0.00
0.22;10.52;37.91;3033.10;1849.83;-1183.27;0.00
0.24;10.13;43.78;3502.43;1949.95;-1552.48;0.00
0.26;8.60;40.99;3279.29;1984.50;-1294.79;0.00
0.19;11.26;45.95;3676.39;1743.28;-1933.11;0.00
0.22;11.32;45.14;3610.93;1883.89;-1727.04;0.00
0.24;8.79;37.60;3008.07;1859.13;-1148.95;0.00
0.25;9.32;41.10;3287.65;1977.96;-1309.69;0.00
0.23;9.98;41.52;3321.93;1875.08;-1446.85;0.00
0.25;10.90;41.06;3284.77;2049.39;-1235.38;0.00
0.25;9.48;36.25;2899.66;1995.99;-903.67;0.00
0.26;9.61;43.95;3515.97;2054.43;-1461.54;0.00
0.27;10.63;42.05;3364.26;2143.71;-1220.55;0.00
0.26;8.73;34.26;2740.73;1976.42;-764.31;0.00
0.25;10.21;40.66;3252.81;2001.90;-1250.92;0.00
0.27;8.54;34.55;2763.64;2029.50;-734.15;0.00
0.23;7.91;31.29;2502.81;1750.28;-752.53;0.00
0.28;9.81;37.16;2973.07;2137.23;-835.84;0.00
0.22;9.51;42.22;3377.72;1817.70;-1560.02;0.00
0.22;11.05;42.57;3405.33;1854.95;-1550.38;0.00
0.29;10.42;46.96;3757.11;2240.68;-1516.43;0.00
0.22;8.77;37.01;2960.67;1730.16;-1230.50;0.00
0.23;10.30;43.90;3511.90;1925.05;-1586.84;0.00
0.27;12.25;39.71;3176.98;2258.39;-918.59;0.00
0.24;10.59;36.29;2903.25;1980.21;-923.04;0.00
0.29;10.03;39.41;3152.73;2238.83;-913.90;0.00
0.26;9.72;45.09;3607.55;2026.07;-1581.48;0.00
0.26;11.11;48.52;3881.39;2106.12;-1775.27;0.00
0.27;10.22;40.47;3237.79;2130.69;-1107.10;0.00
0.24;10.10;44.80;3584.29;1931.16;-1653.13;0.00
0.26;11.30;39.18;3134.17;2153.97;-980.19;0.00
0.21;11.29;43.81;3505.02;1843.46;-1661.55;0.00
0.24;9.66;45.70;3656.11;1927.38;-1728.72;0.00
0.27;8.81;43.64;3490.86;2052.14;-1438.72;0.00
0.28;11.65;40.90;3271.82;2287.56;-984.26;0.00
0.23;11.46;32.18;2574.08;1934.71;-639.37;0.00
0.24;8.95;41.30;3304.25;1872.91;-1431.34;0.00
0.26;10.35;42.43;3394.12;2053.69;-1340.44;0.00
0.21;8.63;40.23;3218.46;1710.27;-1508.19;0.00
0.25;9.80;45.28;3622.06;2014.20;-1607.86;0.00
0.23;10.05;37.73;3018.27;1912.29;-1105.98;0.00
0.24;11.96;38.97;3117.76;2058.64;-1059.13;0.00
0.24;9.12;32.58;2606.55;1873.93;-732.61;0.00
0.25;9.36;38.07;3045.25;1985.69;-1059.57;0.00
0.22;10.03;38.16;3052.79;1823.52;-1229.26;0.00
0.26;11.64;37.79;3023.18;2162.39;-860.79;0.00
0.24;9.97;37.70;3015.67;1948.74;-1066.93;0.00
0.24;10.50;35.81;2864.96;1987.99;-876.96;0.00
0.23;9.66;47.88;3830.49;1870.36;-1960.13;0.00
0.24;9.88;31.32;2505.21;1912.07;-593.14;0.00
0.20;9.58;33.32;2665.78;1712.30;-953.48;0.00
0.26;11.67;44.44;3555.59;2174.65;-1380.94;0.00
0.27;10.92;37.78;3022.50;2170.16;-852.34;0.00
