# X_0;X_1;X_2;X_3;X_4;X_5;X_6;X_7;X_8;X_9;X_10;R_0;R_1;R_2;S_0;S_1;S_2;G_0;G_1;G_2;I_0;I_1;I_2
211503857509.03;246370912.92;14104.74;0.99;1.02;136.63;5.80;104.38;7.17;139.70;944.64;31288.68;106424.75;0.01;25912.31;14104.00;0.00;-4529.04;-90828.63;-0.01;0.00;0.00;0.00
182100304908.27;265969685.68;9507.19;1.08;1.14;134.93;5.92;102.54;7.10;139.70;902.30;33778.22;115841.50;0.01;17466.74;9507.00;0.00;-16767.87;-114800.72;-0.02;0.00;0.00;0.00
220554481513.81;257573271.42;13476.11;0.98;1.04;135.78;5.83;107.69;7.26;141.06;928.71;33029.66;111289.17;0.01;24758.91;13476.00;0.00;-6704.57;-95063.65;-0.01;0.00;0.00;0.00
192570996146.92;244290691.74;10833.79;1.04;1.07;135.40;5.86;104.71;7.17;135.44;962.80;30077.85;105681.75;0.01;19902.60;10833.00;0.00;-10080.13;-98806.99;-0.02;0.00;0.00;0.00
199208226874.23;253416686.54;15200.89;0.92;1.01;140.03;5.85;100.76;6.99;133.17;912.99;30680.69;113204.51;0.01;27925.98;15200.00;0.00;-53.14;-88656.03;-0.01;0.00;0.00;0.00
196431999403.42;247372842.10;11880.02;0.97;1.10;139.58;5.78;102.86;7.27;139.60;962.37;31393.96;108793.91;0.01;21826.20;11880.00;0.00;-6484.85;-92399.07;-0.01;0.00;0.00;0.00
205507957997.86;219360432.15;9327.73;1.01;0.96;141.32;5.72;102.95;7.20;146.41;879.46;29196.09;96718.08;0.01;17136.27;9327.00;0.00;-12915.63;-88407.59;-0.02;0.00;0.00;0.00
191542658932.14;230643035.26;11213.52;1.02;1.03;137.65;5.85;102.21;7.17;140.03;943.17;29361.18;101252.47;0.01;20600.82;11213.00;0.00;-8717.85;-91753.09;-0.02;0.00;0.00;0.00
203332646284.08;260848948.82;12720.52;0.96;0.96;133.31;5.62;98.79;7.08;137.87;931.60;32693.54;106641.63;0.01;23369.16;12720.00;0.00;-9089.82;-90426.84;-0.01;0.00;0.00;0.00
195116925070.47;265745292.33;12464.82;1.06;0.93;138.97;5.79;103.76;7.10;139.67;932.77;33743.41;116727.85;0.01;22899.31;12464.00;0.00;-14483.73;-112373.73;-0.02;0.00;0.00;0.00
196712996052.23;262029308.12;11901.22;1.02;0.95;137.12;5.77;102.08;7.21;137.27;935.04;32697.92;113130.54;0.01;21864.88;11901.00;0.00;-12408.26;-103651.32;-0.02;0.00;0.00;0.00
203086152009.23;241388873.28;13858.82;1.02;0.98;141.52;5.85;101.10;6.87;138.54;924.69;30402.84;108981.62;0.01;25460.25;13858.00;0.00;-6227.04;-97840.51;-0.02;0.00;0.00;0.00
193091833175.56;253980455.29;11817.15;1.00;0.98;139.83;5.75;99.65;7.16;142.85;969.25;32983.65;111443.30;0.01;21710.16;11817.00;0.00;-11645.39;-99474.33;-0.01;0.00;0.00;0.00
201433321539.95;258876101.70;12032.77;1.12;1.04;138.55;5.86;101.24;7.25;136.42;948.15;32105.94;114631.78;0.01;22105.50;12032.00;0.00;-12946.65;-115662.94;-0.02;0.00;0.00;0.00
182620627980.46;261668732.03;15930.30;0.98;1.00;142.51;5.89;104.25;6.88;141.53;933.19;33666.95;119757.49;0.01;29267.14;15930.00;0.00;-3734.81;-101746.79;-0.01;0.00;0.00;0.00
191736465648.65;226274709.68;13185.02;1.05;0.96;141.37;5.89;99.13;7.11;138.07;913.56;28401.20;102722.60;0.01;24224.00;13185.00;0.00;-6705.93;-95601.56;-0.02;0.00;0.00;0.00
209249882459.94;234431225.52;14540.95;1.02;1.02;138.25;5.85;99.53;7.35;136.58;959.27;29108.42;103407.42;0.01;26713.12;14540.00;0.00;-2459.25;-90555.84;-0.02;0.00;0.00;0.00
214461311997.27;252100236.90;11844.37;0.99;0.97;144.18;5.76;103.31;7.02;143.63;967.16;32918.23;114215.31;0.01;21759.96;11844.00;0.00;-11291.10;-101071.72;-0.01;0.00;0.00;0.00
221218261125.72;261788126.04;14111.15;1.06;1.02;143.65;5.78;102.78;6.90;135.30;924.06;32200.22;118582.04;0.01;25925.21;14111.00;0.00;-7643.44;-111035.42;-0.02;0.00;0.00;0.00
200922625579.39;262189020.15;13930.87;1.05;1.07;141.86;5.91;103.08;6.87;144.09;925.34;34343.28;119840.08;0.01;25592.68;13930.00;0.00;-8862.40;-111298.69;-0.02;0.00;0.00;0.00
199282633266.40;241992379.02;13119.35;0.91;1.02;141.55;5.72;100.28;6.88;141.56;946.75;31142.94;106814.80;0.01;24102.23;13119.00;0.00;-3707.77;-83348.23;-0.01;0.00;0.00;0.00
194057926496.76;253514422.14;11890.54;1.00;1.03;141.97;5.83;98.32;7.24;140.49;939.49;32378.37;114445.83;0.01;21844.59;11890.00;0.00;-9783.18;-101801.26;-0.01;0.00;0.00;0.00
204043295541.06;250747832.32;13401.12;0.94;1.00;137.38;5.93;103.21;6.92;135.61;940.99;30913.49;111468.80;0.01;24620.59;13401.00;0.00;-4335.74;-91088.16;-0.01;0.00;0.00;0.00
193920050563.27;234920176.56;9772.99;1.03;1.02;135.30;5.64;104.40;6.96;140.12;956.23;29924.32;97825.24;0.01;17953.13;9772.00;0.00;-12459.86;-90602.38;-0.02;0.00;0.00;0.00
192905584493.17;249698046.00;11887.86;1.01;1.04;137.47;5.68;101.65;7.09;136.85;939.72;31064.66;106345.15;0.01;21838.98;11887.00;0.00;-8622.97;-94671.28;-0.02;0.00;0.00;0.00
182035740913.61;248845209.45;11850.07;0.96;0.99;138.76;5.88;102.45;6.93;135.33;933.91;30614.47;110782.67;0.01;21771.10;11850.00;0.00;-7825.65;-94246.54;-0.01;0.00;0.00;0.00
191519795181.10;231107785.66;13264.36;1.01;0.97;138.22;5.73;103.54;7.11;138.81;945.91;29163.37;99855.37;0.01;24368.92;13264.00;0.00;-5710.11;-87742.95;-0.02;0.00;0.00;0.00
207455535731.07;243244158.05;10411.48;0.93;1.06;139.20;5.60;97.81;7.01;141.51;950.21;31292.88;103404.61;0.01;19126.94;10411.00;0.00;-9018.79;-85622.98;-0.01;0.00;0.00;0.00
