# X_0;X_1;X_2;R_0;R_1;R_2;S_0;S_1;S_2;G_0;G_1;G_2;I_0;I_1;I_2
177942127.23;1043.63;9613.53;948.76;1.00;1.50;26524.12;10103.01;0.01;25575.36;10102.01;-1.49;1.00;1.00;0.00
205771036.43;1038.48;9745.07;944.08;1.00;1.50;26888.33;10241.74;0.01;25944.26;10240.74;-1.49;1.00;1.00;0.00
204647566.78;1022.75;10841.12;929.77;1.00;1.50;29912.41;11393.61;0.01;28982.64;11392.61;-1.49;1.00;1.00;0.00
184496246.41;1028.91;9084.62;935.37;1.00;1.50;25064.51;9547.05;0.01;24129.14;9546.05;-1.49;1.00;1.00;0.00
187173795.91;961.47;10897.30;874.07;1.00;1.50;30066.92;11452.46;0.01;29192.86;11451.46;-1.49;1.00;1.00;0.00
223270653.01;1142.37;10283.67;1038.51;1.00;1.50;28372.78;10807.16;0.01;27334.27;10806.16;-1.49;1.00;1.00;0.00
210458589.62;943.52;10716.20;857.75;1.00;1.50;29567.51;11262.23;0.01;28709.76;11261.23;-1.49;1.00;1.00;0.00
183583068.29;868.22;11144.51;789.29;1.00;1.50;30748.45;11712.05;0.01;29959.15;11711.05;-1.49;1.00;1.00;0.00
196778562.56;1230.53;9058.07;1118.66;1.00;1.50;24992.77;9519.72;0.01;23874.11;9518.72;-1.49;1.00;1.00;0.00
235362833.70;967.96;10162.42;879.96;1.00;1.50;28038.92;10680.00;0.01;27158.96;10679.00;-1.49;1.00;1.00;0.00
