# X_0;X_1;R_0;S_0;G_0;I_0
14420;15947;143000;142638;361;1
15569;18397;143000;144156;-1156;0
18131;24218;143000;147654;-4654;0
18761;20334;143000;146863;-3863;0
12857;26617;143000;144922;-1922;0
19570;23132;143000;148265;-5265;0
15197;15515;143000;143016;-16;0
15614;18017;143000;144068;-1068;0
13941;20808;143000;143832;-832;0
13322;27681;143000;145559;-2559;0
