# X_0;X_1;X_2;R_0;S_0;G_0;I_0
0.23;9.93;42.03;3362.04;1898.89;-1463.15;0.00
0.25;9.06;41.93;3354.61;1973.48;-1381.13;0.00
0.27;11.44;33.87;2709.70;2209.16;-500.54;0.00
0.24;8.97;43.05;3444.17;1881.51;-1562.66;0.00
0.23;10.11;46.83;3746.22;1892.78;-1853.45;0.00
0.27;9.51;39.61;3169.06;2106.50;-1062.56;0.00
0.26;13.29;42.76;3420.90;2232.90;-1188.00;0.00
0.25;10.42;37.07;2965.79;2015.19;-950.60;0.00
0.28;10.32;37.63;3010.50;2171.12;-839.38;0.00
0.26;8.08;41.86;3348.48;1974.06;-1374.42;0.00
0.27;10.21;41.93;3354.54;2108.25;-1246.30;0.00
0.24;12.23;40.03;3202.46;2056.63;-1145.83;0.00
0.25;10.72;46.18;3694.66;2016.75;-1677.91;0.00
0.26;9.38;39.81;3184.70;1993.83;-1190.87;0.00
0.24;11.51;37.08;2966.38;1998.87;-967.51;0.00
0.27;10.69;45.30;3623.73;2149.06;-1474.67;0.00
0.26;9.88;42.23;3378.21;2071.18;-1307.03;0.00
0.25;11.99;45.37;3629.46;2114.20;-1515.26;0.00
0.25;11.04;38.40;3072.32;2031.20;-1041.12;0.00
0.28;11.06;34.76;2780.72;2220.12;-560.60;0.00
0.24;9.31;43.77;3501.62;1875.19;-1626.43;0.00
0.29;11.82;44.13;3530.76;2354.78;-1175.98;0.00
0.23;8.90;36.04;2883.38;1836.12;-1047.26;0.00
0.27;8.25;40.91;3273.03;2003.11;-1269.93;0.00
0.26;11.03;40.03;3202.19;2118.11;-1084.08;0.00
0.27;11.22;46.09;3687.00;2203.87;-1483.13;0.00
0.28;9.55;35.97;2877.78;2161.07;-716.71;0.00
0.24;11.19;43.19;3455.48;2019.49;-1435.99;0.00
0.24;10.06;36.16;2892.79;1947.49;-945.30;0.00
0.26;10.07;42.35;3387.92;2067.89;-1320.03;0.00
0.25;8.81;40.97;3277.64;1921.10;-1356.55;0.00
0.30;9.53;44.85;3587.83;2288.17;-1299.66;0.00
0.24;11.13;49.31;3944.67;1981.87;-1962.80;0.00
0.26;10.12;42.29;3382.82;2063.95;-1318.88;0.00
0.27;11.13;40.10;3207.68;2180.40;-1027.28;0.00
0.26;9.60;40.49;3239.50;2056.92;-1182.59;0.00
0.27;10.08;36.50;2919.81;2104.71;-815.10;0.00
0.24;9.53;35.70;2856.09;1937.41;-918.67;0.00
0.23;10.55;40.17;3213.85;1933.10;-1280.76;0.00
0.23;11.35;42.25;3379.95;1936.31;-1443.64;0.00
0.26;8.80;39.94;3195.51;2009.70;-1185.81;0.00
0.30;8.92;34.50;2760.19;2235.46;-524.72;0.00
0.24;10.80;34.84;2787.01;1976.59;-810.42;0.00
0.25;8.63;36.45;2915.72;1923.97;-991.75;0.00
0.26;11.16;39.72;3177.59;2092.71;-1084.87;0.00
0.25;10.31;53.11;4248.97;1996.95;-2252.02;0.00
0.24;9.02;36.01;2880.70;1862.29;-1018.41;0.00
0.23;11.50;33.81;2704.50;1978.21;-726.29;0.00
0.22;8.76;43.17;3453.45;1761.71;-1691.74;0.00
0.23;12.90;40.90;3271.85;2036.86;-1234.99;0.00
0.25;10.26;34.86;2788.75;2031.13;-757.62;0.00
0.22;8.54;34.01;2721.07;1750.18;-970.89;0.00
0.22;11.28;39.42;3153.39;1909.29;-1244.10;0.00
0.21;11.62;38.82;3105.90;1869.77;-1236.13;0.00
0.26;10.29;44.97;3597.21;2058.19;-1539.03;0.00
0.26;11.17;41.23;3298.08;2110.78;-1187.30;0.00
0.20;9.98;38.36;3069.06;1706.66;-1362.40;0.00
0.26;10.69;31.69;2535.47;2092.48;-442.99;0.00
0.24;8.38;39.39;3151.23;1847.15;-1304.07;0.00
0.24;12.60;37.67;3013.36;2062.15;-951.21;0.00
0.25;10.07;37.69;3014.80;2010.40;-1004.40;0.00
0.27;10.98;35.89;2871.01;2170.64;-700.38;0.00
0.27;8.88;42.29;3382.86;2076.52;-1306.34;0.00
0.30;10.23;44.44;3555.23;2319.73;-1235.51;0.00
0.24;11.11;44.64;3570.81;2016.97;-1553.84;0.00
0.24;10.22;46.84;3747.34;1955.06;-1792.28;0.00
0.23;11.18;44.46;3556.68;1923.20;-1633.48;0.00
0.26;9.13;46.11;3688.42;2036.16;-1652.26;0.00
0.24;7.64;35.82;2865.25;1827.22;-1038.03;0.00
0.28;11.87;40.93;3274.37;2293.93;-980.44;0.00
0.24;9.51;35.68;2854.61;1927.99;-926.63;0.00
0.24;11.58;42.84;3427.48;2033.81;-1393.67;0.00
0.25;11.40;39.52;3161.69;2100.74;-1060.95;0.00
0.25;10.33;41.55;3324.14;2033.09;-1291.04;0.00
0.25;10.93;49.80;3983.95;2072.82;-1911.13;0.00
0.25;11.98;42.62;3409.82;2110.60;-1299.22;0.00
0.27;12.03;51.07;4085.37;2253.16;-1832.21;0.00
0.24;8.70;47.68;3814.23;1881.91;-1932.32;0.00
0.28;8.90;33.98;2718.46;2088.65;-629.81;0.00
0.24;10.80;40.57;3245.53;1960.47;-1285.06;0.00
0.32;8.93;42.64;3411.60;2341.51;-1070.09;0.00
0.27;9.92;43.20;3456.35;2113.34;-1343.00;0.00
0.22;10.19;38.52;3081.79;1844.72;-1237.06;0.00
0.25;9.12;38.52;3081.86;1944.63;-1137.23;0.00
0.24;9.62;32.75;2619.94;1947.00;-672.95;0.00
0.23;8.82;42.74;3419.22;1846.21;-1573.00;0.00
0.28;11.21;42.18;3374.62;2261.49;-1113.12;0.00
0.28;8.39;39.83;3186.04;2087.26;-1098.78;0.00
0.30;9.62;48.15;3852.34;2255.98;-1596.37;0.00
0.25;10.53;38.69;3094.97;2000.56;-1094.42;0.00
0.22;12.19;33.64;2690.81;1955.61;-735.20;0.00
0.27;11.30;42.29;3383.25;2172.56;-1210.68;0.00
0.26;10.96;38.95;3115.76;2117.18;-998.58;0.00
0.22;10.63;40.16;3212.66;1838.90;-1373.76;0.00
0.28;10.91;42.77;3421.51;2218.75;-1202.76;0.00
0.23;11.35;39.88;3190.19;1928.98;-1261.20;0.00
0.28;9.95;45.66;3652.77;2155.30;-1497.47;0.00
0.28;9.31;38.30;3064.01;2151.43;-912.58;0.00
0.21;10.19;41.08;3286.34;1766.96;-1519.38;0.00
0.24;10.23;36.91;2952.80;1955.79;-997.01;0.00
0.19;10.75;50.41;4033.01;1681.28;-2351.73;0.00
0.25;10.51;46.23;3698.23;2030.64;-1667.58;0.00
0.28;9.81;41.51;3320.97;2157.65;-1163.32;0.00
0.26;8.87;43.74;3499.50;1987.67;-1511.83;0.00
0.25;10.71;39.06;3124.67;2035.00;-1089.67;0.00
0.25;8.41;40.26;3220.66;1920.12;-1300.54;0.00
0.21;12.78;46.17;3693.90;1932.91;-1760.99;0.00
0.26;11.01;44.47;3557.48;2096.12;-1461.36;0.00
0.27;9.90;46.68;3734.41;2133.82;-1600.59;0.00
0.28;11.05;42.52;3401.23;2238.80;-1162.43;0.00
0.24;9.24;46.18;3694.45;1884.80;-1809.65;0.00
0.22;10.83;48.42;3873.42;1892.89;-1980.52;0.00
0.25;10.77;42.82;3425.49;2030.27;-1395.22;0.00
0.25;11.00;44.29;3543.57;2041.20;-1502.37;0.00
0.20;11.58;34.43;2754.44;1782.31;-972.13;0.00
0.27;9.18;42.45;3396.06;2082.69;-1313.37;0.00
0.22;9.17;38.86;3108.75;1792.57;-1316.18;0.00
0.24;10.76;39.39;3150.96;2000.11;-1150.85;0.00
0.21;9.10;35.20;2815.66;1703.00;-1112.66;0.00
0.28;10.47;35.35;2828.27;2195.70;-632.57;0.00
0.30;10.18;35.69;2855.40;2325.18;-530.22;0.00
0.24;9.85;38.33;3066.24;1902.76;-1163.49;0.00
0.22;10.52;47.91;3833.01;1837.92;-1995.10;0.00
0.27;9.03;45.68;3654.18;2061.59;-1592.59;0.00
0.32;9.63;42.43;3394.29;2368.08;-1026.21;0.00
0.28;9.29;35.73;2858.36;2149.65;-708.71;0.00
0.23;11.03;36.69;2935.12;1942.12;-993.00;0.00
0.26;10.12;41.61;3328.47;2086.12;-1242.35;0.00
0.22;9.97;47.55;3803.72;1810.59;-1993.13;0.00
0.26;11.08;42.10;3368.36;2138.55;-1229.81;0.00
0.23;11.30;44.32;3545.34;1939.93;-1605.41;0.00
0.24;11.45;37.36;2988.89;2000.15;-988.75;0.00
0.26;10.56;32.68;2614.49;2113.17;-501.31;0.00
0.22;9.36;48.44;3874.97;1777.84;-2097.13;0.00
0.23;8.63;39.61;3168.55;1830.51;-1338.04;0.00
0.28;9.97;31.92;2553.68;2171.41;-382.27;0.00
0.28;9.51;35.71;2856.95;2136.25;-720.70;0.00
0.28;9.75;42.50;3400.21;2168.49;-1231.72;0.00
0.25;8.64;43.95;3515.91;1931.64;-1584.27;0.00
0.24;10.02;39.00;3120.19;1913.00;-1207.20;0.00
0.28;9.90;51.00;4080.30;2152.69;-1927.61;0.00
0.26;7.90;42.55;3404.06;1920.20;-1483.86;0.00
0.19;9.59;45.29;3623.03;1616.26;-2006.77;0.00
0.19;10.95;35.58;2846.80;1678.11;-1168.69;0.00
0.23;10.92;39.23;3138.34;1956.00;-1182.34;0.00
0.30;9.02;41.52;3321.57;2254.30;-1067.27;0.00
0.26;7.42;40.16;3213.10;1939.32;-1273.78;0.00
0.25;12.80;30.88;2470.72;2128.83;-341.89;0.00
0.27;11.12;47.01;3760.50;2161.31;-1599.19;0.00
0.28;10.08;41.36;3308.56;2151.48;-1157.08;0.00
0.24;10.65;41.63;3330.07;1963.43;-1366.64;0.00
0.25;11.41;38.87;3109.88;2077.17;-1032.71;0.00
0.30;10.36;42.19;3375.16;2314.45;-1060.71;0.00
0.22;8.34;33.83;2706.69;1737.87;-968.82;0.00
0.20;9.66;29.86;2388.55;1700.05;-688.51;0.00
0.22;9.83;36.18;2894.21;1822.43;-1071.78;0.00
0.22;8.18;40.65;3251.73;1717.44;-1534.28;0.00
0.22;10.32;46.64;3730.92;1868.94;-1861.97;0.00
0.19;9.43;41.85;3348.20;1599.83;-1748.37;0.00
0.27;10.92;40.36;3229.15;2163.21;-1065.94;0.00
0.25;10.37;43.82;3505.34;2022.70;-1482.64;0.00
0.27;10.38;41.20;3296.19;2137.46;-1158.73;0.00
0.26;9.88;40.69;3254.99;2051.50;-1203.49;0.00
0.25;11.50;45.65;3651.90;2052.59;-1599.31;0.00
0.23;9.37;28.91;2312.75;1858.47;-454.28;0.00
0.25;10.50;38.17;3053.48;2024.40;-1029.08;0.00
0.24;9.01;46.18;3694.65;1889.65;-1805.00;0.00
0.22;9.61;35.41;2833.03;1811.20;-1021.83;0.00
0.24;8.93;39.21;3136.98;1880.66;-1256.32;0.00
0.20;9.47;41.91;3352.88;1662.39;-1690.49;0.00
0.25;9.44;42.47;3397.78;1994.02;-1403.76;0.00
0.26;9.16;40.22;3217.73;1995.63;-1222.10;0.00
0.22;10.12;39.42;3153.67;1836.20;-1317.48;0.00
0.25;12.87;39.56;3164.59;2125.40;-1039.19;0.00
0.27;10.26;36.66;2932.47;2149.35;-783.12;0.00
0.22;10.06;46.11;3689.02;1836.58;-1852.44;0.00
0.28;10.32;35.76;2860.73;2184.64;-676.09;0.00
0.28;10.88;38.56;3084.92;2246.09;-838.83;0.00
0.23;12.61;36.76;2940.61;2050.81;-889.80;0.00
0.27;10.42;44.18;3534.29;2129.95;-1404.34;0.00
0.23;11.47;42.42;3393.20;1988.39;-1404.81;0.00
0.24;9.02;49.34;3947.47;1903.41;-2044.05;0.00
0.25;10.14;39.92;3193.42;2026.00;-1167.41;0.00
0.25;8.73;43.03;3442.35;1914.31;-1528.05;0.00
0.24;10.09;38.90;3112.12;1965.36;-1146.77;0.00
0.24;9.91;37.54;3002.97;1961.06;-1041.90;0.00
0.27;10.62;31.56;2524.78;2151.16;-373.62;0.00
0.28;8.22;36.40;2911.88;2072.57;-839.30;0.00
0.27;12.30;44.37;3549.99;2249.14;-1300.85;0.00
0.24;9.62;37.97;3037.72;1902.40;-1135.32;0.00
0.25;10.54;35.37;2829.39;2017.42;-811.97;0.00
0.28;9.72;41.75;3340.18;2142.82;-1197.36;0.00
0.30;10.28;40.73;3258.76;2276.83;-981.93;0.00
0.23;10.73;36.52;2921.62;1894.22;-1027.40;0.00
0.25;10.96;42.68;3414.16;2022.32;-1391.84;0.00
0.28;10.63;40.00;3200.35;2217.38;-982.97;0.00
0.23;11.04;42.44;3395.12;1924.88;-1470.25;0.00
0.25;9.67;42.22;3377.64;2004.08;-1373.56;0.00
0.30;8.67;29.43;2354.27;2201.68;-152.59;0.00
0.26;10.77;41.29;3303.19;2111.85;-1191.34;0.00
0.25;9.83;43.39;3471.19;1962.61;-1508.58;0.00
0.24;10.38;38.74;3099.12;1945.62;-1153.51;0.00
0.21;11.48;40.21;3216.68;1842.24;-1374.44;0.00
0.26;10.86;37.87;3029.29;2089.02;-940.28;0.00
0.26;9.11;35.76;2860.87;2024.96;-835.90;0.00
0.24;10.72;43.91;3512.53;1984.18;-1528.35;0.00
0.27;10.67;38.20;3056.15;2173.33;-882.82;0.00
0.24;8.77;43.30;3463.65;1896.79;-1566.86;0.00
0.26;9.95;51.76;4140.54;2040.58;-2099.96;0.00
0.24;10.16;37.28;2982.14;1939.61;-1042.52;0.00
0.26;9.90;33.93;2714.35;2060.36;-653.99;0.00
