# X_0;X_1;X_2;R_0;S_0;G_0;I_0
0.26;11.66;36.77;2941.28;2118.31;-822.97;0.00
0.23;10.86;49.41;3952.57;1938.55;-2014.02;0.00
0.25;8.69;37.54;3003.33;1950.26;-1053.07;0.00
0.28;11.60;40.45;3235.66;2265.67;-970.00;0.00
0.24;12.05;44.07;3525.95;2059.37;-1466.58;0.00
0.26;9.29;43.74;3499.04;2039.41;-1459.63;0.00
0.25;8.73;40.03;3202.23;1948.12;-1254.11;0.00
0.27;11.07;41.73;3338.56;2192.75;-1145.81;0.00
0.28;10.17;41.87;3349.77;2199.32;-1150.44;0.00
0.23;9.63;35.79;2863.57;1888.48;-975.08;0.00
0.24;11.34;41.88;3350.40;2008.66;-1341.75;0.00
0.26;11.03;38.43;3074.71;2099.63;-975.08;0.00
0.24;11.95;42.60;3408.08;2028.08;-1380.00;0.00
0.26;9.13;40.75;3259.93;2005.77;-1254.16;0.00
0.25;8.93;39.83;3186.14;1928.06;-1258.08;0.00
0.29;8.72;33.91;2712.47;2145.86;-566.61;0.00
0.26;8.28;40.00;3199.83;1988.95;-1210.88;0.00
0.29;8.82;41.16;3293.07;2166.21;-1126.86;0.00
0.22;10.39;42.95;3435.72;1855.48;-1580.24;0.00
0.29;10.85;36.07;2885.52;2264.64;-620.88;0.00
0.20;11.16;44.70;3576.09;1767.84;-1808.25;0.00
0.27;10.21;39.62;3169.51;2113.07;-1056.44;0.00
0.27;9.93;43.90;3511.97;2090.76;-1421.21;0.00
0.29;11.25;39.09;3127.38;2272.97;-854.41;0.00
0.23;8.53;40.68;3254.31;1829.31;-1425.00;0.00
0.24;9.70;43.36;3468.42;1906.26;-1562.16;0.00
0.18;10.60;50.63;4050.42;1600.20;-2450.22;0.00
0.24;9.51;37.69;3014.86;1911.67;-1103.19;0.00
0.28;10.63;38.34;3067.08;2234.65;-832.43;0.00
0.30;7.82;38.78;3102.02;2177.82;-924.20;0.00
0.25;9.86;45.56;3644.62;1999.01;-1645.61;0.00
0.24;11.89;35.82;2865.55;2039.92;-825.63;0.00
0.23;8.06;40.58;3246.12;1770.96;-1475.17;0.00
0.26;11.90;42.78;3422.00;2141.91;-1280.09;0.00
0.28;10.71;45.23;3618.73;2195.99;-1422.74;0.00
0.23;11.19;39.43;3154.41;1923.75;-1230.65;0.00
0.25;10.16;44.99;3598.91;2010.71;-1588.19;0.00
0.25;9.18;35.58;2846.18;1962.91;-883.27;0.00
0.25;10.18;43.38;3470.32;1980.88;-1489.45;0.00
0.23;9.72;33.04;2643.24;1878.90;-764.34;0.00
0.24;11.15;32.51;2600.79;1999.32;-601.47;0.00
0.27;11.19;34.71;2776.62;2152.50;-624.12;0.00
0.27;9.03;37.90;3032.30;2040.10;-992.21;0.00
0.19;10.31;34.03;2722.05;1678.13;-1043.93;0.00
0.19;11.30;43.33;3466.78;1742.54;-1724.24;0.00
0.28;10.57;38.87;3109.93;2221.28;-888.64;0.00
0.25;8.61;40.69;3255.59;1896.37;-1359.22;0.00
0.20;8.94;37.10;2967.95;1638.64;-1329.31;0.00
0.25;9.07;38.22;3057.71;1931.03;-1126.69;0.00
0.26;11.02;42.51;3400.85;2120.11;-1280.74;0.00
0.26;11.26;47.38;3790.39;2124.47;-1665.91;0.00
0.27;10.55;43.41;3472.69;2169.09;-1303.60;0.00
0.23;9.45;37.40;2992.20;1858.23;-1133.97;0.00
0.22;10.95;40.85;3268.29;1879.90;-1388.39;0.00
0.25;11.47;40.93;3274.51;2101.21;-1173.30;0.00
0.24;9.70;35.84;2867.32;1904.23;-963.09;0.00
0.27;9.77;39.01;3120.69;2088.92;-1031.76;0.00
0.24;9.57;46.17;3693.95;1906.87;-1787.09;0.00
0.23;7.81;38.69;3095.59;1758.61;-1336.99;0.00
0.30;9.94;39.77;3181.60;2277.12;-904.48;0.00
0.29;10.83;42.61;3408.59;2257.07;-1151.52;0.00
0.25;11.60;35.29;2823.55;2103.88;-719.68;0.00
0.26;10.02;34.95;2795.84;2057.17;-738.67;0.00
0.29;10.40;36.69;2935.27;2238.88;-696.39;0.00
0.27;9.07;39.04;3123.33;2075.09;-1048.25;0.00
0.30;11.11;33.77;2701.72;2340.89;-360.83;0.00
0.21;11.85;49.26;3940.46;1866.86;-2073.60;0.00
0.27;9.95;44.32;3545.45;2102.03;-1443.42;0.00
0.23;9.55;48.87;3909.89;1879.63;-2030.26;0.00
0.29;9.72;40.02;3201.60;2211.51;-990.09;0.00
0.25;10.21;36.57;2925.96;2005.22;-920.74;0.00
0.22;10.21;42.81;3424.96;1844.13;-1580.82;0.00
0.25;8.57;39.50;3160.36;1931.92;-1228.44;0.00
0.27;9.48;38.87;3109.43;2090.25;-1019.18;0.00
0.29;11.30;30.36;2428.41;2308.85;-119.57;0.00
0.22;12.33;36.63;2930.01;1974.46;-955.55;0.00
0.29;8.39;36.88;2950.33;2155.36;-794.97;0.00
0.23;10.48;34.98;2798.71;1885.56;-913.15;0.00
0.27;8.98;46.87;3749.21;2033.40;-1715.81;0.00
0.27;10.88;40.10;3207.64;2154.46;-1053.18;0.00
0.25;9.74;42.44;3395.00;1969.13;-1425.87;0.00
0.24;9.58;43.23;3458.43;1900.51;-1557.92;0.00
0.27;9.08;35.70;2856.32;2042.35;-813.96;0.00
0.32;10.39;50.31;4024.61;2399.26;-1625.35;0.00
0.25;8.71;35.60;2848.39;1935.79;-912.60;0.00
0.20;10.47;39.27;3141.87;1705.32;-1436.55;0.00
0.25;9.96;47.58;3806.22;1985.85;-1820.37;0.00
0.24;9.09;47.88;3830.52;1911.09;-1919.43;0.00
0.26;9.86;43.77;3501.62;2062.31;-1439.31;0.00
0.29;10.23;39.13;3130.67;2217.26;-913.41;0.00
0.29;10.80;37.42;2993.80;2298.23;-695.57;0.00
0.28;10.02;43.33;3466.41;2174.30;-1292.11;0.00
0.31;9.94;41.78;3342.05;2319.74;-1022.30;0.00
0.26;6.66;40.43;3234.15;1854.30;-1379.84;0.00
0.26;10.03;46.43;3714.19;2057.72;-1656.47;0.00
0.24;8.48;33.72;2697.83;1837.56;-860.27;0.00
0.24;8.79;39.26;3140.74;1890.04;-1250.71;0.00
0.23;11.64;43.73;3498.67;1980.12;-1518.56;0.00
0.23;8.89;39.03;3122.14;1829.11;-1293.03;0.00
0.23;11.35;41.30;3303.95;1971.10;-1332.86;0.00
0.24;9.14;43.12;3449.81;1916.80;-1533.01;0.00
0.28;10.85;51.72;4137.59;2221.69;-1915.90;0.00
0.23;11.29;38.43;3074.44;1965.66;-1108.78;0.00
0.26;9.73;39.83;3186.18;2052.24;-1133.94;0.00
0.22;11.55;46.07;3685.36;1884.78;-1800.58;0.00
0.23;10.89;41.90;3351.73;1937.47;-1414.26;0.00
0.23;9.06;42.77;3421.92;1815.84;-1606.08;0.00
0.25;10.03;35.07;2805.32;1981.91;-823.41;0.00
0.30;10.54;34.57;2765.55;2305.09;-460.45;0.00
0.24;8.85;38.37;3069.53;1866.50;-1203.03;0.00
0.24;11.47;35.03;2802.60;1995.92;-806.68;0.00
0.21;10.72;35.72;2857.39;1793.12;-1064.27;0.00
0.25;11.64;39.39;3150.94;2103.52;-1047.42;0.00
0.25;9.61;36.49;2919.06;1974.59;-944.48;0.00
0.23;9.35;36.08;2886.69;1820.10;-1066.58;0.00
0.25;8.98;34.11;2728.71;1960.63;-768.08;0.00
0.22;11.06;31.82;2545.42;1895.94;-649.48;0.00
0.26;11.73;38.77;3101.80;2150.33;-951.47;0.00
0.26;9.90;38.61;3088.65;2048.11;-1040.54;0.00
0.23;7.69;37.89;3031.47;1779.15;-1252.32;0.00
0.24;11.44;42.51;3401.13;2042.04;-1359.10;0.00
0.23;10.78;41.47;3317.25;1943.71;-1373.53;0.00
0.26;8.49;40.04;3203.32;1954.78;-1248.54;0.00
0.25;8.58;40.80;3263.80;1897.53;-1366.27;0.00
0.25;12.74;36.27;2901.46;2138.01;-763.46;0.00
0.27;9.56;39.68;3174.01;2062.14;-1111.87;0.00
0.27;11.02;37.66;3013.14;2154.78;-858.36;0.00
0.25;9.59;39.68;3174.56;1985.56;-1189.00;0.00
0.27;11.12;35.97;2877.76;2197.22;-680.55;0.00
0.26;10.82;35.45;2836.36;2127.82;-708.54;0.00
0.25;11.24;37.26;2981.01;2090.64;-890.37;0.00
0.28;11.11;40.09;3207.59;2224.56;-983.03;0.00
0.26;10.74;32.50;2599.76;2082.01;-517.75;0.00
0.24;8.31;40.06;3204.58;1843.17;-1361.41;0.00
0.31;9.80;45.84;3667.30;2335.17;-1332.13;0.00
0.23;11.01;38.10;3048.17;1931.38;-1116.80;0.00
0.26;10.03;42.48;3398.26;2062.16;-1336.10;0.00
0.22;7.99;37.87;3029.97;1701.65;-1328.32;0.00
0.21;11.04;52.09;4166.91;1842.03;-2324.88;0.00
0.26;12.02;32.76;2620.55;2168.35;-452.20;0.00
0.28;11.20;38.39;3071.36;2240.44;-830.92;0.00
0.23;10.82;44.90;3591.92;1936.37;-1655.55;0.00
0.20;9.69;47.87;3829.82;1702.84;-2126.97;0.00
0.25;8.09;36.49;2919.10;1910.20;-1008.91;0.00
0.29;11.18;41.85;3348.36;2299.23;-1049.13;0.00
0.23;9.48;45.07;3605.90;1880.79;-1725.11;0.00
0.26;7.75;36.97;2957.38;1943.12;-1014.26;0.00
0.21;10.91;43.12;3449.83;1820.48;-1629.34;0.00
0.24;10.15;40.20;3216.34;1944.32;-1272.02;0.00
0.24;13.09;42.13;3370.62;2094.39;-1276.24;0.00
0.20;7.55;37.29;2983.25;1581.78;-1401.47;0.00
0.21;10.83;47.56;3805.14;1836.18;-1968.96;0.00
0.27;9.14;33.81;2704.62;2095.22;-609.41;0.00
0.22;9.57;47.15;3772.16;1808.64;-1963.52;0.00
0.25;10.56;35.63;2850.06;2045.54;-804.52;0.00
0.23;9.74;43.87;3509.40;1840.58;-1668.82;0.00
0.26;9.86;32.97;2637.50;2026.39;-611.11;0.00
0.22;10.24;41.34;3307.31;1858.69;-1448.61;0.00
0.19;10.71;36.76;2940.66;1663.59;-1277.07;0.00
0.25;12.40;41.05;3283.69;2132.06;-1151.63;0.00
0.29;10.99;38.69;3094.93;2274.44;-820.49;0.00
0.26;11.56;34.31;2745.11;2143.67;-601.44;0.00
0.25;10.01;45.77;3661.66;2000.34;-1661.32;0.00
0.21;11.18;34.70;2775.78;1805.96;-969.82;0.00
0.25;9.86;44.24;3539.01;2001.21;-1537.80;0.00
0.24;10.68;50.94;4075.48;1953.14;-2122.34;0.00
0.25;10.51;35.55;2844.36;2048.36;-796.00;0.00
0.24;9.31;37.56;3004.88;1921.40;-1083.49;0.00
0.23;9.04;43.93;3514.49;1826.21;-1688.28;0.00
0.25;7.87;43.58;3486.02;1911.91;-1574.11;0.00
0.25;10.87;45.77;3661.21;2021.95;-1639.26;0.00
0.25;10.17;34.50;2760.08;2021.75;-738.33;0.00
0.26;9.26;38.92;3113.63;2006.47;-1107.16;0.00
0.28;10.76;37.23;2978.15;2221.17;-756.98;0.00
0.23;11.31;40.59;3247.16;1963.19;-1283.97;0.00
0.26;10.55;47.87;3829.96;2073.42;-1756.55;0.00
0.22;8.84;40.70;3255.63;1733.20;-1522.44;0.00
0.32;9.80;41.00;3279.73;2378.38;-901.36;0.00
0.21;8.22;33.48;2678.16;1686.64;-991.52;0.00
0.28;10.55;35.98;2878.15;2229.59;-648.55;0.00
0.25;10.37;42.99;3438.98;2014.79;-1424.19;0.00
0.26;11.68;43.19;3454.93;2129.16;-1325.76;0.00
0.24;11.69;31.90;2551.92;2020.05;-531.87;0.00
0.25;10.39;38.83;3106.47;2005.88;-1100.59;0.00
0.18;10.70;40.46;3236.62;1647.55;-1589.07;0.00
0.19;9.81;48.02;3841.79;1643.32;-2198.47;0.00
0.24;9.87;43.93;3514.76;1920.98;-1593.78;0.00
0.27;10.26;40.90;3271.85;2100.51;-1171.34;0.00
0.27;8.98;35.67;2853.69;2072.08;-781.60;0.00
0.26;11.75;43.12;3449.45;2127.83;-1321.62;0.00
0.23;9.50;27.64;2211.03;1830.26;-380.77;0.00
0.22;10.04;39.13;3130.30;1813.15;-1317.16;0.00
0.25;12.33;36.11;2888.72;2118.73;-770.00;0.00
0.24;11.44;40.67;3253.56;2015.61;-1237.94;0.00
0.26;11.63;44.16;3532.83;2142.95;-1389.88;0.00
0.26;10.98;36.95;2955.98;2080.59;-875.39;0.00
0.23;9.64;42.47;3397.98;1873.51;-1524.48;0.00
0.27;11.09;39.68;3174.06;2169.92;-1004.15;0.00
0.26;8.97;43.77;3501.72;1984.78;-1516.94;0.00
0.23;8.64;33.44;2675.33;1806.88;-868.45;0.00
0.26;11.72;48.67;3893.42;2133.40;-1760.03;0.00
0.28;10.33;30.25;2419.98;2192.87;-227.11;0.00
0.25;10.67;29.98;2398.17;2012.18;-385.99;0.00
0.26;9.60;34.27;2741.26;2014.87;-726.40;0.00
0.27;9.67;42.13;3370.17;2071.91;-1298.26;0.00
0.25;8.44;41.80;3344.19;1940.02;-1404.17;0.00
0.24;10.97;45.34;3627.48;1988.66;-1638.82;0.00
0.27;9.85;38.04;3042.98;2110.28;-932.69;0.00
0.27;11.31;36.12;2889.24;2179.54;-709.69;0.00
0.26;10.82;36.68;2934.67;2126.57;-808.10;0.00
0.23;11.19;45.10;3608.20;1946.44;-1661.76;0.00
0.23;11.42;38.56;3084.88;1941.66;-1143.23;0.00
0.28;10.28;48.21;3857.17;2160.71;-1696.46;0.00
0.25;9.10;36.73;2938.02;1943.18;-994.84;0.00
0.27;8.85;41.81;3344.46;2028.56;-1315.90;0.00
0.28;10.64;41.04;3283.02;2197.36;-1085.65;0.00
0.27;10.42;34.58;2766.56;2121.42;-645.15;0.00
0.26;8.33;30.93;2474.71;1950.12;-524.58;0.00
0.24;10.23;44.74;3579.05;1930.99;-1648.07;0.00
0.25;10.45;42.84;3427.37;2009.39;-1417.98;0.00
0.22;10.55;40.46;3236.87;1824.94;-1411.94;0.00
0.25;8.87;38.93;3114.41;1943.14;-1171.27;0.00
0.24;11.67;43.69;3495.13;2053.64;-1441.50;0.00
0.30;10.53;32.81;2624.87;2341.93;-282.94;0.00
0.23;9.76;38.66;3092.48;1857.00;-1235.48;0.00
0.27;11.12;42.15;3372.30;2180.59;-1191.71;0.00
0.26;10.14;33.14;2651.21;2055.82;-595.39;0.00
0.25;11.96;38.09;3046.99;2077.72;-969.28;0.00
