# X_0;X_1;R_0;S_0;G_0;I_0
9646;19117;143000;2840;140159;1
8565;17717;143000;2522;140477;1
8010;17342;143000;2358;140641;1
10403;20455;143000;3063;139936;1
8067;23092;143000;2375;140624;1
9383;21508;143000;2763;140236;1
11452;13938;143000;3372;139627;1
10961;19118;143000;3227;139772;1
11056;23172;143000;3255;139744;1
8890;24237;143000;2618;140381;1
