# X_0;X_1;X_2;R_0;R_1;R_2;S_0;S_1;S_2;G_0;G_1;G_2;I_0;I_1;I_2
206846564109.94;266670710.76;11745.44;36364187830.78;1.00;1.50;19485.96;0.00;0.00;-36364168344.83;-1.00;-1.50;0.00;0.00;0.00
188132413186.68;199018165.91;10719.92;27138840805.66;1.00;1.50;19485.96;0.00;0.00;-27138821319.71;-1.00;-1.50;0.00;0.00;0.00
185306523890.39;299217051.25;9904.82;40802325170.71;1.00;1.50;19485.96;0.00;0.00;-40802305684.75;-1.00;-1.50;0.00;0.00;0.00
166134511771.15;223893719.81;10173.12;30530961792.24;1.00;1.50;19485.96;0.00;0.00;-30530942306.28;-1.00;-1.50;0.00;0.00;0.00
198134939720.00;219550028.38;9261.49;29938640234.27;1.00;1.50;19485.96;0.00;0.00;-29938620748.31;-1.00;-1.50;0.00;0.00;0.00
213524496327.24;236879297.47;10459.19;32301722381.67;1.00;1.50;19485.96;0.00;0.00;-32301702895.71;-1.00;-1.50;0.00;0.00;0.00
193756709056.80;247680538.31;9004.22;33774618860.03;1.00;1.50;19485.96;0.00;0.00;-33774599374.08;-1.00;-1.50;0.00;0.00;0.00
226037716965.77;235213467.32;9832.09;32074563725.15;1.00;1.50;19485.96;0.00;0.00;-32074544239.19;-1.00;-1.50;0.00;0.00;0.00
250259753642.21;226346162.60;10299.42;30865385808.49;1.00;1.50;19485.96;0.00;0.00;-30865366322.53;-1.00;-1.50;0.00;0.00;0.00
209437601435.69;301818655.66;8926.25;41157089407.81;1.00;1.50;19485.96;0.00;0.00;-41157069921.86;-1.00;-1.50;0.00;0.00;0.00
