# X_0;X_1;X_2;R_0;R_1;R_2;S_0;S_1;S_2;G_0;G_1;G_2;I_0;I_1;I_2
180768775611.74;256104462.78;8923.71;34923335833.08;1.00;1.50;19485.96;0.00;0.00;-34923316347.13;-1.00;-1.50;0.00;0.00;0.00
194039988627.18;207702650.91;9225.74;28323088761.01;1.00;1.50;19485.96;0.00;0.00;-28323069275.05;-1.00;-1.50;0.00;0.00;0.00
185983029187.18;236938871.36;10474.17;32309846094.66;1.00;1.50;19485.96;0.00;0.00;-32309826608.71;-1.00;-1.50;0.00;0.00;0.00
214252445005.26;225084572.53;9476.34;30693350799.16;1.00;1.50;19485.96;0.00;0.00;-30693331313.20;-1.00;-1.50;0.00;0.00;0.00
217705094297.63;251505240.08;10216.31;34296169101.53;1.00;1.50;19485.96;0.00;0.00;-34296149615.58;-1.00;-1.50;0.00;0.00;0.00
190114392141.58;280837765.58;11308.77;38296058942.46;1.00;1.50;19485.96;0.00;0.00;-38296039456.50;-1.00;-1.50;0.00;0.00;0.00
176739207991.58;310558915.37;9764.51;42348943004.53;1.00;1.50;19485.96;0.00;0.00;-42348923518.58;-1.00;-1.50;0.00;0.00;0.00
229487098720.67;214525547.94;11189.06;29253483809.72;1.00;1.50;19485.96;0.00;0.00;-29253464323.76;-1.00;-1.50;0.00;0.00;0.00
179853004536.35;231906560.76;10483.26;31623621921.92;1.00;1.50;19485.96;0.00;0.00;-31623602435.97;-1.00;-1.50;0.00;0.00;0.00
227465840437.90;269201088.13;10852.12;36709239291.12;1.00;1.50;19485.96;0.00;0.00;-36709219805.16;-1.00;-1.50;0.00;0.00;0.00
