# X_0;X_1;X_2;R_0;R_1;R_2;S_0;S_1;S_2;G_0;G_1;G_2;I_0;I_1;I_2
165970248255.45;302706703.17;10427.32;41278186796.01;1.00;1.50;17559.39;1650.30;-0.00;-41278169236.62;1649.30;-1.50;0.00;1.00;0.00
194734903232.79;286488834.82;10342.03;39066659293.21;1.00;1.50;17559.39;1650.30;-0.00;-39066641733.82;1649.30;-1.50;0.00;1.00;0.00
219408189401.99;275498862.27;10993.27;37568026673.75;1.00;1.50;17559.39;1650.30;-0.00;-37568009114.35;1649.30;-1.50;0.00;1.00;0.00
206964221923.92;244661086.51;11013.16;33362875432.98;1.00;1.50;17559.39;1650.30;-0.00;-33362857873.58;1649.30;-1.50;0.00;1.00;0.00
195056944750.10;274362290.62;10850.47;37413039630.60;1.00;1.50;17559.39;1650.30;-0.00;-37413022071.21;1649.30;-1.50;0.00;1.00;0.00
224084012534.87;221583401.12;10781.51;30215918334.67;1.00;1.50;17559.39;1650.30;-0.00;-30215900775.28;1649.30;-1.50;0.00;1.00;0.00
200399478462.58;267597459.64;8852.37;36490562678.04;1.00;1.50;17559.39;1650.30;-0.00;-36490545118.65;1649.30;-1.50;0.00;1.00;0.00
228588310115.14;287102561.30;7904.05;39150349268.08;1.00;1.50;17559.39;1650.30;-0.00;-39150331708.69;1649.30;-1.50;0.00;1.00;0.00
230447255091.02;302582525.95;9281.00;41261253538.76;1.00;1.50;17559.39;1650.30;-0.00;-41261235979.37;1649.30;-1.50;0.00;1.00;0.00
168069540903.46;232242766.73;9166.98;31669468191.05;1.00;1.50;17559.39;1650.30;-0.00;-31669450631.66;1649.30;-1.50;0.00;1.00;0.00
