# X_0;X_1;X_2;R_0;R_1;S_0;S_1;G_0;G_1;I_0;I_1
1;1037;3;3;3;1;1;-2;-2;0;0
0;973;2;2;2;1;1;-1;-1;0;0
0;996;3;3;3;1;1;-2;-2;0;0
0;1059;2;2;3;1;1;-1;-1;0;0
1;924;3;3;3;0;1;-2;-2;0;0
0;818;2;2;3;0;0;-2;-2;0;0
0;868;3;3;4;0;0;-2;-3;0;0
0;1024;2;2;3;1;1;-1;-2;0;0
0;856;2;2;3;0;0;-1;-2;0;0
1;884;3;3;3;0;0;-2;-2;0;0
0;954;2;2;3;0;1;-1;-2;0;0
0;874;2;2;2;0;0;-1;-2;0;0
1;998;2;2;3;1;1;-1;-1;0;0
1;978;3;3;4;1;1;-2;-2;0;0
1;1159;3;3;3;1;1;-1;-2;0;0
0;1016;2;2;3;1;1;-1;-2;0;0
1;1075;3;3;3;1;1;-2;-2;0;0
0;991;3;3;3;1;1;-2;-2;0;0
0;1085;3;3;3;1;1;-2;-2;0;0
1;742;2;2;2;0;0;-1;-2;0;0
0;948;2;2;3;0;1;-1;-2;0;0
1;1065;3;3;3;1;1;-2;-2;0;0
1;1034;3;3;3;1;1;-2;-2;0;0
0;1120;2;2;2;1;1;-1;-1;0;0
0;951;3;3;3;0;1;-2;-2;0;0
0;910;3;3;3;0;0;-2;-2;0;0
1;830;3;3;3;0;0;-2;-2;0;0
0;840;2;2;3;0;0;-1;-2;0;0
1;993;2;2;3;1;1;-1;-1;0;0
0;1051;3;3;3;1;1;-2;-2;0;0
1;1053;3;3;3;1;1;-2;-2;0;0
0;940;2;2;3;0;1;-1;-2;0;0
1;965;2;2;3;1;1;-1;-2;0;0
0;1105;3;3;3;1;1;-1;-2;0;0
1;1008;3;3;3;1;1;-2;-2;0;0
0;927;2;2;3;0;1;-1;-2;0;0
1;1082;2;2;3;1;1;-1;-1;0;0
0;1110;3;3;3;1;1;-1;-2;0;0
0;1137;2;2;3;1;1;-1;-1;0;0
0;1217;2;2;3;1;1;-1;-1;0;0
0;957;3;3;3;0;1;-2;-2;0;0
0;1089;2;2;2;1;1;-1;-1;0;0
0;943;3;3;3;0;1;-2;-2;0;0
1;914;2;2;3;0;0;-1;-2;0;0
1;902;3;3;3;0;0;-2;-2;0;0
1;1042;3;3;3;1;1;-2;-2;0;0
1;1143;3;3;3;1;1;-1;-2;0;0
0;894;3;3;3;0;0;-2;-2;0;0
1;1045;3;3;3;1;1;-2;-2;0;0
0;1021;3;3;3;1;1;-1;-2;0;0
0;1003;2;2;3;1;1;-1;-1;0;0
1;1131;3;3;3;1;1;-1;-2;0;0
0;946;3;3;3;0;1;-2;-2;0;0
0;1093;3;3;3;1;1;-1;-2;0;0
0;1048;2;2;3;1;1;-1;-2;0;0
1;1039;2;2;2;1;1;-1;-1;0;0
1;975;2;2;3;1;1;-1;-2;0;0
0;1062;3;3;3;1;1;-2;-2;0;0
0;1257;2;2;2;1;1;-1;-1;0;0
0;1029;2;2;3;1;1;-1;-2;0;0
1;1097;2;2;2;1;1;-1;-1;0;0
1;934;2;2;3;0;1;-2;-2;0;0
1;1013;2;2;2;1;1;-1;-1;0;0
1;804;3;3;3;0;0;-2;-2;0;0
0;1026;3;3;3;1;1;-2;-2;0;0
0;1031;2;2;2;1;1;-1;-1;0;0
1;1072;2;2;2;1;1;-1;-1;0;0
1;960;3;3;3;1;1;-2;-2;0;0
1;862;2;2;3;0;0;-1;-2;0;0
1;1011;3;3;3;1;1;-1;-2;0;0
1;981;3;3;3;1;1;-2;-2;0;0
0;898;3;3;3;0;0;-2;-2;0;0
1;1195;3;3;3;1;1;-2;-2;0;0
0;848;2;2;2;0;0;-1;-1;0;0
1;782;3;3;3;0;0;-2;-2;0;0
1;1006;3;3;3;1;1;-2;-2;0;0
1;1001;3;3;3;1;1;-2;-2;0;0
1;962;2;2;3;1;1;-1;-2;0;0
0;968;2;2;3;1;1;-1;-2;0;0
1;1181;2;2;3;1;1;-1;-1;0;0
0;937;2;2;3;0;1;-1;-2;0;0
1;1115;3;3;3;1;1;-1;-2;0;0
1;917;2;2;3;0;1;-2;-2;0;0
0;1078;3;3;3;1;1;-2;-2;0;0
1;1056;2;2;2;1;1;-1;-1;0;0
1;1151;2;2;3;1;1;-1;-1;0;0
1;1018;2;2;2;1;1;-1;-1;0;0
1;1069;2;2;3;1;1;-1;-1;0;0
1;988;3;3;3;1;1;-2;-2;0;0
1;930;2;2;2;0;1;-1;-1;0;0
1;1101;2;2;2;1;1;-1;-1;0;0
0;1169;2;2;3;1;1;-1;-1;0;0
1;921;3;3;3;0;1;-2;-2;0;0
0;879;2;2;2;0;0;-1;-1;0;0
0;986;2;2;2;1;1;-1;-1;0;0
0;1125;3;3;3;1;1;-1;-2;0;0
0;983;2;2;3;1;1;-1;-1;0;0
0;889;3;3;3;0;0;-2;-2;0;0
0;970;3;3;3;1;1;-2;-2;0;0
1;906;3;3;3;0;0;-2;-2;0;0
