# X_0;X_1;R_0;S_0;G_0;I_0
13961;23773;143000;144766;-1766;0
18878;15015;143000;145288;-2288;0
18166;21910;143000;146960;-3960;0
15582;26166;143000;146578;-3578;0
12018;21336;143000;142728;271;1
14446;17244;143000;143058;-58;0
12965;22952;143000;143854;-854;0
18170;18181;143000;145804;-2804;0
11115;13124;143000;139582;3417;1
16560;22218;143000;145997;-2997;0
13010;13123;143000;140831;2168;1
15014;18478;143000;143816;-816;0
12986;27019;143000;145132;-2132;0
11629;18069;143000;141457;1542;1
14933;18595;143000;143799;-799;0
15476;22437;143000;145350;-2350;0
12530;24426;143000;144025;-1025;0
17667;14438;143000;144310;-1310;0
9801;13049;143000;138692;4307;1
17699;16663;143000;145022;-2022;0
14962;17950;143000;143617;-617;0
11499;16186;143000;140786;2213;1
14231;18500;143000;143306;-306;0
11338;20071;143000;141887;1112;1
12979;16554;143000;141876;1123;1
12114;21177;143000;142742;257;1
13060;17889;143000;142344;655;1
16870;14274;143000;143734;-734;0
19263;16729;143000;146074;-3074;0
12176;22115;143000;143074;-74;0
17226;16723;143000;144729;-1729;0
12461;21826;143000;143172;-172;0
14108;18835;143000;143329;-329;0
13028;21982;143000;143595;-595;0
13572;18150;143000;142763;236;1
13379;20349;143000;143319;-319;0
12721;16059;143000;141552;1447;1
19497;23892;143000;148453;-5453;0
15089;29715;143000;147356;-4356;0
17700;14404;143000;144321;-1321;0
13939;14238;143000;141790;1209;1
15725;24583;143000;146181;-3181;0
11920;15757;143000;140930;2069;1
13146;20249;143000;143134;-134;0
14422;19542;143000;143756;-756;0
17532;17589;143000;145200;-2200;0
15167;10041;143000;141296;1703;1
16046;21047;143000;145294;-2294;0
19171;17895;143000;146376;-3376;0
10938;20172;143000;141654;1345;1
16395;21381;143000;145628;-2628;0
17163;23679;143000;146848;-3848;0
14151;27809;143000;146145;-3145;0
16662;20765;143000;145613;-2613;0
14307;21804;143000;144383;-1383;0
14046;25583;143000;145384;-2384;0
16695;19398;143000;145210;-2210;0
16761;18843;143000;145081;-2081;0
15452;21939;143000;145180;-2180;0
13963;22046;143000;144231;-1231;0
9941;22935;143000;141855;1144;1
16076;16249;143000;143824;-824;0
12834;16158;143000;141658;1341;1
18381;15389;143000;145076;-2076;0
18856;18114;143000;146236;-3236;0
13248;20141;143000;143168;-168;0
15969;17689;143000;144200;-1200;0
15249;4678;143000;139684;3315;1
15664;18891;143000;144373;-1373;0
16739;21712;143000;145958;-2958;0
13779;17419;143000;142672;327;1
18864;20715;143000;147049;-4049;0
13962;18330;143000;143076;-76;0
16446;23879;143000;146438;-3438;0
12322;22023;143000;143142;-142;0
11608;17008;143000;141113;1886;1
17320;19132;143000;145539;-2539;0
17165;13656;143000;143736;-736;0
16033;11486;143000;142316;683;1
13903;12952;143000;141367;1632;1
15645;18288;143000;144173;-1173;0
14843;19444;143000;144003;-1003;0
15237;13076;143000;142285;714;1
13109;20692;143000;143247;-247;0
10623;17767;143000;140699;2300;1
15946;18436;143000;144417;-1417;0
17173;22504;143000;146490;-3490;0
14086;19287;143000;143455;-455;0
17139;15781;143000;144379;-1379;0
7822;22797;143000;140415;2584;1
13321;21852;143000;143747;-747;0
13895;23780;143000;144725;-1725;0
13207;17374;143000;142281;718;1
11611;22485;143000;142816;183;1
15978;16040;143000;143694;-694;0
14264;29184;143000;146647;-3647;0
10068;23517;143000;142120;879;1
13732;25251;143000;145074;-2074;0
12693;18654;143000;142340;659;1
17185;21393;143000;146153;-3153;0
16474;12635;143000;142963;36;1
14127;16159;143000;142510;489;1
13439;15226;143000;141767;1232;1
13157;22753;143000;143919;-919;0
14139;24345;143000;145061;-2061;0
13192;11953;143000;140587;2412;1
17635;27364;143000;148304;-5304;0
13959;21953;143000;144199;-1199;0
18162;18334;143000;145847;-2847;0
13856;24784;143000;145011;-2011;0
17132;15648;143000;144333;-1333;0
14365;20058;143000;143879;-879;0
15856;28346;143000;147436;-4436;0
14470;20609;143000;144119;-1119;0
10647;24347;143000;142759;240;1
16797;25390;143000;147138;-4138;0
13951;20643;143000;143787;-787;0
12867;26342;143000;144843;-1843;0
15481;10845;143000;141753;1246;1
17372;16328;143000;144703;-1703;0
12260;12125;143000;140026;2973;1
14896;14483;143000;142497;502;1
15609;15620;143000;143320;-320;0
16551;22637;143000;146121;-3121;0
12750;20981;143000;143100;-100;0
11186;18888;143000;141419;1580;1
19889;23606;143000;148623;-5623;0
13002;14655;143000;141301;1698;1
12952;24056;143000;144189;-1189;0
13746;23800;143000;144633;-1633;0
11759;24458;143000;143527;-527;0
11578;23603;143000;143142;-142;0
13033;24470;143000;144371;-1371;0
13847;17047;143000;142602;397;1
12660;19834;143000;142685;314;1
14621;17725;143000;143323;-323;0
14550;12117;143000;141534;1465;1
17024;18653;143000;145195;-2195;0
15455;20616;143000;144771;-1771;0
17509;23209;143000;146930;-3930;0
16292;19280;143000;144907;-1907;0
15950;23038;143000;145849;-2849;0
16406;19352;143000;145005;-2005;0
12119;23864;143000;143580;-580;0
15119;14690;143000;142708;291;1
17156;19918;143000;145675;-2675;0
18037;18715;143000;145883;-2883;0
13667;8925;143000;139960;3039;1
13534;19184;143000;143059;-59;0
17737;17874;143000;145424;-2424;0
14966;15271;143000;142788;211;1
15544;19258;143000;144407;-1407;0
15246;20757;143000;144677;-1677;0
15505;18608;143000;144180;-1180;0
15591;26782;143000;146776;-3776;0
13568;13958;143000;141458;1541;1
7799;14763;143000;137904;5095;1
17746;18315;143000;145566;-2566;0
14788;7469;143000;140247;2752;1
15454;19685;143000;144481;-1481;0
15886;25985;143000;146723;-3723;0
17238;21096;143000;146095;-3095;0
15163;22100;143000;145039;-2039;0
9998;22454;143000;141743;1256;1
17136;28867;143000;148442;-5442;0
11875;21184;143000;142586;413;1
11555;24107;143000;143283;-283;0
13302;20187;143000;143218;-218;0
22089;15408;143000;147527;-4527;0
11274;19787;143000;141756;1243;1
17629;13730;143000;144065;-1065;0
17969;20466;143000;146382;-3382;0
17395;14100;143000;144026;-1026;0
15834;19446;143000;144657;-1657;0
17203;17525;143000;144963;-1963;0
10077;17837;143000;140361;2638;1
10847;29330;143000;144439;-1439;0
18166;27854;143000;148806;-5806;0
13220;11331;143000;140413;2586;1
12025;20085;143000;142344;655;1
17890;19869;143000;146144;-3144;0
13475;16234;143000;142104;895;1
14916;16620;143000;143174;-174;0
11939;18537;143000;141806;1193;1
13049;18928;143000;142660;339;1
14926;29451;143000;147166;-4166;0
15809;15855;143000;143525;-525;0
18557;18987;143000;146310;-3310;0
20867;23640;143000;149278;-6278;0
14704;15786;143000;142775;224;1
16076;16091;143000;143774;-774;0
12923;21054;143000;143237;-237;0
14534;18570;143000;143528;-528;0
15441;22551;143000;145362;-2362;0
16278;23694;143000;146269;-3269;0
15257;24600;143000;145878;-2878;0
13666;20313;143000;143497;-497;0
13149;26414;143000;145051;-2051;0
16478;21477;143000;145713;-2713;0
8496;28180;143000;142532;467;1
14429;19947;143000;143886;-886;0
9385;20424;143000;140709;2290;1
17211;26514;143000;147761;-4761;0
11586;17382;143000;141215;1784;1
10646;16138;143000;140209;2790;1
18022;19374;143000;146077;-3077;0
16488;27262;143000;147516;-4516;0
13690;18277;143000;142880;119;1
11746;19159;143000;141872;1127;1
16702;19107;143000;145124;-2124;0
13733;23513;143000;144535;-1535;0
14188;15531;143000;142356;643;1
17892;17040;143000;145267;-2267;0
14740;26366;143000;146085;-3085;0
16223;23003;143000;146018;-3018;0
13162;18496;143000;142600;399;1
11412;25875;143000;143738;-738;0
11687;20989;143000;142402;597;1
12610;23660;143000;143840;-840;0
13501;25145;143000;144889;-1889;0
15986;18937;143000;144599;-1599;0
17648;9561;143000;142783;216;1
12024;23996;143000;143558;-558;0
12651;19147;143000;142465;534;1
18998;19675;143000;146814;-3814;0
14740;28954;143000;146889;-3889;0
12973;19157;143000;142681;318;1
8583;23957;143000;141277;1722;1
8364;22448;143000;140664;2335;1
11527;21071;143000;142322;677;1
15195;23056;143000;145357;-2357;0
11369;22209;143000;142571;428;1
18043;17237;143000;145427;-2427;0
15023;23352;143000;145336;-2336;0
14394;24832;143000;145381;-2381;0
14213;19544;143000;143619;-619;0
14646;25070;143000;145621;-2621;0
15916;25225;143000;146506;-3506;0
12418;21623;143000;143081;-81;0
17598;20362;143000;146105;-3105;0
16837;14857;143000;143893;-893;0
14590;22195;143000;144691;-1691;0
17383;28805;143000;148586;-5586;0
14538;14052;143000;142127;872;1
11404;17985;143000;141282;1717;1
15046;19457;143000;144141;-1141;0
14474;18490;143000;143463;-463;0
15211;21319;143000;144828;-1828;0
13137;30549;143000;146328;-3328;0
13607;23267;143000;144376;-1376;0
15309;20231;143000;144555;-1555;0
14757;18273;143000;143583;-583;0
14069;20979;143000;143969;-969;0
15343;23036;143000;145448;-2448;0
12544;17732;143000;141955;1044;1
17543;25935;143000;147800;-4800;0
15878;24134;143000;146142;-3142;0
16483;15709;143000;143924;-924;0
19031;26281;143000;148888;-5888;0
15046;14060;143000;142464;535;1
13350;22586;143000;143995;-995;0
14849;19408;143000;143996;-996;0
10466;24315;143000;142630;369;1
15997;24399;143000;146303;-3303;0
15172;20659;143000;144597;-1597;0
16111;19797;143000;144949;-1949;0
13931;26767;143000;145676;-2676;0
15974;15161;143000;143418;-418;0
10051;31003;143000;144434;-1434;0
14799;15985;143000;142900;99;1
17477;20192;143000;145972;-2972;0
15584;14974;143000;143103;-103;0
15234;15144;143000;142925;74;1
10255;13838;143000;139236;3763;1
15180;16165;143000;143207;-207;0
19941;19785;143000;147470;-4470;0
17293;16684;143000;144761;-1761;0
14554;20162;143000;144035;-1035;0
12748;25628;143000;144543;-1543;0
17736;22231;143000;146776;-3776;0
15844;14476;143000;143120;-120;0
15676;21224;143000;145105;-2105;0
15795;20980;143000;145108;-2108;0
17682;13149;143000;143920;-920;0
16088;29094;143000;147821;-4821;0
12236;20501;143000;142612;387;1
11192;20581;143000;141949;1050;1
12178;22544;143000;143209;-209;0
11843;15255;143000;140724;2275;1
12222;30305;143000;145648;-2648;0
16724;21815;143000;145980;-2980;0
17811;27486;143000;148458;-5458;0
13805;27704;143000;145884;-2884;0
13099;27748;143000;145432;-2432;0
10763;22721;143000;142331;668;1
15373;21463;143000;144980;-1980;0
13771;15530;143000;142080;919;1
15991;18168;143000;144364;-1364;0
14197;11700;143000;141172;1827;1
18286;22823;143000;147323;-4323;0
14496;18899;143000;143605;-605;0
15066;19415;143000;144141;-1141;0
13550;15858;143000;142036;963;1
18888;15054;143000;145306;-2306;0
12537;12807;143000;140421;2578;1
12252;16236;143000;141298;1701;1
14590;20508;143000;144167;-1167;0
17743;23670;143000;147228;-4228;0
13313;20542;143000;143335;-335;0
14458;17960;143000;143288;-288;0
17826;22835;143000;147023;-4023;0
14368;24344;143000;145212;-2212;0
13096;20307;143000;143119;-119;0
14964;30847;143000;147625;-4625;0
16651;24757;143000;146845;-3845;0
14300;23731;143000;144977;-1977;0
12975;19037;143000;142645;354;1
13808;12440;143000;141145;1854;1
16118;20209;143000;145081;-2081;0
16854;24311;143000;146841;-3841;0
9327;21348;143000;140957;2042;1
20193;23572;143000;148813;-5813;0
14848;16436;143000;143072;-72;0
17808;18221;143000;145578;-2578;0
15007;22838;143000;145165;-2165;0
15244;18204;143000;143882;-882;0
15125;16981;143000;143424;-424;0
13378;26338;143000;145178;-2178;0
15636;24615;143000;146132;-3132;0
15918;25018;143000;146443;-3443;0
16277;25219;143000;146742;-3742;0
16884;28013;143000;148011;-5011;0
12192;17148;143000;141542;1457;1
13406;12912;143000;141026;1973;1
12581;24954;143000;144223;-1223;0
15668;17768;143000;144026;-1026;0
14275;16528;143000;142723;276;1
19881;24174;143000;148794;-5794;0
16191;27691;143000;147454;-4454;0
14905;19445;143000;144044;-1044;0
10512;17616;143000;140579;2420;1
15729;28043;143000;147258;-4258;0
14557;26240;143000;145925;-2925;0
17122;24644;143000;147121;-4121;0
20242;20219;143000;147804;-4804;0
14754;23188;143000;145107;-2107;0
13395;28778;143000;145948;-2948;0
17141;17871;143000;145030;-2030;0
12413;15320;143000;141120;1879;1
18426;23016;143000;147475;-4475;0
14088;14373;143000;141930;1069;1
13552;25000;143000;144878;-1878;0
15543;17394;143000;143828;-828;0
14819;14787;143000;142541;458;1
18663;25881;143000;148521;-5521;0
17476;29817;143000;148961;-5961;0
15294;26223;143000;146406;-3406;0
11306;15689;143000;140504;2495;1
16962;20745;143000;145804;-2804;0
15376;18594;143000;144090;-1090;0
14065;19867;143000;143621;-621;0
19106;24753;143000;148463;-5463;0
12920;25303;143000;144555;-1555;0
12651;21594;143000;143225;-225;0
14150;19000;143000;143408;-408;0
14674;16423;143000;142953;46;1
18368;18328;143000;145981;-2981;0
14379;19229;143000;143630;-630;0
18045;15421;143000;144865;-1865;0
13699;16381;143000;142297;702;1
16752;16822;143000;144447;-1447;0
19042;27920;143000;149405;-6405;0
17179;21730;143000;146253;-3253;0
14241;25656;143000;145536;-2536;0
13713;17683;143000;142711;288;1
13915;22660;143000;144390;-1390;0
12570;21600;143000;143174;-174;0
17380;23548;143000;146951;-3951;0
15428;25080;143000;146139;-3139;0
16143;14986;143000;143475;-475;0
19180;24698;143000;148495;-5495;0
15696;13999;143000;142874;125;1
15658;15154;143000;143208;-208;0
12182;24128;143000;143703;-703;0
11967;16639;143000;141235;1764;1
13901;27000;143000;145729;-2729;0
15992;17737;143000;144230;-1230;0
14923;20382;143000;144347;-1347;0
16965;23898;143000;146786;-3786;0
12699;24101;143000;144036;-1036;0
15225;18381;143000;143925;-925;0
16699;18647;143000;144979;-1979;0
16982;15090;143000;144061;-1061;0
14060;23571;143000;144769;-1769;0
12632;19960;143000;142705;294;1
17600;18645;143000;145573;-2573;0
14882;16631;143000;143155;-155;0
16739;16004;143000;144185;-1185;0
13283;11850;143000;140615;2384;1
14305;20745;143000;144052;-1052;0
11258;23156;143000;142792;207;1
13645;22581;143000;144187;-1187;0
16139;23397;143000;146085;-3085;0
11817;11895;143000;139663;3336;1
13424;24841;143000;144744;-1744;0
13468;16332;143000;142130;869;1
15877;11263;143000;142144;855;1
14903;16621;143000;143166;-166;0
15646;22756;143000;145561;-2561;0
17204;16833;143000;144749;-1749;0
13632;13319;143000;141302;1697;1
16231;20308;143000;145187;-2187;0
15668;19965;143000;144709;-1709;0
14312;21758;143000;144372;-1372;0
14355;22424;143000;144607;-1607;0
10997;16036;143000;140408;2591;1
16533;21401;143000;145725;-2725;0
17158;20970;143000;146003;-3003;0
18709;14742;143000;145092;-2092;0
11478;18803;143000;141585;1414;1
18023;14101;143000;144440;-1440;0
12259;20435;143000;142607;392;1
15159;21983;143000;145000;-2000;0
16867;27388;143000;147805;-4805;0
19413;19156;143000;146927;-3927;0
11942;29063;143000;145078;-2078;0
15388;23339;143000;145572;-2572;0
19687;16304;143000;146222;-3222;0
15045;10817;143000;141456;1543;1
15363;19297;143000;144300;-1300;0
21915;13302;143000;146758;-3758;0
14807;17509;143000;143378;-378;0
12942;15605;143000;141557;1442;1
14716;18540;143000;143638;-638;0
16066;13425;143000;142940;59;1
12018;25637;143000;144064;-1064;0
20264;15942;143000;146490;-3490;0
14242;11002;143000;140984;2015;1
13729;19642;143000;143330;-330;0
13548;23772;143000;144493;-1493;0
17288;14453;143000;144065;-1065;0
17987;20860;143000;146516;-3516;0
17685;20831;143000;146308;-3308;0
16590;23909;143000;146542;-3542;0
18500;20409;143000;146714;-3714;0
16369;18678;143000;144771;-1771;0
17176;26636;143000;147775;-4775;0
12822;26448;143000;144846;-1846;0
14234;21257;143000;144165;-1165;0
12485;31572;143000;146215;-3215;0
13987;18139;143000;143033;-33;0
16009;15125;143000;143430;-430;0
17359;25059;143000;147406;-4406;0
17706;30047;143000;149184;-6184;0
21042;18013;143000;147646;-4646;0
14953;24297;143000;145583;-2583;0
13484;24611;143000;144712;-1712;0
15035;21969;143000;144914;-1914;0
18896;13408;143000;144800;-1800;0
17271;22878;143000;146671;-3671;0
17498;21990;143000;146544;-3544;0
11965;13188;143000;140162;2837;1
15473;17565;143000;143835;-835;0
18093;21426;143000;146762;-3762;0
16602;18012;143000;144718;-1718;0
17589;16602;143000;144931;-1931;0
14037;20995;143000;143953;-953;0
15682;18771;143000;144347;-1347;0
15452;22878;143000;145471;-2471;0
14293;16132;143000;142612;387;1
13701;23128;143000;144394;-1394;0
11552;20541;143000;142174;825;1
17302;12729;143000;143539;-539;0
14609;17112;143000;143124;-124;0
13649;16002;143000;142147;852;1
19836;19978;143000;147461;-4461;0
12654;27086;143000;144933;-1933;0
13409;17486;143000;142449;550;1
20609;25729;143000;149757;-6757;0
14726;26195;143000;146023;-3023;0
15444;26888;143000;146712;-3712;0
17245;25581;143000;147493;-4493;0
15151;18531;143000;143922;-922;0
18866;21680;143000;147350;-4350;0
15050;34086;143000;148688;-5688;0
12041;24452;143000;143711;-711;0
14061;22037;143000;144293;-1293;0
14495;16172;143000;142757;242;1
15604;17937;143000;144037;-1037;0
18789;22628;143000;147594;-4594;0
13782;22334;143000;144201;-1201;0
15542;11261;143000;141922;1077;1
15874;24462;143000;146242;-3242;0
12654;16769;143000;141729;1270;1
13631;16099;143000;142165;834;1
14237;22979;143000;144701;-1701;0
16405;19319;143000;144994;-1994;0
16243;20501;143000;145254;-2254;0
15442;22882;143000;145466;-2466;0
13951;29389;143000;146504;-3504;0
17021;17686;143000;144893;-1893;0
12354;18773;143000;142153;846;1
14317;28879;143000;146587;-3587;0
15721;16178;143000;143567;-567;0
15113;20711;143000;144575;-1575;0
20681;23833;143000;149216;-6216;0
13820;19119;143000;143227;-227;0
14833;16654;143000;143130;-130;0
13081;17085;143000;142108;891;1
15641;17435;143000;143905;-905;0
14940;9233;143000;140895;2104;1
18737;22911;143000;147648;-4648;0
9493;12109;143000;138197;4802;1
12006;16441;143000;141200;1799;1
13224;26359;143000;145083;-2083;0
11204;19611;143000;141655;1344;1
12974;24630;143000;144382;-1382;0
11127;19598;143000;141601;1398;1
20946;23095;143000;149161;-6161;0
12048;19682;143000;142234;765;1
12721;19068;143000;142487;512;1
13123;24127;143000;144324;-1324;0
9735;24136;143000;142092;907;1
19457;27389;143000;149513;-6513;0
12265;14678;143000;140823;2176;1
15990;15196;143000;143440;-440;0
15591;22449;143000;145430;-2430;0
14149;13142;143000;141588;1411;1
13136;15555;143000;141669;1330;1
16295;19625;143000;145017;-2017;0
12877;26039;143000;144755;-1755;0
13160;23790;143000;144243;-1243;0
12389;22265;143000;143261;-261;0
10567;17145;143000;140469;2530;1
6927;15659;143000;137608;5391;1
14456;17145;143000;143034;-34;0
12957;19709;143000;142842;157;1
14358;18898;143000;143514;-514;0
11435;13840;143000;140015;2984;1
17927;21200;143000;146582;-3582;0
16252;19908;143000;145076;-2076;0
18258;28305;143000;149007;-6007;0
18436;25202;143000;148161;-5161;0
12740;18323;143000;142268;731;1
14835;20277;143000;144256;-1256;0
11950;16510;143000;141184;1815;1
18536;11410;143000;143942;-942;0
17256;18681;143000;145357;-2357;0
13345;23553;143000;144292;-1292;0
13507;12479;143000;140959;2040;1
21499;18069;143000;147965;-4965;0
17979;20975;143000;146546;-3546;0
16498;9226;143000;141920;1079;1
15985;21299;143000;145332;-2332;0
10848;20032;143000;141551;1448;1
17755;25549;143000;147819;-4819;0
11672;26665;143000;144155;-1155;0
9544;23686;143000;141827;1172;1
15238;23029;143000;145377;-2377;0
14944;17252;143000;143389;-389;0
15430;27536;143000;146904;-3904;0
14486;22840;143000;144822;-1822;0
15346;21823;143000;145074;-2074;0
17001;25945;143000;147445;-4445;0
12054;25719;143000;144113;-1113;0
17007;21556;143000;146086;-3086;0
16481;20116;143000;145292;-2292;0
16519;15534;143000;143894;-894;0
14849;18369;143000;143673;-673;0
12934;20450;143000;143057;-57;0
18114;20117;143000;146369;-3369;0
14561;16955;143000;143044;-44;0
12311;16605;143000;141452;1547;1
18412;19160;143000;146268;-3268;0
15064;19788;143000;144256;-1256;0
16551;22031;143000;145933;-2933;0
13658;12962;143000;141208;1791;1
14295;17491;143000;143035;-35;0
17276;14610;143000;144106;-1106;0
14548;23620;143000;145106;-2106;0
16670;25624;143000;147127;-4127;0
15767;19239;143000;144549;-1549;0
11380;20189;143000;141951;1048;1
13498;17143;143000;142401;598;1
12608;21366;143000;143126;-126;0
13285;20128;143000;143188;-188;0
15006;10991;143000;141485;1514;1
15577;29838;143000;147716;-4716;0
12642;17823;143000;142048;951;1
16563;21760;143000;145857;-2857;0
14778;24974;143000;145678;-2678;0
19276;17536;143000;146333;-3333;0
16663;16262;143000;144215;-1215;0
11358;19905;143000;141848;1151;1
17474;19858;143000;145866;-2866;0
16948;31305;143000;149075;-6075;0
10942;17040;143000;140684;2315;1
12099;21654;143000;142880;119;1
9242;17055;143000;139568;3431;1
15914;18878;143000;144533;-1533;0
14938;19572;143000;144105;-1105;0
15409;19161;143000;144288;-1288;0
16078;17522;143000;144220;-1220;0
16525;21390;143000;145717;-2717;0
15515;17344;143000;143794;-794;0
15262;18559;143000;144004;-1004;0
12710;20552;143000;142941;58;1
15688;20173;143000;144787;-1787;0
15422;20910;143000;144840;-1840;0
13865;24571;143000;144951;-1951;0
14421;13326;143000;141824;1175;1
14356;20142;143000;143899;-899;0
15947;20972;143000;145206;-2206;0
9863;16570;143000;139827;3172;1
12923;15202;143000;141419;1580;1
14716;21036;143000;144414;-1414;0
17582;10184;143000;142933;66;1
15431;21245;143000;144950;-1950;0
18710;23935;143000;147948;-4948;0
17446;28278;143000;148463;-5463;0
17772;25930;143000;147949;-4949;0
15509;22761;143000;145472;-2472;0
16807;25314;143000;147121;-4121;0
14441;20188;143000;143969;-969;0
15807;20950;143000;145106;-2106;0
12887;20426;143000;143018;-18;0
17491;22331;143000;146646;-3646;0
14585;22457;143000;144769;-1769;0
13536;19734;143000;143231;-231;0
18455;19600;143000;146433;-3433;0
14478;24235;143000;145251;-2251;0
13843;16673;143000;142483;516;1
13829;19816;143000;143450;-450;0
17880;25068;143000;147752;-4752;0
14164;22362;143000;144462;-1462;0
15589;21652;143000;145181;-2181;0
18183;16795;143000;145382;-2382;0
13744;20626;143000;143645;-645;0
15377;24230;143000;145842;-2842;0
13254;17994;143000;142505;494;1
17779;24584;143000;147536;-4536;0
19220;17572;143000;146308;-3308;0
18773;15938;143000;145505;-2505;0
13863;25302;143000;145176;-2176;0
11400;19596;143000;141780;1219;1
15569;25112;143000;146242;-3242;0
13412;21254;143000;143622;-622;0
15248;10449;143000;141476;1523;1
14890;21470;143000;144663;-1663;0
15423;14555;143000;142867;132;1
16334;12698;143000;142891;108;1
15650;20883;143000;144982;-1982;0
14020;25676;143000;145396;-2396;0
19359;19020;143000;146849;-3849;0
10473;13255;143000;139199;3800;1
15621;17642;143000;143956;-956;0
16519;13597;143000;143292;-292;0
13393;15856;143000;141932;1067;1
12204;18531;143000;141979;1020;1
13880;19916;143000;143515;-515;0
16027;14256;143000;143172;-172;0
13435;17337;143000;142420;579;1
16429;18494;143000;144754;-1754;0
18343;23837;143000;147675;-4675;0
15894;15393;143000;143438;-438;0
14374;24141;143000;145153;-2153;0
12943;28444;143000;145546;-2546;0
12090;23664;143000;143499;-499;0
16954;22315;143000;146287;-3287;0
10940;19276;143000;141377;1622;1
14762;17352;143000;143300;-300;0
9205;26802;143000;142571;428;1
10924;20257;143000;141671;1328;1
15103;25718;143000;146123;-3123;0
14997;23772;143000;145449;-2449;0
19119;9053;143000;143595;-595;0
15532;21195;143000;145001;-2001;0
21400;21005;143000;148811;-5811;0
15135;19773;143000;144298;-1298;0
12916;36024;143000;147883;-4883;0
17448;19787;143000;145827;-2827;0
13887;26364;143000;145522;-2522;0
15014;16232;143000;143118;-118;0
13438;25449;143000;144942;-1942;0
13582;20350;143000;143453;-453;0
16220;25133;143000;146678;-3678;0
15387;18189;143000;143972;-972;0
17350;19294;143000;145609;-2609;0
19050;10742;143000;144074;-1074;0
9763;22016;143000;141452;1547;1
14963;16950;143000;143307;-307;0
12948;16214;143000;141750;1249;1
13264;20340;143000;143240;-240;0
17062;23807;143000;146821;-3821;0
16203;13422;143000;143029;-29;0
11463;18101;143000;141357;1642;1
14640;21749;143000;144585;-1585;0
15290;23063;143000;145422;-2422;0
12397;26107;143000;144460;-1460;0
17445;19458;143000;145723;-2723;0
15779;24601;143000;146222;-3222;0
17347;16110;143000;144618;-1618;0
17910;15392;143000;144767;-1767;0
17023;32262;143000;149422;-6422;0
16460;22803;143000;146113;-3113;0
15007;20738;143000;144513;-1513;0
14295;8634;143000;140284;2715;1
17710;30326;143000;149274;-6274;0
18325;12601;143000;144173;-1173;0
11079;10394;143000;138710;4289;1
20696;19670;143000;147932;-4932;0
16586;21548;143000;145806;-2806;0
19949;27173;143000;149771;-6771;0
16192;12145;143000;142625;374;1
14573;22010;143000;144622;-1622;0
13699;24920;143000;144950;-1950;0
15567;18500;143000;144187;-1187;0
13798;12861;143000;141269;1730;1
15073;23439;143000;145396;-2396;0
14114;27184;143000;145927;-2927;0
15117;18518;143000;143896;-896;0
14061;15147;143000;142153;846;1
15274;15656;143000;143111;-111;0
19004;17280;143000;146074;-3074;0
15376;27250;143000;146779;-3779;0
15936;21646;143000;145408;-2408;0
15264;20381;143000;144572;-1572;0
17038;16328;143000;144482;-1482;0
15265;23657;143000;145590;-2590;0
14780;17687;143000;143416;-416;0
13926;26426;143000;145567;-2567;0
16383;17666;143000;144466;-1466;0
17440;15286;143000;144424;-1424;0
17951;19144;143000;145959;-2959;0
13868;24804;143000;145025;-2025;0
11446;17420;143000;141134;1865;1
17153;18259;143000;145158;-2158;0
10725;19432;143000;141284;1715;1
20254;23057;143000;148693;-5693;0
13263;17234;143000;142275;724;1
13882;11938;143000;141038;1961;1
14678;11185;143000;141329;1670;1
9488;24175;143000;141942;1057;1
18805;13158;143000;144663;-1663;0
12086;12959;143000;140171;2828;1
13817;31202;143000;146979;-3979;0
18813;19251;143000;146561;-3561;0
15007;21506;143000;144752;-1752;0
14491;26064;143000;145827;-2827;0
18569;21436;143000;147079;-4079;0
16486;25124;143000;146851;-3851;0
15056;15287;143000;142852;147;1
12630;15944;143000;141457;1542;1
16467;12943;143000;143054;-54;0
16686;22724;143000;146237;-3237;0
13067;22579;143000;143806;-806;0
12065;21761;143000;142891;108;1
14403;24847;143000;145391;-2391;0
15306;21317;143000;144890;-1890;0
15876;22800;143000;145727;-2727;0
19267;32842;143000;151082;-8082;0
14469;12885;143000;141719;1280;1
16620;27107;143000;147555;-4555;0
17305;21326;143000;146211;-3211;0
14948;17094;143000;143342;-342;0
13944;16173;143000;142394;605;1
10729;23105;143000;142428;571;1
10190;24631;143000;142546;453;1
13946;22214;143000;144272;-1272;0
16642;18493;143000;144894;-1894;0
17109;13611;143000;143685;-685;0
14409;20968;143000;144190;-1190;0
13136;18975;143000;142732;267;1
16101;25601;143000;146745;-3745;0
17375;13144;143000;143716;-716;0
12217;24518;143000;143848;-848;0
12236;15864;143000;141172;1827;1
16692;23332;143000;146430;-3430;0
13159;20830;143000;143323;-323;0
19325;20431;143000;147265;-4265;0
15241;12153;143000;142001;998;1
18120;21148;143000;146693;-3693;0
12001;13232;143000;140199;2800;1
14284;16502;143000;142721;278;1
15701;22279;143000;145449;-2449;0
15676;10197;143000;141680;1319;1
12510;18012;143000;142020;979;1
18300;17972;143000;145825;-2825;0
13417;20869;143000;143505;-505;0
17493;19296;143000;145704;-2704;0
11685;24324;143000;143437;-437;0
15904;22214;143000;145563;-2563;0
15515;24295;143000;145953;-2953;0
14236;20871;143000;144046;-1046;0
12629;26614;143000;144770;-1770;0
16901;20687;143000;145746;-2746;0
19343;16385;143000;146020;-3020;0
16040;31026;143000;148390;-5390;0
17124;13771;143000;143745;-745;0
12012;10296;143000;139295;3704;1
13029;27027;143000;145162;-2162;0
