# X_0;X_1;X_2;R_0;S_0;G_0;I_0
0.27;9.24;44.37;3549.93;2085.59;-1464.34;0.00
0.23;8.37;41.65;3331.62;1774.03;-1557.58;0.00
0.25;8.67;39.95;3196.09;1954.45;-1241.65;0.00
0.26;10.34;39.27;3141.52;2058.34;-1083.19;0.00
0.26;10.61;40.11;3208.65;2099.81;-1108.84;0.00
0.21;10.30;44.51;3560.53;1774.47;-1786.06;0.00
0.24;11.08;50.28;4022.46;1998.72;-2023.74;0.00
0.25;9.13;50.90;4071.78;1975.80;-2095.97;0.00
0.26;8.64;38.62;3089.86;1992.42;-1097.44;0.00
0.25;11.16;50.03;4002.65;2064.54;-1938.11;0.00
0.27;11.33;37.69;3015.02;2191.94;-823.08;0.00
0.25;8.31;41.08;3286.37;1933.15;-1353.23;0.00
0.31;8.43;49.51;3960.72;2255.90;-1704.82;0.00
0.26;11.58;45.23;3618.12;2162.66;-1455.46;0.00
0.24;11.17;36.31;2905.13;2018.96;-886.18;0.00
0.24;10.76;34.53;2762.49;1972.53;-789.96;0.00
0.23;9.70;38.39;3071.00;1873.30;-1197.69;0.00
0.26;10.39;37.86;3028.89;2085.58;-943.32;0.00
0.24;12.81;32.11;2568.96;2075.11;-493.85;0.00
0.27;10.21;51.09;4087.59;2143.97;-1943.62;0.00
0.25;9.82;46.15;3692.31;1981.62;-1710.70;0.00
0.23;9.64;36.40;2911.85;1851.62;-1060.22;0.00
0.22;10.77;44.16;3532.65;1881.70;-1650.95;0.00
0.24;8.28;40.40;3232.32;1864.00;-1368.32;0.00
0.26;9.49;37.96;3036.67;2045.21;-991.46;0.00
0.25;10.35;39.06;3125.07;2002.42;-1122.65;0.00
0.22;8.73;38.16;3053.03;1778.85;-1274.18;0.00
0.24;10.14;28.59;2287.00;1940.45;-346.55;0.00
0.29;11.09;29.19;2335.49;2273.29;-62.19;0.00
0.24;10.86;39.59;3167.48;1974.78;-1192.69;0.00
0.21;11.59;39.68;3174.66;1844.67;-1330.00;0.00
0.26;9.74;42.58;3406.25;2052.83;-1353.42;0.00
0.26;7.43;44.25;3540.04;1926.96;-1613.07;0.00
0.22;8.88;39.69;3174.82;1768.78;-1406.03;0.00
0.25;9.40;42.04;3363.59;1945.78;-1417.81;0.00
0.23;8.44;49.08;3926.29;1791.72;-2134.57;0.00
0.25;10.21;36.52;2921.40;2012.37;-909.04;0.00
0.27;9.99;42.45;3396.27;2107.39;-1288.88;0.00
0.23;9.56;28.85;2308.25;1841.37;-466.88;0.00
0.26;10.71;47.36;3788.54;2102.50;-1686.04;0.00
0.23;10.19;41.15;3292.26;1913.06;-1379.20;0.00
0.23;10.49;36.65;2932.20;1916.14;-1016.06;0.00
0.24;9.41;31.12;2489.85;1931.72;-558.13;0.00
0.28;7.78;40.60;3247.61;2058.98;-1188.64;0.00
0.25;8.50;39.18;3134.34;1904.75;-1229.59;0.00
0.24;9.06;43.28;3462.30;1864.58;-1597.71;0.00
0.25;9.36;46.62;3729.56;1951.03;-1778.52;0.00
0.22;11.41;45.81;3665.19;1875.40;-1789.79;0.00
0.26;9.55;36.91;2953.13;2020.95;-932.17;0.00
0.29;10.51;43.33;3466.59;2247.57;-1219.02;0.00
0.23;8.85;40.13;3210.04;1820.72;-1389.33;0.00
0.25;9.75;37.44;2994.92;2010.22;-984.70;0.00
0.29;9.47;35.05;2803.79;2223.88;-579.91;0.00
0.23;9.66;40.84;3267.53;1841.24;-1426.29;0.00
0.26;8.87;26.07;2085.25;2016.93;-68.32;0.00
0.26;12.15;32.91;2632.50;2161.79;-470.71;0.00
0.24;10.27;41.06;3284.97;1982.19;-1302.78;0.00
0.24;10.26;45.18;3614.57;1962.64;-1651.93;0.00
0.28;9.97;30.55;2444.37;2177.18;-267.19;0.00
0.20;10.86;37.92;3033.69;1726.44;-1307.25;0.00
0.24;8.55;38.72;3097.59;1844.27;-1253.32;0.00
0.24;9.74;38.96;3116.93;1943.62;-1173.31;0.00
0.24;10.46;40.62;3249.96;1987.14;-1262.82;0.00
0.23;9.07;41.98;3358.13;1811.79;-1546.34;0.00
0.23;10.69;42.05;3363.64;1896.86;-1466.78;0.00
0.26;11.42;41.43;3314.23;2114.26;-1199.97;0.00
0.27;11.25;48.87;3909.84;2183.75;-1726.09;0.00
0.21;11.34;47.38;3790.78;1812.57;-1978.21;0.00
0.27;11.31;42.27;3381.25;2159.84;-1221.42;0.00
0.25;12.50;45.92;3673.39;2119.19;-1554.20;0.00
0.21;10.75;42.57;3405.43;1818.43;-1586.99;0.00
0.23;12.34;49.00;3920.22;2010.75;-1909.47;0.00
0.28;12.41;34.03;2722.39;2298.49;-423.90;0.00
0.21;8.91;38.54;3082.93;1724.46;-1358.47;0.00
0.27;9.74;36.80;2943.79;2084.90;-858.89;0.00
0.26;9.26;46.47;3717.81;2044.70;-1673.12;0.00
0.24;11.37;35.86;2868.40;2038.23;-830.17;0.00
0.24;9.11;40.57;3245.82;1887.89;-1357.92;0.00
0.25;12.34;43.50;3480.29;2095.54;-1384.75;0.00
0.26;7.60;44.03;3522.09;1935.33;-1586.76;0.00
0.25;9.62;40.71;3256.51;1987.74;-1268.77;0.00
0.24;11.05;38.90;3111.69;2019.48;-1092.21;0.00
0.25;10.26;42.43;3394.75;1994.11;-1400.63;0.00
0.28;11.91;41.62;3329.21;2266.67;-1062.54;0.00
0.22;9.38;37.27;2981.84;1814.01;-1167.84;0.00
0.21;9.99;39.85;3188.18;1781.66;-1406.52;0.00
0.19;9.83;40.89;3271.26;1640.71;-1630.55;0.00
0.21;10.59;36.95;2956.23;1802.45;-1153.78;0.00
0.25;11.08;38.33;3066.46;2061.10;-1005.36;0.00
0.30;9.23;38.27;3061.37;2230.78;-830.59;0.00
0.30;9.60;51.92;4153.76;2262.81;-1890.95;0.00
0.27;11.17;35.84;2867.51;2159.27;-708.25;0.00
0.20;8.82;44.19;3534.84;1659.33;-1875.51;0.00
0.23;8.17;42.51;3400.45;1772.73;-1627.72;0.00
0.23;7.33;43.03;3442.40;1751.58;-1690.83;0.00
0.22;8.54;35.39;2831.30;1743.39;-1087.91;0.00
0.24;11.50;33.53;2682.58;2014.43;-668.14;0.00
0.23;11.75;42.49;3399.31;1966.83;-1432.48;0.00
0.25;11.66;40.80;3263.74;2074.30;-1189.44;0.00
0.19;10.14;36.38;2910.63;1674.55;-1236.08;0.00
0.26;9.47;38.90;3111.77;2049.96;-1061.80;0.00
0.29;9.98;40.50;3239.65;2217.29;-1022.36;0.00
0.27;8.76;35.65;2852.37;2062.78;-789.59;0.00
0.23;9.10;36.98;2958.07;1851.99;-1106.08;0.00
0.26;10.55;36.93;2954.67;2063.49;-891.18;0.00
0.28;9.20;42.90;3431.72;2101.18;-1330.54;0.00
0.22;9.52;44.24;3539.35;1781.59;-1757.76;0.00
0.23;10.46;41.01;3280.66;1906.52;-1374.14;0.00
0.23;9.42;35.07;2805.50;1870.02;-935.48;0.00
0.22;10.95;46.92;3753.80;1879.23;-1874.57;0.00
0.27;10.24;23.18;1854.78;2098.78;244.00;1.00
0.24;7.55;37.03;2962.72;1831.91;-1130.81;0.00
0.25;11.96;45.95;3676.04;2089.36;-1586.67;0.00
0.29;10.15;45.17;3613.88;2218.08;-1395.81;0.00
0.21;10.08;41.90;3352.22;1747.58;-1604.64;0.00
0.22;9.48;42.03;3362.34;1768.11;-1594.23;0.00
0.26;11.39;43.82;3505.97;2127.08;-1378.90;0.00
0.22;11.14;40.70;3256.09;1874.72;-1381.37;0.00
0.24;9.71;43.01;3440.65;1946.02;-1494.64;0.00
0.25;9.42;34.31;2745.13;1987.06;-758.07;0.00
0.25;11.77;36.73;2938.20;2104.81;-833.38;0.00
0.23;10.64;42.20;3375.93;1931.65;-1444.29;0.00
0.27;8.73;35.24;2819.17;2067.97;-751.20;0.00
0.24;12.32;38.92;3113.21;2036.25;-1076.95;0.00
0.26;9.77;41.24;3299.39;2017.58;-1281.81;0.00
0.24;9.38;39.45;3155.62;1893.85;-1261.77;0.00
0.25;10.29;45.02;3601.82;1988.60;-1613.21;0.00
0.26;8.32;36.19;2895.08;1963.02;-932.05;0.00
0.26;9.81;41.40;3311.75;2021.53;-1290.22;0.00
0.28;11.26;35.70;2855.96;2255.02;-600.94;0.00
0.24;9.65;35.45;2835.97;1923.57;-912.40;0.00
0.26;10.75;42.98;3438.72;2073.70;-1365.02;0.00
0.23;10.61;47.37;3789.79;1909.96;-1879.83;0.00
0.24;11.05;40.53;3242.80;1972.41;-1270.39;0.00
0.21;10.33;44.36;3548.41;1809.75;-1738.66;0.00
0.27;9.20;33.45;2675.84;2066.06;-609.79;0.00
0.25;11.15;40.58;3246.10;2040.47;-1205.62;0.00
0.23;9.17;43.97;3517.72;1825.40;-1692.32;0.00
0.24;10.94;35.57;2845.47;2006.21;-839.25;0.00
0.25;10.48;39.59;3167.51;2032.29;-1135.22;0.00
0.21;9.26;35.41;2832.52;1729.93;-1102.59;0.00
0.27;10.99;35.42;2833.87;2168.61;-665.25;0.00
0.26;9.77;34.63;2770.38;2020.90;-749.49;0.00
0.24;11.19;40.35;3227.79;2016.24;-1211.54;0.00
0.28;9.82;45.73;3658.49;2138.62;-1519.88;0.00
0.28;10.48;44.37;3549.36;2194.87;-1354.49;0.00
0.28;6.28;34.48;2758.65;1952.34;-806.31;0.00
0.22;9.24;45.02;3601.76;1783.95;-1817.82;0.00
0.25;12.32;40.79;3263.20;2132.33;-1130.87;0.00
0.29;9.46;42.44;3395.19;2197.28;-1197.91;0.00
0.30;11.77;45.88;3670.60;2380.77;-1289.83;0.00
0.28;10.47;29.35;2347.91;2179.87;-168.04;0.00
0.27;10.02;45.95;3675.83;2116.59;-1559.24;0.00
0.27;11.25;44.39;3550.88;2161.67;-1389.21;0.00
0.27;10.32;41.27;3301.58;2152.82;-1148.76;0.00
0.21;9.38;26.63;2130.41;1744.42;-385.99;0.00
0.29;11.12;39.16;3133.10;2279.13;-853.97;0.00
0.23;9.62;38.64;3091.33;1854.66;-1236.67;0.00
0.28;7.90;40.95;3276.19;2080.04;-1196.15;0.00
0.28;7.20;40.32;3225.86;2022.19;-1203.67;0.00
0.27;10.86;34.23;2738.05;2163.73;-574.32;0.00
0.24;11.24;44.04;3522.92;1993.58;-1529.35;0.00
0.21;10.15;30.62;2449.50;1753.12;-696.38;0.00
0.28;10.43;38.69;3094.97;2223.37;-871.60;0.00
0.26;9.72;44.59;3567.11;2043.82;-1523.29;0.00
0.24;9.55;39.24;3138.82;1905.35;-1233.47;0.00
0.25;10.53;39.15;3131.72;2005.92;-1125.80;0.00
0.20;10.70;33.91;2712.92;1749.28;-963.64;0.00
0.27;11.81;42.07;3365.67;2213.77;-1151.90;0.00
0.24;10.95;41.93;3354.59;2007.20;-1347.39;0.00
0.23;9.18;42.35;3388.20;1818.35;-1569.85;0.00
0.23;10.44;33.98;2718.57;1901.06;-817.52;0.00
0.28;9.30;39.71;3176.90;2134.00;-1042.90;0.00
0.21;10.90;33.54;2683.44;1800.87;-882.57;0.00
0.26;9.82;40.61;3248.71;2050.32;-1198.39;0.00
0.32;12.00;42.23;3378.18;2523.26;-854.92;0.00
0.26;10.92;37.30;2983.89;2129.06;-854.83;0.00
0.24;9.95;40.64;3250.83;1917.21;-1333.61;0.00
0.26;11.20;41.25;3299.72;2097.96;-1201.76;0.00
0.28;9.74;42.95;3436.36;2148.87;-1287.49;0.00
0.23;9.32;46.02;3681.43;1829.49;-1851.95;0.00
0.23;9.92;44.33;3546.36;1882.67;-1663.69;0.00
0.26;9.63;36.28;2902.72;2035.52;-867.21;0.00
0.23;9.12;41.28;3302.56;1844.19;-1458.37;0.00
0.28;11.02;38.52;3081.51;2252.70;-828.80;0.00
0.27;9.35;34.81;2784.88;2058.47;-726.41;0.00
0.21;11.48;42.32;3385.68;1824.92;-1560.76;0.00
0.26;11.14;37.35;2987.72;2108.96;-878.75;0.00
0.27;10.40;37.40;2992.00;2118.04;-873.95;0.00
0.27;11.91;36.23;2898.76;2207.07;-691.69;0.00
0.23;12.58;39.90;3191.79;1993.63;-1198.15;0.00
0.23;9.43;41.18;3294.14;1868.28;-1425.85;0.00
0.26;10.29;41.56;3325.00;2074.64;-1250.36;0.00
0.24;10.41;39.42;3153.75;1941.82;-1211.93;0.00
0.22;10.21;37.08;2966.64;1810.33;-1156.31;0.00
0.24;8.29;39.07;3125.52;1850.05;-1275.46;0.00
0.18;8.05;45.21;3616.46;1492.75;-2123.71;0.00
0.25;9.18;40.59;3246.90;1942.78;-1304.12;0.00
0.28;10.23;32.53;2602.60;2161.62;-440.98;0.00
0.29;10.91;46.49;3718.83;2288.07;-1430.76;0.00
0.28;10.04;41.55;3323.61;2166.25;-1157.36;0.00
0.25;9.62;42.36;3388.82;1995.10;-1393.72;0.00
0.25;10.95;50.33;4026.05;2054.76;-1971.28;0.00
0.27;9.11;37.56;3004.97;2063.77;-941.20;0.00
0.29;11.66;46.45;3716.13;2315.82;-1400.31;0.00
0.20;9.84;45.80;3663.93;1684.90;-1979.03;0.00
0.24;8.04;37.81;3024.64;1829.35;-1195.29;0.00
0.29;9.17;37.85;3027.98;2170.14;-857.84;0.00
0.28;8.80;43.51;3480.67;2126.90;-1353.77;0.00
0.32;8.64;41.84;3346.81;2306.64;-1040.17;0.00
0.23;10.64;39.58;3166.52;1918.97;-1247.54;0.00
0.25;11.40;39.83;3186.27;2070.72;-1115.55;0.00
0.22;9.37;44.39;3551.57;1790.56;-1761.00;0.00
0.24;7.57;35.52;2841.35;1808.05;-1033.31;0.00
0.24;9.39;37.31;2984.46;1905.73;-1078.73;0.00
0.24;11.66;43.22;3457.24;2002.39;-1454.85;0.00
0.22;10.37;43.81;3504.49;1862.62;-1641.87;0.00
0.24;9.52;37.22;2977.26;1907.98;-1069.29;0.00
0.24;10.40;41.79;3343.37;1979.94;-1363.44;0.00
0.27;10.07;48.41;3872.99;2121.90;-1751.09;0.00
0.25;10.27;35.76;2860.50;2026.52;-833.98;0.00
0.24;7.44;38.22;3057.46;1788.89;-1268.57;0.00
0.30;10.13;41.91;3352.65;2274.72;-1077.92;0.00
0.28;9.90;36.33;2906.12;2146.30;-759.82;0.00
0.24;11.13;40.42;3233.94;2002.32;-1231.62;0.00
0.24;10.62;37.94;3035.28;1962.72;-1072.56;0.00
0.22;10.65;34.99;2799.03;1856.13;-942.90;0.00
0.27;9.11;35.28;2822.23;2085.40;-736.83;0.00
0.25;8.78;46.85;3748.27;1917.28;-1830.99;0.00
0.22;9.27;37.13;2970.20;1768.40;-1201.80;0.00
0.23;12.00;33.40;2672.36;1990.26;-682.10;0.00
0.21;11.38;42.16;3372.94;1828.04;-1544.91;0.00
0.24;11.24;47.23;3778.05;2031.28;-1746.77;0.00
0.28;10.59;42.22;3377.66;2216.21;-1161.45;0.00
0.25;9.90;42.92;3433.71;2020.18;-1413.54;0.00
0.24;11.06;41.54;3323.06;1992.78;-1330.28;0.00
0.23;8.48;40.72;3257.22;1799.71;-1457.51;0.00
0.19;8.86;39.39;3151.30;1603.32;-1547.97;0.00
0.28;10.41;46.23;3698.28;2174.47;-1523.80;0.00
0.23;9.57;41.97;3357.72;1886.66;-1471.06;0.00
0.27;12.55;45.50;3640.29;2259.37;-1380.92;0.00
0.24;11.22;37.48;2998.10;2026.06;-972.04;0.00
0.24;9.80;40.91;3273.06;1911.33;-1361.73;0.00
0.25;11.34;41.24;3298.98;2070.16;-1228.82;0.00
0.22;9.86;36.97;2957.75;1822.45;-1135.30;0.00
0.24;9.68;36.39;2911.38;1897.62;-1013.76;0.00
0.24;11.10;42.65;3411.94;2016.93;-1395.01;0.00
0.25;12.85;46.74;3738.82;2155.69;-1583.13;0.00
0.24;10.05;46.97;3757.29;1915.61;-1841.69;0.00
0.21;10.98;37.31;2985.15;1802.43;-1182.72;0.00
0.25;8.59;35.95;2876.20;1942.44;-933.76;0.00
0.26;8.66;45.18;3614.17;1987.45;-1626.72;0.00
0.26;9.74;36.94;2954.84;2050.42;-904.42;0.00
0.23;10.48;34.05;2724.08;1899.11;-824.97;0.00
0.23;8.77;41.16;3292.65;1825.78;-1466.86;0.00
0.27;8.23;48.43;3874.44;1997.26;-1877.17;0.00
0.26;11.88;39.26;3141.04;2179.67;-961.37;0.00
0.27;12.60;37.87;3029.38;2243.82;-785.56;0.00
0.24;10.98;39.44;3154.85;2012.87;-1141.98;0.00
0.22;10.20;36.69;2935.49;1825.46;-1110.03;0.00
0.25;9.38;41.05;3283.73;1944.69;-1339.03;0.00
0.27;11.12;35.79;2863.18;2148.70;-714.48;0.00
0.22;9.84;32.00;2559.73;1795.49;-764.24;0.00
0.29;10.36;46.17;3693.65;2230.20;-1463.45;0.00
0.25;9.65;37.41;2993.13;2004.75;-988.38;0.00
0.27;10.68;32.22;2577.65;2147.60;-430.05;0.00
0.22;9.62;47.76;3820.78;1823.44;-1997.34;0.00
0.30;9.94;34.52;2761.26;2264.35;-496.91;0.00
0.23;11.79;44.02;3521.36;1992.64;-1528.71;0.00
0.26;9.11;36.25;2899.91;1996.19;-903.72;0.00
0.29;11.77;39.17;3133.87;2308.44;-825.43;0.00
0.27;11.25;41.53;3322.54;2165.93;-1156.62;0.00
0.29;8.43;29.99;2399.17;2149.36;-249.81;0.00
0.26;10.70;44.22;3537.88;2094.92;-1442.95;0.00
0.25;12.02;45.28;3622.70;2101.62;-1521.08;0.00
0.24;10.82;35.77;2861.96;2006.08;-855.88;0.00
0.26;10.17;42.48;3398.12;2048.02;-1350.10;0.00
0.24;9.36;41.97;3357.52;1899.35;-1458.17;0.00
0.28;9.80;34.77;2781.75;2172.13;-609.63;0.00
0.25;10.31;40.38;3230.50;2025.32;-1205.18;0.00
0.24;10.17;39.80;3183.99;1975.41;-1208.57;0.00
0.24;10.89;37.24;2979.02;2000.88;-978.14;0.00
0.24;12.07;42.20;3375.82;2041.62;-1334.20;0.00
0.27;9.17;37.26;2980.66;2047.44;-933.22;0.00
0.24;8.71;30.19;2415.58;1883.72;-531.87;0.00
0.27;10.10;38.40;3071.97;2098.53;-973.44;0.00
0.23;11.80;37.90;3032.10;1979.27;-1052.83;0.00
0.23;9.19;35.30;2823.81;1850.29;-973.52;0.00
0.27;11.85;39.83;3186.17;2221.32;-964.85;0.00
0.24;10.60;43.06;3444.69;1983.34;-1461.36;0.00
