# X_0;X_1;X_2;R_0;S_0;G_0;I_0
0.26;10.17;39.80;3184.11;2084.31;-1099.80;0.00
0.29;8.28;41.26;3300.96;2140.54;-1160.42;0.00
0.27;11.63;41.69;3334.93;2229.48;-1105.46;0.00
0.32;10.67;40.22;3217.62;2422.24;-795.38;0.00
0.27;10.61;38.75;3100.36;2142.86;-957.49;0.00
0.21;8.01;37.85;3028.20;1638.28;-1389.92;0.00
0.29;8.57;47.02;3761.73;2153.16;-1608.57;0.00
0.24;9.12;36.98;2958.22;1911.48;-1046.74;0.00
0.28;9.20;43.06;3444.49;2145.64;-1298.85;0.00
0.26;8.42;36.46;2916.96;1989.83;-927.13;0.00
0.24;11.45;38.68;3094.71;2025.10;-1069.61;0.00
0.23;11.53;44.98;3598.50;1936.34;-1662.16;0.00
0.26;9.73;39.44;3155.25;2017.36;-1137.89;0.00
0.27;9.41;44.97;3597.82;2085.86;-1511.96;0.00
0.31;11.22;41.33;3306.58;2395.89;-910.69;0.00
0.23;10.66;43.56;3484.81;1921.96;-1562.84;0.00
0.25;11.67;40.09;3207.25;2069.71;-1137.54;0.00
0.25;10.24;29.71;2376.88;2005.76;-371.12;0.00
0.26;9.36;35.10;2808.07;2002.88;-805.20;0.00
0.23;8.90;37.72;3017.68;1834.26;-1183.43;0.00
