# X_0;X_1;X_2;R_0;R_1;R_2;S_0;S_1;S_2;G_0;G_1;G_2;I_0;I_1;I_2
20512.86;1071.36;10213.80;973.96;1.00;1.50;28179.64;10733.60;1989.00;27205.67;10732.60;1987.50;1.00;1.00;1.00
19353.00;1004.28;8395.65;912.98;1.00;1.50;23163.42;8822.92;1989.00;22250.44;8821.92;1987.50;1.00;1.00;1.00
20193.13;897.01;10093.10;815.47;1.00;1.50;27848.53;10607.48;1989.00;27033.07;10606.48;1987.50;1.00;1.00;1.00
21928.67;1021.26;8121.71;928.42;1.00;1.50;22407.41;8534.96;1989.00;21478.99;8533.96;1987.50;1.00;1.00;1.00
20761.55;1044.96;10106.32;949.97;1.00;1.50;27884.40;10621.14;1989.00;26934.44;10620.14;1987.50;1.00;1.00;1.00
19050.86;1053.19;8906.43;957.44;1.00;1.50;24573.37;9359.97;1989.00;23615.93;9358.97;1987.50;1.00;1.00;1.00
20320.72;1037.79;10710.70;943.45;1.00;1.50;29550.96;11255.93;1989.00;28607.51;11254.93;1987.50;1.00;1.00;1.00
20648.70;970.41;9278.12;882.19;1.00;1.50;25599.79;9750.93;1989.00;24717.60;9749.93;1987.50;1.00;1.00;1.00
20080.62;956.10;11458.81;869.18;1.00;1.50;31614.83;12042.06;1989.00;30745.65;12041.06;1987.50;1.00;1.00;1.00
20127.39;896.31;10173.59;814.83;1.00;1.50;28069.27;10691.56;1989.00;27254.44;10690.56;1987.50;1.00;1.00;1.00
