# X_0;X_1;R_0;S_0;G_0;I_0
9909;25796;143000;142723;276;1
19062;21172;143000;147322;-4322;0
18311;23141;143000;147438;-4438;0
14110;19614;143000;143572;-572;0
14998;17739;143000;143576;-576;0
13642;26140;143000;145291;-2291;0
12657;13504;143000;140716;2283;1
17326;15799;143000;144508;-1508;0
13454;31076;143000;146700;-3700;0
11335;25080;143000;143441;-441;0
15348;14751;143000;142878;121;1
14724;17438;143000;143301;-301;0
18886;19943;143000;146824;-3824;0
18161;14220;143000;144568;-1568;0
17108;19931;143000;145648;-2648;0
19790;26608;143000;149490;-6490;0
13660;16266;143000;142236;763;1
12770;16357;143000;141677;1322;1
15721;14418;143000;143021;-21;0
14203;19180;143000;143499;-499;0
15904;21472;143000;145333;-2333;0
16199;24800;143000;146561;-3561;0
16443;16473;143000;144135;-1135;0
12751;11295;143000;140092;2907;1
12625;14062;143000;140869;2130;1
15733;19479;143000;144601;-1601;0
16070;25696;143000;146754;-3754;0
12585;22744;143000;143539;-539;0
11869;23008;143000;143149;-149;0
13154;21264;143000;143455;-455;0
17080;28081;143000;148161;-5161;0
14689;11846;143000;141541;1458;1
16305;24140;143000;146426;-3426;0
13436;18584;143000;142808;191;1
14100;19156;143000;143424;-424;0
16682;16923;143000;144432;-1432;0
14339;14636;143000;142177;822;1
14711;16360;143000;142958;41;1
18735;24824;143000;148240;-5240;0
15710;12132;143000;142303;696;1
16534;23734;143000;146451;-3451;0
17141;19875;143000;145652;-2652;0
16931;20384;143000;145672;-2672;0
12043;14829;143000;140723;2276;1
16739;15599;143000;144059;-1059;0
13745;25086;143000;145032;-2032;0
13330;14657;143000;141518;1481;1
19132;24042;143000;148259;-5259;0
14372;15240;143000;142387;612;1
18207;19327;143000;146185;-3185;0
9828;20354;143000;140979;2020;1
18142;20495;143000;146505;-3505;0
14712;12554;143000;141776;1223;1
12079;14427;143000;140622;2377;1
17590;18171;143000;145419;-2419;0
15465;21675;143000;145106;-2106;0
17155;18662;143000;145285;-2285;0
12645;21199;143000;143099;-99;0
15704;22118;143000;145401;-2401;0
14556;19772;143000;143916;-916;0
12124;20222;143000;142452;547;1
15071;23233;143000;145330;-2330;0
15814;17316;143000;143982;-982;0
15558;22770;143000;145508;-2508;0
11731;19744;143000;142044;955;1
15112;21401;143000;144788;-1788;0
17224;24544;143000;147157;-4157;0
15141;17440;143000;143577;-577;0
13100;22731;143000;143875;-875;0
16128;19589;143000;144895;-1895;0
12988;20166;143000;143004;-4;0
12014;15669;143000;140965;2034;1
16860;19641;143000;145394;-2394;0
17893;20627;143000;146382;-3382;0
15368;20463;143000;144666;-1666;0
14933;30117;143000;147378;-4378;0
15605;22402;143000;145424;-2424;0
15504;20073;143000;144634;-1634;0
13766;24993;143000;145016;-2016;0
16559;10078;143000;142225;774;1
16554;14003;143000;143441;-441;0
16445;28266;143000;147800;-4800;0
13495;16993;143000;142353;646;1
13365;14560;143000;141511;1488;1
13183;20436;143000;143217;-217;0
14649;15693;143000;142710;289;1
15182;14715;143000;142758;241;1
11660;21368;143000;142502;497;1
11874;18458;143000;141739;1260;1
16061;31893;143000;148673;-5673;0
14294;26858;143000;145944;-2944;0
12201;18643;143000;142012;987;1
14260;24692;143000;145249;-2249;0
16667;17096;143000;144476;-1476;0
13013;24055;143000;144229;-1229;0
16683;18193;143000;144828;-1828;0
21030;26175;143000;150173;-7173;0
15839;18015;143000;144216;-1216;0
16409;22423;143000;145961;-2961;0
17576;19331;143000;145770;-2770;0
17107;19072;143000;145380;-2380;0
14141;22261;143000;144415;-1415;0
16755;19435;143000;145261;-2261;0
15338;15063;143000;142969;30;1
14050;20923;143000;143940;-940;0
10608;18904;143000;141043;1956;1
17375;20631;143000;146041;-3041;0
13489;24432;143000;144660;-1660;0
16053;20264;143000;145056;-2056;0
14995;6772;143000;140167;2832;1
12225;18359;143000;141940;1059;1
14722;21996;143000;144716;-1716;0
15362;12931;143000;142322;677;1
10265;21420;143000;141598;1401;1
16842;23999;143000;146736;-3736;0
14540;17122;143000;143082;-82;0
13895;27949;143000;146020;-3020;0
14562;22464;143000;144756;-1756;0
16704;24649;143000;146847;-3847;0
16956;15636;143000;144213;-1213;0
11331;15101;143000;140338;2661;1
14267;12039;143000;141323;1676;1
14552;16710;143000;142962;37;1
13430;24896;143000;144765;-1765;0
10582;21860;143000;141944;1055;1
14882;17288;143000;143359;-359;0
13177;21496;143000;143542;-542;0
14239;19077;143000;143491;-491;0
11384;17346;143000;141071;1928;1
16196;23763;143000;146237;-3237;0
13296;22841;143000;144038;-1038;0
14888;19894;143000;144172;-1172;0
15604;23904;143000;145890;-2890;0
13481;8885;143000;139825;3174;1
17326;20351;143000;145922;-2922;0
14868;21035;143000;144514;-1514;0
12518;23122;143000;143612;-612;0
13947;29248;143000;146458;-3458;0
18370;18720;143000;146104;-3104;0
18474;16438;143000;145463;-2463;0
19239;25675;143000;148837;-5837;0
13190;26435;143000;145085;-2085;0
17089;20762;143000;145893;-2893;0
14108;17159;143000;142809;190;1
17690;20816;143000;146306;-3306;0
17244;17110;143000;144861;-1861;0
14095;23749;143000;144847;-1847;0
19635;19189;143000;147083;-4083;0
10745;15926;143000;140208;2791;1
15916;20634;143000;145080;-2080;0
13766;22997;143000;144396;-1396;0
17559;17535;143000;145201;-2201;0
14445;21957;143000;144521;-1521;0
14726;21743;143000;144640;-1640;0
12817;18781;143000;142461;538;1
14688;21464;143000;144528;-1528;0
15628;19222;143000;144452;-1452;0
14438;20536;143000;144075;-1075;0
18756;20142;143000;146800;-3800;0
17388;21878;143000;146437;-3437;0
15789;18186;143000;144236;-1236;0
16077;12602;143000;142691;308;1
14149;13441;143000;141681;1318;1
14956;10315;143000;141242;1757;1
14790;29254;143000;147015;-4015;0
13694;21063;143000;143748;-748;0
15212;20783;143000;144662;-1662;0
13568;18983;143000;143019;-19;0
16697;21941;143000;146001;-3001;0
14038;20351;143000;143754;-754;0
13844;24352;143000;144869;-1869;0
14334;19935;143000;143820;-820;0
13962;18069;143000;142995;4;1
13570;31320;143000;146853;-3853;0
12355;19234;143000;142297;702;1
14620;23350;143000;145069;-2069;0
16709;21799;143000;145965;-2965;0
15372;18402;143000;144028;-1028;0
16418;20275;143000;145300;-2300;0
17477;20121;143000;145950;-2950;0
12267;27537;143000;144818;-1818;0
16563;26075;143000;147197;-4197;0
16090;16361;143000;143868;-868;0
15547;17636;143000;143906;-906;0
10994;20851;143000;141902;1097;1
11683;29118;143000;144924;-1924;0
11867;20726;143000;142439;560;1
9809;22694;143000;141693;1306;1
15694;21249;143000;145125;-2125;0
12464;23731;143000;143766;-766;0
18053;24489;143000;147687;-4687;0
19107;21829;143000;147555;-4555;0
8363;14881;143000;138313;4686;1
15490;15776;143000;143290;-290;0
12543;21736;143000;143198;-198;0
16892;16976;143000;144587;-1587;0
19056;21719;143000;147488;-4488;0
16325;18786;143000;144776;-1776;0
9363;16614;143000;139511;3488;1
12012;20869;143000;142579;420;1
15122;18116;143000;143774;-774;0
11370;15320;143000;140432;2567;1
17273;15259;143000;144305;-1305;0
16157;18986;143000;144727;-1727;0
