# X_0;X_1;X_2;X_3;X_4;X_5;X_6;X_7;X_8;X_9;X_10;R_0;R_1;R_2;S_0;S_1;S_2;G_0;G_1;G_2;I_0;I_1;I_2
197649875822.35;245261621.77;14724.74;1.03;1.05;143.97;5.81;99.71;7.16;143.16;965.98;31918.88;111886.98;0.01;27051.07;14724.00;0.00;-4384.04;-99751.73;-0.02;0.00;0.00;0.00
190168944877.57;249169987.27;12476.13;1.08;1.01;139.93;6.00;102.60;7.23;140.99;930.16;31937.14;114018.80;0.01;22921.54;12476.00;0.00;-11398.13;-110704.62;-0.02;0.00;0.00;0.00
207366555793.34;255416007.66;10530.56;0.98;0.97;133.97;5.68;99.40;7.07;135.06;932.65;31360.21;106002.13;0.01;19345.75;10530.00;0.00;-12029.18;-94116.24;-0.01;0.00;0.00;0.00
211225897964.27;263098800.26;13581.94;1.02;1.06;133.86;5.77;100.96;7.12;138.81;937.73;33200.48;110754.76;0.01;24951.18;13581.00;0.00;-7315.80;-98479.11;-0.02;0.00;0.00;0.00
175486927924.72;234065744.24;13457.26;1.04;0.94;137.21;5.70;104.19;7.21;139.79;915.44;29746.05;99901.03;0.01;24723.87;13457.00;0.00;-7680.21;-90891.87;-0.02;0.00;0.00;0.00
200001231829.35;271924081.14;12632.74;0.97;1.04;136.05;5.67;104.04;7.21;135.85;941.51;33583.50;114401.75;0.01;23207.87;12632.00;0.00;-8305.71;-97429.10;-0.01;0.00;0.00;0.00
193650772991.49;249596857.76;11991.41;1.11;0.99;139.13;5.52;99.42;7.18;139.31;934.77;31610.18;104474.84;0.01;22029.99;11991.00;0.00;-13451.77;-104474.58;-0.02;0.00;0.00;0.00
203040941188.60;229226652.15;12089.90;0.92;0.93;138.05;5.98;99.72;7.09;136.94;948.26;28536.61;103146.72;0.01;22210.08;12089.00;0.00;-5644.90;-84039.58;-0.01;0.00;0.00;0.00
191677214948.34;227474802.24;13068.75;1.07;1.01;136.64;5.72;102.04;7.06;141.16;943.52;29191.07;96964.70;0.01;24008.69;13068.00;0.00;-7036.92;-90838.76;-0.02;0.00;0.00;0.00
211144466175.94;254728346.63;12832.13;1.07;1.04;142.95;5.78;100.14;7.01;137.87;921.92;31927.51;114707.13;0.01;23575.33;12832.00;0.00;-9592.52;-109505.18;-0.02;0.00;0.00;0.00
203362981094.78;275313307.59;13919.85;1.03;0.95;140.96;5.88;102.37;6.95;140.53;908.62;35172.09;124522.68;0.01;25572.62;13919.00;0.00;-11891.62;-114613.72;-0.02;0.00;0.00;0.00
219742466761.14;243853640.63;12798.62;1.01;1.08;142.37;5.59;101.44;7.13;142.72;928.07;31637.90;105894.35;0.01;23512.86;12798.00;0.00;-6602.09;-93247.87;-0.02;0.00;0.00;0.00
192206014010.73;273120584.88;13661.36;1.03;1.06;136.73;5.69;98.11;7.06;138.71;954.34;34440.90;115884.71;0.01;25097.81;13661.00;0.00;-8961.97;-105084.52;-0.02;0.00;0.00;0.00
202865924762.74;256635457.11;9567.12;0.93;1.02;140.92;5.69;97.44;7.12;138.52;946.37;32317.37;112264.60;0.01;17576.50;9567.00;0.00;-12061.14;-94578.75;-0.01;0.00;0.00;0.00
201505686523.25;261364242.89;11075.68;1.10;0.97;144.02;5.86;104.83;6.86;138.31;946.86;32863.26;120239.80;0.01;20347.29;11075.00;0.00;-16407.78;-121548.05;-0.02;0.00;0.00;0.00
206117253308.67;257614832.23;12882.75;1.01;1.07;140.50;5.79;101.32;7.46;140.21;931.87;32837.03;114291.59;0.01;23667.45;12882.00;0.00;-7706.21;-101302.80;-0.02;0.00;0.00;0.00
187770284426.10;254670423.39;11754.84;1.00;0.98;138.86;6.06;104.31;6.82;139.87;924.29;32381.87;116931.61;0.01;21594.89;11754.00;0.00;-11204.65;-105587.84;-0.02;0.00;0.00;0.00
201494486179.99;260703457.09;13655.33;1.02;0.94;137.60;5.52;103.38;7.19;135.84;959.04;32194.92;108036.13;0.01;25087.08;13655.00;0.00;-9146.85;-97166.66;-0.02;0.00;0.00;0.00
199456015157.65;244843224.63;10808.62;0.97;0.95;134.30;5.85;100.26;7.38;136.15;962.04;30305.92;104910.58;0.01;19856.59;10808.00;0.00;-10540.60;-91322.96;-0.01;0.00;0.00;0.00
202582768811.50;254239491.00;11485.66;1.09;1.04;140.15;5.90;100.64;7.14;139.56;934.31;32255.80;114688.17;0.01;21100.60;11485.00;0.00;-13309.72;-113291.98;-0.02;0.00;0.00;0.00
200824434867.78;247766684.02;11668.63;1.06;0.98;140.84;5.95;104.27;7.13;143.09;899.27;32231.04;113327.33;0.01;21437.28;11668.00;0.00;-13192.47;-108503.48;-0.02;0.00;0.00;0.00
193094708837.03;252296362.38;12385.38;1.06;0.99;143.10;5.75;102.98;7.16;142.06;932.79;32582.45;113249.83;0.01;22754.23;12385.00;0.00;-12133.90;-107927.07;-0.02;0.00;0.00;0.00
200686362446.25;257239020.77;13648.35;1.11;0.98;135.72;5.86;101.81;7.02;140.36;952.65;32824.64;111594.82;0.01;25074.20;13648.00;0.00;-11697.50;-110148.26;-0.02;0.00;0.00;0.00
200033249067.48;273354460.17;13235.96;1.05;1.01;139.98;5.69;103.96;7.25;137.44;944.38;34155.27;118849.64;0.01;24315.81;13235.00;0.00;-11248.45;-111294.90;-0.02;0.00;0.00;0.00
199540947857.03;259295534.96;13637.38;0.89;0.92;137.90;5.78;102.90;7.30;132.20;887.85;31162.38;112694.91;0.01;25054.88;13637.00;0.00;-4631.17;-87621.43;-0.01;0.00;0.00;0.00
195340485694.51;245739314.11;12620.17;1.05;1.03;136.23;5.82;99.79;7.22;138.39;938.76;30916.65;106356.49;0.01;23185.71;12620.00;0.00;-8643.24;-98793.51;-0.02;0.00;0.00;0.00
191081639884.00;233438075.72;13053.27;1.07;0.95;141.05;5.73;102.47;7.37;138.36;950.65;29362.37;102926.54;0.01;23981.43;13053.00;0.00;-8667.44;-97965.51;-0.02;0.00;0.00;0.00
199940173680.89;236707325.16;14837.99;0.97;0.93;135.89;6.01;101.15;7.45;138.99;942.79;29909.11;105503.34;0.01;27259.16;14837.00;0.00;-3760.40;-88752.68;-0.01;0.00;0.00;0.00
191652014089.51;251211583.25;13102.48;1.00;1.01;135.25;5.97;104.12;7.23;138.84;935.46;31708.24;110601.92;0.01;24071.57;13102.00;0.00;-7492.68;-97455.69;-0.02;0.00;0.00;0.00
206650564127.32;264526705.55;11706.79;0.92;0.96;138.38;5.93;99.55;7.09;143.11;939.40;34415.92;118337.12;0.01;21506.48;11706.00;0.00;-11014.83;-97352.02;-0.01;0.00;0.00;0.00
193455642930.07;263738231.34;10711.98;0.94;1.05;142.62;5.88;104.10;7.23;142.09;928.56;34067.12;120567.31;0.01;19678.86;10711.00;0.00;-11454.20;-102151.85;-0.01;0.00;0.00;0.00
195883377074.76;238928690.70;13050.51;1.04;1.06;138.04;5.83;103.60;7.00;143.73;934.11;31219.89;104848.85;0.01;23975.83;13050.00;0.00;-6871.62;-94742.46;-0.02;0.00;0.00;0.00
212939184512.03;272890728.97;12976.06;1.09;1.02;144.74;5.90;102.81;7.25;140.60;966.29;34879.24;127160.05;0.01;23839.92;12976.00;0.00;-13682.58;-125014.52;-0.02;0.00;0.00;0.00
201705614577.11;218633799.69;12162.75;0.99;0.94;139.03;5.59;100.19;7.22;138.18;931.05;27464.21;92610.28;0.01;22344.28;12162.00;0.00;-6207.54;-80258.38;-0.01;0.00;0.00;0.00
196646099154.64;264221886.31;13886.51;1.02;1.01;138.38;5.82;100.83;7.03;142.42;919.79;34209.18;116054.30;0.01;25511.77;13886.00;0.00;-9177.01;-104815.26;-0.02;0.00;0.00;0.00
205651749225.95;251134077.32;14116.24;0.96;1.05;136.32;5.77;100.86;7.00;138.33;974.25;31582.20;107768.62;0.01;25933.68;14116.00;0.00;-3345.11;-89163.34;-0.01;0.00;0.00;0.00
208448934160.99;258132529.71;10414.39;0.98;1.05;144.19;5.85;105.02;6.89;146.27;947.94;34325.41;118754.55;0.01;19132.90;10414.00;0.00;-13465.15;-105300.99;-0.01;0.00;0.00;0.00
182200071605.82;271864290.71;11987.88;0.97;0.96;138.51;5.87;104.11;6.92;139.84;956.24;34560.15;120555.06;0.01;22022.67;11987.00;0.00;-12421.38;-105384.21;-0.01;0.00;0.00;0.00
182026996782.73;255291691.22;10923.45;0.96;1.02;137.27;5.67;103.89;7.07;139.08;935.24;32278.97;108437.15;0.01;20068.02;10923.00;0.00;-10740.66;-93493.63;-0.01;0.00;0.00;0.00
200785059875.26;260419860.85;14473.17;0.97;1.09;141.75;5.78;104.38;6.79;135.41;911.23;32057.12;116293.21;0.01;26590.36;14473.00;0.00;-2181.87;-96906.32;-0.01;0.00;0.00;0.00
202346634492.07;251270118.60;13819.69;1.05;0.96;137.13;5.98;103.23;7.03;143.79;925.23;32846.39;112327.38;0.01;25388.81;13819.00;0.00;-10069.36;-104401.84;-0.02;0.00;0.00;0.00
209249557576.37;263587306.81;13488.95;1.09;1.01;137.13;5.84;101.53;7.17;144.95;925.65;34733.21;115051.19;0.01;24780.62;13488.00;0.00;-12714.82;-111701.50;-0.02;0.00;0.00;0.00
197732616673.94;237683676.99;11695.33;1.00;1.07;142.77;5.67;99.67;7.25;136.97;957.38;29595.94;105036.16;0.01;21486.20;11695.00;0.00;-6703.50;-92993.00;-0.02;0.00;0.00;0.00
210745730251.85;263238341.21;13223.21;1.06;0.98;141.92;5.72;98.49;7.30;138.09;957.72;33046.94;116472.66;0.01;24293.43;13223.00;0.00;-11136.51;-110102.19;-0.02;0.00;0.00;0.00
209686865958.76;262577836.20;12391.38;1.07;1.11;138.66;5.61;101.22;7.22;136.09;935.55;32485.91;111338.48;0.01;22765.03;12391.00;0.00;-9655.54;-105878.03;-0.02;0.00;0.00;0.00
186396626570.07;242329870.13;13314.93;1.01;0.93;138.34;5.92;101.33;7.01;138.82;948.37;30582.84;108167.59;0.01;24460.66;13314.00;0.00;-8108.51;-96583.10;-0.02;0.00;0.00;0.00
201297058155.09;263923070.17;11582.75;1.07;1.04;141.49;5.69;103.08;7.20;139.55;936.75;33483.26;115978.52;0.01;21278.88;11582.00;0.00;-13860.45;-112572.31;-0.02;0.00;0.00;0.00
173465475886.85;241412139.46;11885.19;1.09;0.98;142.54;5.68;102.70;6.96;137.24;923.82;30119.82;106643.60;0.01;21835.49;11885.00;0.00;-11382.91;-104145.15;-0.02;0.00;0.00;0.00
182848557332.52;226697257.61;12434.51;1.04;1.03;139.23;5.85;102.88;7.25;139.99;924.84;28850.75;100760.07;0.01;22844.36;12434.00;0.00;-6497.54;-92397.62;-0.02;0.00;0.00;0.00
190068466844.04;264277984.70;14026.88;1.02;1.03;133.80;5.89;103.97;7.27;139.99;974.78;33633.40;113699.36;0.01;25768.76;14026.00;0.00;-7948.33;-101919.22;-0.02;0.00;0.00;0.00
214509051902.77;250374558.06;13571.46;1.08;1.07;138.91;5.68;101.35;7.16;142.67;939.57;32473.46;107700.80;0.01;24932.92;13571.00;0.00;-8395.47;-102115.92;-0.02;0.00;0.00;0.00
209524247729.09;267275297.07;10895.12;0.97;0.97;139.23;5.71;102.39;6.88;135.94;934.11;33029.35;115918.29;0.01;20016.44;10895.00;0.00;-12652.80;-102110.00;-0.01;0.00;0.00;0.00
186977563292.47;251871403.91;13598.90;1.01;0.97;141.12;5.73;99.32;7.00;139.86;914.00;32025.26;111101.12;0.01;24982.60;13598.00;0.00;-8042.88;-98890.67;-0.02;0.00;0.00;0.00
195706265349.72;275438870.74;11560.62;1.03;1.06;141.50;5.68;102.75;7.13;144.31;945.39;36135.70;120753.09;0.01;21238.32;11560.00;0.00;-14812.07;-112234.04;-0.02;0.00;0.00;0.00
189969567344.78;269338331.62;12493.72;1.03;0.94;139.32;5.90;100.95;7.13;137.25;943.59;33605.86;120671.10;0.01;22952.44;12493.00;0.00;-13147.98;-112916.49;-0.02;0.00;0.00;0.00
188812902519.94;249240138.82;13108.00;0.92;0.98;138.89;5.89;101.39;7.03;137.16;933.30;31078.15;111153.15;0.01;24080.52;13107.00;0.00;-5065.19;-89769.01;-0.01;0.00;0.00;0.00
205579592030.29;235782238.17;14187.71;0.97;0.98;132.29;5.78;97.15;7.40;136.63;959.22;29286.10;98258.90;0.01;26064.29;14187.00;0.00;-2912.27;-81521.57;-0.01;0.00;0.00;0.00
185078298422.61;264069527.18;12984.73;1.02;0.95;142.22;5.87;105.77;6.82;140.40;923.84;33705.30;120181.65;0.01;23854.75;12984.00;0.00;-11849.16;-110566.94;-0.02;0.00;0.00;0.00
197595355433.40;261653708.90;10911.05;1.06;0.97;139.62;5.90;99.39;7.20;140.19;949.50;33345.76;117491.99;0.01;20045.88;10911.00;0.00;-15651.78;-113354.37;-0.02;0.00;0.00;0.00
