# X_0;X_1;X_2;R_0;R_1;S_0;S_1;G_0;G_1;I_0;I_1
96;1944;2;2;2;2;2;0;0;0;0
101;2134;2;2;3;2;2;0;0;0;0
78;2097;3;3;4;2;2;-1;-1;0;0
94;1890;3;3;3;2;2;-1;-1;0;0
100;1979;2;2;3;2;2;0;-1;0;0
109;2091;3;3;3;2;2;-1;-1;0;0
102;1983;3;3;3;2;2;0;-1;0;0
104;1992;2;2;3;2;2;0;0;0;0
91;1835;3;3;3;1;2;-1;-1;0;0
117;2121;3;3;3;2;2;0;0;0;0
104;2109;2;2;3;2;2;0;0;0;0
114;1932;3;3;3;2;2;-1;-1;0;0
118;1858;3;3;3;1;2;-1;-1;0;0
118;2170;2;2;3;2;2;0;0;0;0
82;1757;2;2;2;1;1;0;0;0;0
86;2059;3;3;3;2;2;0;-1;0;0
75;1844;3;3;3;1;2;-1;-1;0;0
93;1919;3;3;3;2;2;-1;-1;0;0
95;1973;3;3;3;2;2;-1;-1;0;0
103;2183;3;3;3;2;2;-1;-1;0;0
110;2134;3;3;3;2;2;0;-1;0;0
125;1938;2;2;2;2;2;0;0;0;0
101;1956;3;3;3;2;2;-1;-1;0;0
96;1962;2;2;3;2;2;0;0;0;0
104;1913;3;3;3;2;2;-1;-1;0;0
94;1959;3;3;3;2;2;-1;-1;0;0
110;1939;3;3;3;2;2;-1;-1;0;0
91;2178;2;2;3;2;2;0;0;0;0
99;2020;2;2;3;2;2;0;0;0;0
87;2033;2;2;3;2;2;0;0;0;0
84;2027;3;3;3;2;2;0;-1;0;0
91;1897;3;3;3;2;2;-1;-1;0;0
88;1795;3;3;3;1;2;-1;-1;0;0
105;1711;3;3;3;1;1;-1;-1;0;0
98;2068;3;3;3;2;2;0;-1;0;0
100;2016;2;2;3;2;2;0;0;0;0
102;2165;2;2;2;2;2;0;0;0;0
106;2313;3;3;3;2;2;0;-1;0;0
92;2197;3;3;3;2;2;0;-1;0;0
113;1983;3;3;3;2;2;-1;-1;0;0
106;1937;3;3;3;2;2;-1;-1;0;0
109;2065;2;2;3;2;2;0;0;0;0
106;1989;3;3;3;2;2;-1;-1;0;0
118;1858;3;3;4;1;2;-1;-1;0;0
96;2005;3;3;3;2;2;-1;-1;0;0
98;2199;2;2;3;2;2;0;0;0;0
87;1980;2;2;3;2;2;0;0;0;0
88;1796;3;3;3;1;2;-1;-1;0;0
99;2266;3;3;3;2;2;0;0;0;0
88;1758;2;2;3;1;1;-1;-1;0;0
99;1852;2;2;2;1;2;0;0;0;0
122;2044;3;3;3;2;2;0;-1;0;0
98;2048;3;3;3;2;2;0;-1;0;0
84;2013;2;2;3;2;2;0;0;0;0
105;1923;2;2;3;2;2;0;0;0;0
88;1914;3;3;3;2;2;-1;-1;0;0
96;1762;3;3;3;1;1;-1;-1;0;0
110;2028;3;3;3;2;2;0;-1;0;0
93;2161;3;3;4;2;2;-1;-1;0;0
90;2049;3;3;3;2;2;0;-1;0;0
104;2085;2;2;3;2;2;0;0;0;0
107;1907;3;3;3;2;2;-1;-1;0;0
89;1775;2;2;3;1;1;-1;-1;0;0
94;1984;2;2;3;2;2;0;0;0;0
97;1993;2;2;3;2;2;0;-1;0;0
109;2251;3;3;3;2;2;0;0;0;0
92;2093;2;2;3;2;2;0;0;0;0
109;1805;3;3;3;1;2;-1;-1;0;0
105;2047;3;3;3;2;2;0;-1;0;0
112;1956;2;2;3;2;2;0;0;0;0
110;1826;2;2;2;1;2;0;0;0;0
104;2059;3;3;3;2;2;0;-1;0;0
84;1974;3;3;3;2;2;0;-1;0;0
106;1721;3;3;3;1;1;-1;-1;0;0
91;1910;3;3;3;2;2;-1;-1;0;0
91;2191;2;2;3;2;2;0;0;0;0
83;2017;2;2;3;2;2;0;-1;0;0
86;2050;2;2;2;2;2;0;0;0;0
92;2149;2;2;3;2;2;0;0;0;0
107;2050;3;3;3;2;2;0;-1;0;0
94;1956;3;3;3;2;2;-1;-1;0;0
93;2202;2;2;3;2;2;0;0;0;0
112;1951;2;2;2;2;2;0;0;0;0
100;2033;3;3;3;2;2;0;-1;0;0
74;1944;3;3;3;2;2;0;-1;0;0
99;1856;2;2;3;1;2;0;-1;0;0
101;1930;3;3;3;2;2;-1;-1;0;0
90;2136;3;3;3;2;2;-1;-1;0;0
103;2057;3;3;3;2;2;-1;-1;0;0
110;2144;3;3;3;2;2;0;-1;0;0
100;2169;2;2;3;2;2;0;0;0;0
106;2073;3;3;3;2;2;-1;-1;0;0
90;1690;2;2;3;1;1;-1;-1;0;0
97;2062;3;3;3;2;2;-1;-1;0;0
97;1852;3;3;3;1;2;-1;-1;0;0
102;1630;3;3;3;1;1;-1;-1;0;0
106;1827;2;2;3;1;2;0;-1;0;0
115;1701;3;3;3;1;1;-1;-1;0;0
115;1786;2;2;3;1;2;-1;-1;0;0
91;1927;2;2;3;2;2;0;-1;0;0
