# X_0;X_1;X_2;R_0;R_1;S_0;S_1;G_0;G_1;I_0;I_1
616;972;2;2;3;2;2;0;0;0;0
519;1010;3;3;3;2;2;0;0;0;0
644;1079;3;3;3;2;3;0;0;0;0
324;945;3;3;3;1;1;-1;-1;0;0
308;877;3;3;3;1;1;-1;-1;0;0
327;1024;3;3;3;1;1;-1;-1;0;0
540;915;3;3;3;2;2;0;-1;0;0
484;793;2;2;3;2;2;0;0;0;0
522;1177;3;3;3;2;2;0;0;0;0
433;891;3;3;3;2;2;-1;-1;0;0
578;852;2;2;3;2;2;0;0;0;0
352;940;2;2;3;1;1;-1;-1;0;0
656;1247;2;2;2;3;3;0;0;1;1
664;920;3;3;3;2;3;0;0;0;0
315;1189;2;2;2;1;1;0;0;0;0
453;1249;3;3;3;2;2;-1;-1;0;0
659;1073;3;3;3;2;3;0;0;0;0
564;928;3;3;3;2;2;0;-1;0;0
504;1135;2;2;3;2;2;0;0;0;0
364;879;2;2;3;1;1;-1;-1;0;0
645;953;2;2;3;2;3;0;0;1;0
569;1165;2;2;3;2;2;0;0;0;0
603;1010;3;3;3;2;2;0;0;0;0
409;883;2;2;2;1;2;0;0;0;0
387;1045;2;2;3;1;2;0;0;0;0
486;1000;3;3;3;2;2;-1;-1;0;0
365;1137;3;3;3;1;2;-1;-1;0;0
493;994;3;3;3;2;2;-1;-1;0;0
448;1041;3;3;3;2;2;-1;-1;0;0
577;1029;2;2;3;2;2;0;0;0;0
472;1017;2;2;3;2;2;0;0;0;0
525;952;3;3;3;2;2;-1;-1;0;0
423;1050;3;3;3;2;2;-1;-1;0;0
452;936;2;2;3;2;2;0;-1;0;0
283;1014;3;3;3;1;1;-1;-1;0;0
404;1172;2;2;3;2;2;0;-1;0;0
445;856;2;2;3;2;2;0;0;0;0
557;1107;3;3;3;2;2;0;0;0;0
471;989;3;3;3;2;2;0;-1;0;0
561;966;2;2;2;2;2;0;0;0;0
482;1122;3;3;3;2;2;0;0;0;0
636;955;2;2;3;2;2;0;0;1;0
431;1118;3;3;3;2;2;0;-1;0;0
558;979;3;3;3;2;2;0;0;0;0
349;915;2;2;3;1;1;-1;-1;0;0
545;972;2;2;2;2;2;0;0;0;0
621;910;2;2;3;2;2;0;0;0;0
682;1125;3;3;3;3;3;0;0;0;0
410;969;2;2;2;1;2;0;0;0;0
507;936;3;3;3;2;2;-1;-1;0;0
474;1033;3;3;3;2;2;0;-1;0;0
483;1234;3;3;3;2;2;0;0;0;0
428;1102;3;3;3;2;2;0;-1;0;0
523;1130;3;3;3;2;2;0;-1;0;0
658;940;3;3;3;2;3;0;0;0;0
449;934;3;3;3;2;2;-1;-1;0;0
529;973;2;2;3;2;2;0;0;0;0
483;1194;2;2;3;2;2;0;0;0;0
483;1074;2;2;3;2;2;0;0;0;0
310;1078;3;3;3;1;1;-1;-1;0;0
494;1014;3;3;3;2;2;0;-1;0;0
537;1103;2;2;3;2;2;0;0;0;0
489;922;2;2;3;2;2;0;0;0;0
598;888;2;2;2;2;2;0;0;1;0
443;837;3;3;3;2;2;-1;-1;0;0
420;968;3;3;3;2;2;-1;-1;0;0
588;1008;2;2;3;2;2;0;0;0;0
591;982;3;3;3;2;2;0;0;0;0
504;964;2;2;3;2;2;0;0;0;0
332;1093;3;3;3;1;1;-1;-1;0;0
480;1052;2;2;3;2;2;0;0;0;0
517;1070;2;2;3;2;2;0;0;0;0
582;1008;2;2;3;2;2;0;0;0;0
521;1078;3;3;3;2;2;0;0;0;0
326;881;2;2;2;1;1;0;-1;0;0
450;928;3;3;3;2;2;-1;-1;0;0
501;1066;3;3;3;2;2;0;0;0;0
581;1036;3;3;3;2;2;0;0;0;0
373;971;3;3;3;1;1;-1;-1;0;0
459;1215;3;3;3;2;2;-1;-1;0;0
497;892;3;3;3;2;2;-1;-1;0;0
485;980;2;2;2;2;2;0;0;0;0
