# X_0;X_1;X_2;R_0;S_0;G_0;I_0
0.30;11.69;41.48;3318.51;2380.16;-938.35;0.00
0.27;10.77;38.48;3078.06;2177.59;-900.47;0.00
0.30;9.25;44.49;3559.39;2228.48;-1330.91;0.00
0.25;11.91;41.69;3335.57;2108.46;-1227.11;0.00
0.26;10.16;40.20;3216.29;2080.14;-1136.15;0.00
0.25;10.51;37.59;3007.54;2036.13;-971.41;0.00
0.32;8.21;39.63;3170.52;2296.12;-874.40;0.00
0.25;8.85;40.86;3268.76;1923.71;-1345.05;0.00
0.28;10.08;48.06;3844.62;2199.74;-1644.88;0.00
0.25;10.45;37.99;3039.11;2019.80;-1019.31;0.00
0.24;10.36;38.10;3047.70;1954.93;-1092.78;0.00
0.23;9.40;43.58;3486.36;1831.59;-1654.78;0.00
0.32;9.26;49.08;3926.71;2356.94;-1569.77;0.00
0.25;10.40;46.90;3751.97;2045.73;-1706.24;0.00
0.25;9.25;42.28;3382.56;1983.75;-1398.81;0.00
0.26;10.26;45.53;3642.08;2061.21;-1580.87;0.00
0.26;10.26;32.06;2564.66;2091.20;-473.46;0.00
0.26;11.75;44.26;3540.68;2128.32;-1412.36;0.00
0.25;9.29;41.39;3311.44;1981.43;-1330.01;0.00
0.26;13.13;36.47;2917.57;2203.83;-713.75;0.00
0.21;10.89;50.91;4072.86;1788.65;-2284.21;0.00
0.23;12.67;45.72;3657.54;2004.21;-1653.33;0.00
0.27;12.77;34.20;2735.87;2261.58;-474.29;0.00
0.25;11.18;30.00;2399.97;2081.05;-318.93;0.00
0.23;9.77;40.49;3238.93;1886.32;-1352.61;0.00
0.22;10.13;37.70;3016.14;1851.08;-1165.06;0.00
0.26;10.39;34.76;2780.87;2097.23;-683.64;0.00
0.25;9.95;40.40;3232.07;1975.39;-1256.68;0.00
0.30;9.87;51.76;4141.04;2264.46;-1876.58;0.00
0.28;8.79;40.26;3221.13;2106.75;-1114.38;0.00
0.28;8.17;41.45;3316.15;2068.46;-1247.69;0.00
0.29;10.69;40.58;3246.17;2279.62;-966.55;0.00
0.26;9.91;35.04;2802.97;2039.67;-763.30;0.00
0.24;10.05;44.29;3543.58;1926.71;-1616.87;0.00
0.25;11.45;46.74;3738.98;2074.87;-1664.12;0.00
0.25;8.64;33.72;2697.63;1919.79;-777.85;0.00
0.22;9.22;33.40;2671.79;1775.34;-896.45;0.00
0.26;9.80;37.09;2967.00;2018.81;-948.19;0.00
0.30;10.55;55.89;4471.49;2311.18;-2160.31;0.00
0.26;9.86;34.27;2741.73;2038.39;-703.35;0.00
0.27;8.48;42.01;3360.73;2053.94;-1306.80;0.00
0.27;10.82;40.90;3271.72;2162.20;-1109.52;0.00
0.29;10.61;36.93;2954.40;2259.12;-695.28;0.00
0.27;8.19;38.40;3072.27;2024.17;-1048.10;0.00
0.23;11.19;38.80;3104.34;1941.56;-1162.78;0.00
0.25;11.66;37.10;2967.60;2091.30;-876.31;0.00
0.24;8.87;41.63;3330.62;1851.44;-1479.18;0.00
0.23;11.95;43.66;3492.86;2014.02;-1478.84;0.00
0.25;10.79;41.76;3341.05;2021.66;-1319.39;0.00
0.23;9.96;33.56;2684.68;1896.60;-788.08;0.00
0.27;12.30;44.36;3548.97;2245.23;-1303.74;0.00
0.23;8.30;45.43;3634.61;1806.13;-1828.48;0.00
0.29;10.05;34.43;2754.49;2211.55;-542.94;0.00
0.23;9.98;40.35;3228.19;1888.17;-1340.03;0.00
0.27;10.29;52.49;4199.21;2144.64;-2054.56;0.00
0.21;10.43;40.74;3259.51;1802.19;-1457.32;0.00
0.25;9.63;35.99;2879.24;1997.16;-882.08;0.00
0.23;11.25;46.47;3717.53;1972.34;-1745.19;0.00
0.20;9.84;29.43;2354.39;1688.98;-665.41;0.00
0.26;9.84;37.78;3022.54;2055.66;-966.88;0.00
0.25;11.02;43.99;3518.85;2072.42;-1446.43;0.00
0.21;8.96;39.08;3126.02;1704.57;-1421.45;0.00
0.26;10.49;46.65;3731.64;2095.52;-1636.12;0.00
0.23;9.42;47.35;3788.13;1848.03;-1940.10;0.00
0.20;10.23;44.68;3574.19;1738.72;-1835.47;0.00
0.20;9.33;38.43;3074.33;1695.64;-1378.69;0.00
0.30;9.17;40.35;3228.08;2240.75;-987.33;0.00
0.26;10.86;38.61;3089.14;2111.39;-977.74;0.00
0.25;11.83;44.14;3531.25;2097.55;-1433.70;0.00
0.27;9.20;38.03;3042.04;2084.58;-957.46;0.00
0.25;10.63;41.03;3282.04;2047.17;-1234.87;0.00
0.24;9.13;32.16;2572.88;1902.86;-670.03;0.00
0.25;9.43;40.26;3220.68;1945.15;-1275.52;0.00
0.27;9.61;41.19;3295.27;2121.65;-1173.62;0.00
0.26;12.52;36.39;2910.84;2185.91;-724.92;0.00
0.27;9.02;36.81;2944.54;2070.94;-873.59;0.00
0.25;10.62;39.40;3152.26;2032.22;-1120.04;0.00
0.26;9.01;42.01;3360.61;2000.69;-1359.92;0.00
0.23;12.90;30.34;2427.15;2020.68;-406.46;0.00
0.29;10.67;48.13;3850.70;2254.74;-1595.95;0.00
0.25;10.15;36.45;2915.83;1996.68;-919.15;0.00
0.28;11.56;38.51;3080.85;2285.75;-795.10;0.00
0.27;10.18;38.89;3110.95;2114.20;-996.75;0.00
0.23;10.74;40.69;3255.02;1932.80;-1322.22;0.00
0.31;10.79;40.10;3208.40;2388.37;-820.02;0.00
0.29;10.46;48.76;3900.64;2233.55;-1667.09;0.00
0.25;9.47;31.08;2486.40;1965.55;-520.85;0.00
0.26;9.98;45.00;3600.00;2048.20;-1551.80;0.00
0.25;10.12;43.94;3515.38;2021.90;-1493.48;0.00
0.22;9.30;42.93;3434.33;1800.50;-1633.83;0.00
0.25;10.84;42.49;3398.82;2070.46;-1328.36;0.00
0.26;11.14;43.12;3449.90;2143.20;-1306.70;0.00
0.27;10.80;45.12;3609.69;2145.99;-1463.71;0.00
0.26;10.33;43.19;3455.31;2090.15;-1365.17;0.00
0.22;9.43;39.53;3162.55;1767.88;-1394.67;0.00
0.27;10.61;41.04;3282.95;2172.72;-1110.23;0.00
0.24;10.87;38.64;3091.00;2010.96;-1080.04;0.00
0.22;9.95;44.73;3578.42;1825.19;-1753.23;0.00
0.25;9.35;37.58;3006.74;1955.78;-1050.95;0.00
0.27;8.17;47.48;3798.63;2014.98;-1783.65;0.00
0.25;11.08;34.93;2794.35;2082.96;-711.39;0.00
0.28;9.17;38.32;3065.43;2106.63;-958.80;0.00
0.28;10.72;44.63;3570.62;2219.26;-1351.36;0.00
0.28;8.56;43.33;3466.53;2088.82;-1377.71;0.00
0.22;10.15;43.50;3479.74;1838.75;-1640.99;0.00
0.28;10.22;46.98;3758.13;2161.89;-1596.24;0.00
0.25;12.66;42.05;3363.80;2167.34;-1196.45;0.00
0.25;8.50;52.61;4208.62;1898.47;-2310.15;0.00
0.23;10.59;40.38;3230.33;1889.99;-1340.34;0.00
0.24;10.19;33.31;2665.20;1952.05;-713.15;0.00
0.28;9.95;44.17;3533.42;2191.89;-1341.53;0.00
0.22;9.45;33.83;2706.67;1816.35;-890.32;0.00
0.25;11.72;46.31;3704.68;2064.02;-1640.66;0.00
0.24;10.92;34.12;2729.43;1991.00;-738.44;0.00
0.20;11.48;44.06;3524.63;1761.42;-1763.21;0.00
0.24;10.95;40.00;3199.81;1974.99;-1224.82;0.00
0.23;10.66;39.32;3145.99;1941.63;-1204.36;0.00
0.27;11.42;31.96;2556.50;2172.07;-384.43;0.00
0.23;10.64;40.73;3258.64;1925.57;-1333.07;0.00
0.21;12.58;33.61;2688.50;1883.30;-805.19;0.00
0.25;10.69;43.91;3512.52;2033.13;-1479.40;0.00
0.23;8.41;43.33;3466.26;1804.85;-1661.41;0.00
0.22;9.50;45.49;3639.26;1773.25;-1866.02;0.00
0.28;9.11;28.52;2281.46;2124.01;-157.45;0.00
0.27;10.14;37.07;2965.67;2134.61;-831.06;0.00
0.23;11.26;34.21;2737.15;1925.35;-811.80;0.00
0.27;10.67;34.23;2738.37;2153.59;-584.78;0.00
0.25;9.54;33.02;2641.27;1977.65;-663.62;0.00
0.24;10.67;42.86;3428.74;1976.42;-1452.32;0.00
0.25;11.53;31.19;2494.90;2094.39;-400.50;0.00
0.24;11.40;39.69;3174.91;2034.31;-1140.60;0.00
0.23;9.83;39.98;3198.72;1891.91;-1306.81;0.00
0.25;9.52;40.73;3258.35;1997.16;-1261.19;0.00
0.27;9.69;41.44;3315.51;2070.92;-1244.59;0.00
0.28;11.64;35.89;2871.25;2238.42;-632.84;0.00
0.29;9.62;39.00;3119.68;2239.82;-879.86;0.00
0.24;10.16;36.29;2903.51;1957.52;-945.99;0.00
0.25;9.86;46.41;3712.99;2012.85;-1700.14;0.00
0.23;8.68;36.62;2929.31;1815.52;-1113.79;0.00
0.25;10.98;43.45;3475.84;2025.08;-1450.76;0.00
0.24;8.63;38.04;3043.34;1840.49;-1202.84;0.00
0.27;10.03;37.19;2974.98;2132.86;-842.12;0.00
0.25;9.33;49.06;3924.60;1947.47;-1977.13;0.00
0.23;10.78;31.59;2527.32;1930.60;-596.73;0.00
0.22;10.40;38.74;3099.42;1843.08;-1256.35;0.00
0.25;11.42;46.39;3711.28;2060.78;-1650.50;0.00
0.25;10.11;39.90;3191.84;2000.67;-1191.17;0.00
0.19;10.55;43.94;3514.81;1684.35;-1830.45;0.00
0.26;10.14;44.07;3525.23;2039.32;-1485.92;0.00
0.22;11.59;37.98;3038.36;1935.87;-1102.49;0.00
0.24;11.07;33.32;2665.57;1969.61;-695.96;0.00
0.29;10.27;47.76;3820.97;2261.20;-1559.77;0.00
0.28;10.88;45.75;3660.20;2198.49;-1461.71;0.00
0.22;9.63;33.54;2683.29;1777.42;-905.87;0.00
0.26;10.95;32.99;2639.42;2123.96;-515.46;0.00
0.22;11.04;49.97;3997.53;1897.60;-2099.93;0.00
0.25;9.33;35.04;2802.88;1939.28;-863.60;0.00
0.23;11.53;39.87;3189.73;1939.11;-1250.62;0.00
0.25;9.15;41.80;3343.89;1938.50;-1405.39;0.00
0.23;11.98;42.24;3379.24;1982.18;-1397.06;0.00
0.28;10.64;41.35;3308.31;2196.07;-1112.23;0.00
0.22;9.94;42.58;3406.15;1846.67;-1559.47;0.00
0.26;12.14;36.34;2907.49;2155.23;-752.26;0.00
0.28;9.71;38.22;3057.61;2140.99;-916.62;0.00
0.26;11.72;46.27;3701.89;2132.29;-1569.61;0.00
0.30;10.95;42.05;3364.11;2317.11;-1047.00;0.00
0.24;12.41;34.64;2770.95;2063.17;-707.78;0.00
0.28;10.09;40.89;3271.52;2163.09;-1108.43;0.00
0.25;10.11;37.95;3036.05;2023.35;-1012.70;0.00
0.24;11.19;37.11;2968.47;2017.53;-950.93;0.00
0.24;10.75;42.01;3360.97;1962.30;-1398.67;0.00
0.20;10.66;42.26;3380.78;1717.61;-1663.17;0.00
0.26;8.24;45.97;3677.45;1971.54;-1705.91;0.00
0.26;11.21;33.15;2652.09;2100.09;-552.00;0.00
0.25;12.53;31.67;2533.67;2138.60;-395.07;0.00
0.29;8.87;44.24;3539.38;2176.01;-1363.38;0.00
0.22;9.80;37.01;2960.66;1839.58;-1121.08;0.00
0.25;11.07;37.55;3003.77;2045.37;-958.40;0.00
0.27;9.61;38.79;3102.93;2070.30;-1032.63;0.00
0.23;9.72;41.14;3290.84;1837.89;-1452.95;0.00
0.23;10.08;40.74;3259.55;1907.61;-1351.94;0.00
0.25;11.16;42.64;3410.99;2086.03;-1324.96;0.00
0.25;9.71;41.32;3305.47;2000.76;-1304.70;0.00
0.22;10.45;44.05;3524.23;1872.01;-1652.22;0.00
0.22;10.35;34.74;2778.91;1842.26;-936.65;0.00
0.26;10.97;41.66;3333.18;2091.07;-1242.10;0.00
0.24;10.17;38.98;3118.47;1927.60;-1190.87;0.00
