# X_0;X_1;X_2;R_0;R_1;S_0;S_1;G_0;G_1;I_0;I_1
105;1709;2;2;3;1;1;-1;-1;0;0
112;1921;2;2;3;2;2;0;-1;0;0
97;1855;2;2;2;1;2;0;0;0;0
99;1920;2;2;2;2;2;0;0;0;0
106;1958;2;2;3;2;2;0;0;0;0
100;1738;3;3;3;1;1;-1;-1;0;0
120;2020;3;3;3;2;2;0;-1;0;0
89;2088;3;3;3;2;2;-1;-1;0;0
106;1987;3;3;3;2;2;0;-1;0;0
119;1916;3;3;3;2;2;-1;-1;0;0
94;2061;3;3;3;2;2;-1;-1;0;0
103;1702;2;2;3;1;1;-1;-1;0;0
102;2301;3;3;4;2;2;-1;-1;0;0
111;2113;2;2;2;2;2;0;0;0;0
102;1965;3;3;3;2;2;-1;-1;0;0
114;2036;2;2;3;2;2;0;0;0;0
88;2151;3;3;3;2;2;0;-1;0;0
81;1845;2;2;3;1;2;0;-1;0;0
95;2019;2;2;2;2;2;0;0;0;0
103;1969;2;2;3;2;2;0;-1;0;0
123;2004;3;3;3;2;2;-1;-1;0;0
85;2141;3;3;3;2;2;0;0;0;0
95;2107;2;2;3;2;2;0;0;0;0
100;2196;2;2;3;2;2;0;0;0;0
95;2063;2;2;2;2;2;0;0;0;0
107;2292;3;3;3;2;2;0;0;0;0
112;1875;2;2;3;2;2;0;-1;0;0
101;1942;3;3;4;2;2;-1;-1;0;0
95;1626;3;3;3;1;1;-1;-1;0;0
92;2014;2;2;3;2;2;0;0;0;0
95;1883;2;2;2;2;2;0;0;0;0
102;1917;3;3;3;2;2;-1;-1;0;0
95;1824;2;2;3;1;2;0;-1;0;0
98;1733;2;2;3;1;1;-1;-1;0;0
104;2312;2;2;3;2;2;0;0;0;0
102;1836;2;2;3;1;2;0;-1;0;0
92;2255;2;2;3;2;2;0;0;0;0
107;2118;3;3;3;2;2;-1;-1;0;0
91;2126;2;2;2;2;2;0;0;0;0
106;2151;2;2;3;2;2;0;0;0;0
114;1861;3;3;3;1;2;-1;-1;0;0
103;1919;3;3;3;2;2;-1;-1;0;0
82;2115;2;2;3;2;2;0;0;0;0
90;2056;3;3;3;2;2;-1;-1;0;0
81;2084;2;2;2;2;2;0;0;0;0
96;1923;3;3;3;2;2;0;-1;0;0
109;1984;2;2;3;2;2;0;0;0;0
111;2163;3;3;4;2;2;-1;-1;0;0
102;1862;2;2;3;1;2;0;-1;0;0
84;1889;3;3;3;1;2;-1;-1;0;0
103;1928;2;2;2;2;2;0;0;0;0
97;2136;2;2;3;2;2;0;0;0;0
104;1730;2;2;2;1;1;0;0;0;0
103;1911;2;2;3;2;2;0;-1;0;0
93;1804;2;2;2;1;2;0;0;0;0
121;1726;2;2;3;1;1;-1;-1;0;0
96;1830;3;3;3;1;2;-1;-1;0;0
81;1932;3;3;3;2;2;0;-1;0;0
113;1869;2;2;3;2;2;0;-1;0;0
112;1966;2;2;3;2;2;0;-1;0;0
103;1848;3;3;4;1;2;-1;-1;0;0
94;2199;2;2;3;2;2;0;0;0;0
79;1908;2;2;3;2;2;0;-1;0;0
106;2134;3;3;3;2;2;0;-1;0;0
89;2025;3;3;3;2;2;0;-1;0;0
95;1700;3;3;3;1;1;-1;-1;0;0
109;2097;3;3;3;2;2;-1;-1;0;0
101;2052;3;3;3;2;2;0;-1;0;0
100;2007;3;3;3;2;2;-1;-1;0;0
95;2099;2;2;3;2;2;0;0;0;0
99;1986;2;2;2;2;2;0;0;0;0
93;2105;3;3;3;2;2;0;-1;0;0
112;1967;2;2;2;2;2;0;0;0;0
111;2048;3;3;3;2;2;-1;-1;0;0
97;2027;2;2;3;2;2;0;0;0;0
89;2167;2;2;2;2;2;0;0;0;0
99;1959;3;3;3;2;2;-1;-1;0;0
107;2205;2;2;3;2;2;0;0;0;0
120;1897;3;3;3;2;2;0;-1;0;0
107;2139;2;2;3;2;2;0;0;0;0
105;2099;3;3;3;2;2;0;0;0;0
101;1836;3;3;3;1;2;-1;-1;0;0
102;1917;3;3;3;2;2;-1;-1;0;0
72;2086;3;3;3;2;2;0;-1;0;0
76;2063;2;2;3;2;2;0;0;0;0
87;2070;2;2;2;2;2;0;0;0;0
101;2041;2;2;3;2;2;0;0;0;0
100;2176;3;3;3;2;2;0;0;0;0
94;1799;2;2;3;1;2;-1;-1;0;0
93;2091;3;3;3;2;2;0;-1;0;0
89;1902;2;2;2;2;2;0;0;0;0
106;2250;2;2;3;2;2;0;0;0;0
100;1931;3;3;3;2;2;-1;-1;0;0
81;1887;2;2;3;1;2;0;-1;0;0
104;1988;3;3;3;2;2;0;-1;0;0
102;1940;2;2;2;2;2;0;0;0;0
101;1834;3;3;3;1;2;-1;-1;0;0
99;2314;3;3;3;2;2;-1;-1;0;0
96;2066;2;2;3;2;2;0;0;0;0
111;1942;3;3;3;2;2;0;-1;0;0
