# X_0;X_1;X_2;X_3;X_4;X_5;X_6;X_7;X_8;X_9;X_10;X_11;X_12;R_0;R_1;R_2;S_0;S_1;S_2;G_0;G_1;G_2;I_0;I_1;I_2
190689673879.69;249942499.27;13597.82;0.93;1.07;135.09;5.95;103.22;7.17;140.42;936.36;94090.98;10206.31;31905.17;109622.74;0.01;1921.61;1045.92;0.00;-27500.65;-100408.77;-0.01;0.00;0.00;0.00
212197644739.12;229088108.28;12465.94;1.07;1.07;140.21;6.00;102.88;6.83;135.65;924.15;97045.90;11079.19;28249.72;105120.04;0.01;1761.62;958.85;0.00;-28307.12;-111333.46;-0.02;0.00;0.00;0.00
210684148455.20;252714065.27;14711.36;1.01;0.98;139.28;5.68;104.61;7.33;137.69;930.07;98846.65;11447.17;31633.02;108960.98;0.01;2079.06;1131.62;0.00;-29850.41;-108713.74;-0.02;0.00;0.00;0.00
190317335424.17;239715187.21;11012.01;0.91;1.02;137.12;5.81;100.23;7.02;141.28;910.89;101458.16;9751.35;30789.02;104218.40;0.01;1556.28;847.08;0.00;-26422.39;-93967.61;-0.01;0.00;0.00;0.00
194653342027.69;274705609.78;12104.93;1.04;0.95;136.47;5.70;100.33;7.20;134.02;951.61;103121.78;9119.19;33469.23;116553.44;0.01;1710.58;931.08;0.00;-33350.44;-120893.05;-0.02;0.00;0.00;0.00
193477963643.47;262193051.20;11356.91;1.04;1.03;140.74;5.80;103.33;7.25;140.81;951.18;110397.24;9931.34;33561.93;116723.78;0.01;1604.89;873.54;0.00;-33405.80;-121016.29;-0.02;0.00;0.00;0.00
198744185497.88;231329509.71;12483.28;1.02;1.05;140.02;5.71;101.02;7.10;135.80;947.52;95686.56;10381.66;28559.44;100894.54;0.01;1764.15;960.23;0.00;-27340.73;-102130.95;-0.02;0.00;0.00;0.00
197973901235.89;242008072.41;10735.09;0.97;1.04;135.54;6.03;97.72;6.83;142.95;940.90;99091.42;7856.66;31449.05;107902.35;0.01;1517.10;825.77;0.00;-28846.97;-103514.88;-0.01;0.00;0.00;0.00
210122064440.23;252597196.46;9623.35;0.97;0.94;137.51;5.86;103.21;7.18;139.65;943.79;108330.81;11094.49;32068.78;111091.47;0.01;1359.98;740.23;0.00;-29752.77;-106802.77;-0.01;0.00;0.00;0.00
207578193531.96;246880702.76;12352.87;1.06;1.04;139.37;5.82;102.52;7.02;142.86;949.46;110391.63;12030.49;32062.58;109267.31;0.01;1745.64;950.15;0.00;-32018.47;-114314.25;-0.02;0.00;0.00;0.00
198127480949.61;236236779.90;11605.31;1.00;1.01;143.42;5.84;97.72;7.12;140.90;964.05;100663.05;8843.95;30259.78;107860.06;0.01;1640.05;892.69;0.00;-28589.63;-106908.26;-0.01;0.00;0.00;0.00
199752483990.43;251325192.04;11860.90;0.99;0.93;139.98;5.81;103.14;7.13;139.36;970.66;99154.20;9262.65;31841.14;111551.89;0.01;1676.10;912.31;0.00;-30099.53;-110064.83;-0.01;0.00;0.00;0.00
210099995330.37;256481800.39;12434.27;1.03;1.03;138.62;5.66;104.00;6.88;139.76;942.38;101403.12;9612.01;32587.96;109816.29;0.01;1757.22;956.46;0.00;-31711.63;-111955.08;-0.02;0.00;0.00;0.00
203866369220.89;231455859.27;12507.60;0.93;1.06;141.54;5.75;104.09;7.21;140.88;963.87;108782.84;11147.65;29642.44;102785.26;0.01;1767.55;962.08;0.00;-25594.71;-94237.37;-0.01;0.00;0.00;0.00
204487263927.19;254762506.86;14306.14;0.96;1.06;142.80;5.86;104.62;7.30;139.53;928.86;112332.11;10823.22;32314.56;116243.82;0.01;2021.84;1100.46;0.00;-28954.63;-110673.00;-0.01;0.00;0.00;0.00
229458153665.68;244523525.02;12870.00;0.95;1.03;140.27;5.87;100.57;7.28;134.43;970.32;87727.52;10710.86;29882.18;109732.73;0.01;1818.70;989.92;0.00;-26416.75;-102859.52;-0.01;0.00;0.00;0.00
197650277405.23;251950397.05;12328.92;0.96;0.99;143.02;5.84;99.53;6.88;136.53;945.77;108033.31;10039.30;31271.02;114724.03;0.01;1742.24;948.31;0.00;-28281.60;-109156.19;-0.01;0.00;0.00;0.00
210071969055.89;267060262.24;12740.35;1.07;1.03;136.84;5.78;104.29;6.81;139.99;948.41;105561.99;9365.42;33986.23;115134.27;0.01;1800.46;980.00;0.00;-34544.27;-122280.54;-0.02;0.00;0.00;0.00
197635032902.40;252651290.85;11756.06;1.02;1.02;139.63;5.79;102.46;7.02;137.99;934.07;95235.52;12172.53;31693.27;111334.79;0.01;1661.42;904.31;0.00;-30584.45;-112487.85;-0.02;0.00;0.00;0.00
193238621213.26;247963473.98;13416.97;0.91;0.96;140.51;5.86;99.99;7.27;142.88;925.04;98127.15;8481.64;32207.94;111309.56;0.01;1896.03;1032.00;0.00;-27469.31;-100205.69;-0.01;0.00;0.00;0.00
195915106501.89;233287140.30;15259.18;1.02;0.99;134.08;5.92;101.70;7.11;144.78;947.24;93607.67;10919.79;30703.97;100922.62;0.01;2156.47;1173.77;0.00;-29214.02;-101877.28;-0.02;0.00;0.00;0.00
216587183235.65;249346714.65;10995.66;1.08;0.99;137.60;5.74;103.52;7.31;136.90;924.97;103950.98;8855.27;31032.64;107384.58;0.01;1553.89;845.77;0.00;-31894.55;-114832.14;-0.02;0.00;0.00;0.00
187698687135.85;250199429.78;12193.58;0.94;1.03;140.96;5.90;100.90;7.17;139.44;903.34;90926.74;9294.57;31715.16;113550.81;0.01;1723.21;937.92;0.00;-28096.17;-105956.59;-0.01;0.00;0.00;0.00
198554792423.94;249672065.94;14621.05;0.98;1.02;138.77;5.81;100.53;7.11;143.05;913.90;120059.83;10695.04;32468.19;109801.86;0.01;2066.33;1124.69;0.00;-29604.20;-106067.74;-0.01;0.00;0.00;0.00
177607957136.24;258334810.28;12979.56;1.01;0.96;136.90;5.75;101.35;7.04;141.04;920.99;96804.42;9623.08;33123.82;110918.32;0.01;1834.26;998.38;0.00;-31801.25;-111451.76;-0.02;0.00;0.00;0.00
200549588539.22;243341943.68;12263.94;1.00;1.02;141.11;5.89;103.19;7.29;139.42;929.32;102328.10;9119.14;30842.79;110323.63;0.01;1733.10;943.31;0.00;-29095.64;-109447.63;-0.02;0.00;0.00;0.00
194264153832.26;247229413.36;12168.19;0.92;1.00;141.41;5.64;101.18;7.11;140.41;926.47;102011.36;9650.01;31558.25;107644.73;0.01;1719.65;936.00;0.00;-27377.36;-98337.63;-0.01;0.00;0.00;0.00
191485205230.52;265151202.04;10373.62;1.03;1.01;140.85;5.67;105.87;7.06;140.18;913.95;102669.21;10753.80;33790.23;115468.18;0.01;1465.99;797.92;0.00;-33297.28;-118056.28;-0.02;0.00;0.00;0.00
215832579714.97;241714372.08;10393.86;1.03;0.94;133.08;5.69;103.91;7.03;144.38;909.61;81277.07;12131.27;31726.45;99888.88;0.01;1468.80;799.46;0.00;-31443.72;-102601.10;-0.02;0.00;0.00;0.00
209306500586.90;252491014.43;14525.70;1.01;1.07;141.01;5.71;102.22;7.00;139.25;944.98;102482.04;11351.53;31963.40;110859.28;0.01;2052.73;1117.31;0.00;-29960.81;-110353.18;-0.02;0.00;0.00;0.00
187565400940.78;258824662.84;13884.28;1.02;0.91;136.77;5.84;104.69;7.12;140.84;915.97;119208.92;9089.34;33138.34;112820.01;0.01;1962.18;1068.00;0.00;-31930.46;-113815.79;-0.02;0.00;0.00;0.00
185000840656.78;242661101.33;12616.19;1.01;0.94;141.32;5.96;99.68;7.21;138.50;954.03;101700.15;11686.02;30553.28;111561.82;0.01;1782.95;970.46;0.00;-29303.17;-112209.06;-0.02;0.00;0.00;0.00
205592985684.37;247999489.76;12010.74;0.94;0.96;137.47;5.75;101.74;7.22;137.69;944.64;94967.74;11175.11;31043.25;106857.91;0.01;1697.31;923.85;0.00;-27482.42;-99327.80;-0.01;0.00;0.00;0.00
191779343834.82;281564829.60;12884.06;0.98;1.04;136.98;5.79;103.37;7.45;137.38;930.65;83916.16;11360.76;35164.08;121782.90;0.01;1820.86;991.08;0.00;-32509.76;-118132.87;-0.01;0.00;0.00;0.00
206340153105.03;244830628.50;12538.81;0.95;1.02;140.41;5.71;102.25;7.04;139.67;922.67;96192.67;10477.35;31086.51;106992.92;0.01;1771.94;964.46;0.00;-27699.99;-100594.35;-0.01;0.00;0.00;0.00
200945199289.31;262393573.45;13042.50;0.96;1.06;137.10;5.92;100.51;6.93;144.37;945.33;98049.58;11931.20;34437.37;116163.25;0.01;1843.14;1003.23;0.00;-30999.39;-110084.78;-0.01;0.00;0.00;0.00
189948300070.62;257788061.84;11781.92;0.95;1.04;138.29;5.90;101.94;7.25;139.60;919.44;100291.58;10513.31;32716.21;114732.17;0.01;1664.97;906.23;0.00;-29195.38;-107513.38;-0.01;0.00;0.00;0.00
204136271276.73;255755233.39;12928.72;0.91;1.05;136.09;5.60;99.09;7.07;133.62;919.69;90926.53;9066.52;31067.36;106286.85;0.01;1827.04;994.46;0.00;-26273.91;-95429.14;-0.01;0.00;0.00;0.00
197596737563.94;265243760.18;12910.25;1.07;0.96;136.86;5.78;101.36;7.09;134.97;950.65;108573.74;10402.85;32546.61;114464.75;0.01;1824.49;993.08;0.00;-33014.11;-121321.15;-0.02;0.00;0.00;0.00
204804909515.95;254317816.15;12667.92;1.02;1.01;140.03;5.83;102.77;6.97;141.96;943.01;94194.78;9038.40;32821.48;113262.57;0.01;1790.16;974.38;0.00;-31754.34;-114857.69;-0.02;0.00;0.00;0.00
193939428127.41;257834955.60;12599.03;1.02;1.01;137.56;5.65;102.19;7.44;137.14;927.49;110873.22;10470.51;32144.10;109396.90;0.01;1780.57;969.15;0.00;-31075.87;-110919.37;-0.02;0.00;0.00;0.00
217549782366.32;229566969.17;13298.02;0.94;0.95;139.37;5.87;97.82;6.98;136.53;953.29;93049.04;9955.36;28492.69;102407.97;0.01;1879.31;1022.92;0.00;-24909.62;-94968.68;-0.01;0.00;0.00;0.00
212159299653.59;233998254.41;14392.30;0.98;0.99;135.46;5.84;100.77;7.24;139.61;961.05;96564.22;11122.76;29698.61;100972.25;0.01;2033.93;1107.08;0.00;-27223.80;-98291.11;-0.01;0.00;0.00;0.00
194750023663.81;279390716.14;12502.33;0.99;0.90;141.95;5.65;100.37;7.31;140.33;959.34;85421.02;9268.48;35643.02;122216.81;0.01;1766.84;961.69;0.00;-33808.33;-120498.25;-0.01;0.00;0.00;0.00
193159413335.27;254270306.82;12442.09;1.00;1.10;138.37;5.80;100.60;7.15;136.09;936.02;103129.56;8942.18;31457.33;111222.68;0.01;1758.36;957.08;0.00;-29370.34;-109638.92;-0.01;0.00;0.00;0.00
211117743511.22;238660695.61;11036.52;1.07;1.05;138.17;5.64;101.80;6.89;138.34;939.37;106201.03;9131.79;30015.87;101420.85;0.01;1559.64;848.92;0.00;-30576.22;-107957.49;-0.02;0.00;0.00;0.00
177464519698.90;263350606.19;11933.62;1.01;1.07;135.65;5.95;97.83;7.10;136.21;892.22;93502.41;8987.28;32609.23;115845.86;0.01;1686.45;917.92;0.00;-31207.29;-116291.42;-0.02;0.00;0.00;0.00
201965326710.18;215789396.05;14097.75;1.06;0.99;136.90;5.68;104.81;6.93;140.57;922.41;107321.84;9548.02;27575.02;91526.72;0.01;1992.26;1084.38;0.00;-27266.57;-95956.63;-0.02;0.00;0.00;0.00
202230703254.25;236913460.44;13107.83;1.01;1.00;138.50;5.99;105.25;7.17;142.53;943.17;74719.94;9348.29;30696.76;107151.31;0.01;1852.37;1008.23;0.00;-29291.63;-107707.37;-0.02;0.00;0.00;0.00
203508851822.86;234129521.35;12879.35;1.10;0.97;137.16;5.80;99.83;7.16;141.35;935.12;97816.79;7735.13;30084.89;101552.42;0.01;1820.12;990.69;0.00;-31252.45;-110496.69;-0.02;0.00;0.00;0.00
183546455498.65;252594529.57;13927.62;0.92;1.05;138.44;5.57;102.39;7.11;138.69;942.93;100290.51;10206.80;31846.63;106172.71;0.01;1968.22;1071.31;0.00;-27304.37;-96782.12;-0.01;0.00;0.00;0.00
189344666643.47;247275922.76;14124.67;1.04;1.05;135.55;5.87;102.24;7.19;146.65;949.33;87492.98;10608.15;32965.43;107401.70;0.01;1996.07;1086.46;0.00;-32245.61;-110746.89;-0.02;0.00;0.00;0.00
186897963296.76;250647451.68;12896.63;0.98;1.03;140.15;5.84;105.40;7.30;140.09;931.23;101423.75;11004.91;31921.30;111819.12;0.01;1822.56;992.00;0.00;-29475.92;-108803.22;-0.01;0.00;0.00;0.00
186571537937.56;227969892.80;11406.85;1.07;0.95;142.03;5.83;101.98;6.91;135.59;936.80;117262.19;9514.88;28099.80;102879.96;0.01;1611.95;877.38;0.00;-28585.19;-109453.24;-0.02;0.00;0.00;0.00
195752473277.74;224482863.98;11690.22;1.02;1.00;145.46;5.86;103.01;7.30;139.51;966.84;112289.48;9718.85;28470.27;104296.87;0.01;1652.10;899.23;0.00;-27396.29;-105519.04;-0.02;0.00;0.00;0.00
204306772017.37;234136668.80;12219.77;0.92;1.00;141.59;5.42;98.53;7.10;141.99;960.78;98464.13;11126.73;30223.55;97958.03;0.01;1726.81;939.92;0.00;-26176.83;-89493.48;-0.01;0.00;0.00;0.00
187497628846.63;226026453.38;13176.67;0.92;1.07;140.18;5.58;105.11;7.29;135.81;951.94;98934.14;11323.16;27906.38;96430.35;0.01;1862.11;1013.54;0.00;-23782.65;-87998.25;-0.01;0.00;0.00;0.00
208322257547.82;253288852.06;14780.27;0.92;1.00;140.02;5.87;104.06;7.18;137.45;944.24;111957.24;10273.45;31650.23;113494.01;0.01;2088.80;1136.92;0.00;-26996.76;-103136.53;-0.01;0.00;0.00;0.00
194013384402.31;244545737.40;13054.20;1.05;1.01;138.04;5.76;101.92;7.16;142.02;925.63;100471.21;9560.85;31573.49;106039.20;0.01;1844.87;1004.15;0.00;-31176.92;-109953.97;-0.02;0.00;0.00;0.00
194518619346.64;264015221.09;12310.41;0.89;0.97;141.21;5.70;100.63;7.26;141.00;939.80;100244.72;10391.42;33840.99;115818.20;0.01;1739.71;946.92;0.00;-28536.67;-102529.54;-0.01;0.00;0.00;0.00
208855414620.47;251596694.71;13192.30;0.95;1.00;137.17;5.61;103.60;7.27;138.09;909.90;96654.88;10313.35;31584.17;105672.89;0.01;1864.39;1014.77;0.00;-28228.43;-99665.24;-0.01;0.00;0.00;0.00
204049614473.36;246831899.55;11580.35;1.02;1.01;143.56;5.94;101.79;6.98;137.62;935.53;95186.03;9764.86;30881.13;114904.74;0.01;1636.55;890.77;0.00;-29814.62;-116197.26;-0.02;0.00;0.00;0.00
203916553659.27;234703396.40;11400.46;0.97;1.03;136.13;5.66;102.04;7.00;139.45;952.40;97441.51;9932.66;29752.93;98695.02;0.01;1611.08;876.92;0.00;-27323.42;-95229.56;-0.01;0.00;0.00;0.00
200100223312.71;274660551.55;11111.74;0.98;1.05;135.79;5.82;103.17;7.13;137.36;951.04;113357.59;9191.49;34298.27;118309.67;0.01;1570.26;854.69;0.00;-31922.89;-114924.02;-0.01;0.00;0.00;0.00
187051895706.87;252977998.06;13750.34;0.98;0.96;141.14;5.87;100.04;7.10;139.42;947.93;79073.81;10778.25;32063.11;114311.17;0.01;1943.21;1057.69;0.00;-29580.25;-111093.07;-0.01;0.00;0.00;0.00
193598517525.22;229235738.01;11724.42;1.02;1.01;142.32;5.65;98.67;7.19;138.53;915.66;114016.89;10819.71;28870.04;100597.77;0.01;1656.90;901.85;0.00;-27654.51;-101285.97;-0.02;0.00;0.00;0.00
201497567562.30;251941062.13;12489.27;1.03;1.03;138.04;5.87;104.33;7.15;142.38;949.42;94557.07;11766.26;32610.58;111274.34;0.01;1765.01;960.69;0.00;-31671.45;-113290.10;-0.02;0.00;0.00;0.00
211289517749.43;234181131.04;12602.53;1.02;1.07;135.17;5.86;103.04;7.33;138.31;920.69;107993.38;9181.84;29445.84;101256.39;0.01;1781.00;969.38;0.00;-28194.91;-102480.10;-0.02;0.00;0.00;0.00
218163445102.60;245203209.89;14814.68;0.98;0.97;138.11;6.02;105.85;6.95;137.09;959.27;64661.63;9391.43;30558.83;111278.93;0.01;2093.59;1139.54;0.00;-27896.67;-107852.02;-0.01;0.00;0.00;0.00
188737169499.26;241292159.52;13988.86;1.09;0.99;142.05;5.93;105.04;7.16;136.72;924.33;82786.98;8862.19;29989.40;110779.97;0.01;1976.89;1076.00;0.00;-30590.21;-119150.08;-0.02;0.00;0.00;0.00
202666180635.28;242414098.71;12521.40;0.99;1.00;137.70;5.79;104.74;7.02;140.15;959.30;104427.17;9782.95;30885.00;105466.07;0.01;1769.52;963.15;0.00;-28670.79;-102997.44;-0.01;0.00;0.00;0.00
212828847794.92;235551525.05;13355.35;1.02;0.95;138.26;6.04;103.85;7.02;141.92;924.24;106077.04;8389.42;30389.97;107258.77;0.01;1887.42;1027.31;0.00;-29284.22;-108729.00;-0.02;0.00;0.00;0.00
197940021750.23;250830878.29;13724.70;0.98;0.98;139.33;5.95;102.20;7.17;139.52;954.20;98526.35;10736.68;31814.48;113410.10;0.01;1939.55;1055.69;0.00;-29330.34;-110273.52;-0.01;0.00;0.00;0.00
190966867765.50;270354872.69;14014.70;0.94;1.00;135.42;5.73;103.60;7.32;132.93;939.82;90183.26;9984.24;32672.29;114365.77;0.01;1980.54;1078.00;0.00;-28876.88;-106963.00;-0.01;0.00;0.00;0.00
180255390703.89;250085502.23;9860.37;1.02;0.92;140.69;5.79;101.95;7.01;141.50;925.67;112407.96;8469.92;32169.93;111197.36;0.01;1393.47;758.46;0.00;-31586.17;-112927.84;-0.02;0.00;0.00;0.00
205188760222.29;254032378.61;11449.09;1.05;0.94;137.98;6.03;100.19;7.17;141.16;940.09;99778.89;7956.84;32599.97;115195.43;0.01;1618.03;880.69;0.00;-32595.42;-119707.78;-0.02;0.00;0.00;0.00
206267307655.12;236834794.39;14014.24;0.98;1.01;138.21;5.82;104.87;6.87;141.01;916.04;106450.50;9882.94;30360.57;103821.62;0.01;1980.54;1078.00;0.00;-27791.31;-100807.63;-0.01;0.00;0.00;0.00
214935241034.63;266967058.34;11856.92;1.04;1.00;137.05;5.59;100.80;7.20;137.09;916.43;94822.28;10271.10;33270.43;111640.35;0.01;1675.55;912.00;0.00;-32987.80;-115401.39;-0.02;0.00;0.00;0.00
203148266023.80;241888375.72;11052.53;0.91;1.04;140.65;5.79;99.58;7.11;139.05;948.05;95982.45;10934.10;30575.81;107465.15;0.01;1561.91;850.15;0.00;-26324.64;-97343.77;-0.01;0.00;0.00;0.00
202792700087.90;227629107.14;11015.89;0.97;0.96;139.97;5.71;100.31;7.08;137.74;943.31;103188.03;9286.64;28503.86;99165.06;0.01;1556.68;847.31;0.00;-26123.55;-95275.82;-0.01;0.00;0.00;0.00
194811254026.97;254383129.01;13594.31;1.04;1.00;136.95;5.87;100.82;7.24;146.03;938.97;105357.58;10107.53;33771.20;111488.09;0.01;1921.18;1045.69;0.00;-33159.76;-114784.70;-0.02;0.00;0.00;0.00
210640503729.47;238633091.06;12256.06;1.02;0.99;138.28;5.85;104.19;6.84;141.73;916.07;83687.09;11177.58;30746.27;105220.62;0.01;1732.09;942.77;0.00;-29511.09;-105911.56;-0.02;0.00;0.00;0.00
187915930332.24;247500158.16;11962.23;1.03;0.98;133.90;5.70;101.31;6.91;141.33;942.29;118000.00;10472.51;31798.67;103025.66;0.01;1690.50;920.15;0.00;-31212.78;-105615.50;-0.02;0.00;0.00;0.00
204369228930.42;247120681.68;11407.77;1.02;1.05;134.67;5.72;101.72;6.93;137.47;936.89;108785.92;10121.95;30882.67;103844.55;0.01;1612.08;877.46;0.00;-29758.41;-104824.95;-0.02;0.00;0.00;0.00
224955880580.02;261872468.89;11491.16;0.95;1.03;144.95;5.68;105.22;7.20;136.30;939.94;80521.17;9655.78;32447.98;117627.27;0.01;1623.99;883.92;0.00;-29055.11;-110476.88;-0.01;0.00;0.00;0.00
197002104926.75;263534630.04;13145.76;1.05;1.00;136.37;5.97;103.34;6.93;138.52;902.75;90263.25;10326.47;33187.39;117065.25;0.01;1857.74;1011.15;0.00;-32834.50;-121342.27;-0.02;0.00;0.00;0.00
194181854911.97;250444014.26;12117.65;1.02;0.94;140.81;5.65;104.84;7.45;138.35;933.40;87332.09;8489.60;31498.01;108725.59;0.01;1712.46;932.08;0.00;-30546.26;-110101.55;-0.02;0.00;0.00;0.00
204216955366.76;245017015.92;12148.45;1.09;0.97;137.08;5.68;102.46;6.95;137.00;928.99;110267.65;9419.37;30516.20;104119.52;0.01;1716.81;934.46;0.00;-31692.15;-112893.13;-0.02;0.00;0.00;0.00
205602301519.13;249870080.99;12489.02;1.02;1.03;137.79;5.86;104.34;7.12;142.54;925.81;111621.95;12054.15;32378.50;109997.97;0.01;1765.03;960.69;0.00;-31226.18;-111256.10;-0.02;0.00;0.00;0.00
187875482247.03;225178782.86;10591.47;0.90;0.95;134.80;5.73;99.41;7.10;136.02;958.88;92404.04;9186.12;27844.07;94891.85;0.01;1496.74;814.69;0.00;-23538.25;-84297.44;-0.01;0.00;0.00;0.00
210477475718.13;254174025.76;11560.02;0.94;1.02;142.12;5.68;97.32;7.19;136.62;947.69;84553.09;9376.34;31568.20;111886.87;0.01;1633.70;889.23;0.00;-28128.28;-104702.50;-0.01;0.00;0.00;0.00
197409987988.52;257277813.13;12140.88;1.01;0.90;139.27;6.00;99.78;7.21;141.28;971.81;97406.40;11620.95;33044.50;117200.54;0.01;1715.67;933.85;0.00;-31669.61;-116975.02;-0.02;0.00;0.00;0.00
201026676833.58;254833840.10;9723.37;1.04;1.00;137.52;5.84;98.73;7.15;134.59;963.92;94073.02;7881.69;31180.00;111708.14;0.01;1374.08;747.92;0.00;-30967.30;-115106.88;-0.02;0.00;0.00;0.00
214523641563.87;251298976.74;10955.01;1.11;1.01;141.82;5.62;99.69;7.11;138.87;938.21;109473.15;8959.80;31724.65;109328.36;0.01;1548.21;842.69;0.00;-33697.85;-120646.41;-0.02;0.00;0.00;0.00
183648107257.07;247293825.87;12491.36;0.98;1.03;136.16;5.77;98.39;7.27;137.25;949.80;105789.26;8706.18;30855.06;105998.58;0.01;1765.27;960.85;0.00;-28283.00;-102402.73;-0.01;0.00;0.00;0.00
182539288968.57;239912501.10;13187.36;0.95;1.05;141.79;5.77;103.27;7.09;138.47;960.43;101319.88;8899.71;30200.62;107140.49;0.01;1863.65;1014.38;0.00;-26732.83;-100736.75;-0.01;0.00;0.00;0.00
201297497339.10;238804111.70;12055.41;1.02;1.02;136.46;5.94;100.23;7.09;135.81;935.14;97915.50;10151.84;29484.19;105617.51;0.01;1703.67;927.31;0.00;-28419.92;-107091.34;-0.02;0.00;0.00;0.00
186599526529.72;266010611.67;14271.04;0.97;1.02;141.62;5.78;100.75;7.15;138.79;980.09;97175.43;10475.14;33563.01;118742.70;0.01;2016.82;1097.77;0.00;-30516.89;-114124.96;-0.01;0.00;0.00;0.00
193380036701.03;244022841.46;11905.17;0.93;1.00;134.75;5.63;105.08;7.21;138.46;932.91;91953.94;10348.56;30715.99;100949.54;0.01;1682.48;915.77;0.00;-26943.22;-93167.79;-0.01;0.00;0.00;0.00
203651844614.81;249253397.75;12228.64;0.97;1.06;142.51;5.76;99.77;7.34;137.07;942.66;98253.17;9209.10;31058.80;111577.26;0.01;1728.13;940.62;0.00;-28257.70;-107124.30;-0.01;0.00;0.00;0.00
193284592234.81;233204650.87;11417.54;0.92;1.00;136.58;5.54;103.33;7.07;140.40;898.26;86165.19;9092.45;29764.37;96274.83;0.01;1613.52;878.23;0.00;-25887.98;-88078.39;-0.01;0.00;0.00;0.00
203241441030.44;250456910.36;13479.62;0.97;1.00;141.50;5.75;101.97;6.93;137.99;977.15;92665.95;8697.73;31417.68;111194.45;0.01;1904.88;1036.85;0.00;-28669.93;-107192.87;-0.01;0.00;0.00;0.00
207969792699.40;253030835.04;12134.87;1.00;1.04;137.60;5.84;100.90;6.87;134.55;958.65;80638.17;9340.62;30949.88;110829.30;0.01;1714.81;933.38;0.00;-29281.93;-110256.72;-0.02;0.00;0.00;0.00
189933903532.35;243423061.27;14173.05;1.02;0.96;140.94;5.63;105.43;7.10;136.09;928.75;101555.33;9199.14;30116.36;105293.13;0.01;2003.02;1090.23;0.00;-28704.89;-106046.92;-0.02;0.00;0.00;0.00
190613858667.67;235421808.01;13653.00;0.95;0.88;140.64;5.80;104.27;7.03;140.27;924.74;92603.56;10177.30;30019.53;104775.54;0.01;1929.39;1050.15;0.00;-26805.36;-98573.09;-0.01;0.00;0.00;0.00
197978867028.36;241895788.84;11079.70;0.97;0.95;137.07;6.01;99.95;6.96;139.34;927.24;87688.51;11968.08;30640.67;108741.39;0.01;1565.74;852.23;0.00;-28133.45;-104324.99;-0.01;0.00;0.00;0.00
206276682435.91;248140524.27;10721.59;1.05;1.08;133.57;5.46;103.48;6.92;142.24;962.82;90277.03;8825.36;32086.38;98617.71;0.01;1515.11;824.69;0.00;-32107.05;-102827.93;-0.02;0.00;0.00;0.00
205336053631.03;234311223.01;11622.35;1.00;0.93;133.27;5.81;101.18;7.18;140.85;957.91;103110.05;10178.16;30001.81;98901.48;0.01;1642.46;894.00;0.00;-28403.37;-97828.49;-0.01;0.00;0.00;0.00
182698363699.75;232744223.61;13838.60;1.02;1.11;142.93;5.79;99.56;7.30;137.25;950.34;108665.93;7847.65;29040.49;105034.58;0.01;1955.66;1064.46;0.00;-27483.63;-106058.55;-0.02;0.00;0.00;0.00
199721678163.89;235023479.86;13265.10;0.96;0.99;137.39;5.90;103.66;6.99;137.23;924.50;86436.30;8716.62;29321.11;103879.83;0.01;1874.69;1020.38;0.00;-26293.18;-98736.28;-0.01;0.00;0.00;0.00
208029698821.01;254211018.59;14333.75;0.89;1.03;142.14;5.79;96.98;7.13;129.93;947.77;80644.59;8857.13;30027.97;114057.42;0.01;2025.59;1102.54;0.00;-24670.01;-100480.79;-0.01;0.00;0.00;0.00
214762476463.93;254372176.40;14833.71;0.97;1.04;136.77;5.77;100.81;7.20;143.72;961.23;99520.01;10158.77;33234.02;109539.32;0.01;2096.25;1141.00;0.00;-30131.68;-105312.59;-0.01;0.00;0.00;0.00
198414363593.35;249203200.84;13840.82;1.03;0.99;135.03;5.88;103.46;7.16;139.32;937.85;100824.26;8749.05;31562.78;107994.11;0.01;1955.95;1064.62;0.00;-30685.83;-110580.43;-0.02;0.00;0.00;0.00
200174414421.35;248512529.83;13525.29;1.01;0.91;143.44;5.91;100.74;7.03;139.76;944.04;73730.03;7741.22;31575.23;114994.66;0.01;1911.42;1040.38;0.00;-30310.12;-115772.34;-0.02;0.00;0.00;0.00
207223873727.53;233980763.59;11718.72;1.06;1.08;139.06;5.72;101.93;7.31;140.97;956.86;99738.25;10013.16;29984.84;101506.69;0.01;1656.04;901.38;0.00;-30135.20;-107089.75;-0.02;0.00;0.00;0.00
216505597128.86;263110685.49;12073.01;0.94;0.96;138.03;5.84;104.63;7.13;140.98;951.12;104732.10;10744.11;33720.45;115693.74;0.01;1706.22;928.69;0.00;-29997.70;-107632.52;-0.01;0.00;0.00;0.00
199497069771.76;260398169.50;12001.05;0.92;0.95;138.54;5.59;101.45;7.34;138.15;948.82;89260.33;10670.97;32704.44;110048.65;0.01;1696.04;923.15;0.00;-28598.30;-100794.13;-0.01;0.00;0.00;0.00
189575160517.72;242194747.78;12749.37;0.97;1.02;143.46;6.07;98.85;7.23;142.40;925.79;109293.20;9361.97;31352.52;115124.78;0.01;1801.77;980.69;0.00;-28622.33;-110855.72;-0.01;0.00;0.00;0.00
189661394100.63;242252215.06;12374.07;0.97;1.09;138.23;5.95;99.94;7.26;134.08;916.67;109332.52;8326.22;29528.14;108669.68;0.01;1748.78;951.85;0.00;-26634.82;-104017.80;-0.01;0.00;0.00;0.00
