# X_0;X_1;R_0;S_0;G_0;I_0
9617;26360;26360;115404;-89043;0
10039;12330;12330;120468;-108137;0
9793;18726;18726;117516;-98789;0
9166;22481;22481;109992;-87510;0
11560;23772;23772;138720;-114947;0
11167;9367;9367;134004;-124636;0
9849;23857;23857;118188;-94330;0
10238;21962;21962;122856;-100893;0
11111;21176;21176;133332;-112155;0
11063;20279;20279;132756;-112476;0
