# X_0;X_1;X_2;X_3;X_4;X_5;X_6;X_7;X_8;X_9;R_0;R_1;R_2;R_3;R_4;R_5;R_6;R_7;R_8;R_9;R_10;R_11;R_12;R_13;R_14;S_0;S_1;S_2;S_3;S_4;S_5;S_6;S_7;S_8;S_9;S_10;S_11;S_12;S_13;S_14;G_0;G_1;G_2;G_3;G_4;G_5;G_6;G_7;G_8;G_9;G_10;G_11;G_12;G_13;G_14;I_0;I_1;I_2;I_3;I_4;I_5;I_6;I_7;I_8;I_9;I_10;I_11;I_12;I_13;I_14
192823814201.99194;215660109.32866;11662.49761;1.03069;0.98485;151.88052;5.52375;93.38351;7.39387;2794.19353;31525.44343;31525.44343;31525.44343;31525.44343;31525.44343;111888.37904;111888.37904;111888.37904;111888.37904;111888.37904;0.01546;0.01546;0.01546;0.01546;0.01546;22741.12534;13750.46728;14766.79150;15343.28049;15647.02668;17251.40778;13661.79528;14127.24504;14346.85989;14258.14815;0.00203;0.00203;0.00203;0.00203;0.00203;-8784.31808;-17774.97615;-16758.65193;-16182.16293;-15878.41674;-94636.97127;-98226.58376;-97761.13400;-97541.51915;-97630.23090;-0.01343;-0.01343;-0.01343;-0.01343;-0.01343;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000
218168141080.67831;240652525.77362;14144.28462;1.00561;0.97754;132.72924;5.99320;106.22209;6.85254;3741.67489;30975.45034;30975.45034;30975.45034;30975.45034;30975.45034;115504.24795;115504.24795;115504.24795;115504.24795;115504.24795;0.01508;0.01508;0.01508;0.01508;0.01508;26326.26847;17192.18191;18190.74593;18782.22179;19204.87283;20575.49646;16893.23605;17370.72757;17596.05171;17505.03592;0.00226;0.00226;0.00226;0.00226;0.00226;-4649.18186;-13783.26842;-12784.70440;-12193.22854;-11770.57750;-94928.75150;-98611.01190;-98133.52038;-97908.19624;-97999.21203;-0.01282;-0.01282;-0.01282;-0.01282;-0.01282;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000
187106004083.69394;248320247.05691;13673.88764;0.95840;1.01369;141.99264;5.69881;109.70390;7.22257;2812.00434;34973.65133;34973.65133;34973.65133;34973.65133;34973.65133;115547.07568;115547.07568;115547.07568;115547.07568;115547.07568;0.01438;0.01438;0.01438;0.01438;0.01438;25807.95921;16308.68628;17364.08740;17976.36371;18359.92552;19911.89734;16099.73845;16594.05718;16827.30529;16733.08744;0.00224;0.00224;0.00224;0.00224;0.00224;-9165.69212;-18664.96505;-17609.56394;-16997.28763;-16613.72581;-95635.17834;-99447.33722;-98953.01850;-98719.77038;-98813.98824;-0.01213;-0.01213;-0.01213;-0.01213;-0.01213;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000
216994166800.15320;237142272.09567;12325.76208;1.01074;1.02300;131.68136;5.46394;103.32789;6.41538;1950.40876;27618.95935;27618.95935;27618.95935;27618.95935;27618.95935;103473.15550;103473.15550;103473.15550;103473.15550;103473.15550;0.01516;0.01516;0.01516;0.01516;0.01516;21926.35174;14372.22336;15196.39649;15685.84146;16040.87741;17162.02299;14114.99932;14510.11913;14696.57436;14621.25912;0.00212;0.00212;0.00212;0.00212;0.00212;-5692.60761;-13246.73599;-12422.56286;-11933.11789;-11578.08194;-86311.13251;-89358.15617;-88963.03637;-88776.58114;-88851.89638;-0.01304;-0.01304;-0.01304;-0.01304;-0.01304;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000
212703051128.89044;220626480.26414;13100.94436;1.05066;1.00731;138.09612;5.65136;107.53683;7.78031;2368.41821;34537.41715;34537.41715;34537.41715;34537.41715;34537.41715;108544.17178;108544.17178;108544.17178;108544.17178;108544.17178;0.01576;0.01576;0.01576;0.01576;0.01576;25316.64197;14967.07550;16144.41742;16806.64179;17127.65271;19043.28357;14920.22661;15454.86294;15707.13889;15605.23525;0.00215;0.00215;0.00215;0.00215;0.00215;-9220.77518;-19570.34164;-18392.99972;-17730.77536;-17409.76444;-89500.88820;-93623.94516;-93089.30883;-92837.03288;-92938.93652;-0.01361;-0.01361;-0.01361;-0.01361;-0.01361;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000
214127497018.07733;242483185.64833;13385.54890;1.00639;0.99135;131.66455;5.63700;107.92832;7.16882;2824.97279;32175.27740;32175.27740;32175.27740;32175.27740;32175.27740;108671.75641;108671.75641;108671.75641;108671.75641;108671.75641;0.01510;0.01510;0.01510;0.01510;0.01510;24634.36161;15717.40034;16702.96842;17278.51473;17653.93460;19077.60273;15494.47546;15959.11047;16178.36621;16089.80153;0.00218;0.00218;0.00218;0.00218;0.00218;-7540.91579;-16457.87705;-15472.30898;-14896.76266;-14521.34280;-89594.15368;-93177.28095;-92712.64594;-92493.39020;-92581.95488;-0.01292;-0.01292;-0.01292;-0.01292;-0.01292;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000
217275009280.23727;276691090.97789;11055.71808;0.95675;0.95120;130.40596;5.78905;106.11174;7.20034;2180.63768;34347.70176;34347.70176;34347.70176;34347.70176;34347.70176;119908.83303;119908.83303;119908.83303;119908.83303;119908.83303;0.01435;0.01435;0.01435;0.01435;0.01435;19838.92468;12211.02106;13066.25904;13556.46278;13834.88008;15151.76602;12099.99701;12495.73125;12682.47554;12607.04347;0.00188;0.00188;0.00188;0.00188;0.00188;-14508.77709;-22136.68070;-21281.44272;-20791.23898;-20512.82168;-104757.06701;-107808.83601;-107413.10177;-107226.35749;-107301.78956;-0.01247;-0.01247;-0.01247;-0.01247;-0.01247;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000
198545344191.22168;227587419.33003;13011.32236;0.95621;1.03707;144.33915;5.65174;107.41945;7.40119;2945.08626;32659.46174;32659.46174;32659.46174;32659.46174;32659.46174;106516.74320;106516.74320;106516.74320;106516.74320;106516.74320;0.01434;0.01434;0.01434;0.01434;0.01434;26528.93102;15963.52257;17159.19121;17836.36850;18187.20605;20088.06516;15871.71186;16418.43749;16676.40978;16572.20453;0.00225;0.00225;0.00225;0.00225;0.00225;-6130.53072;-16695.93917;-15500.27053;-14823.09324;-14472.25569;-86428.67804;-90645.03134;-90098.30571;-89840.33341;-89944.53867;-0.01209;-0.01209;-0.01209;-0.01209;-0.01209;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000
211940179547.95969;227667202.11518;16214.96717;1.04472;1.02335;136.90387;5.56501;97.74090;7.41200;2379.93184;31069.33998;31069.33998;31069.33998;31069.33998;31069.33998;108726.38162;108726.38162;108726.38162;108726.38162;108726.38162;0.01567;0.01567;0.01567;0.01567;0.01567;28766.11284;18687.99517;19793.26075;20445.32035;20901.11922;22436.20584;18376.57033;18902.98855;19151.39220;19051.05316;0.00242;0.00242;0.00242;0.00242;0.00242;-2303.22715;-12381.34481;-11276.07924;-10624.01964;-10168.22076;-86290.17579;-90349.81129;-89823.39308;-89574.98942;-89675.32846;-0.01325;-0.01325;-0.01325;-0.01325;-0.01325;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000
204390848992.39685;263547190.68730;13798.93294;0.95051;0.96479;145.49937;5.41722;102.84423;6.82812;2449.85779;33978.29517;33978.29517;33978.29517;33978.29517;33978.29517;118468.45223;118468.45223;118468.45223;118468.45223;118468.45223;0.01426;0.01426;0.01426;0.01426;0.01426;24419.22868;15257.54940;16280.30204;16869.98049;17223.34340;18758.07294;15086.54856;15562.62861;15787.26803;15696.52734;0.00212;0.00212;0.00212;0.00212;0.00212;-9559.06648;-18720.74577;-17697.99313;-17108.31468;-16754.95176;-99710.37929;-103381.90367;-102905.82362;-102681.18421;-102771.92489;-0.01214;-0.01214;-0.01214;-0.01214;-0.01214;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000
