# X_0;X_1;X_2;R_0;S_0;G_0;I_0
0.24;10.04;42.15;3371.95;1938.34;-1433.61;0.00
0.26;12.08;44.90;3592.31;2176.19;-1416.11;0.00
0.25;8.68;37.18;2974.12;1897.87;-1076.24;0.00
0.23;10.61;42.41;3392.47;1892.59;-1499.88;0.00
0.24;10.19;46.61;3728.65;1954.32;-1774.34;0.00
0.23;11.35;38.42;3073.66;1941.68;-1131.98;0.00
0.27;9.35;41.18;3294.67;2057.64;-1237.03;0.00
0.25;9.78;40.69;3254.98;1976.96;-1278.02;0.00
0.23;8.77;45.03;3602.76;1829.63;-1773.13;0.00
0.27;12.27;32.00;2559.75;2252.01;-307.74;0.00
0.27;9.15;39.07;3125.26;2056.22;-1069.04;0.00
0.22;8.61;40.71;3257.07;1768.18;-1488.89;0.00
0.22;7.78;46.76;3741.14;1712.37;-2028.77;0.00
0.23;9.85;37.08;2966.15;1898.70;-1067.45;0.00
0.25;11.64;34.27;2741.71;2101.89;-639.82;0.00
0.28;10.42;37.70;3015.83;2180.10;-835.73;0.00
0.29;11.24;40.01;3200.60;2291.60;-908.99;0.00
0.26;9.03;41.42;3313.51;2026.57;-1286.94;0.00
0.27;10.17;40.54;3242.81;2109.98;-1132.83;0.00
0.25;11.30;43.69;3495.21;2087.95;-1407.25;0.00
0.24;11.86;36.62;2929.74;2020.48;-909.26;0.00
0.23;9.36;45.00;3599.94;1827.89;-1772.05;0.00
0.24;8.28;44.99;3598.89;1818.18;-1780.71;0.00
0.26;9.49;36.87;2949.88;2027.26;-922.62;0.00
0.31;8.97;43.84;3507.07;2268.23;-1238.84;0.00
0.21;10.85;30.02;2401.27;1797.98;-603.28;0.00
0.25;8.52;45.97;3677.81;1894.51;-1783.29;0.00
0.24;9.66;46.01;3680.79;1947.31;-1733.48;0.00
0.29;9.92;39.42;3153.77;2201.77;-952.00;0.00
0.28;10.29;40.43;3234.80;2166.96;-1067.84;0.00
0.24;11.89;42.22;3377.23;2055.19;-1322.05;0.00
0.25;10.96;47.17;3773.88;2032.27;-1741.61;0.00
0.28;9.54;45.35;3628.10;2168.82;-1459.28;0.00
0.21;10.62;39.71;3176.69;1825.96;-1350.73;0.00
0.25;10.97;40.14;3211.58;2075.19;-1136.39;0.00
0.27;8.98;32.79;2623.17;2084.15;-539.02;0.00
0.25;9.27;34.78;2782.26;1966.42;-815.83;0.00
0.24;9.74;37.61;3008.66;1940.96;-1067.70;0.00
0.27;10.89;39.14;3131.36;2159.96;-971.39;0.00
0.29;9.32;51.17;4093.75;2219.25;-1874.50;0.00
0.25;10.50;34.51;2760.88;2041.53;-719.35;0.00
0.22;8.83;41.37;3309.24;1739.54;-1569.70;0.00
0.22;8.63;49.28;3942.72;1749.69;-2193.03;0.00
0.24;9.03;40.12;3209.70;1905.86;-1303.84;0.00
0.24;7.64;31.77;2541.30;1789.03;-752.27;0.00
0.27;11.25;29.06;2324.75;2174.86;-149.88;0.00
0.22;9.97;49.03;3922.64;1815.36;-2107.27;0.00
0.21;9.88;36.29;2903.04;1752.29;-1150.75;0.00
0.22;10.19;39.14;3131.34;1805.29;-1326.06;0.00
0.24;10.33;30.91;2473.02;1932.32;-540.70;0.00
0.25;9.57;40.19;3215.53;1967.08;-1248.45;0.00
0.29;11.36;43.42;3473.42;2308.25;-1165.17;0.00
0.26;8.71;40.81;3264.97;1969.94;-1295.03;0.00
