# X_0;X_1;X_2;R_0;R_1;S_0;S_1;G_0;G_1;I_0;I_1
562;1007;3;3;3;2;2;0;0;0;0
558;957;3;3;3;2;2;0;0;0;0
435;1121;2;2;3;2;2;0;-1;0;0
493;967;2;2;2;2;2;0;0;0;0
537;1122;2;2;2;2;2;0;0;0;0
584;1041;2;2;2;2;2;0;0;0;0
673;1035;2;2;3;3;3;0;0;1;1
280;797;3;3;3;1;1;-1;-1;0;0
472;946;3;3;3;2;2;0;-1;0;0
412;976;3;3;3;1;2;-1;-1;0;0
538;987;3;3;3;2;2;0;0;0;0
576;930;3;3;3;2;2;0;0;0;0
499;1015;3;3;3;2;2;0;-1;0;0
578;926;2;2;3;2;2;0;0;0;0
557;1017;3;3;3;2;2;0;0;0;0
634;1041;3;3;4;2;3;0;-1;0;0
408;1000;2;2;2;1;2;0;0;0;0
694;1043;2;2;3;3;3;0;0;1;1
443;998;2;2;3;2;2;0;0;0;0
656;1056;3;3;3;2;3;0;0;0;0
519;980;2;2;3;2;2;0;0;0;0
295;927;2;2;3;1;1;-1;-1;0;0
577;993;3;3;3;2;2;0;0;0;0
617;785;2;2;2;2;2;0;0;1;1
366;1021;2;2;2;1;1;0;0;0;0
472;1064;3;3;3;2;2;-1;-1;0;0
662;1076;3;3;3;2;3;0;0;0;0
465;1003;2;2;2;2;2;0;0;0;0
517;1167;3;3;3;2;2;0;0;0;0
516;839;2;2;3;2;2;0;0;0;0
452;872;2;2;2;2;2;0;0;0;0
514;1101;2;2;3;2;2;0;0;0;0
531;782;3;3;3;2;2;0;-1;0;0
702;1163;3;3;3;3;3;0;0;1;0
769;884;2;2;3;3;3;0;0;1;1
412;1034;2;2;3;2;2;0;-1;0;0
433;842;3;3;3;2;2;-1;-1;0;0
739;1014;3;3;3;3;3;0;0;1;0
633;1175;2;2;2;2;3;0;0;1;1
732;1131;3;3;3;3;3;0;0;0;0
442;1083;3;3;3;2;2;-1;-1;0;0
650;1105;3;3;3;2;3;0;0;0;0
593;1105;3;3;3;2;2;0;0;0;0
557;1037;2;2;3;2;2;0;0;0;0
666;1003;3;3;3;2;3;0;0;0;0
567;1133;2;2;3;2;2;0;0;0;0
462;941;3;3;3;2;2;-1;-1;0;0
517;1015;3;3;3;2;2;0;-1;0;0
580;892;3;3;3;2;2;0;0;0;0
579;922;3;3;3;2;2;0;0;0;0
381;968;2;2;3;1;1;-1;-1;0;0
718;1109;2;2;3;3;3;0;0;1;1
552;1010;3;3;3;2;2;-1;-1;0;0
570;969;2;2;3;2;2;0;0;0;0
491;1164;3;3;3;2;2;-1;-1;0;0
560;928;2;2;3;2;2;0;0;0;0
513;952;2;2;2;2;2;0;0;0;0
480;1053;2;2;2;2;2;0;0;0;0
494;1100;2;2;2;2;2;0;0;0;0
582;950;3;3;3;2;2;0;0;0;0
395;949;3;3;3;1;2;-1;-1;0;0
550;1061;3;3;3;2;2;0;0;0;0
434;977;3;3;3;2;2;0;-1;0;0
413;946;2;2;3;1;2;0;-1;0;0
462;989;2;2;3;2;2;0;0;0;0
429;1101;3;3;3;2;2;-1;-1;0;0
400;1080;3;3;3;2;2;-1;-1;0;0
463;1016;3;3;4;2;2;-1;-1;0;0
390;954;3;3;3;1;2;-1;-1;0;0
544;1242;3;3;3;2;2;0;0;0;0
527;950;3;3;3;2;2;0;0;0;0
448;891;2;2;2;2;2;0;0;0;0
490;1198;3;3;3;2;2;0;0;0;0
397;1065;3;3;3;1;2;-1;-1;0;0
536;897;3;3;3;2;2;0;0;0;0
387;1067;2;2;2;1;2;0;0;0;0
515;1000;2;2;3;2;2;0;0;0;0
435;1123;2;2;2;2;2;0;0;0;0
615;995;3;3;3;2;2;0;-1;0;0
441;1182;2;2;3;2;2;0;0;0;0
503;996;2;2;2;2;2;0;0;0;0
443;905;2;2;3;2;2;0;0;0;0
599;865;3;3;3;2;2;0;0;0;0
336;1076;2;2;3;1;1;-1;-1;0;0
401;1008;2;2;3;1;2;0;-1;0;0
487;1079;3;3;4;2;2;-1;-1;0;0
648;1056;3;3;3;2;3;0;0;0;0
432;1014;2;2;3;2;2;0;0;0;0
499;1100;2;2;2;2;2;0;0;0;0
353;1061;3;3;3;1;1;-1;-1;0;0
604;974;2;2;3;2;2;0;0;0;0
391;789;2;2;3;1;1;0;-1;0;0
431;992;2;2;3;2;2;0;0;0;0
647;879;3;3;3;2;2;0;0;0;0
322;918;3;3;3;1;1;-1;-1;0;0
552;955;3;3;3;2;2;0;-1;0;0
418;923;3;3;3;1;2;-1;-1;0;0
536;854;3;3;3;2;2;-1;-1;0;0
574;983;2;2;2;2;2;0;0;1;1
298;859;2;2;2;1;1;-1;-1;0;0
