# X_0;X_1;X_2;R_0;R_1;S_0;S_1;G_0;G_1;I_0;I_1
513;1056;3;3;3;2;2;0;0;0;0
481;1046;2;2;2;2;2;0;0;0;0
510;887;2;2;3;2;2;0;0;0;0
588;674;2;2;3;2;2;0;0;0;0
692;1045;2;2;2;3;3;0;0;1;1
482;1205;2;2;3;2;2;0;0;0;0
549;1089;3;3;3;2;2;0;-1;0;0
378;973;3;3;3;1;1;-1;-1;0;0
437;887;3;3;3;2;2;0;-1;0;0
493;1051;3;3;3;2;2;0;0;0;0
490;907;3;3;3;2;2;-1;-1;0;0
461;1059;3;3;3;2;2;-1;-1;0;0
495;1222;2;2;3;2;2;0;0;0;0
507;1123;2;2;3;2;2;0;0;0;0
435;993;3;3;3;2;2;0;-1;0;0
455;1061;3;3;3;2;2;0;-1;0;0
565;1022;2;2;3;2;2;0;0;0;0
433;955;3;3;3;2;2;-1;-1;0;0
620;967;3;3;3;2;2;0;0;0;0
558;1024;3;3;3;2;2;-1;-1;0;0
790;1039;3;3;3;3;3;0;0;1;1
655;869;3;3;3;2;3;0;0;0;0
644;941;3;3;3;2;3;0;0;0;0
487;1023;3;3;3;2;2;0;-1;0;0
615;932;3;3;3;2;2;0;0;0;0
491;1036;2;2;3;2;2;0;0;0;0
428;1022;3;3;3;2;2;-1;-1;0;0
422;1173;2;2;2;2;2;0;0;0;0
528;967;3;3;3;2;2;0;0;0;0
393;744;2;2;2;1;1;0;0;0;0
780;1039;3;3;3;3;3;0;0;1;1
559;861;3;3;3;2;2;0;0;0;0
449;1046;3;3;3;2;2;-1;-1;0;0
397;888;2;2;3;1;1;0;-1;0;0
594;1121;2;2;3;2;2;0;0;0;0
608;1008;2;2;3;2;2;0;0;0;0
598;871;3;3;3;2;2;0;-1;0;0
621;1122;3;3;3;2;2;0;0;0;0
703;938;3;3;3;3;3;0;0;0;0
472;1044;3;3;3;2;2;0;0;0;0
316;963;3;3;3;1;1;-1;-1;0;0
565;976;2;2;3;2;2;0;0;0;0
422;853;3;3;3;1;2;-1;-1;0;0
466;958;3;3;3;2;2;0;-1;0;0
425;919;3;3;3;2;2;-1;-1;0;0
488;1043;3;3;3;2;2;0;-1;0;0
444;1051;3;3;3;2;2;-1;-1;0;0
576;1017;3;3;3;2;2;0;0;0;0
567;1059;2;2;2;2;2;0;0;1;0
306;1088;2;2;3;1;1;-1;-1;0;0
649;889;2;2;3;2;3;0;0;0;0
542;1013;2;2;3;2;2;0;0;0;0
523;1194;3;3;3;2;2;0;0;0;0
514;1305;3;3;3;2;2;0;0;0;0
475;1011;3;3;3;2;2;-1;-1;0;0
496;959;2;2;3;2;2;0;0;0;0
499;916;3;3;3;2;2;0;-1;0;0
512;996;2;2;3;2;2;0;0;0;0
454;864;3;3;3;2;2;-1;-1;0;0
527;1025;2;2;3;2;2;0;0;0;0
575;1082;3;3;3;2;2;0;0;0;0
685;950;2;2;3;3;3;0;0;1;1
524;950;2;2;3;2;2;0;0;0;0
606;1139;2;2;3;2;2;0;0;1;0
314;1021;2;2;2;1;1;0;-1;0;0
443;1002;3;3;3;2;2;-1;-1;0;0
442;1096;3;3;3;2;2;0;-1;0;0
399;1222;2;2;3;2;2;0;0;0;0
636;945;2;2;2;2;2;0;0;1;1
529;907;3;3;3;2;2;0;-1;0;0
620;1079;3;3;3;2;2;0;0;0;0
620;988;3;3;3;2;2;0;0;0;0
471;1049;2;2;2;2;2;0;0;0;0
673;867;3;3;3;2;3;0;0;0;0
478;1015;2;2;3;2;2;0;0;0;0
341;1109;3;3;3;1;1;-1;-1;0;0
246;935;2;2;3;1;1;-1;-1;0;0
527;1098;2;2;3;2;2;0;0;0;0
485;1006;2;2;2;2;2;0;0;0;0
468;976;2;2;3;2;2;0;0;0;0
438;1067;3;3;3;2;2;-1;-1;0;0
478;1017;3;3;3;2;2;-1;-1;0;0
497;887;3;3;3;2;2;0;0;0;0
691;1023;2;2;2;3;3;0;0;1;1
538;1197;2;2;3;2;2;0;0;0;0
555;1035;3;3;3;2;2;0;0;0;0
684;981;3;3;3;3;3;0;0;1;0
526;1081;3;3;4;2;2;-1;-1;0;0
517;865;2;2;2;2;2;0;0;0;0
467;855;3;3;3;2;2;-1;-1;0;0
487;902;3;3;3;2;2;0;-1;0;0
473;1128;2;2;3;2;2;0;0;0;0
495;944;2;2;2;2;2;0;0;0;0
564;744;3;3;3;2;2;0;0;0;0
491;1085;2;2;2;2;2;0;0;0;0
526;1062;2;2;2;2;2;0;0;1;0
679;886;3;3;3;2;3;0;0;0;0
509;933;2;2;3;2;2;0;0;0;0
507;1044;2;2;3;2;2;0;0;0;0
433;943;2;2;3;2;2;0;-1;0;0
