# X_0;X_1;X_2;R_0;S_0;G_0;I_0
0.23;9.54;36.59;2927.20;1859.35;-1067.85;0.00
0.28;11.14;38.14;3051.41;2226.06;-825.36;0.00
0.24;9.30;36.33;2906.23;1885.68;-1020.55;0.00
0.26;9.69;44.20;3536.03;2053.75;-1482.28;0.00
0.26;10.04;34.03;2722.10;2058.67;-663.43;0.00
0.20;9.74;36.90;2951.65;1706.53;-1245.12;0.00
0.26;12.11;41.72;3337.44;2151.32;-1186.11;0.00
0.22;9.65;37.59;3007.23;1827.52;-1179.72;0.00
0.22;8.75;29.51;2360.86;1774.48;-586.38;0.00
0.23;9.15;39.51;3160.95;1848.71;-1312.24;0.00
0.27;12.19;44.11;3528.79;2257.11;-1271.68;0.00
0.25;11.50;44.73;3578.27;2054.57;-1523.70;0.00
0.27;10.34;39.69;3175.55;2147.09;-1028.46;0.00
0.24;8.72;35.63;2850.59;1864.11;-986.48;0.00
0.23;9.85;37.18;2974.40;1880.51;-1093.90;0.00
0.24;11.07;47.63;3810.65;1972.87;-1837.78;0.00
0.24;9.46;38.35;3068.00;1890.08;-1177.92;0.00
0.22;11.67;50.31;4025.12;1899.60;-2125.53;0.00
0.23;10.62;42.57;3405.56;1937.55;-1468.01;0.00
0.23;9.67;37.21;2977.03;1846.84;-1130.19;0.00
0.25;11.09;41.03;3282.39;2055.52;-1226.87;0.00
0.28;11.69;39.04;3123.53;2247.36;-876.17;0.00
0.22;12.64;40.43;3234.27;1964.53;-1269.74;0.00
0.21;10.97;29.77;2381.99;1824.66;-557.33;0.00
0.24;9.28;38.30;3064.34;1877.14;-1187.21;0.00
0.24;8.47;36.81;2944.89;1863.69;-1081.20;0.00
0.26;11.88;47.23;3778.33;2149.31;-1629.01;0.00
0.25;9.33;41.87;3349.42;1937.31;-1412.11;0.00
0.30;9.65;37.52;3001.93;2266.07;-735.86;0.00
0.25;10.51;45.66;3653.00;2020.92;-1632.07;0.00
0.27;9.41;48.26;3861.11;2100.22;-1760.88;0.00
0.20;9.41;39.41;3152.83;1653.30;-1499.53;0.00
0.29;10.40;44.10;3527.70;2267.59;-1260.11;0.00
0.27;10.68;42.70;3415.81;2127.68;-1288.13;0.00
0.24;11.59;44.73;3578.02;2014.71;-1563.30;0.00
0.28;9.58;38.01;3041.03;2166.45;-874.58;0.00
0.24;11.08;41.64;3330.89;2024.40;-1306.49;0.00
0.22;9.64;38.77;3101.29;1829.22;-1272.07;0.00
0.23;9.77;27.21;2176.75;1872.71;-304.04;0.00
0.23;9.59;50.04;4003.19;1852.42;-2150.77;0.00
0.22;9.84;39.96;3196.69;1803.82;-1392.88;0.00
0.23;9.75;45.42;3634.00;1891.75;-1742.25;0.00
0.26;10.65;36.83;2946.43;2100.82;-845.62;0.00
0.28;10.63;39.23;3138.40;2196.60;-941.80;0.00
0.28;11.04;39.50;3160.19;2241.15;-919.04;0.00
