# X_0;X_1;X_2;R_0;S_0;G_0;I_0
0;10;35;2802;-768;-3570;0
0;9;47;3776;-938;-4714;0
0;9;39;3163;-951;-4115;0
0;10;37;2964;-811;-3776;0
0;10;34;2730;-943;-3673;0
0;9;45;3667;-926;-4593;0
0;9;38;3088;-732;-3820;0
0;9;42;3391;-884;-4275;0
0;9;43;3501;-547;-4048;0
0;9;37;3021;-952;-3973;0
0;11;40;3270;-526;-3797;0
0;10;48;3843;-914;-4757;0
0;10;49;3937;-1069;-5006;0
0;8;43;3507;-879;-4387;0
0;9;28;2319;-884;-3203;0
0;10;35;2865;-824;-3689;0
0;12;34;2772;-880;-3653;0
0;10;36;2946;-1024;-3971;0
0;10;38;3078;-689;-3768;0
0;8;38;3085;-957;-4042;0
0;10;43;3457;-881;-4338;0
0;9;41;3303;-928;-4232;0
0;9;35;2834;-853;-3688;0
0;10;47;3792;-1147;-4940;0
0;10;39;3198;-1097;-4296;0
0;12;41;3305;-676;-3982;0
0;10;45;3630;-876;-4506;0
0;9;36;2909;-1017;-3926;0
0;9;36;2928;-723;-3652;0
0;9;46;3697;-750;-4448;0
0;9;39;3133;-843;-3977;0
0;9;41;3353;-1069;-4422;0
0;9;38;3092;-829;-3922;0
0;11;39;3197;-911;-4109;0
0;9;38;3115;-1031;-4146;0
0;9;47;3797;-1261;-5059;0
0;10;35;2849;-904;-3753;0
0;9;38;3052;-961;-4014;0
0;9;43;3488;-928;-4416;0
0;12;36;2930;-507;-3437;0
0;11;41;3322;-764;-4086;0
0;9;45;3665;-998;-4663;0
0;12;45;3656;-805;-4461;0
0;9;32;2599;-1018;-3617;0
0;10;42;3385;-1006;-4391;0
0;9;36;2931;-966;-3898;0
0;10;45;3663;-1262;-4926;0
0;8;43;3470;-816;-4286;0
0;10;37;2966;-1127;-4094;0
0;9;34;2788;-969;-3758;0
0;8;43;3508;-1198;-4706;0
0;7;44;3555;-1068;-4623;0
0;10;45;3638;-1119;-4758;0
0;8;25;2066;-1040;-3106;0
0;8;44;3592;-849;-4441;0
0;8;39;3172;-1066;-4238;0
0;11;38;3088;-760;-3848;0
0;9;40;3234;-850;-4085;0
0;9;33;2651;-897;-3549;0
0;11;33;2688;-882;-3571;0
0;9;49;3942;-1023;-4965;0
0;10;35;2866;-804;-3670;0
0;10;33;2650;-1090;-3740;0
0;9;38;3048;-940;-3989;0
0;10;44;3523;-901;-4425;0
0;11;37;2966;-1070;-4037;0
0;10;40;3261;-693;-3955;0
0;10;39;3188;-924;-4112;0
0;12;44;3549;-726;-4276;0
0;11;40;3204;-840;-4045;0
0;8;41;3310;-1172;-4482;0
0;11;42;3409;-724;-4134;0
0;11;39;3187;-683;-3870;0
0;10;36;2914;-1096;-4011;0
0;10;42;3364;-801;-4165;0
0;10;39;3162;-817;-3980;0
0;9;44;3592;-1097;-4690;0
0;12;46;3749;-789;-4539;0
0;12;41;3316;-844;-4160;0
0;10;38;3070;-823;-3893;0
0;9;35;2805;-968;-3774;0
0;10;36;2936;-926;-3862;0
0;11;40;3266;-799;-4066;0
0;11;38;3113;-789;-3903;0
0;9;42;3425;-1167;-4593;0
0;11;40;3213;-1095;-4309;0
0;10;32;2571;-863;-3435;0
0;11;40;3271;-996;-4268;0
0;9;45;3645;-1161;-4807;0
0;10;44;3551;-890;-4441;0
0;10;39;3175;-994;-4170;0
0;7;45;3632;-1079;-4712;0
0;9;38;3073;-1171;-4245;0
0;9;41;3320;-758;-4079;0
0;10;41;3337;-628;-3966;0
0;9;25;2079;-1029;-3108;0
0;11;38;3060;-1056;-4116;0
0;11;46;3727;-792;-4519;0
0;10;37;3004;-1075;-4079;0
0;10;32;2582;-709;-3292;0
