# X_0;X_1;X_2;X_3;X_4;X_5;X_6;X_7;X_8;X_9;X_10;R_0;R_1;R_2;S_0;S_1;S_2;G_0;G_1;G_2;I_0;I_1;I_2
220756583040.46;244253920.80;9630.78;0.94;0.99;241.58;4.82;100.29;5.12;223.12;2378.87;46759.35;146335.32;0.01;10227.58;9543.71;-0.00;-36531.77;-36531.77;-36531.77;0.00;0.00;0.00
180050048947.56;251237652.47;8943.06;0.97;1.02;247.69;4.78;102.80;5.51;199.27;2232.14;44311.21;158067.26;0.01;9806.95;9151.21;-0.00;-34504.26;-34504.26;-34504.26;0.00;0.00;0.00
202965424062.26;261780748.89;10317.11;1.03;0.99;251.91;4.91;110.34;5.24;214.86;2292.15;52770.05;182360.78;0.02;10904.40;10175.28;-0.00;-41865.65;-41865.65;-41865.65;0.00;0.00;0.00
223099727140.52;248309953.03;10142.25;1.02;1.03;240.40;5.14;101.64;5.11;209.43;2395.97;48085.44;170334.07;0.02;11148.35;10402.92;-0.00;-36937.09;-36937.09;-36937.09;0.00;0.00;0.00
195484142324.86;257683238.35;11325.52;0.97;0.99;247.77;4.97;101.90;5.40;235.41;2312.12;53725.51;168778.51;0.01;12062.56;11256.00;-0.00;-41662.95;-41662.95;-41662.95;0.00;0.00;0.00
190921701663.12;268028129.80;10994.73;1.02;1.03;247.09;4.75;105.46;4.63;226.66;2216.04;54099.52;174081.94;0.02;12149.20;11336.85;-0.00;-41950.32;-41950.32;-41950.32;0.00;0.00;0.00
221084168478.36;245367977.44;10492.50;1.00;0.98;225.22;4.72;104.82;5.52;202.09;2324.62;44871.12;141562.38;0.01;11001.78;10266.15;-0.00;-33869.34;-33869.34;-33869.34;0.00;0.00;0.00
204887619108.62;234274406.54;10707.97;0.96;0.99;207.11;5.16;93.30;4.94;211.36;2292.33;43063.77;130772.85;0.01;11324.27;10567.07;-0.00;-31739.50;-31739.50;-31739.50;0.00;0.00;0.00
210919882930.73;247509557.28;10622.94;0.99;0.96;243.32;4.46;99.13;5.94;217.09;2428.17;48596.80;145699.68;0.01;10914.25;10184.47;-0.00;-37682.55;-37682.55;-37682.55;0.00;0.00;0.00
216734229843.36;260224685.02;10318.72;0.98;1.03;240.75;4.69;99.67;5.51;203.47;2268.68;47230.18;157383.40;0.01;11401.54;10639.17;-0.00;-35828.64;-35828.64;-35828.64;0.00;0.00;0.00
203699388341.77;245016171.96;10669.15;0.98;1.03;242.83;4.49;97.61;4.94;194.68;2247.81;42387.29;142565.39;0.01;11787.62;10999.44;-0.00;-30599.67;-30599.67;-30599.67;0.00;0.00;0.00
212410914364.79;242499115.26;10160.51;1.03;1.02;245.94;4.47;87.31;5.43;219.36;2238.25;49919.18;149982.08;0.02;11156.42;10410.44;-0.00;-38762.76;-38762.76;-38762.76;0.00;0.00;0.00
195499792944.28;252093703.23;9892.82;1.02;1.03;245.57;4.61;104.24;5.38;211.03;2450.33;49448.19;159174.16;0.02;10959.68;10226.87;-0.00;-38488.50;-38488.50;-38488.50;0.00;0.00;0.00
210631013116.80;258895960.82;9866.56;0.95;0.99;225.14;4.85;99.17;5.44;214.97;2133.74;47930.94;145997.61;0.01;10499.93;9797.85;-0.00;-37431.01;-37431.01;-37431.01;0.00;0.00;0.00
186761447869.98;263028132.63;9179.65;1.09;1.02;227.39;4.66;103.87;5.15;215.94;2351.47;56367.91;165981.28;0.02;10018.14;9348.28;-0.00;-46349.77;-46349.77;-46349.77;0.00;0.00;0.00
228635354532.63;263540530.57;9230.30;1.03;1.02;243.62;4.79;96.68;4.65;205.68;2342.32;50582.02;172115.86;0.02;10085.60;9411.23;-0.00;-40496.42;-40496.42;-40496.42;0.00;0.00;0.00
182517625317.80;249323458.10;9747.95;0.97;1.01;221.21;4.50;102.21;5.06;218.25;2371.36;48063.95;131430.07;0.01;10499.42;9797.37;-0.00;-37564.54;-37564.54;-37564.54;0.00;0.00;0.00
216949049918.29;223399185.02;9850.73;1.04;1.03;248.84;4.84;94.45;5.68;207.97;2383.78;43842.21;152430.80;0.02;10875.49;10148.31;-0.00;-32966.72;-32966.72;-32966.72;0.00;0.00;0.00
204868097239.99;227628635.92;7824.76;1.03;1.04;243.35;4.86;95.87;5.58;212.58;2325.05;45140.79;150841.16;0.02;8759.07;8173.39;-0.00;-36381.72;-36381.72;-36381.72;0.00;0.00;0.00
190185079095.36;264419735.73;10555.19;0.97;1.02;233.75;4.79;99.87;5.33;226.24;2426.21;52921.46;157248.12;0.01;11560.90;10787.88;-0.00;-41360.56;-41360.56;-41360.56;0.00;0.00;0.00
192020207327.51;291302131.22;9278.04;0.99;0.97;246.36;5.18;99.10;5.28;223.35;2411.19;58540.08;200725.44;0.01;9627.12;8983.41;-0.00;-48912.96;-48912.96;-48912.96;0.00;0.00;0.00
203821041816.33;249059122.41;10837.80;1.02;1.02;257.47;4.41;106.84;5.29;214.50;2423.68;49453.98;157162.56;0.02;11902.77;11106.89;-0.00;-37551.21;-37551.21;-37551.21;0.00;0.00;0.00
